,id,type,special_status,notes
415,Pocillopora_meandrina_HIv1___RNAseq.g23314.t1,gene,NA,NA
416,Pocillopora_meandrina_HIv1___RNAseq.g27742.t1,gene,NA,NA
417,Pocillopora_meandrina_HIv1___RNAseq.g27760.t1,gene,NA,NA
418,Pocillopora_meandrina_HIv1___RNAseq.g27772.t1,gene,NA,NA
419,Pocillopora_meandrina_HIv1___TS.g15117.t1,gene,NA,NA
420,Pocillopora_meandrina_HIv1___RNAseq.g27818.t1,gene,NA,NA
421,Pocillopora_meandrina_HIv1___RNAseq.g27996.t1,gene,NA,NA
422,Pocillopora_meandrina_HIv1___RNAseq.g26982.t1,gene,NA,NA
423,Pocillopora_meandrina_HIv1___RNAseq.g27117.t1,gene,NA,NA
424,Pocillopora_meandrina_HIv1___RNAseq.g5062.t1,gene,NA,NA
425,Pocillopora_meandrina_HIv1___RNAseq.11406_t,gene,NA,NA
426,Pocillopora_meandrina_HIv1___RNAseq.g5860.t1,gene,NA,NA
427,Pocillopora_meandrina_HIv1___TS.g23876.t1,gene,NA,NA
428,Pocillopora_meandrina_HIv1___RNAseq.g2576.t1,gene,NA,NA
429,Pocillopora_meandrina_HIv1___RNAseq.g12993.t1,gene,NA,NA
430,Pocillopora_meandrina_HIv1___RNAseq.g13548.t1,gene,NA,NA
431,Pocillopora_meandrina_HIv1___TS.g2591.t1,gene,NA,NA
432,Pocillopora_meandrina_HIv1___RNAseq.g8574.t1,gene,NA,NA
433,Pocillopora_meandrina_HIv1___RNAseq.g8585.t1,gene,NA,NA
434,Pocillopora_meandrina_HIv1___TS.g20707.t1,gene,NA,NA
435,Pocillopora_meandrina_HIv1___RNAseq.g9701.t1,gene,NA,NA
436,Pocillopora_meandrina_HIv1___RNAseq.g9702.t1,gene,NA,NA
437,Pocillopora_meandrina_HIv1___RNAseq.g10033.t1,gene,NA,NA
438,Pocillopora_meandrina_HIv1___RNAseq.g3779.t1,gene,NA,NA
439,Pocillopora_meandrina_HIv1___RNAseq.g4267.t1,gene,NA,NA
440,Pocillopora_meandrina_HIv1___TS.g21810.t1,gene,NA,NA
441,Pocillopora_meandrina_HIv1___RNAseq.g4434.t2,gene,NA,NA
442,Pocillopora_meandrina_HIv1___RNAseq.g29485.t1,gene,NA,NA
443,Pocillopora_meandrina_HIv1___RNAseq.g28506.t1,gene,NA,NA
444,Pocillopora_meandrina_HIv1___RNAseq.g28745.t1,gene,NA,NA
445,Pocillopora_meandrina_HIv1___TS.g5522.t2,gene,NA,NA
446,Pocillopora_meandrina_HIv1___RNAseq.g849.t1,gene,NA,NA
447,Pocillopora_meandrina_HIv1___RNAseq.g30274.t1,gene,NA,NA
448,Pocillopora_meandrina_HIv1___RNAseq.g539.t1,gene,NA,NA
449,Pocillopora_meandrina_HIv1___RNAseq.g17125.t1,gene,epi-machinery,MTREX (ncRNA biogenesis & silencing)
450,Pocillopora_meandrina_HIv1___RNAseq.g3896.t1,gene,NA,NA
451,Pocillopora_meandrina_HIv1___RNAseq.29409_t,gene,NA,NA
452,Pocillopora_meandrina_HIv1___RNAseq.g18.t1,gene,NA,NA
453,Pocillopora_meandrina_HIv1___RNAseq.g22294.t1,gene,NA,NA
454,Pocillopora_meandrina_HIv1___TS.g27545.t1,gene,NA,NA
455,Pocillopora_meandrina_HIv1___RNAseq.g19748.t1,gene,NA,NA
456,Pocillopora_meandrina_HIv1___RNAseq.g20083.t1,gene,NA,NA
457,Pocillopora_meandrina_HIv1___RNAseq.g7336.t1,gene,NA,NA
458,Pocillopora_meandrina_HIv1___RNAseq.g6566.t1,gene,NA,NA
459,Pocillopora_meandrina_HIv1___TS.g11527.t1,gene,NA,NA
460,Pocillopora_meandrina_HIv1___RNAseq.g16546.t1,gene,NA,NA
461,Pocillopora_meandrina_HIv1___RNAseq.g15535.t1,gene,NA,NA
462,Pocillopora_meandrina_HIv1___RNAseq.g24591.t1,gene,NA,NA
463,Pocillopora_meandrina_HIv1___RNAseq.g22950.t1,gene,NA,NA
464,Pocillopora_meandrina_HIv1___TS.g15934.t1,gene,NA,NA
465,Pocillopora_meandrina_HIv1___RNAseq.g23590.t1,gene,epi-machinery,LIN28A (ncRNA biogenesis & silencing)
466,Pocillopora_meandrina_HIv1___TS.g4177.t1,gene,NA,NA
467,Pocillopora_meandrina_HIv1___RNAseq.g13326.t1,gene,epi-machinery,USP48-201 (Ubiquitin signaling)
468,Pocillopora_meandrina_HIv1___RNAseq.g8413.t1,gene,NA,NA
469,Pocillopora_meandrina_HIv1___RNAseq.g3707.t1,gene,NA,NA
470,Pocillopora_meandrina_HIv1___RNAseq.g26156.t1,gene,NA,NA
471,Pocillopora_meandrina_HIv1___RNAseq.g4205.t1,gene,NA,NA
472,Pocillopora_meandrina_HIv1___RNAseq.g11480.t1,gene,NA,NA
473,Pocillopora_meandrina_HIv1___TS.g6717.t1,gene,NA,NA
474,Pocillopora_meandrina_HIv1___RNAseq.g226.t1,gene,NA,NA
475,Pocillopora_meandrina_HIv1___RNAseq.g3050.t1,gene,NA,NA
476,Pocillopora_meandrina_HIv1___RNAseq.g17551.t1,gene,NA,NA
477,Pocillopora_meandrina_HIv1___TS.g17333.t1a,gene,NA,NA
478,Pocillopora_meandrina_HIv1___TS.g17458.t2,gene,NA,NA
479,Pocillopora_meandrina_HIv1___TS.g17826.t3,gene,NA,NA
480,Pocillopora_meandrina_HIv1___RNAseq.g14224.t1,gene,NA,NA
481,Pocillopora_meandrina_HIv1___RNAseq.g12666.t1,gene,NA,NA
482,Pocillopora_meandrina_HIv1___RNAseq.g20737.t1,gene,NA,NA
483,Pocillopora_meandrina_HIv1___TS.g25657.t1,gene,NA,NA
484,Pocillopora_meandrina_HIv1___RNAseq.g12583.t1,gene,NA,NA
485,Pocillopora_meandrina_HIv1___RNAseq.g2384.t1,gene,NA,NA
486,Pocillopora_meandrina_HIv1___RNAseq.g9314.t1,gene,NA,NA
487,Pocillopora_meandrina_HIv1___TS.g3046.t1,gene,NA,NA
488,Pocillopora_meandrina_HIv1___TS.g25934.t1,gene,NA,NA
489,Pocillopora_meandrina_HIv1___RNAseq.g15187.t1,gene,NA,NA
490,Pocillopora_meandrina_HIv1___RNAseq.g15759.t1,gene,NA,NA
491,Pocillopora_meandrina_HIv1___RNAseq.g2156.t1,gene,NA,NA
492,Pocillopora_meandrina_HIv1___RNAseq.g2488.t1,gene,NA,NA
493,Pocillopora_meandrina_HIv1___RNAseq.g14376.t1,gene,NA,NA
494,Pocillopora_meandrina_HIv1___RNAseq.g3549.t1,gene,NA,NA
495,Pocillopora_meandrina_HIv1___RNAseq.g29244.t2,gene,NA,NA
496,Pocillopora_meandrina_HIv1___RNAseq.g397.t1,gene,NA,NA
497,Pocillopora_meandrina_HIv1___RNAseq.g17525.t1,gene,NA,NA
498,Pocillopora_meandrina_HIv1___RNAseq.g1636.t1,gene,NA,NA
499,Pocillopora_meandrina_HIv1___RNAseq.g15769.t1,gene,NA,NA
500,Pocillopora_meandrina_HIv1___RNAseq.g13243.t1,gene,NA,NA
501,Pocillopora_meandrina_HIv1___RNAseq.g11564.t1,gene,NA,NA
502,Pocillopora_meandrina_HIv1___RNAseq.g28744.t1,gene,NA,NA
503,Pocillopora_meandrina_HIv1___RNAseq.g3117.t1,gene,NA,NA
504,Pocillopora_meandrina_HIv1___RNAseq.g25499.t1,gene,NA,NA
505,Pocillopora_meandrina_HIv1___RNAseq.g22205.t2,gene,NA,NA
506,Pocillopora_meandrina_HIv1___RNAseq.g22317.t1,gene,NA,NA
507,Pocillopora_meandrina_HIv1___RNAseq.g22438.t2,gene,NA,NA
508,Pocillopora_meandrina_HIv1___RNAseq.g19216.t1,gene,NA,NA
509,Pocillopora_meandrina_HIv1___RNAseq.g6602.t1,gene,NA,NA
510,Pocillopora_meandrina_HIv1___RNAseq.g6876.t2,gene,NA,NA
511,Pocillopora_meandrina_HIv1___TS.g740.t1,gene,NA,NA
512,Pocillopora_meandrina_HIv1___RNAseq.g15962.t2,gene,NA,NA
513,Pocillopora_meandrina_HIv1___RNAseq.g15283.t1,gene,NA,NA
514,Pocillopora_meandrina_HIv1___RNAseq.g15450.t1,gene,NA,NA
515,Pocillopora_meandrina_HIv1___RNAseq.g15451.t1,gene,NA,NA
516,Pocillopora_meandrina_HIv1___RNAseq.g15950.t1,gene,NA,NA
517,Pocillopora_meandrina_HIv1___RNAseq.g22872.t1,gene,NA,NA
518,Pocillopora_meandrina_HIv1___RNAseq.g23258.t1b,gene,NA,NA
519,Pocillopora_meandrina_HIv1___RNAseq.g28083.t1,gene,NA,NA
520,Pocillopora_meandrina_HIv1___RNAseq.g26678.t1,gene,NA,NA
521,Pocillopora_meandrina_HIv1___RNAseq.g27234.t1,gene,NA,NA
522,Pocillopora_meandrina_HIv1___RNAseq.g27405.t1,gene,NA,NA
523,Pocillopora_meandrina_HIv1___RNAseq.g27558.t1,gene,NA,NA
524,Pocillopora_meandrina_HIv1___RNAseq.g5197.t1,gene,NA,NA
525,Pocillopora_meandrina_HIv1___RNAseq.g5206.t1,gene,NA,NA
526,Pocillopora_meandrina_HIv1___RNAseq.g5445.t1a,gene,NA,NA
527,Pocillopora_meandrina_HIv1___RNAseq.g13604.t1,gene,NA,NA
528,Pocillopora_meandrina_HIv1___TS.g20136.t1,gene,NA,NA
529,Pocillopora_meandrina_HIv1___TS.g20197.t1,gene,NA,NA
530,Pocillopora_meandrina_HIv1___RNAseq.g8550.t1,gene,NA,NA
531,Pocillopora_meandrina_HIv1___RNAseq.g29172.t1,gene,NA,NA
532,Pocillopora_meandrina_HIv1___RNAseq.g29401.t1,gene,NA,NA
533,Pocillopora_meandrina_HIv1___RNAseq.g29621.t1,gene,NA,NA
534,Pocillopora_meandrina_HIv1___RNAseq.g28186.t1,gene,NA,NA
535,Pocillopora_meandrina_HIv1___TS.g21014.t1,gene,NA,NA
536,Pocillopora_meandrina_HIv1___RNAseq.g10585.t1,gene,NA,NA
537,Pocillopora_meandrina_HIv1___RNAseq.g25494.t1,gene,NA,NA
538,Pocillopora_meandrina_HIv1___RNAseq.g25496.t1,gene,NA,NA
539,Pocillopora_meandrina_HIv1___RNAseq.g25670.t1,gene,NA,NA
540,Pocillopora_meandrina_HIv1___RNAseq.g29988.t1,gene,NA,NA
541,Pocillopora_meandrina_HIv1___RNAseq.g12742.t1,gene,NA,NA
542,Pocillopora_meandrina_HIv1___RNAseq.g12743.t1,gene,NA,NA
543,Pocillopora_meandrina_HIv1___TS.g3111.t1,gene,NA,NA
544,Pocillopora_meandrina_HIv1___TS.g27680.t1,gene,NA,NA
545,Pocillopora_meandrina_HIv1___TS.g27698.t1,gene,NA,NA
546,Pocillopora_meandrina_HIv1___RNAseq.g29721.t1,gene,NA,NA
547,Pocillopora_meandrina_HIv1___RNAseq.g3976.t1,gene,NA,NA
548,Pocillopora_meandrina_HIv1___TS.g25576.t2,gene,NA,NA
549,Pocillopora_meandrina_HIv1___RNAseq.g15012.t1,gene,NA,NA
550,Pocillopora_meandrina_HIv1___RNAseq.g9502.t1,gene,NA,NA
551,Pocillopora_meandrina_HIv1___TS.g26041.t1,gene,NA,NA
552,Pocillopora_meandrina_HIv1___RNAseq.g7227.t1,gene,NA,NA
553,Pocillopora_meandrina_HIv1___RNAseq.g27290.t1c,gene,NA,NA
554,Pocillopora_meandrina_HIv1___RNAseq.g27437.t1,gene,NA,NA
555,Pocillopora_meandrina_HIv1___RNAseq.g5676.t1,gene,NA,NA
556,Pocillopora_meandrina_HIv1___TS.g6007.t1,gene,NA,NA
557,Pocillopora_meandrina_HIv1___RNAseq.g26652.t1,gene,NA,NA
558,Pocillopora_meandrina_HIv1___TS.g21693.t1,gene,NA,NA
559,Pocillopora_meandrina_HIv1___RNAseq.g1037.t1,gene,NA,NA
560,Pocillopora_meandrina_HIv1___RNAseq.g10481.t2,gene,NA,NA
561,Pocillopora_meandrina_HIv1___RNAseq.g21033.t1,gene,NA,NA
562,Pocillopora_meandrina_HIv1___RNAseq.g22111.t2,gene,NA,NA
563,Pocillopora_meandrina_HIv1___TS.g26927.t1,gene,NA,NA
564,Pocillopora_meandrina_HIv1___RNAseq.g21105.t1,gene,NA,NA
565,Pocillopora_meandrina_HIv1___RNAseq.g22662.t1,gene,NA,NA
566,Pocillopora_meandrina_HIv1___RNAseq.1964_t,gene,NA,NA
567,Pocillopora_meandrina_HIv1___TS.g25926.t1b,gene,NA,NA
568,Pocillopora_meandrina_HIv1___RNAseq.g21176.t1,gene,NA,NA
569,Pocillopora_meandrina_HIv1___RNAseq.g21379.t1,gene,NA,NA
570,Pocillopora_meandrina_HIv1___RNAseq.g21521.t1,gene,NA,NA
571,Pocillopora_meandrina_HIv1___RNAseq.g21773.t1,gene,NA,NA
572,Pocillopora_meandrina_HIv1___RNAseq.g21808.t1,gene,NA,NA
573,Pocillopora_meandrina_HIv1___RNAseq.g21818.t1,gene,NA,NA
574,Pocillopora_meandrina_HIv1___RNAseq.g21859.t1,gene,NA,NA
575,Pocillopora_meandrina_HIv1___RNAseq.g19617.t1,gene,NA,NA
576,Pocillopora_meandrina_HIv1___RNAseq.g19880.t1,gene,NA,NA
577,Pocillopora_meandrina_HIv1___RNAseq.g18521.t1,gene,NA,NA
578,Pocillopora_meandrina_HIv1___RNAseq.g19938.t1,gene,NA,NA
579,Pocillopora_meandrina_HIv1___RNAseq.g19962.t1,gene,NA,NA
580,Pocillopora_meandrina_HIv1___RNAseq.g20240.t1,gene,NA,NA
581,Pocillopora_meandrina_HIv1___RNAseq.g20359.t1,gene,NA,NA
582,Pocillopora_meandrina_HIv1___RNAseq.g20426.t1,gene,NA,NA
583,Pocillopora_meandrina_HIv1___RNAseq.g18772.t1,gene,NA,NA
584,Pocillopora_meandrina_HIv1___RNAseq.g18846.t1,gene,NA,NA
585,Pocillopora_meandrina_HIv1___RNAseq.g19109.t1,gene,NA,NA
586,Pocillopora_meandrina_HIv1___TS.g27963.t1b,gene,NA,NA
587,Pocillopora_meandrina_HIv1___RNAseq.g19147.t1,gene,NA,NA
588,Pocillopora_meandrina_HIv1___RNAseq.g19443.t1,gene,NA,NA
589,Pocillopora_meandrina_HIv1___RNAseq.g7872.t2,gene,epi-machinery,KHSRP (ncRNA biogenesis & silencing)
590,Pocillopora_meandrina_HIv1___RNAseq.g7902.t1,gene,NA,NA
591,Pocillopora_meandrina_HIv1___RNAseq.g6632.t2,gene,NA,NA
592,Pocillopora_meandrina_HIv1___RNAseq.g6887.t1,gene,NA,NA
593,Pocillopora_meandrina_HIv1___RNAseq.g16347.t1,gene,NA,NA
594,Pocillopora_meandrina_HIv1___RNAseq.g16577.t1,gene,NA,NA
595,Pocillopora_meandrina_HIv1___RNAseq.g15417.t1,gene,NA,NA
596,Pocillopora_meandrina_HIv1___TS.g10502.t1,gene,NA,NA
597,Pocillopora_meandrina_HIv1___TS.g10596.t1a,gene,NA,NA
598,Pocillopora_meandrina_HIv1___RNAseq.g15131.t1,gene,NA,NA
599,Pocillopora_meandrina_HIv1___RNAseq.g15653.t1,gene,NA,NA
600,Pocillopora_meandrina_HIv1___RNAseq.g24110.t1,gene,NA,NA
601,Pocillopora_meandrina_HIv1___RNAseq.g24997.t1,gene,NA,NA
602,Pocillopora_meandrina_HIv1___RNAseq.g24271.t1,gene,NA,NA
603,Pocillopora_meandrina_HIv1___RNAseq.g24403.t1,gene,NA,NA
604,Pocillopora_meandrina_HIv1___RNAseq.g24423.t1,gene,NA,NA
605,Pocillopora_meandrina_HIv1___RNAseq.g24535.t1,gene,NA,NA
606,Pocillopora_meandrina_HIv1___RNAseq.g24729.t1,gene,NA,NA
607,Pocillopora_meandrina_HIv1___RNAseq.g23763.t1,gene,NA,NA
608,Pocillopora_meandrina_HIv1___RNAseq.g23195.t2,gene,NA,NA
609,Pocillopora_meandrina_HIv1___RNAseq.g23199.t1,gene,NA,NA
610,Pocillopora_meandrina_HIv1___RNAseq.g23544.t2,gene,NA,NA
611,Pocillopora_meandrina_HIv1___RNAseq.g23642.t1,gene,NA,NA
612,Pocillopora_meandrina_HIv1___TS.g14548.t1,gene,NA,NA
613,Pocillopora_meandrina_HIv1___RNAseq.g27222.t1,gene,NA,NA
614,Pocillopora_meandrina_HIv1___RNAseq.g27322.t1,gene,NA,NA
615,Pocillopora_meandrina_HIv1___RNAseq.g6001.t1,gene,NA,NA
616,Pocillopora_meandrina_HIv1___RNAseq.g6027.t1,gene,NA,NA
617,Pocillopora_meandrina_HIv1___TS.g24903.t1,gene,NA,NA
618,Pocillopora_meandrina_HIv1___RNAseq.g5263.t1,gene,NA,NA
619,Pocillopora_meandrina_HIv1___RNAseq.g5599.t1,gene,NA,NA
620,Pocillopora_meandrina_HIv1___RNAseq.g5127.t1,gene,NA,NA
621,Pocillopora_meandrina_HIv1___RNAseq.g5899.t1,gene,NA,NA
622,Pocillopora_meandrina_HIv1___RNAseq.12156_t,gene,NA,NA
623,Pocillopora_meandrina_HIv1___RNAseq.g2633.t1,gene,NA,NA
624,Pocillopora_meandrina_HIv1___RNAseq.g2711.t1,gene,NA,NA
625,Pocillopora_meandrina_HIv1___RNAseq.g1751.t1,gene,NA,NA
626,Pocillopora_meandrina_HIv1___TS.g4301.t1,gene,NA,NA
627,Pocillopora_meandrina_HIv1___TS.g4585.t1,gene,NA,NA
628,Pocillopora_meandrina_HIv1___TS.g4766.t1,gene,NA,NA
629,Pocillopora_meandrina_HIv1___TS.g4899.t2,gene,NA,NA
630,Pocillopora_meandrina_HIv1___RNAseq.13437_t,gene,NA,NA
631,Pocillopora_meandrina_HIv1___RNAseq.g14623.t1,gene,NA,NA
632,Pocillopora_meandrina_HIv1___RNAseq.g14283.t1,gene,NA,NA
633,Pocillopora_meandrina_HIv1___TS.g20336.t1,gene,NA,NA
634,Pocillopora_meandrina_HIv1___RNAseq.g8609.t1,gene,NA,NA
635,Pocillopora_meandrina_HIv1___RNAseq.g8656.t1,gene,NA,NA
636,Pocillopora_meandrina_HIv1___TS.g20478.t1,gene,NA,NA
637,Pocillopora_meandrina_HIv1___TS.g9874.t2,gene,NA,NA
638,Pocillopora_meandrina_HIv1___RNAseq.g3751.t1,gene,NA,NA
639,Pocillopora_meandrina_HIv1___TS.g10020.t1b,gene,NA,NA
640,Pocillopora_meandrina_HIv1___RNAseq.g26228.t1,gene,NA,NA
641,Pocillopora_meandrina_HIv1___RNAseq.g26411.t1,gene,NA,NA
642,Pocillopora_meandrina_HIv1___RNAseq.g26412.t1,gene,NA,NA
643,Pocillopora_meandrina_HIv1___RNAseq.g4606.t1,gene,NA,NA
644,Pocillopora_meandrina_HIv1___RNAseq.g4167.t1,gene,NA,NA
645,Pocillopora_meandrina_HIv1___RNAseq.g11321.t1,gene,NA,NA
646,Pocillopora_meandrina_HIv1___TS.g7439.t1,gene,NA,NA
647,Pocillopora_meandrina_HIv1___RNAseq.g11418.t1,gene,NA,NA
648,Pocillopora_meandrina_HIv1___RNAseq.g11487.t2,gene,NA,NA
649,Pocillopora_meandrina_HIv1___RNAseq.g11563.t1,gene,NA,NA
650,Pocillopora_meandrina_HIv1___RNAseq.g11690.t1,gene,NA,NA
651,Pocillopora_meandrina_HIv1___RNAseq.g29370.t1,gene,NA,NA
652,Pocillopora_meandrina_HIv1___RNAseq.g28251.t1,gene,NA,NA
653,Pocillopora_meandrina_HIv1___RNAseq.g28366.t1,gene,NA,NA
654,Pocillopora_meandrina_HIv1___RNAseq.g28413.t1,gene,NA,NA
655,Pocillopora_meandrina_HIv1___RNAseq.g28498.t1,gene,NA,NA
656,Pocillopora_meandrina_HIv1___RNAseq.g28582.t1a,gene,NA,NA
657,Pocillopora_meandrina_HIv1___RNAseq.g28715.t1,gene,NA,NA
658,Pocillopora_meandrina_HIv1___RNAseq.g18377.t1,gene,NA,NA
659,Pocillopora_meandrina_HIv1___RNAseq.g347.t1,gene,NA,NA
660,Pocillopora_meandrina_HIv1___RNAseq.g10740.t1,gene,NA,NA
661,Pocillopora_meandrina_HIv1___RNAseq.g10835.t1,gene,NA,NA
662,Pocillopora_meandrina_HIv1___TS.g13368.t1,gene,NA,NA
663,Pocillopora_meandrina_HIv1___RNAseq.g11150.t1,gene,NA,NA
664,Pocillopora_meandrina_HIv1___RNAseq.g14655.t1,gene,NA,NA
665,Pocillopora_meandrina_HIv1___RNAseq.g14908.t1,gene,NA,NA
666,Pocillopora_meandrina_HIv1___RNAseq.g14641.t1,gene,NA,NA
667,Pocillopora_meandrina_HIv1___RNAseq.g16987.t1,gene,NA,NA
668,Pocillopora_meandrina_HIv1___RNAseq.g16989.t1,gene,NA,NA
669,Pocillopora_meandrina_HIv1___RNAseq.g11904.t1,gene,NA,NA
670,Pocillopora_meandrina_HIv1___TS.g11844.t1,gene,NA,NA
671,Pocillopora_meandrina_HIv1___RNAseq.g14104.t1,gene,NA,NA
672,Pocillopora_meandrina_HIv1___RNAseq.g14184.t1,gene,NA,NA
673,Pocillopora_meandrina_HIv1___RNAseq.g14187.t1,gene,NA,NA
674,Pocillopora_meandrina_HIv1___RNAseq.g14226.t1,gene,NA,NA
675,Pocillopora_meandrina_HIv1___RNAseq.g1104.t1,gene,NA,NA
676,Pocillopora_meandrina_HIv1___RNAseq.g1159.t1,gene,NA,NA
677,Pocillopora_meandrina_HIv1___RNAseq.g831.t1,gene,NA,NA
678,Pocillopora_meandrina_HIv1___RNAseq.g10488.t1,gene,NA,NA
679,Pocillopora_meandrina_HIv1___RNAseq.g25538.t1,gene,NA,NA
680,Pocillopora_meandrina_HIv1___RNAseq.g1556.t1,gene,NA,NA
681,Pocillopora_meandrina_HIv1___RNAseq.g1351.t1,gene,NA,NA
682,Pocillopora_meandrina_HIv1___RNAseq.g30338.t1,gene,NA,NA
683,Pocillopora_meandrina_HIv1___RNAseq.g9373.t1,gene,epi-machinery,Hspbap1-202 (Histone modification and variants)
684,Pocillopora_meandrina_HIv1___RNAseq.g9411.t1,gene,NA,NA
685,Pocillopora_meandrina_HIv1___RNAseq.g12701.t1,gene,NA,NA
686,Pocillopora_meandrina_HIv1___RNAseq.g17190.t1,gene,NA,NA
687,Pocillopora_meandrina_HIv1___TS.g3093.t1,gene,NA,NA
688,Pocillopora_meandrina_HIv1___RNAseq.g20705.t1,gene,NA,NA
689,Pocillopora_meandrina_HIv1___RNAseq.g29941.t1,gene,epi-machinery,AGO3; AGO4; AGO1; AGO2 (ncRNA biogenesis & silencing)
690,Pocillopora_meandrina_HIv1___RNAseq.g29749.t1,gene,NA,NA
691,Pocillopora_meandrina_HIv1___RNAseq.g4070.t1,gene,NA,NA
692,Pocillopora_meandrina_HIv1___RNAseq.g4075.t1,gene,NA,NA
693,Pocillopora_meandrina_HIv1___RNAseq.g3897.t1,gene,NA,NA
694,Pocillopora_meandrina_HIv1___RNAseq.g6326.t1,gene,NA,NA
695,Pocillopora_meandrina_HIv1___RNAseq.g6242.t1,gene,NA,NA
696,Pocillopora_meandrina_HIv1___TS.g25577.t1,gene,NA,NA
697,Pocillopora_meandrina_HIv1___RNAseq.g25357.t1,gene,NA,NA
698,Pocillopora_meandrina_HIv1___RNAseq.g12504.t1,gene,NA,NA
699,Pocillopora_meandrina_HIv1___RNAseq.g5040.t1,gene,NA,NA
700,Pocillopora_meandrina_HIv1___RNAseq.g1228.t1,gene,NA,NA
701,Pocillopora_meandrina_HIv1___RNAseq.g21658.t1,gene,NA,NA
702,Pocillopora_meandrina_HIv1___RNAseq.g19730.t1,gene,NA,NA
703,Pocillopora_meandrina_HIv1___RNAseq.g7804.t1,gene,NA,NA
704,Pocillopora_meandrina_HIv1___RNAseq.g15980.t1,gene,NA,NA
705,Pocillopora_meandrina_HIv1___RNAseq.g16008.t4,gene,NA,NA
706,Pocillopora_meandrina_HIv1___RNAseq.g16473.t1,gene,NA,NA
707,Pocillopora_meandrina_HIv1___RNAseq.g24324.t1,gene,NA,NA
708,Pocillopora_meandrina_HIv1___TS.g16003.t1,gene,NA,NA
709,Pocillopora_meandrina_HIv1___RNAseq.g23258.t1c,gene,NA,NA
710,Pocillopora_meandrina_HIv1___TS.g14653.t1a,gene,NA,NA
711,Pocillopora_meandrina_HIv1___RNAseq.g6184.t1,gene,NA,NA
712,Pocillopora_meandrina_HIv1___RNAseq.g5896.t1a,gene,NA,NA
713,Pocillopora_meandrina_HIv1___RNAseq.g1800.t1,gene,NA,NA
714,Pocillopora_meandrina_HIv1___RNAseq.g13455.t1,gene,NA,NA
715,Pocillopora_meandrina_HIv1___RNAseq.g8853.t1,gene,NA,NA
716,Pocillopora_meandrina_HIv1___RNAseq.g10010.t1,gene,NA,NA
717,Pocillopora_meandrina_HIv1___RNAseq.g3480.t1,gene,NA,NA
718,Pocillopora_meandrina_HIv1___RNAseq.g3496.t2,gene,NA,NA
719,Pocillopora_meandrina_HIv1___RNAseq.g26431.t1,gene,NA,NA
720,Pocillopora_meandrina_HIv1___RNAseq.g4437.t1,gene,NA,NA
721,Pocillopora_meandrina_HIv1___RNAseq.g11544.t1,gene,NA,NA
722,Pocillopora_meandrina_HIv1___TS.g7877.t1,gene,NA,NA
723,Pocillopora_meandrina_HIv1___RNAseq.20168_t,gene,NA,NA
724,Pocillopora_meandrina_HIv1___RNAseq.g28575.t1,gene,NA,NA
725,Pocillopora_meandrina_HIv1___RNAseq.g3090.t1,gene,NA,NA
726,Pocillopora_meandrina_HIv1___RNAseq.g17558.t1,gene,NA,NA
727,Pocillopora_meandrina_HIv1___RNAseq.g17418.t1,gene,NA,NA
728,Pocillopora_meandrina_HIv1___RNAseq.g17837.t1,gene,NA,NA
729,Pocillopora_meandrina_HIv1___RNAseq.g14211.t1,gene,NA,NA
730,Pocillopora_meandrina_HIv1___TS.g5496.t3,gene,NA,NA
731,Pocillopora_meandrina_HIv1___RNAseq.g25647.t2,gene,NA,NA
732,Pocillopora_meandrina_HIv1___TS.g22375.t1b,gene,NA,NA
733,Pocillopora_meandrina_HIv1___RNAseq.g30184.t1,gene,NA,NA
734,Pocillopora_meandrina_HIv1___RNAseq.g4007.t1,gene,NA,NA
735,Pocillopora_meandrina_HIv1___RNAseq.g21244.t1,gene,NA,NA
736,Pocillopora_meandrina_HIv1___RNAseq.g21802.t1,gene,NA,NA
737,Pocillopora_meandrina_HIv1___RNAseq.g24493.t1,gene,NA,NA
738,Pocillopora_meandrina_HIv1___RNAseq.g9080.t1,gene,NA,NA
739,Pocillopora_meandrina_HIv1___TS.g19318.t2,gene,NA,NA
740,Pocillopora_meandrina_HIv1___RNAseq.g4357.t1,gene,NA,NA
741,Pocillopora_meandrina_HIv1___RNAseq.g4101.t1,gene,NA,NA
742,Pocillopora_meandrina_HIv1___RNAseq.g11718.t1,gene,NA,NA
743,Pocillopora_meandrina_HIv1___RNAseq.g282.t2,gene,NA,NA
744,Pocillopora_meandrina_HIv1___RNAseq.g10617.t1,gene,NA,NA
745,Pocillopora_meandrina_HIv1___RNAseq.g11050.t1,gene,NA,NA
746,Pocillopora_meandrina_HIv1___RNAseq.g3032.t1,gene,epi-machinery,Hdac4-201; Hdac5-201; Hdac7-204; Hdac9-204 (Histone modification and variants)
747,Pocillopora_meandrina_HIv1___RNAseq.g16633.t1,gene,NA,NA
748,Pocillopora_meandrina_HIv1___TS.g8931.t1,gene,NA,NA
749,Pocillopora_meandrina_HIv1___TS.g22728.t1,gene,NA,NA
750,Pocillopora_meandrina_HIv1___RNAseq.g30140.t1,gene,NA,NA
751,Pocillopora_meandrina_HIv1___RNAseq.g25255.t4,gene,NA,NA
752,Pocillopora_meandrina_HIv1___RNAseq.g7441.t1,gene,NA,NA
753,Pocillopora_meandrina_HIv1___RNAseq.g7461.t1,gene,NA,NA
754,Pocillopora_meandrina_HIv1___RNAseq.g15553.t1,gene,NA,NA
