transcript_id,RNA-POR-71,RNA-POR-73,RNA-POR-76,RNA-POR-79,RNA-POR-82
Peve_00005755,76,20,3,15,84
Peve_00005754,835,120,755,506,1810
Peve_00038472,0,0,0,0,0
Peve_00038473,0,23,0,4,49
Peve_00038470,644,654,2836,593,1135
Peve_00038471,102,70,209,54,83
Peve_00005759,53,10,4,28,88
Peve_00005758,497,424,151,264,826
Peve_00034766,212,15,1311,1,27
Peve_00034767,6,0,29,2,6
Peve_00034764,120559,51535,7757,42018,138485
Peve_00034765,6039,2095,2402,2089,6373
Peve_00034763,57,276,272,182,76
Peve_00034761,308,228,437,60,753
Peve_00034768,0,0,0,0,0
Peve_00034769,1873,565,1757,2456,5118
Peve_00041625,0,0,0,0,0
Peve_00018248,0,0,0,0,0
Peve_00003979,0,0,0,0,0
Peve_00003978,121,21,238,76,142
Peve_00003278,0,0,0,0,0
Peve_00003974,0,0,0,0,0
Peve_00003977,0,0,0,0,0
Peve_00003971,0,0,0,34,0
Peve_00003970,0,0,0,2,0
Peve_00003972,3,0,0,0,2
Peve_00040725,58,41,293,10,66
Peve_00040724,88,31,169,96,155
Peve_00040727,11,0,56,6,0
Peve_00040726,42,0,1068,638,90
Peve_00040721,7783,1655,2960,2762,10221
Peve_00040720,515,293,1707,537,574
Peve_00040723,108,71,240,67,215
Peve_00040722,123,29,40,51,261
Peve_00040729,13,13,19,15,16
Peve_00040728,444,56,104,76,184
Peve_00014025,7,0,11,0,1
Peve_00031210,712,257,269,223,502
Peve_00006224,3,2,5,0,0
Peve_00006225,22,0,0,10,0
Peve_00006222,0,2,0,1,0
Peve_00006223,82,42,225,59,92
Peve_00006220,16483,2783,4151,9612,23423
Peve_00006228,0,0,0,0,20
Peve_00006229,0,0,0,3,0
Peve_00032359,0,0,0,0,0
Peve_00032351,0,0,0,0,0
Peve_00032350,0,0,70,0,11
Peve_00032353,643,347,410,365,436
Peve_00032352,110,209,177,90,248
Peve_00032355,0,0,0,0,0
Peve_00032354,0,0,0,0,0
Peve_00032357,0,0,0,0,0
Peve_00032356,556,264,670,395,475
Peve_00041894,0,0,0,0,0
Peve_00041896,130,14,0,0,63
Peve_00041897,39,18,0,0,21
Peve_00041890,131,69,140,101,45
Peve_00041891,0,0,310,18,19
Peve_00041892,4,0,0,0,52
Peve_00041893,38,3,0,0,20
Peve_00034173,0,0,0,0,0
Peve_00041898,197,52,103,27,267
Peve_00041899,237,108,422,21,385
Peve_00030847,296,341,0,59,42
Peve_00030846,0,0,0,0,10
Peve_00030845,0,0,0,0,0
Peve_00030844,96,18,0,24,88
Peve_00030843,5,0,0,0,6
Peve_00030842,12,3,39,6,48
Peve_00030841,816,514,3177,1306,2706
Peve_00030840,1955,316,1482,827,1742
Peve_00030849,16,20,24,13,42
Peve_00030848,0,46,0,0,0
Peve_00009924,0,0,0,0,0
Peve_00009926,192,47,165,99,323
Peve_00009927,3,0,0,0,5
Peve_00009920,0,0,0,0,0
Peve_00009921,278,98,270,92,67
Peve_00009923,0,0,0,0,18
Peve_00009928,44,15,136,26,57
Peve_00009929,19476,1427,16514,13963,18992
Peve_00034179,81,0,57,10,63
Peve_00034178,1081,726,919,444,1069
Peve_00028837,112,43,0,172,111
Peve_00028836,0,509,5,0,0
Peve_00028835,0,0,0,0,0
Peve_00028834,0,0,0,0,0
Peve_00028832,2826,1903,5221,1648,3517
Peve_00028831,27,9,2,10,28
Peve_00028830,1528,1317,2410,987,1604
Peve_00028839,37,32,0,130,256
Peve_00028838,10,0,0,0,27
Peve_00042819,317,137,353,231,101
Peve_00042818,0,0,0,0,6
Peve_00042815,0,0,0,0,0
Peve_00042814,13,0,0,0,0
Peve_00042817,0,0,0,0,0
Peve_00042816,4,0,0,0,0
Peve_00042810,10,0,0,0,0
Peve_00042813,9,0,0,0,0
Peve_00031079,1610,1108,714,810,3890
Peve_00031078,840,181,611,358,1175
Peve_00031071,416,0,0,0,264
Peve_00031070,1585,315,824,365,1827
Peve_00031073,196,65,159,17,197
Peve_00031072,150,95,357,103,146
Peve_00031075,4,2,0,0,2
Peve_00031074,10475,3847,2654,5907,15268
Peve_00034051,0,0,0,0,15
Peve_00008338,9,14,0,0,9
Peve_00008339,7,0,43,13,38
Peve_00008337,5,0,0,0,3
Peve_00008334,0,0,0,0,0
Peve_00008335,0,0,0,0,0
Peve_00008333,37,39,0,25,36
Peve_00008331,39,13,0,0,60
Peve_00003441,0,0,0,0,0
Peve_00003440,0,0,0,0,0
Peve_00003443,0,0,0,0,1
Peve_00008490,0,0,0,0,0
Peve_00008497,170,43,0,60,148
Peve_00008496,952,972,649,345,1014
Peve_00013567,44,42,167,103,264
Peve_00013566,0,0,61,0,0
Peve_00013565,0,0,0,0,0
Peve_00013564,62,23,159,19,60
Peve_00013563,3809,905,5104,2592,4889
Peve_00013562,236,345,1089,165,73
Peve_00013561,18,10,13,5,6
Peve_00013560,298,108,384,215,636
Peve_00008494,72,123,301,88,170
Peve_00023416,206,187,439,167,293
Peve_00013569,0,0,116,21,34
Peve_00013568,0,0,0,43,22
Peve_00028161,554,230,455,205,675
Peve_00017276,27,12,5,27,35
Peve_00028163,0,0,0,0,10
Peve_00028162,112,5,185,11,104
Peve_00028165,0,5,10,0,0
Peve_00028164,3518,2028,6251,2451,4255
Peve_00017271,0,0,0,0,0
Peve_00016947,0,0,0,0,0
Peve_00028169,248,125,240,118,355
Peve_00028168,2,4,0,0,3
Peve_00016944,0,0,0,0,0
Peve_00017279,324,195,738,0,462
Peve_00017278,33,32,25,0,4
Peve_00016945,0,0,0,0,0
Peve_00013873,0,6,0,20,0
Peve_00023413,1075,41,310,390,835
Peve_00009362,16,0,0,0,0
Peve_00031929,6,3,58,0,0
Peve_00031928,0,0,0,0,0
Peve_00031923,34,9,48,43,132
Peve_00031922,64,17,206,37,162
Peve_00031921,80,59,239,127,471
Peve_00031927,659,145,0,204,668
Peve_00031926,34128,18491,45776,34919,57051
Peve_00031925,1419,142,507,297,397
Peve_00031924,244,106,415,115,390
Peve_00006121,363,191,563,106,370
Peve_00040593,0,0,0,0,0
Peve_00009366,0,0,0,0,0
Peve_00040590,0,0,0,0,0
Peve_00009364,0,0,0,0,0
Peve_00010996,0,0,0,0,0
Peve_00006125,165,5,1004,391,242
Peve_00009365,0,0,0,0,0
Peve_00040597,0,47,0,22,133
Peve_00028374,7,33,0,0,0
Peve_00006127,117,61,55,0,86
Peve_00006780,0,0,0,0,0
Peve_00032889,2,0,4,0,1
Peve_00006126,0,16,58,63,22
Peve_00006783,32,7,149,0,23
Peve_00006782,52,82,60,36,49
Peve_00028370,9,0,0,0,0
Peve_00010990,0,0,0,0,0
Peve_00001172,5942,8412,4343,5554,8619
Peve_00012216,522,271,307,282,798
Peve_00012217,248,374,1660,529,255
Peve_00012214,765,134,295,422,923
Peve_00012215,447,163,614,220,421
Peve_00012212,852,166,44,223,577
Peve_00006787,139,244,1659,310,333
Peve_00012210,36,69,130,37,134
Peve_00012211,1149,2,0,0,0
Peve_00001170,0,0,0,0,0
Peve_00012218,0,0,0,0,0
Peve_00012219,0,0,0,0,0
Peve_00022202,63,42,155,23,12
Peve_00022203,138,72,766,88,183
Peve_00022200,140,76,0,35,105
Peve_00037188,212,0,372,283,647
Peve_00022206,211,66,359,172,59
Peve_00022207,0,0,0,0,0
Peve_00022204,554,239,841,230,776
Peve_00022205,86,84,271,99,277
Peve_00037183,117,4,1277,129,174
Peve_00037182,2361,1480,3092,1769,4642
Peve_00037181,164,24,90,92,38
Peve_00037180,60687,15318,33676,24914,42405
Peve_00037187,73,0,273,100,0
Peve_00037186,20,0,283,26,60
Peve_00037185,572,310,1802,541,780
Peve_00037184,24,9,58,27,20
Peve_00032883,537,103,722,257,462
Peve_00010998,0,0,0,0,0
Peve_00037451,0,0,0,0,0
Peve_00037450,0,0,0,0,0
Peve_00037453,46,70,539,48,61
Peve_00037452,115,96,281,132,155
Peve_00037455,0,0,0,0,0
Peve_00037454,0,0,0,0,0
Peve_00037457,29,3,8,0,10
Peve_00037456,36,31,293,3,0
Peve_00037459,0,0,0,0,0
Peve_00037458,0,19,225,40,230
Peve_00033561,6,0,0,0,5
Peve_00033560,0,0,0,0,0
Peve_00033563,341,74,444,101,161
Peve_00033562,202,142,1212,250,292
Peve_00033565,364,300,744,1425,455
Peve_00033564,47,1225,3671,13,4296
Peve_00033567,2396,3893,104,320,3847
Peve_00033566,0,12,386,62,34
Peve_00033569,19,0,49,0,5
Peve_00033568,103,347,242,70,711
Peve_00012785,95,29,455,76,542
Peve_00034646,0,0,0,0,0
Peve_00005255,0,0,6,0,2
Peve_00045090,0,0,0,0,0
Peve_00045091,7,0,0,0,0
Peve_00045092,5,0,0,0,0
Peve_00045093,0,0,0,0,0
Peve_00023559,246,48,97,114,270
Peve_00045095,4,6,6,6,11
Peve_00045096,0,0,0,0,0
Peve_00045097,4,0,0,0,23
Peve_00023555,2,0,38,0,0
Peve_00045099,312,1177,30,133,341
Peve_00023551,294,290,870,164,266
Peve_00023553,0,0,0,0,0
Peve_00020118,6,0,0,0,0
Peve_00020119,0,0,0,0,0
Peve_00020114,1677,2954,824,767,2463
Peve_00020115,2369,1861,1483,1482,3485
Peve_00020116,509,424,826,193,853
Peve_00020117,176,0,564,367,0
Peve_00020110,32,11,19,38,0
Peve_00020111,0,0,0,0,0
Peve_00020112,106,0,236,59,184
Peve_00020113,505,211,1458,235,388
Peve_00014210,454,43,9702,426,1846
Peve_00014212,961,503,1189,394,1357
Peve_00014214,0,0,0,0,0
Peve_00014215,111,17,95,70,36
Peve_00014216,0,0,0,0,0
Peve_00014217,0,8,0,18,2
Peve_00014218,0,0,0,0,0
Peve_00023318,0,0,0,0,0
Peve_00018917,0,0,0,0,3
Peve_00018915,0,0,30,4,52
Peve_00018914,0,0,0,0,0
Peve_00018913,0,0,0,0,0
Peve_00018912,4,0,0,30,0
Peve_00018911,0,0,0,0,0
Peve_00018910,0,0,0,0,39
Peve_00034640,0,2,0,0,0
Peve_00027669,519,665,323,456,482
Peve_00027668,83,66,101,101,136
Peve_00027667,0,0,0,0,0
Peve_00027666,0,0,0,0,0
Peve_00027665,264,119,965,409,564
Peve_00027664,396,217,172,111,804
Peve_00027663,0,0,0,0,60
Peve_00027662,0,66,0,0,240
Peve_00027661,18,0,45,40,67
Peve_00027660,46,19,160,28,532
Peve_00014962,0,0,0,0,0
Peve_00014963,87,33,79,36,55
Peve_00014960,554,204,727,220,607
Peve_00014961,0,0,0,0,0
Peve_00014966,141,12,387,82,168
Peve_00014967,5,4,235,50,25
Peve_00024318,7,217,124,208,344
Peve_00024319,1002,383,1845,567,1729
Peve_00024316,0,27,0,0,0
Peve_00024317,348,154,283,148,446
Peve_00024314,4104,1589,4457,1574,4483
Peve_00024315,116,13,178,50,75
Peve_00024312,0,0,0,0,9
Peve_00024313,0,0,6,8,10
Peve_00024310,88,0,176,89,139
Peve_00024311,456,74,1016,282,652
Peve_00021795,133,55,274,114,216
Peve_00021794,5,0,0,0,7
Peve_00021797,864,274,603,371,1948
Peve_00021796,306,228,673,211,607
Peve_00021791,4,0,0,0,0
Peve_00021790,2,0,0,0,0
Peve_00021793,22,0,257,56,50
Peve_00021792,2,3,4,73,10
Peve_00021799,51,15,124,28,24
Peve_00021798,187,43,500,166,235
Peve_00023046,85,96,22,60,133
Peve_00035420,0,0,0,0,0
Peve_00035633,153,9,314,61,57
Peve_00007783,0,0,0,0,0
Peve_00007780,0,0,0,0,5
Peve_00035630,326,248,553,133,326
Peve_00007786,10,0,0,0,0
Peve_00007787,0,0,0,0,0
Peve_00016180,0,0,0,0,0
Peve_00016181,1314,602,711,598,1341
Peve_00035635,356,24,928,85,752
Peve_00016184,3,0,0,0,3
Peve_00016188,0,0,0,0,0
Peve_00007785,0,0,0,7,0
Peve_00007789,0,0,0,51,0
Peve_00016238,96,0,176,0,76
Peve_00016239,353,31,1008,160,521
Peve_00024830,110,76,93,83,118
Peve_00001928,427,282,593,206,547
Peve_00001929,448,204,839,465,299
Peve_00013608,40,118,355,50,243
Peve_00013609,0,0,13,9,18
Peve_00001924,0,0,0,0,0
Peve_00001925,285,260,2316,313,504
Peve_00001926,1660,12,2080,820,2446
Peve_00001927,36,0,311,46,34
Peve_00001920,0,0,0,0,22
Peve_00001921,50,10,65,46,45
Peve_00001922,30,4,0,0,119
Peve_00001923,264,144,816,117,323
Peve_00026224,0,0,79,0,18
Peve_00026225,0,0,0,10,0
Peve_00026226,0,0,35,0,0
Peve_00026227,0,0,0,0,0
Peve_00026220,2210,1081,3222,1402,3583
Peve_00026221,33,7,211,27,41
Peve_00026222,168,73,2435,128,570
Peve_00026223,550,225,940,437,821
Peve_00026228,0,0,0,4,0
Peve_00026229,0,2,0,31,0
Peve_00020949,1068,607,2346,241,2130
Peve_00020948,47,25,106,17,120
Peve_00020946,206,87,498,28,386
Peve_00020945,2706,1274,5000,1365,3490
Peve_00020944,1668,286,224,695,1121
Peve_00020943,276,89,322,121,256
Peve_00020942,814,482,2257,353,876
Peve_00020941,8,9,0,0,0
Peve_00020940,0,0,132,47,7
Peve_00040969,126,211,2,5,307
Peve_00040968,10,0,0,0,0
Peve_00040966,67,0,101,16,12
Peve_00040965,0,2,0,10,0
Peve_00040964,54,34,152,64,90
Peve_00040963,0,0,0,5,0
Peve_00040962,0,0,0,0,0
Peve_00040961,29,2,32,0,27
Peve_00040960,0,3,23,0,0
Peve_00015769,2320,1773,2927,1077,3614
Peve_00015768,4,0,0,0,0
Peve_00015763,562,154,1036,591,954
Peve_00015762,166,41,55,34,121
Peve_00015761,0,0,0,0,0
Peve_00015760,4,0,32,5,4
Peve_00015767,1812,822,1629,869,2472
Peve_00015766,644,80,576,134,714
Peve_00015765,489,322,300,335,553
Peve_00005137,0,0,0,0,0
Peve_00000324,0,7,0,0,0
Peve_00005135,3,0,9,6,35
Peve_00000326,0,0,0,0,0
Peve_00000321,3,0,0,0,0
Peve_00005132,5,8,0,0,4
Peve_00000323,1,0,0,10,1
Peve_00000322,0,0,0,0,0
Peve_00000329,0,0,0,0,0
Peve_00005139,44,18,47,97,467
Peve_00005138,5,7,125,7,94
Peve_00009807,0,0,0,0,8
Peve_00009806,0,0,0,0,0
Peve_00009805,0,0,0,0,0
Peve_00009804,2,7,7,3,12
Peve_00009803,129,23,213,210,178
Peve_00009802,513,224,1092,323,436
Peve_00009801,62,129,126,107,121
Peve_00002704,0,0,0,0,0
Peve_00009808,198,25,375,523,826
Peve_00002785,0,0,0,0,0
Peve_00002784,25,0,53,21,28
Peve_00002787,101,353,379,130,1144
Peve_00002786,0,0,77,0,75
Peve_00002781,158,22,109,49,105
Peve_00002780,26,0,372,14,19
Peve_00002783,0,0,0,0,0
Peve_00002782,177,35,310,59,96
Peve_00002701,0,0,0,0,0
Peve_00002789,18,81,57,21,99
Peve_00002788,2585,618,2726,1129,2266
Peve_00007951,0,0,0,0,25
Peve_00002702,0,0,0,0,0
Peve_00039602,5,0,0,0,0
Peve_00039603,8,0,0,0,21
Peve_00039600,5434,4689,4282,3209,6075
Peve_00018279,9,13,32,8,20
Peve_00039606,0,0,0,0,0
Peve_00039607,0,0,0,0,0
Peve_00041618,42,0,61,0,15
Peve_00041619,0,0,0,0,0
Peve_00041616,1,8,6,2,6
Peve_00041617,6,0,0,5,9
Peve_00018270,10,0,23,3,2
Peve_00018271,0,0,0,0,0
Peve_00016384,0,0,0,0,0
Peve_00018277,22,9,17,4,7
Peve_00018274,0,0,0,0,0
Peve_00018275,33,0,26,0,9
Peve_00020740,0,0,0,0,0
Peve_00015632,0,0,0,0,0
Peve_00003786,34,0,0,15,34
Peve_00003787,66,0,0,0,74
Peve_00003784,331,96,6,48,460
Peve_00003785,0,0,0,0,0
Peve_00003782,0,0,0,0,0
Peve_00003783,3236,1091,30,398,4733
Peve_00003780,1430,263,0,123,803
Peve_00003781,4849,427,890,727,2419
Peve_00043614,0,11,0,0,0
Peve_00043615,35,7,207,270,0
Peve_00043616,28,28,681,98,144
Peve_00043617,4,0,0,0,0
Peve_00043610,253,139,542,123,242
Peve_00043611,622,324,619,569,408
Peve_00043612,42,27,222,49,105
Peve_00043613,0,0,0,0,0
Peve_00043618,0,0,0,0,0
Peve_00043619,0,0,0,0,0
Peve_00006446,8606,1340,5024,4992,4492
Peve_00006447,102,6,53,43,3
Peve_00001496,738,430,1024,657,1093
Peve_00001497,8,0,2,0,2
Peve_00006442,6,0,0,0,5
Peve_00001491,265,40,284,109,429
Peve_00006440,10,27,177,57,12
Peve_00001493,18,9,92,0,15
Peve_00001498,166,105,458,157,151
Peve_00001499,0,0,0,0,15
Peve_00006448,1139,52,90,985,111
Peve_00006449,347,77,485,49,403
Peve_00003434,0,0,194,0,15
Peve_00003435,0,0,0,0,0
Peve_00003436,0,0,0,0,0
Peve_00003437,45,0,34,3,0
Peve_00003430,76,109,338,50,139
Peve_00016958,0,0,0,0,0
Peve_00003432,0,4,25,0,15
Peve_00003433,0,0,0,0,0
Peve_00016955,495,49,0,193,0
Peve_00016954,29,0,0,0,0
Peve_00016957,0,0,0,0,7
Peve_00016956,0,0,0,0,0
Peve_00003438,132,63,225,71,77
Peve_00003439,2387,471,2992,1050,2834
Peve_00016953,0,0,0,21,33
Peve_00016952,468,63,0,52,4
Peve_00009371,157,108,684,0,47
Peve_00009370,96,81,447,78,161
Peve_00004909,21,12,94,26,0
Peve_00009372,0,0,0,0,0
Peve_00009375,69,0,161,47,131
Peve_00009374,0,2,0,0,0
Peve_00018498,23,20,2,6,24
Peve_00009376,0,0,0,0,0
Peve_00009379,44,14,1,25,33
Peve_00009378,55,13,779,207,135
Peve_00018494,0,0,0,0,0
Peve_00018495,0,0,0,0,0
Peve_00018493,3687,955,679,2322,8120
Peve_00018490,24,0,27,12,12
Peve_00018491,220,0,16,29,36
Peve_00001142,0,0,0,0,0
Peve_00001143,0,0,2,0,0
Peve_00001140,6,0,8,0,0
Peve_00028360,45,16,0,35,68
Peve_00001146,0,0,0,0,0
Peve_00001147,5,0,0,0,15
Peve_00028365,86,0,498,58,98
Peve_00028364,187,44,326,78,186
Peve_00001148,0,0,0,0,0
Peve_00001149,183,91,654,117,473
Peve_00026476,8,0,0,0,0
Peve_00004908,149,85,904,257,498
Peve_00000636,308,236,880,221,586
Peve_00020746,0,0,0,0,0
Peve_00035606,64,13,0,26,52
Peve_00035607,2160,577,1321,1272,4468
Peve_00030232,3714,854,3508,1504,4428
Peve_00007792,7,2,0,0,58
Peve_00030234,0,0,0,0,0
Peve_00007794,2,31,263,76,0
Peve_00030236,0,0,0,17,0
Peve_00030237,0,14,213,13,33
Peve_00030238,133,159,595,116,131
Peve_00030239,8,0,83,6,21
Peve_00010920,0,0,0,6,0
Peve_00035608,58,0,234,24,80
Peve_00035609,1494,452,1190,492,2162
Peve_00010924,0,0,0,0,9
Peve_00015820,0,0,0,0,0
Peve_00010925,76,155,76,52,226
Peve_00007429,180,92,653,41,374
Peve_00007428,49,25,391,79,180
Peve_00007427,0,89,60,0,0
Peve_00007426,118,0,84,45,80
Peve_00007425,995,458,2273,1592,1550
Peve_00007424,129,57,230,52,167
Peve_00007423,0,49,198,34,119
Peve_00007422,611,760,1459,405,810
Peve_00007421,35,14,271,23,88
Peve_00007420,273,181,385,201,315
Peve_00005498,0,0,0,0,0
Peve_00005499,0,0,0,6,9
Peve_00029090,2,0,0,0,0
Peve_00029096,1,0,0,0,0
Peve_00029097,0,0,0,0,0
Peve_00029094,0,0,0,0,0
Peve_00027419,0,0,0,0,0
Peve_00005490,0,0,0,0,0
Peve_00005492,50,16,26,26,19
Peve_00029099,0,0,0,0,0
Peve_00005495,4,2,0,0,0
Peve_00005496,85,22,9,50,23
Peve_00005497,4,0,0,0,8
Peve_00015561,0,0,0,0,0
Peve_00012716,345,0,464,43,84
Peve_00031199,0,0,0,0,0
Peve_00012714,281,203,734,154,294
Peve_00012713,54,7,130,22,176
Peve_00022429,0,0,0,0,0
Peve_00012712,16,117,0,0,13
Peve_00029548,0,0,0,0,0
Peve_00027410,2,0,0,0,2
Peve_00012711,111,61,92,9,92
Peve_00027411,1669,443,2486,761,1890
Peve_00029540,6,1,2,0,0
Peve_00029541,0,21,158,352,0
Peve_00029542,0,0,4,0,0
Peve_00012710,4757,2211,5030,2733,6050
Peve_00012838,0,0,36,304,0
Peve_00029546,11,0,0,0,0
Peve_00029547,0,0,957,40,923
Peve_00027413,409,2388,189,7,254
Peve_00033763,20,0,0,0,0
Peve_00033762,462,91,806,301,567
Peve_00033761,0,0,118,7,61
Peve_00033760,0,0,863,0,0
Peve_00033767,328,390,622,276,449
Peve_00033766,0,0,0,0,0
Peve_00033765,684,0,0,0,0
Peve_00033769,81,0,0,28,18
Peve_00027417,20,8,31,59,20
Peve_00031619,64,9,251,0,86
Peve_00031618,759,253,70,444,572
Peve_00032490,313,22,1044,343,604
Peve_00032491,0,0,0,0,24
Peve_00032496,0,0,7,111,581
Peve_00032497,74,69,123,18,126
Peve_00032494,13,0,0,64,64
Peve_00032495,159,42,342,156,148
Peve_00031611,0,0,0,0,0
Peve_00031610,0,0,0,0,0
Peve_00032498,31,22,74,16,48
Peve_00032499,17,0,0,0,7
Peve_00031615,0,0,0,0,0
Peve_00031614,0,0,0,0,0
Peve_00031617,907,507,1323,468,1304
Peve_00034269,76,156,827,168,403
Peve_00034268,374,719,1400,635,1022
Peve_00034267,0,15,78,10,93
Peve_00034266,188,254,506,362,350
Peve_00008954,81,8,436,23,63
Peve_00008955,364,128,312,794,171
Peve_00008952,91,491,85,162,251
Peve_00008953,0,7,0,0,0
Peve_00008950,18,0,0,0,41
Peve_00008951,464,86,310,278,772
Peve_00040574,127,52,351,131,209
Peve_00040575,7850,2132,4888,2786,6447
Peve_00040576,11,0,87,6,12
Peve_00040570,9,10,0,0,0
Peve_00040571,248,117,11,0,3
Peve_00040572,72,32,11,11,15
Peve_00040578,32,0,106,31,54
Peve_00040579,69,231,1086,254,1096
Peve_00037512,0,0,0,0,0
Peve_00037513,0,0,0,0,0
Peve_00037514,0,0,0,0,0
Peve_00037515,13,0,0,0,0
Peve_00037517,4,9,0,0,0
Peve_00037518,12,2,10,1,10
Peve_00037519,0,0,0,0,0
Peve_00017857,54,20,106,19,109
Peve_00043575,17431,8678,5399,12900,13320
Peve_00017855,892,767,1540,338,842
Peve_00017854,17563,1861,3761,2907,2277
Peve_00017853,2926,1505,4255,1739,2941
Peve_00017852,775,484,1482,1243,2360
Peve_00043574,5462,2034,6345,3289,5105
Peve_00017859,0,0,0,4,3
Peve_00017858,359,157,324,172,918
Peve_00032148,83,77,201,48,109
Peve_00032149,0,47,0,42,0
Peve_00032141,0,0,0,0,0
Peve_00032142,39,0,0,0,13
Peve_00032143,10,0,37,5,0
Peve_00032144,3,10,29,0,15
Peve_00032145,148,0,173,34,275
Peve_00032146,132,23,836,69,343
Peve_00032147,254,111,282,100,307
Peve_00043579,1296,827,441,448,1624
Peve_00039254,0,3,0,0,0
Peve_00023148,27,0,264,19,41
Peve_00023149,65,298,3,0,1021
Peve_00023143,0,9,0,0,13
Peve_00023140,5,28,0,39,145
Peve_00023141,0,28,0,20,0
Peve_00023146,541,94,235,166,490
Peve_00023147,199,57,0,39,208
Peve_00023144,53,22,177,0,100
Peve_00023145,0,0,0,4,1
Peve_00036643,0,0,0,0,0
Peve_00036642,21,12,0,0,9
Peve_00036641,2,0,0,3,6
Peve_00036647,0,0,0,0,3
Peve_00036646,0,0,0,0,0
Peve_00036645,34,0,0,0,27
Peve_00036644,0,0,0,0,0
Peve_00036649,10,9,27,20,17
Peve_00010009,117,41,209,53,61
Peve_00010008,1324,792,616,690,1291
Peve_00010001,83,0,197,39,34
Peve_00010000,439,281,356,170,862
Peve_00010003,0,0,0,17,16
Peve_00010002,2191,269,1144,2884,8309
Peve_00010005,6019,1097,1421,1785,7555
Peve_00010004,9,36,91,0,0
Peve_00010007,0,0,0,0,0
Peve_00010006,6,0,0,0,0
Peve_00025427,221,77,1293,137,343
Peve_00025426,3000,524,2170,868,2589
Peve_00025425,0,0,0,0,61
Peve_00025424,9,5,36,10,10
Peve_00025429,69,20,236,15,36
Peve_00025428,0,0,0,0,0
Peve_00029931,0,0,0,21,29
Peve_00029930,26,9,0,24,2
Peve_00029933,136,59,219,101,152
Peve_00029932,162,97,355,108,176
Peve_00029935,1435,953,6288,6911,1624
Peve_00029934,641,2615,1258,1749,665
Peve_00029937,285,160,651,223,432
Peve_00029936,151,88,691,141,212
Peve_00029939,214,19,31,244,920
Peve_00029938,0,0,0,0,0
Peve_00038027,15,0,0,0,9
Peve_00038026,7,0,0,0,2
Peve_00038021,2313,3378,163,201,6753
Peve_00037032,0,0,0,0,0
Peve_00037030,89,0,0,0,0
Peve_00008968,1236,42,452,273,941
Peve_00012537,430,8,0,13,3
Peve_00008963,3555,853,4872,1661,3259
Peve_00012535,0,0,0,1,0
Peve_00012534,0,0,0,0,0
Peve_00012533,6404,560,773,2104,6960
Peve_00012532,533,257,504,259,859
Peve_00012531,2104,1023,2330,847,2158
Peve_00008962,499,281,1298,131,556
Peve_00034272,6023,2273,7966,4591,9373
Peve_00011846,627,40,27,0,0
Peve_00011847,411,82,510,93,97
Peve_00011844,44,2,54,0,0
Peve_00008960,63,14,353,177,149
Peve_00011843,113,71,297,49,151
Peve_00011840,26,7,2,3,19
Peve_00011841,102,0,142,106,91
Peve_00011849,87,27,0,51,135
Peve_00008965,216,14,367,25,188
Peve_00034277,0,0,0,0,0
Peve_00030179,115,86,707,126,218
Peve_00030178,177,126,173,76,0
Peve_00030173,0,45,0,73,45
Peve_00030172,3106,1235,4737,2278,5099
Peve_00030171,27,0,0,0,48
Peve_00030170,0,0,0,0,0
Peve_00030177,53,118,23,44,3
Peve_00030176,0,0,0,0,0
Peve_00030175,233,427,241,178,70
Peve_00030174,0,0,0,0,0
Peve_00023969,0,4,191,9,0
Peve_00023961,4,2,0,0,0
Peve_00023963,0,0,0,8,0
Peve_00023964,0,8,0,0,1
Peve_00023965,8,0,9,0,5
Peve_00023966,399,0,186,7,21
Peve_00023967,38,7,119,53,29
Peve_00026307,0,0,0,0,0
Peve_00026306,719,529,764,351,1493
Peve_00026305,0,0,0,0,0
Peve_00026304,1540,765,892,521,1725
Peve_00026303,166,88,698,338,260
Peve_00026302,692,386,972,675,705
Peve_00026301,5727,2637,2905,2599,8198
Peve_00026300,538,153,2002,372,413
Peve_00018682,21223,3102,21837,17989,21771
Peve_00026309,0,0,0,0,6
Peve_00026308,84,74,265,26,109
Peve_00012399,56,35,224,16,113
Peve_00012398,1301,2776,3511,825,2893
Peve_00044642,1928,25530,5429,1546,5623
Peve_00044643,123,2454,658,166,626
Peve_00012391,0,0,0,0,0
Peve_00044641,3323,38702,3006,2288,4941
Peve_00044646,2275,397,1594,1260,2084
Peve_00012396,715,123,263,275,3315
Peve_00044644,786,263,895,301,602
Peve_00044645,7,0,0,0,3
Peve_00016531,0,0,0,0,0
Peve_00015187,0,0,0,0,24
Peve_00015186,19,0,0,0,12
Peve_00039448,0,0,0,24,0
Peve_00039449,36,0,0,0,0
Peve_00010829,210,44,431,112,246
Peve_00010828,12,1,0,0,0
Peve_00039444,33,30,190,37,106
Peve_00039445,840,557,2268,747,1672
Peve_00039446,909,657,2881,1152,1182
Peve_00039447,328,217,397,323,427
Peve_00039440,0,18,0,0,13
Peve_00039441,0,0,42,0,20
Peve_00039442,514,273,925,237,677
Peve_00039443,0,0,0,0,0
Peve_00042727,93,9,458,25,104
Peve_00045114,0,0,0,0,0
Peve_00042725,0,0,12,0,9
Peve_00045116,0,0,0,0,0
Peve_00042723,23,15,16,0,55
Peve_00042722,384,432,778,244,791
Peve_00042721,0,0,0,12,0
Peve_00042720,576,573,852,376,795
