transcript_id,RNA-POR-71,RNA-POR-73,RNA-POR-76,RNA-POR-79,RNA-POR-82
Peve_00011093,239,91,788,145,294
Peve_00011092,0,0,0,0,0
Peve_00011095,1118,741,554,1055,1590
Peve_00011094,18,0,42,0,0
Peve_00011097,69,13,269,103,152
Peve_00011096,5,0,0,40,76
Peve_00013828,0,0,0,0,0
Peve_00013829,0,0,1,0,0
Peve_00013822,1408,1026,1557,447,2236
Peve_00013823,307,127,190,49,209
Peve_00013820,0,0,175,38,0
Peve_00013821,73,7,78,19,32
Peve_00013826,1799,38,2026,557,3925
Peve_00013827,0,0,6,0,0
Peve_00013824,1181,409,965,402,589
Peve_00013825,359,11,378,92,529
Peve_00036122,5,2,27,4,9
Peve_00036123,7,0,0,0,0
Peve_00036120,0,0,0,0,0
Peve_00036121,445,287,2649,303,601
Peve_00036124,0,0,0,0,0
Peve_00036128,0,0,0,0,0
Peve_00030646,189,91,172,89,169
Peve_00018518,0,0,0,0,0
Peve_00022789,98,116,260,80,73
Peve_00022788,146,156,151,85,113
Peve_00042488,75,29,195,0,115
Peve_00042489,1436,624,1185,923,1789
Peve_00042482,0,0,0,0,0
Peve_00042483,20,0,118,59,27
Peve_00042480,936,439,2371,933,1228
Peve_00015627,48,13,0,8,32
Peve_00008032,0,0,0,0,0
Peve_00008035,75,150,426,115,169
Peve_00014556,10095,3286,1625,3313,14387
Peve_00010328,18,6,0,0,0
Peve_00010329,0,0,30,2,20
Peve_00014555,61,28,34,0,67
Peve_00010321,0,0,0,0,5
Peve_00010322,0,0,5,0,1199
Peve_00014554,5773,1937,3749,2238,8008
Peve_00010324,193,19,419,0,110
Peve_00010325,0,0,0,0,0
Peve_00010326,0,0,0,50,0
Peve_00010327,0,0,0,0,0
Peve_00031479,6,0,73,7,29
Peve_00031478,0,0,40,12,20
Peve_00031475,4,19,94,28,22
Peve_00031474,42,87,85,99,2973
Peve_00031477,0,0,0,0,0
Peve_00031471,114,16,831,106,146
Peve_00031470,68,0,237,61,18
Peve_00031473,693,210,1236,533,1189
Peve_00031472,27164,19947,30973,14521,29293
Peve_00022181,91,100,214,27,124
Peve_00022180,16,13,0,0,12
Peve_00022183,101,64,563,210,295
Peve_00027350,16,0,0,0,14
Peve_00022185,0,0,0,0,0
Peve_00022184,161,128,880,228,401
Peve_00022187,61,6,5,68,951
Peve_00022186,40,68,215,43,253
Peve_00022189,17,0,18,13,24
Peve_00022188,43,42,229,55,131
Peve_00027359,0,0,0,42,2
Peve_00027358,0,0,0,0,0
Peve_00042553,7,4,201,20,24
Peve_00022459,0,0,0,0,0
Peve_00022458,0,0,0,0,0
Peve_00022456,9,0,0,0,0
Peve_00022455,91,4,0,27,0
Peve_00022452,85,31,0,23,21
Peve_00022451,87,0,0,22,0
Peve_00022450,25636,12989,3422,8773,16667
Peve_00021197,0,0,0,0,0
Peve_00021196,246,214,249,161,468
Peve_00021195,66,33,76,41,88
Peve_00021194,3,0,515,214,308
Peve_00021193,0,0,0,0,0
Peve_00021192,0,0,1030,250,4
Peve_00021191,0,37,0,0,0
Peve_00021190,0,14,83,64,17
Peve_00021199,0,0,0,0,0
Peve_00021198,0,0,0,0,5
Peve_00025867,1071,288,958,557,903
Peve_00025866,0,0,0,0,0
Peve_00025865,119,61,135,121,64
Peve_00025864,799,569,308,255,659
Peve_00025863,92,9,249,49,38
Peve_00025862,1631,891,1344,1231,2761
Peve_00025861,0,0,0,0,0
Peve_00025869,2,0,0,8,0
Peve_00025868,78,0,0,57,0
Peve_00017679,56,48,130,42,98
Peve_00017678,30,0,22,18,18
Peve_00019712,0,0,0,2,0
Peve_00017673,73,19,6,18,104
Peve_00017671,0,0,0,0,0
Peve_00017670,0,0,0,0,0
Peve_00017677,0,0,0,0,0
Peve_00017676,0,0,0,0,0
Peve_00017675,16,0,0,0,0
Peve_00017674,73,21,20,22,96
Peve_00019870,229,149,168,134,355
Peve_00025270,0,0,0,0,0
Peve_00004196,0,0,0,0,0
Peve_00025271,0,0,0,0,0
Peve_00024118,14,0,30,16,44
Peve_00024119,0,0,96,0,216
Peve_00011530,23,0,45,0,11
Peve_00011536,10,3,10,3,9
Peve_00011537,0,0,0,1,0
Peve_00023328,272,144,875,233,273
Peve_00011535,22,9,9,4,14
Peve_00023326,302,0,30,7,21
Peve_00023327,86,31,1065,257,170
Peve_00011538,278,30,99,121,360
Peve_00011539,217,109,428,125,197
Peve_00023322,6,0,0,0,0
Peve_00023323,0,0,0,0,4
Peve_00023320,60,41,87,20,107
Peve_00024117,7,0,4,2,18
Peve_00013008,273,145,157,127,138
Peve_00013009,912,142,130,5,953
Peve_00025249,1814,1220,3478,1604,2376
Peve_00025248,423,99,577,222,409
Peve_00013000,0,0,0,0,0
Peve_00013001,7,0,0,0,13
Peve_00013002,26,0,0,0,0
Peve_00013003,295,191,530,120,222
Peve_00025247,30,43,128,0,37
Peve_00025246,9011,3887,3815,4990,9558
Peve_00013006,202,53,500,104,318
Peve_00016075,0,0,44,0,0
Peve_00015625,10,4,0,0,4
Peve_00023788,5,172,0,19,74
Peve_00023789,28,111,0,100,162
Peve_00020749,0,0,0,6,0
Peve_00020748,0,0,0,0,0
Peve_00034230,108,48,544,13,244
Peve_00019608,36,0,0,37,293
Peve_00020743,543,8,794,300,446
Peve_00020745,0,0,0,91,0
Peve_00020744,8,7,0,41,314
Peve_00020747,0,0,0,7,0
Peve_00019609,2181,556,9622,39,8
Peve_00004197,0,3,0,0,31
Peve_00010669,0,0,0,0,0
Peve_00010665,0,0,0,0,0
Peve_00010664,0,18,54,44,0
Peve_00010667,0,0,48,30,0
Peve_00010661,0,0,0,19,0
Peve_00010660,0,0,0,0,0
Peve_00010663,0,0,0,0,0
Peve_00010662,7,21,43,26,10
Peve_00002239,44,14,0,0,11
Peve_00015524,0,0,0,0,0
Peve_00044288,200,89,804,109,275
Peve_00044289,55,0,296,83,53
Peve_00015521,0,0,69,0,27
Peve_00019602,25,575,1196,323,2830
Peve_00015523,247,77,14,90,200
Peve_00015522,184,68,42,60,218
Peve_00044282,29,98,29,27,48
Peve_00044283,0,0,0,0,0
Peve_00044280,340,64,484,196,468
Peve_00044281,62,3,64,35,147
Peve_00015529,19,0,0,4,12
Peve_00002234,0,5,0,0,0
Peve_00044284,82,0,73,68,272
Peve_00044285,19,39,0,0,50
Peve_00016028,271,114,499,219,332
Peve_00002587,1,0,2,2,11
Peve_00002586,61,0,0,0,17
Peve_00002585,0,0,0,0,12
Peve_00002584,0,0,20,4,0
Peve_00002583,0,0,0,0,0
Peve_00002582,0,0,0,0,0
Peve_00002581,0,0,0,0,0
Peve_00002580,31,3,13,3,58
Peve_00002589,174,60,251,83,210
Peve_00002588,181,14,254,39,48
Peve_00041418,1,7,0,50,0
Peve_00041419,12,6,0,0,4
Peve_00044428,81,11,162,20,203
Peve_00044429,0,0,0,0,0
Peve_00044426,884,258,1086,402,1309
Peve_00044427,0,0,0,0,0
Peve_00044424,56,59,0,95,44
Peve_00044425,24,0,0,0,0
Peve_00044422,545,173,1261,426,565
Peve_00044423,0,0,0,0,0
Peve_00044420,8,7,0,0,0
Peve_00044421,47,43,161,0,79
Peve_00028103,112,107,79,53,320
Peve_00028102,920,462,19,358,116
Peve_00038254,0,0,0,0,0
Peve_00017253,0,0,0,0,0
Peve_00003188,19,15,160,17,81
Peve_00014695,0,15,0,0,2
Peve_00014697,133,21,260,103,212
Peve_00014690,133,35,37,11,146
Peve_00014691,568,126,520,232,533
Peve_00014692,1124,3807,302,2690,9803
Peve_00014693,2,0,2,9,0
Peve_00003180,100,10,260,9,100
Peve_00003181,633,496,1616,629,997
Peve_00003182,4,0,0,0,0
Peve_00003184,65,0,75,0,0
Peve_00003185,5791,2166,5805,2933,8805
Peve_00003186,10,0,0,0,0
Peve_00028105,1027,790,817,593,1539
Peve_00028104,52,0,150,19,16
Peve_00014342,550,399,812,140,574
Peve_00014343,216,155,797,161,243
Peve_00008662,131,121,74,26,173
Peve_00014341,77,12,331,94,76
Peve_00014346,199,60,0,163,81
Peve_00008665,3136,684,1792,2029,1944
Peve_00008666,0,0,0,0,0
Peve_00008668,0,0,0,39,0
Peve_00008669,0,0,0,0,0
Peve_00014348,770,341,1266,653,860
Peve_00019522,14,0,0,0,0
Peve_00019525,174,405,398,191,304
Peve_00019524,295,307,178,136,87
Peve_00019527,0,0,0,0,0
Peve_00019526,340,128,1425,344,903
Peve_00039808,0,8,0,0,0
Peve_00039809,952,841,1271,401,1047
Peve_00039805,29,25,160,36,63
Peve_00039806,1187,409,2398,801,1855
Peve_00039807,171,109,1217,241,398
Peve_00039800,87,87,106,64,157
Peve_00039801,6,5,9,2,10
Peve_00039802,121,11,317,29,153
Peve_00039803,463,183,490,354,289
Peve_00042143,5,0,0,0,0
Peve_00042142,0,0,0,1,7
Peve_00042141,4,4,0,0,0
Peve_00042140,0,0,0,0,0
Peve_00042146,302,213,163,21,328
Peve_00042144,12,40,0,0,15
Peve_00022844,0,11,0,0,0
Peve_00043816,1630,398,4268,720,2738
Peve_00043817,0,16,0,0,8
Peve_00043814,10,0,38,0,4
Peve_00043815,87,0,142,0,92
Peve_00043812,16,0,0,0,0
Peve_00043810,0,0,0,0,0
Peve_00043811,103,0,192,16,101
Peve_00043818,35,203,940,37,1093
Peve_00043819,130,77,461,68,294
Peve_00035000,15,0,132,15,23
Peve_00035001,1866,680,1967,773,2129
Peve_00035002,42,592,670,290,413
Peve_00035003,20,0,81,46,50
Peve_00035004,100,49,0,62,89
Peve_00035005,0,0,0,0,0
Peve_00035006,3,0,0,0,0
Peve_00035009,0,0,0,0,0
Peve_00019035,50,21,288,30,49
Peve_00015628,0,0,0,0,0
Peve_00018698,965,494,1452,553,1229
Peve_00018699,12,0,45,0,12
Peve_00009131,0,0,0,0,0
Peve_00004322,50,0,0,11,90
Peve_00004325,256,76,468,115,306
Peve_00009136,4635,2042,7144,1707,3235
Peve_00009135,72,36,535,139,33
Peve_00009134,116,58,424,30,82
Peve_00018690,558,1677,1303,1003,283
Peve_00004328,0,0,0,0,0
Peve_00009139,27,0,0,13,38
Peve_00018693,1386,866,1756,542,2078
Peve_00018694,15,5,52,3,36
Peve_00018695,24128,5750,9752,5044,15434
Peve_00018697,17,14,26,0,92
Peve_00007669,7,7,0,0,0
Peve_00007668,0,0,0,1,2
Peve_00007660,553,306,963,310,619
Peve_00007662,0,0,0,0,29
Peve_00007664,0,0,0,0,0
Peve_00007667,0,0,0,0,0
Peve_00007666,8,0,0,0,14
Peve_00039118,6,2,0,1,0
Peve_00039119,7,2,0,2,0
Peve_00039116,0,0,0,0,0
Peve_00039117,0,0,0,21,0
Peve_00039114,616,340,1054,254,676
Peve_00039115,0,0,0,0,9
Peve_00039112,646,100,481,365,626
Peve_00039113,4136,1443,4852,1923,5103
Peve_00039110,0,0,0,0,2
Peve_00039111,85,22,83,27,56
Peve_00040815,0,0,0,0,0
Peve_00019038,0,0,0,0,0
Peve_00029748,2311,1081,190,59,4256
Peve_00029749,6727,744,607,1518,9981
Peve_00029742,294,153,1210,361,503
Peve_00029743,683,367,2111,677,1062
Peve_00029741,17,18,168,2,48
Peve_00029746,33,133,149,12,471
Peve_00029747,0,0,0,0,0
Peve_00029744,43,137,356,40,119
Peve_00029745,351,517,518,77,652
Peve_00038443,0,0,0,0,7
Peve_00005741,643,90,2702,289,600
Peve_00005742,77,7,254,13,74
Peve_00005743,101,4,3,0,37
Peve_00005744,6,0,83,13,0
Peve_00038446,0,0,13,10,25
Peve_00038445,26,0,47,0,0
Peve_00038444,3,2,0,0,0
Peve_00005748,0,0,0,0,0
Peve_00005749,0,0,0,0,0
Peve_00038449,0,0,0,0,0
Peve_00038448,231,84,153,190,330
Peve_00034753,0,0,0,0,0
Peve_00034752,0,0,0,0,8
Peve_00034751,0,0,0,0,0
Peve_00034750,0,0,0,0,0
Peve_00034757,0,0,0,0,27
Peve_00034755,1048,371,1208,603,1017
Peve_00034754,69,0,155,93,73
Peve_00034759,0,0,0,0,0
Peve_00034758,0,0,0,0,0
Peve_00029944,0,0,0,0,0
Peve_00038999,7,1,0,10,4
Peve_00038998,68,0,52,0,47
Peve_00038991,28,0,0,0,63
Peve_00038990,60,1730,0,0,12
Peve_00038993,0,0,0,0,1
Peve_00038992,2365,5,3746,1022,2615
Peve_00038995,173,186,212,33,119
Peve_00038997,112,79,190,84,72
Peve_00038996,0,17,132,0,58
Peve_00003968,43,5,80,5,19
Peve_00003966,0,0,0,0,0
Peve_00003967,0,0,0,0,0
Peve_00003964,0,0,0,2,0
Peve_00003965,0,0,0,0,0
Peve_00003960,145,80,330,148,96
Peve_00003961,76,0,300,46,98
Peve_00040736,35,34,206,15,62
Peve_00040737,58,0,0,0,5
Peve_00040734,494,283,1323,359,434
Peve_00040735,32,22,266,21,28
Peve_00040732,126,49,855,8,170
Peve_00040733,23,39,572,25,61
Peve_00040730,572,640,1510,448,1153
Peve_00040731,431,126,1265,389,486
Peve_00040738,760,372,1364,1107,1085
Peve_00040739,5,18,8,2,11
Peve_00006213,0,0,0,0,0
Peve_00006212,1466,546,3731,1262,1349
Peve_00006211,77,94,400,99,241
Peve_00006210,37,57,115,23,61
Peve_00006217,2,0,0,0,0
Peve_00006216,138,65,149,42,398
Peve_00006215,140,108,702,203,312
Peve_00006214,851,340,920,330,1102
Peve_00006219,17,36,133,6,7
Peve_00006218,73,0,19,4,17
Peve_00015711,25,77,53,15,40
Peve_00032348,4,0,0,0,0
Peve_00032349,564,79,460,167,223
Peve_00032342,667,188,490,202,571
Peve_00032343,38,2,0,4,0
Peve_00032340,56,0,16,0,0
Peve_00032341,2646,1055,2259,1053,2243
Peve_00032346,0,0,0,20,5
Peve_00032347,33,9,56,0,9
Peve_00032344,14,0,0,12,12
Peve_00032345,689,140,525,864,947
Peve_00030850,605,139,0,91,715
Peve_00030851,264,77,0,158,188
Peve_00030852,398,19,591,261,406
Peve_00030853,100,26,305,152,156
Peve_00030854,38,31,50,28,71
Peve_00030855,0,0,0,0,0
Peve_00030856,0,0,0,0,0
Peve_00030857,6,0,0,0,0
Peve_00030858,614,16,855,208,355
Peve_00030859,0,0,0,0,0
Peve_00033807,0,0,0,0,0
Peve_00009951,22,0,42,20,78
Peve_00009950,61,0,216,14,26
Peve_00009953,12,10,52,4,23
Peve_00009952,37,28,300,34,25
Peve_00009955,0,7,97,12,20
Peve_00009954,59,4,131,16,6
Peve_00009957,159,70,267,70,112
Peve_00009956,4970,1425,14305,6809,5991
Peve_00009959,7312,3510,10187,5853,9506
Peve_00009958,157,57,720,156,199
Peve_00033804,5,0,0,4,0
Peve_00015716,0,0,0,63,0
Peve_00015389,653,123,1820,452,777
Peve_00015388,41,13,145,28,99
Peve_00033803,11,0,0,0,0
Peve_00028820,37,48,0,0,66
Peve_00028822,119,104,0,89,320
Peve_00028823,139,97,52,108,169
Peve_00028824,0,0,0,0,0
Peve_00028825,18,0,0,0,15
Peve_00028826,0,0,0,0,0
Peve_00028827,164,44,433,61,129
Peve_00028828,264,150,425,116,351
Peve_00028829,0,0,76,0,0
Peve_00015380,167,85,469,89,166
Peve_00033800,0,0,0,0,0
Peve_00042809,7,0,0,1,0
Peve_00042806,58,32,95,13,67
Peve_00042804,59,0,0,27,42
Peve_00042805,0,0,0,0,0
Peve_00042802,0,0,0,0,0
Peve_00042803,0,0,0,0,0
Peve_00042800,130,36,165,30,163
Peve_00042801,1178,568,1210,354,1384
Peve_00031068,28,0,377,17,146
Peve_00031069,1136,121,180,465,1494
Peve_00031062,74,39,274,100,145
Peve_00031063,33,34,55,16,78
Peve_00031060,107,26,77,24,72
Peve_00031061,431,574,329,151,387
Peve_00031066,171,55,126,115,495
Peve_00031067,4490,4426,8819,2918,8951
Peve_00031064,0,0,0,0,4
Peve_00031065,4,0,17,7,20
Peve_00008309,23,0,101,16,0
Peve_00008303,0,0,0,0,0
Peve_00008302,90,20,0,0,0
Peve_00008301,0,21,112,0,0
Peve_00008300,0,0,0,0,0
Peve_00008307,0,45,0,0,0
Peve_00008306,3,460,0,2,16
Peve_00008305,0,212,0,0,0
Peve_00013570,105,38,418,67,156
Peve_00013571,0,0,0,0,0
Peve_00013572,21,8,21,0,11
Peve_00013573,0,0,0,0,9
Peve_00013574,7,0,0,0,0
Peve_00013575,0,0,0,0,0
Peve_00013576,0,0,24,0,0
Peve_00013577,0,0,0,0,4
Peve_00013578,0,0,0,0,0
Peve_00013579,0,0,60,0,0
Peve_00019699,0,0,0,0,0
Peve_00028172,54,0,99,0,4
Peve_00028173,181,37,399,218,227
Peve_00028170,85,106,0,87,67
Peve_00028171,160,122,581,131,222
Peve_00017264,6,0,0,0,3
Peve_00017265,180,84,166,110,142
Peve_00028174,401,43,787,1430,312
Peve_00028175,858,187,1195,341,1409
Peve_00017268,97,241,142,93,92
Peve_00017269,48,23,11,84,46
Peve_00028178,8,5,37,9,11
Peve_00028179,19,16,0,6,4
Peve_00029889,0,0,0,0,0
Peve_00029888,0,0,0,0,0
Peve_00011946,23,0,52,0,105
Peve_00029881,0,0,0,0,9
Peve_00029880,41,10,54,6,42
Peve_00029883,0,0,0,4,15
Peve_00029882,2,0,0,0,0
Peve_00029885,2,0,0,0,0
Peve_00029884,0,0,0,0,0
Peve_00029887,3,0,7,0,2
Peve_00029886,0,0,0,0,0
Peve_00019693,16,4,25,10,48
Peve_00019692,6,0,9,3,0
Peve_00019691,0,0,0,2,0
Peve_00018592,6,0,0,0,0
Peve_00031935,23,3,0,0,17
Peve_00031936,332,364,265,231,356
Peve_00019690,199,6,95,0,0
Peve_00031931,1811,463,2634,433,1634
Peve_00031932,0,60,0,0,0
Peve_00031933,141,13,55,37,165
Peve_00019697,183,0,0,0,0
Peve_00031938,422,342,925,267,490
Peve_00031939,0,17,63,3,10
Peve_00019696,28,6,200,43,24
Peve_00019695,101,16,249,53,136
Peve_00010711,0,9,141,0,0
Peve_00019694,0,0,0,11,5
Peve_00018591,11,0,22,5,6
Peve_00030083,0,3,362,5,4
Peve_00030082,0,0,0,0,0
Peve_00030081,0,0,0,0,0
Peve_00030080,0,0,0,0,0
Peve_00030087,6,4,109,7,0
Peve_00030086,644,288,1193,243,1608
Peve_00030085,684,322,1234,264,1755
Peve_00030084,96,77,145,24,165
Peve_00030089,0,0,0,0,0
Peve_00030088,66,45,293,33,142
Peve_00018590,212,51,433,39,122
Peve_00010719,208,83,73,0,49
Peve_00033810,0,0,0,0,0
Peve_00012223,271,167,438,184,197
Peve_00012222,2460,123,138,356,3283
Peve_00012221,107,23,0,30,60
Peve_00012220,192,451,538,171,366
Peve_00012227,7183,1892,3520,2654,6651
Peve_00012226,2929,953,759,1214,2791
Peve_00012225,141,61,586,37,173
Peve_00012224,3167,682,2222,1776,3288
Peve_00022237,0,0,0,0,0
Peve_00022236,0,0,0,0,0
Peve_00018597,12,0,0,6,40
Peve_00012228,517,166,1166,427,537
Peve_00029221,0,0,0,0,0
Peve_00029223,9,0,0,0,0
Peve_00022230,0,0,46,0,19
Peve_00037194,0,0,0,0,0
Peve_00037195,7683,2133,1596,2915,9119
Peve_00037196,0,0,0,0,22
Peve_00037197,1113,759,1968,838,1594
Peve_00037191,1686,400,527,1342,1441
Peve_00037192,526,4,150,2,642
Peve_00025332,270,169,300,116,320
Peve_00037198,515,461,1010,455,1192
Peve_00037199,496,6,1196,182,387
Peve_00025330,111,118,374,90,36
Peve_00018596,0,0,0,0,0
Peve_00025337,49,0,70,27,25
Peve_00037256,0,0,0,0,11
Peve_00025336,0,0,0,0,0
Peve_00018595,3,4,517,216,198
Peve_00012902,60,0,45,0,28
Peve_00027529,0,0,0,0,0
Peve_00037442,0,36,128,0,28
Peve_00037443,15,30,89,0,99
Peve_00037441,0,0,0,0,0
Peve_00037446,0,15,22,0,143
Peve_00012900,61,33,120,82,132
Peve_00037444,0,70,217,150,205
Peve_00037445,0,17,90,20,22
Peve_00037448,267,30,7,124,349
Peve_00037449,0,6,38,0,40
Peve_00033572,105,0,152,15,50
Peve_00033573,2216,737,3492,1502,3215
Peve_00033570,11,33,0,0,0
Peve_00033571,64,8,37,0,114
Peve_00033576,410,0,55,283,0
Peve_00033577,35,5,139,29,41
Peve_00033574,793,874,1087,647,986
Peve_00033575,13,0,0,17,0
Peve_00033578,29,0,0,90,0
Peve_00033579,15,0,0,13,0
Peve_00027526,51,0,357,30,93
Peve_00027869,305,299,148,129,589
Peve_00031205,255,75,295,90,173
Peve_00027868,37,7,0,0,62
Peve_00027520,0,0,0,0,0
Peve_00012908,316,0,232,98,0
Peve_00012407,68,2797,726,12,98
Peve_00027523,1693,624,17,1350,4606
Peve_00012406,223,165,273,25,182
Peve_00022819,12,4,0,0,4
Peve_00023549,282,86,259,130,229
Peve_00023546,2368,863,2438,2983,4086
Peve_00023547,236,215,245,177,265
Peve_00023544,9,20,0,19,59
Peve_00022818,590,127,1115,103,439
Peve_00023542,61,0,0,0,0
Peve_00022730,674,580,1505,605,1108
Peve_00023540,584,744,496,212,757
Peve_00022817,4,0,28,0,0
Peve_00022731,0,0,0,0,0
Peve_00027860,0,0,0,0,0
Peve_00022815,308,181,440,186,632
Peve_00022814,2648,995,4646,1589,2984
Peve_00027865,41,0,25,14,36
Peve_00027864,0,0,0,0,0
Peve_00027867,27,569,12,0,803
Peve_00018496,0,0,0,0,11
Peve_00029842,0,0,0,0,0
Peve_00037691,8,7,0,0,1
Peve_00005667,0,0,0,0,0
Peve_00037690,0,16,0,0,0
Peve_00036719,0,1,18,3,0
Peve_00036718,93,65,247,102,159
Peve_00036715,3,0,0,2,0
Peve_00036714,0,0,0,0,0
Peve_00036717,1626,483,1659,583,2696
Peve_00036716,136,69,100,166,376
Peve_00036711,0,0,0,0,0
Peve_00036710,1,0,91,2,2
Peve_00036713,9,0,61,0,14
Peve_00036712,98,99,279,63,146
Peve_00038725,16,22,0,2,88
Peve_00032629,0,0,3,0,0
Peve_00032628,288,355,1147,141,668
Peve_00032625,913,489,1569,413,1038
Peve_00038722,10,5,0,0,40
Peve_00032627,103,19,256,23,159
Peve_00032626,0,0,43,0,143
Peve_00032621,239,133,705,164,213
Peve_00032620,0,0,0,0,0
Peve_00032623,140,111,226,124,168
Peve_00032622,0,0,0,0,0
Peve_00020168,0,3,0,0,0
Peve_00038720,355,155,873,366,477
Peve_00020161,43,0,86,7,0
Peve_00020160,0,0,0,0,0
Peve_00020163,44,9,87,21,65
Peve_00005660,134,28,141,0,506
Peve_00020165,0,0,0,0,0
Peve_00020164,14,68,0,53,71
Peve_00020167,0,0,0,0,5
Peve_00020166,0,0,0,0,0
Peve_00038728,9,0,0,7,11
Peve_00034656,0,0,0,0,24
Peve_00034654,0,0,0,0,0
Peve_00034653,0,0,0,0,0
Peve_00034650,0,0,0,0,0
Peve_00034651,0,0,0,0,0
Peve_00018900,295,234,1157,275,430
Peve_00018901,61,0,0,0,57
Peve_00018902,158,102,819,104,313
Peve_00018903,45,9,125,25,52
Peve_00018904,137,120,266,167,137
Peve_00018905,1125,705,2573,1076,1272
Peve_00018906,7,0,0,0,0
Peve_00018907,1078,538,888,713,1345
Peve_00018908,0,0,0,0,0
Peve_00018909,7,0,11,0,1
Peve_00024099,0,0,0,0,0
Peve_00024098,40,57,27,23,10
Peve_00024097,9041,10618,10357,5838,9125
Peve_00024096,21,25,92,14,60
Peve_00024091,1,4,0,0,2
Peve_00024093,0,0,0,0,0
Peve_00024092,0,0,0,0,0
Peve_00027678,8,0,1,0,0
Peve_00027679,71,14,123,12,121
Peve_00027670,310,71,209,128,108
Peve_00027671,161,16,106,14,115
Peve_00027672,115,24,182,0,138
Peve_00027673,653,630,1192,394,1103
Peve_00027674,6,0,0,4,0
Peve_00027675,112,7,334,37,183
Peve_00027676,15666,15616,9593,4185,16403
Peve_00027677,19,0,270,159,18
Peve_00024329,682,2309,1882,829,1553
Peve_00024328,189,164,609,216,211
Peve_00024323,331,424,607,203,615
Peve_00024322,66,22,88,14,27
Peve_00024321,6,0,0,9,38
Peve_00024320,26,7,67,0,27
Peve_00024327,4163,1686,4655,1709,4374
Peve_00024326,165,93,250,149,99
Peve_00024325,84,27,56,35,36
Peve_00024324,256,143,270,96,149
Peve_00021786,0,0,0,0,2
Peve_00021784,335,299,546,0,336
Peve_00021785,0,0,0,0,0
Peve_00021782,50,20,268,87,69
Peve_00021780,220,544,690,186,428
Peve_00021781,0,3,100,7,30
Peve_00021788,6,6,0,0,0
Peve_00021789,0,0,0,0,7
Peve_00023052,0,0,0,0,0
Peve_00019848,0,0,0,0,0
Peve_00026788,2,0,0,0,0
Peve_00026783,0,0,0,0,0
Peve_00026782,142,15,307,95,96
Peve_00026781,0,0,0,0,0
Peve_00026780,22,2,0,0,36
Peve_00026787,17,0,10,47,23
Peve_00026786,440,357,263,263,391
Peve_00026785,83,22,217,32,65
Peve_00026784,508,262,1438,252,525
Peve_00011709,0,0,0,0,4
Peve_00011708,0,0,0,0,0
Peve_00014959,4,0,144,6,25
Peve_00014958,55,0,127,75,156
Peve_00011705,15,20,46,2,12
Peve_00011704,474,151,296,236,489
Peve_00011707,37,5,28,10,9
Peve_00014954,53,32,10282,38,10125
Peve_00011701,5547,2263,6594,2575,6060
Peve_00011700,254,42,231,71,163
Peve_00011703,13,0,0,0,0
Peve_00011702,14,0,0,0,0
Peve_00001959,467,255,597,265,530
Peve_00001958,6198,1915,3411,2577,7140
Peve_00013639,11,0,8,24,83
Peve_00013638,275,12,104,0,171
Peve_00013633,240,18,123,149,54
Peve_00013632,89,0,0,18,21
Peve_00001953,157,74,213,58,161
Peve_00001952,0,0,0,0,0
Peve_00001955,2324,727,1315,965,3306
Peve_00001954,0,49,0,0,246
Peve_00001957,32,44,257,84,126
Peve_00001956,129,56,152,61,91
Peve_00026251,640,368,302,197,1831
Peve_00026250,0,0,0,0,18
Peve_00026253,0,0,0,0,0
Peve_00026252,105,0,148,0,59
Peve_00026255,563,260,595,211,274
Peve_00026254,18,0,0,0,0
Peve_00026257,602,475,634,352,738
Peve_00026256,14771,5996,3042,3733,12088
Peve_00026259,567,48,6,1109,14
Peve_00026258,0,0,0,0,0
Peve_00003849,0,0,0,0,0
Peve_00003848,11,0,0,0,5
Peve_00003845,0,0,0,0,0
Peve_00026219,0,16,0,0,0
Peve_00003844,0,0,0,7,25
Peve_00003847,87,135,416,95,205
Peve_00020958,0,0,0,0,0
Peve_00020959,0,0,0,0,2
Peve_00034387,0,0,0,0,0
Peve_00020950,0,0,0,0,0
Peve_00003841,94,965,684,531,163
Peve_00020953,13,3,1,1,7
Peve_00020955,8,0,0,2,0
Peve_00020956,0,0,0,0,0
Peve_00003840,17,187,206,88,37
Peve_00003843,186,154,398,45,125
Peve_00003842,187,381,558,96,222
Peve_00040978,8583,4378,2677,4564,14580
Peve_00040979,927,399,452,395,806
Peve_00040970,112,40,83,53,94
Peve_00040971,224,18,165,82,330
Peve_00040972,0,0,0,0,0
Peve_00040973,0,0,0,0,16
Peve_00040974,4608,414,3669,1750,8151
Peve_00040976,694,16,1594,889,991
Peve_00040977,779,599,873,469,2172
Peve_00015774,706,653,1229,375,862
Peve_00015775,9,0,0,0,19
Peve_00015776,13,0,0,0,46
Peve_00015770,31,110,0,58,569
Peve_00015771,14028,2377,766,5016,18575
Peve_00015772,12916,2737,604,5385,17828
Peve_00015773,378,218,960,134,351
Peve_00015778,0,0,0,0,0
Peve_00015779,0,0,0,0,18
Peve_00006900,0,3,0,5,0
Peve_00005120,206,22,596,33,261
Peve_00005121,0,0,0,0,0
Peve_00000334,4,4,0,0,0
Peve_00005123,1,0,0,0,0
Peve_00000332,0,0,0,0,0
Peve_00000333,7,14,0,0,0
Peve_00000330,0,0,0,0,0
Peve_00005127,0,0,0,7,0
Peve_00028298,3,0,0,0,0
