#Position (bp)	insert size
1.81482862E8	113.68020944608865
1.81769389E8	118.2766422994679
1.82055801E8	114.02752703701793
1.823420085E8	114.49777200621293
1.825681255E8	112.98985262140614
1.8271116E8	113.48016848016849
1.829140995E8	116.04090804627053
1.831997375E8	115.54760496747487
1.834849605E8	114.16933961136739
1.83769942E8	113.5922619047619
1.840365365E8	113.20017064405202
1.8417809E8	113.69589632829374
1.843368205E8	111.63737885302048
1.84619515E8	114.05946002548038
1.84902145E8	116.09466801870659
1.851846435E8	114.14517920242302
1.854669185E8	114.11143844279236
1.85639101E8	119.78459957013364
1.85779902E8	117.43176548967355
1.860300435E8	114.45119069260134
1.86310891E8	115.86308882577612
1.865915945E8	112.25187943262411
1.868719685E8	113.74845735862958
1.870958805E8	113.24056112224449
1.87235742E8	114.97883364568405
1.87431491E8	116.68278817716542
1.87710772E8	119.33646598329683
1.87989421E8	113.75158253530272
1.882673915E8	115.25367021145352
1.885447935E8	117.44231922927621
1.886862935E8	117.78259578259578
1.88824546E8	114.93236686390533
1.890980645E8	114.45309088171071
1.893744415E8	115.62685075279565
1.896506105E8	112.98051459267116
1.899266185E8	114.71576803217326
1.90131688E8	111.58304481155406
1.902691155E8	122.01042590949423
1.904767605E8	114.81764359443291
1.907512395E8	114.08026942664695
1.91025354E8	115.97457546572043
1.91299055E8	113.96865092685837
1.915720525E8	114.89933678057554
1.917088225E8	99.91479820627802
1.918460905E8	114.50905200483766
1.921193015E8	115.62036815682525
1.92392275E8	115.09561730697502
1.926652415E8	114.72796293601125
1.92938161E8	117.2454953137429
1.931461965E8	114.46695341112341
1.93282529E8	112.04211797865915
1.934834865E8	113.91220177232447
1.93755799E8	115.82618670085354
1.94027892E8	116.71740213932446
1.94299827E8	113.56590176740552
1.94571679E8	115.04622971976401
1.94717452E8	116.00895856662935
1.948530915E8	116.33631824705382
1.951141665E8	114.14896421377235
1.95384631E8	113.76515315670245
1.956545555E8	114.22277227722772
1.95923828E8	114.00382951704432
1.961475855E8	114.25510577556548
1.962821035E8	113.03335204941044
1.96461883E8	114.45105238578353
1.96730858E8	116.70496477692049
1.96999782E8	113.74941384479379
1.97268627E8	115.70761680726801
1.975369185E8	114.63385692162265
1.977085725E8	116.79632532764784
1.978424215E8	117.31092143820644
1.980723035E8	115.29678269562847
1.983396315E8	113.64212387941373
1.986066705E8	127.08164257613933
1.988736075E8	115.44132075894358
1.991314435E8	114.40457469621158
1.992646135E8	114.67893544733862
1.994063345E8	114.88090799008208
1.996722235E8	112.41382885721838
1.99937969E8	138.4896692393891
2.002033675E8	113.83031698354857
2.0046853E8	116.61507461060887
2.006832345E8	115.30612884451807
2.008154595E8	114.57748471813449
2.009977155E8	114.478268387041
2.012619965E8	113.93712433190221
2.015261915E8	116.02197121207853
2.017903225E8	114.92866391995291
2.02054043E8	112.21239229599594
2.02230291E8	114.49186727391022
2.023617935E8	112.34995262045338
2.02579947E8	113.03965090347165
2.028423385E8	114.55062204557748
2.03104191E8	114.58498929701264
2.03365384E8	113.77359529051402
2.03625916E8	114.22666476543561
2.037701715E8	115.80752383406339
2.03899826E8	113.84905743578437
2.04144808E8	112.60999796582587
2.0440376E8	114.129223599195
2.046624065E8	114.23139481356452
2.04920819E8	115.42199989318712
2.051719475E8	113.0853493200017
2.053007065E8	118.68963878326996
2.054362615E8	114.55855526513005
2.056936135E8	112.56706661150186
2.05950708E8	114.78212243525059
2.06207631E8	115.12062023678283
2.064644395E8	115.20107336590621
2.066981195E8	112.95528231302382
2.068264635E8	112.76122742528368
2.069773285E8	116.1235289137245
2.072329445E8	113.25835372499023
2.074881445E8	112.3369420068676
2.077428885E8	113.78000651253663
2.079974165E8	114.13961787874831
2.082187685E8	114.51919197579289
2.0834592E8	116.11778022515908
2.08506046E8	110.21088465255205
2.087603005E8	116.26495949830154
2.09014337E8	117.95442549736094
2.092677805E8	113.59417420814479
2.09520473E8	114.0996208480188
2.097345445E8	116.29788681948425
2.0986069E8	114.19656930922578
2.100249975E8	115.51645904602078
2.102771015E8	115.30925589021405
2.10529049E8	114.56437104708363
2.10780756E8	114.7998470913629
2.110322485E8	115.3077616702504
2.11244951E8	114.06369216553362
2.11370567E8	119.69562817398985
2.115346325E8	114.29351568941267
2.11785512E8	114.44042415719662
2.120356795E8	116.86232906344638
2.12284672E8	112.42093134138588
2.12532742E8	113.95770594222736
2.127490205E8	112.97570329376927
2.12872794E8	113.39757101975292
2.13027831E8	113.94519273940094
2.132746715E8	114.66425461331121
2.13520697E8	114.91809465718697
2.13766362E8	113.35606913773687
2.140118865E8	114.12869366799772
2.142428185E8	113.2046992167972
2.14365504E8	115.64186046511628
2.14502566E8	114.13683217009016
2.147476515E8	115.68491833259759
2.149921705E8	114.87059161401493
2.152360955E8	120.41111449584403
2.1547995E8	113.4398424570004
2.1572373E8	113.0436373717771
2.158530515E8	112.1567877629063
2.15974918E8	113.67468370286859
2.162109305E8	114.84050586285223
2.164540835E8	113.91707350149173
2.166970025E8	116.8663873271052
2.1693971E8	113.93688180298993
2.17182246E8	115.2898141613738
2.17336727E8	112.842724560822
2.17457817E8	113.93777625492548
2.17666302E8	114.24181107354184
2.179074895E8	114.47875780690711
2.181484225E8	114.74246323031501
2.183892545E8	117.31849342688926
2.18629802E8	115.25629077353216
2.18814739E8	116.45736856442386
2.189347605E8	117.42868821531883
2.191099635E8	113.0863083320499
2.1934976E8	113.59913279649307
2.19589151E8	115.35659623622274
2.198282105E8	115.81841694056791
2.200671225E8	120.04700717911199
2.202877935E8	113.48750427935639
2.204069475E8	109.33472260813188
2.205439135E8	113.07733681358881
2.20781928E8	113.80242653921208
2.210197025E8	119.1199140519545
2.212572365E8	116.48246535839097
2.21494566E8	116.30579214344698
2.21731705E8	113.78466197833787
2.21874392E8	114.62085402184707
2.21992813E8	113.68395995239095
2.222054755E8	113.5589415570202
2.224421625E8	115.8317191506632
2.22678558E8	118.34074717636838
2.229145465E8	117.26837864163642
2.23150243E8	116.13087637840975
2.2333807E8	113.08396111786148
2.23455792E8	120.48552942205124
2.236208635E8	114.53471183457985
2.2385555E8	115.72319931884097
2.240900905E8	114.09127502852994
2.243244275E8	114.51150915869671
2.24558488E8	114.32032359971251
2.24792337E8	111.92430209153758
2.249134215E8	111.90135396518376
2.25030336E8	118.04114811077476
2.252599615E8	113.12410223228729
2.25493654E8	116.04035755669591
2.25727283E8	115.18569683300441
2.25960843E8	113.26362519664677
2.2619433E8	114.10323714101828
2.26369085E8	113.68105340160936
2.26485781E8	116.02576460787814
2.266610735E8	114.29478151465645
2.26894225E8	116.52806304489467
2.271272425E8	117.38531022643669
2.273601145E8	115.14863648527015
2.275928765E8	117.36193508627773
2.278229295E8	113.09520214729072
2.279390665E8	110.90046948356807
2.28057627E8	116.69768952398627
2.282897815E8	114.27578091570389
2.285217695E8	115.59920629066285
2.28753556E8	116.6854650018587
2.28985216E8	115.80650745424998
2.292168215E8	114.74937263199331
2.2938937E8	113.63426748689906
2.29504861E8	114.35320690580552
2.29679061E8	113.24164829016226
2.299097905E8	115.791672126851
2.30140172E8	114.34341808818796
2.30370369E8	113.9975267182501
2.30600392E8	117.07917728119817
2.308302455E8	112.69253979494442
2.30950398E8	116.390625
2.310651035E8	114.28935731764908
2.312891425E8	117.41894197952219
2.315182065E8	113.02537323894302
2.31747017E8	115.12935549299186
2.31975614E8	116.45906002791996
2.322040575E8	113.7236260412304
2.323916925E8	121.3402513884829
2.32505633E8	108.53952380952381
2.3266003E8	113.37513565134348
2.32887848E8	113.16327821832293
2.33115564E8	115.41842053821594
2.33343113E8	114.64338885461649
2.335705635E8	112.00878719518745
2.33797993E8	113.5106031530109
2.339431865E8	116.72868749284815
2.340565245E8	114.58950100193817
2.34251589E8	113.52180914853521
2.34477974E8	114.63176367358876
2.347042105E8	115.20090046001762
2.349302665E8	113.83012050508351
2.3515609E8	113.85202831472911
2.35376552E8	113.89955347175709
2.354893365E8	110.67973231357553
2.35606979E8	114.94235993962532
2.35831894E8	113.90806241872562
2.360565E8	113.25838168209398
2.36280752E8	115.40149323839897
2.36504802E8	113.94198392959633
2.36728755E8	114.86527290936405
2.369172135E8	115.59354087867327
2.370291795E8	117.42863061943235
2.371763605E8	114.16938708887619
2.37399702E8	115.09609700021896
2.376227555E8	113.25934177705665
2.378454175E8	113.71036105101763
2.38067602E8	113.17451300259093
2.38289424E8	114.58623000832024
2.38451762E8	114.18358916204285
2.38562641E8	113.57648587203637
2.387328345E8	114.02603462783996
2.389543545E8	113.43065992621943
2.39175779E8	115.95130593688715
2.393971075E8	113.8907651957852
2.39618326E8	114.30988466741567
2.39839419E8	114.57337040469571
2.399813395E8	123.44595922377795
2.40091832E8	117.37147177419355
2.402812345E8	114.68824616722844
2.405018155E8	117.60573886365687
2.407222545E8	116.43050625817298
2.409424385E8	114.8332356471015
2.41162346E8	117.9448335268342
2.41381781E8	114.12693162717562
2.41506789E8	112.26424792139078
2.416163075E8	114.20832009152737
2.41819834E8	114.02920726631739
2.420387035E8	113.81023137910577
2.422574475E8	112.8054874170982
2.42476063E8	115.35443930917052
2.42694469E8	113.8068067120868
2.42912654E8	113.40714285714286
2.430267345E8	113.82871860914359
2.431356745E8	115.5929456430773
2.433483945E8	114.27940574737968
2.435658545E8	113.32062043795621
2.437831555E8	115.65199091764967
2.44000311E8	116.61491185508653
2.4421732E8	114.32436596349847
2.444335415E8	115.80326688043125
2.44541938E8	113.18791946308725
2.44650991E8	115.3324216198563
2.448677375E8	114.15576791808874
2.45084413E8	114.73666674273717
2.45301021E8	112.89203974284044
2.45517575E8	117.60728774268328
2.45733962E8	116.91917545343871
2.459464365E8	115.82735719201652
2.460545605E8	117.89019607843137
2.461662245E8	113.00046782257829
2.463819825E8	113.14428621048975
2.46597705E8	114.4070915824608
2.468127565E8	114.81040959221083
2.47027044E8	117.31645361096469
2.472409025E8	116.85534442606905
2.474539855E8	116.06896185315057
2.475606325E8	141.33333333333334
2.476675775E8	130.7550147303702
2.47880774E8	113.3530636030636
2.48093923E8	115.18688714678228
2.48307018E8	113.53172705068187
2.48520062E8	102.61984861227923
2.48733059E8	115.11821612714613
2.48945988E8	115.13497145502237
2.490611205E8	115.52397260273973
2.491675245E8	115.54250246982518
2.49371488E8	114.3276203758074
2.495839745E8	114.11446883034617
2.497964325E8	113.44653936024494
2.50008835E8	113.13125716071242
2.50221172E8	113.45048131124794
2.50433396E8	115.25137784509235
2.505593945E8	114.1927015891701
2.50665278E8	114.67391008637694
2.50856867E8	114.89472052898027
2.510681195E8	113.07793211683962
2.51279278E8	113.79800155267837
2.51490343E8	113.55692905181397
2.517013245E8	114.22752049944093
2.519121185E8	112.82698976844372
2.520531465E8	116.16416967509025
2.521584125E8	115.76336971013777
2.52333222E8	114.58329596116812
2.525436835E8	115.83885958765168
2.527539765E8	115.65011335891175
2.52963954E8	113.55641579272054
2.5317376E8	113.58000630257193
2.53383513E8	113.72126289261213
2.535433615E8	114.21374759958638
2.536482135E8	113.79260089686099
2.53802721E8	113.78575052854123
2.54011761E8	115.01888156309552
2.54220464E8	113.52743709697813
2.544290735E8	114.41075585678503
2.546376695E8	113.49728508313379
2.54846237E8	113.42176165803109
2.550291875E8	114.02465157496174
2.55133358E8	115.40980735551663
2.55262798E8	116.17787186525845
2.554705865E8	114.19054010389482
2.5567826E8	113.14935110985037
2.55885909E8	113.24957980528336
2.560934695E8	113.45334436102982
2.56300915E8	117.76989619377163
2.56508064E8	115.88607594936708
2.566144465E8	112.0901287553648
2.567177635E8	114.38245700396887
2.569214445E8	115.237089474295
2.571278815E8	116.13979206049149
2.573341285E8	113.75211374740353
2.575402625E8	118.89668447968741
2.577462835E8	116.75959279561472
2.57952249E8	113.59115433075954
2.58091057E8	113.6985566113005
2.581939015E8	115.37843050810096
2.583636035E8	114.24551081225644
2.585688115E8	112.14516869656484
2.587737955E8	115.21824292999537
2.589786815E8	115.46796462429216
