Orthogroup	Species	Pocillopora_meandrina_HIv1.genes.pep	Orthologs
OG0000064	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___TS.g23490.t1	Peve_00039318, Peve_00023879, Peve_00005546, Peve_00025238, Peve_00033176, Peve_00006354, Peve_00008258, Peve_00015673, Peve_00014919, Peve_00041846, Peve_00040894, Peve_00018659, Peve_00028057, Peve_00007748, Peve_00015707, Peve_00001836, Peve_00042540, Peve_00018511, Peve_00012167, Peve_00033000, Peve_00027911, Peve_00037273, Peve_00029552, Peve_00042547, Peve_00025561, Peve_00025529, Peve_00043647, Peve_00038236, Peve_00004093, Peve_00030659, Peve_00024519
OG0000069	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g26032.t1	Peve_00039896, Peve_00005919, Peve_00005923, Peve_00044036, Peve_00004921, Peve_00028728, Peve_00028725, Peve_00027623, Peve_00014898, Peve_00038333, Peve_00022161, Peve_00022163, Peve_00038327, Peve_00000644, Peve_00043244, Peve_00028388, Peve_00026474, Peve_00026473, Peve_00030252, Peve_00002438, Peve_00002440, Peve_00009937, Peve_00005921, Peve_00027627, Peve_00027625, Peve_00027626, Peve_00027628, Peve_00003985, Peve_00004923, Peve_00009271, Peve_00009269, Peve_00022957, Peve_00035278, Peve_00002439, Peve_00009935, Peve_00009940, Peve_00009936
OG0000070	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g27892.t1a	FUN_000286-T2, FUN_000286-T3, FUN_000286-T1
OG0000070	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g27892.t1a	Peve_00029078, Peve_00027320, Peve_00027198, Peve_00002458, Peve_00027197, Peve_00011861, Peve_00011860, Peve_00027319, Peve_00014113, Peve_00027316, Peve_00029077, Peve_00029076, Peve_00002061, Peve_00033564, Peve_00028711, Peve_00028710, Peve_00007102, Peve_00001380, Peve_00033137, Peve_00007103, Peve_00031571, Peve_00029663, Peve_00022114, Peve_00026218, Peve_00026219, Peve_00022646, Peve_00022647, Peve_00033571, Peve_00033570
OG0000072	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g11718.t1, Pocillopora_meandrina_HIv1___RNAseq.g11731.t1, Pocillopora_meandrina_HIv1___RNAseq.g11722.t1, Pocillopora_meandrina_HIv1___TS.g7850.t1, Pocillopora_meandrina_HIv1___RNAseq.g11732.t1, Pocillopora_meandrina_HIv1___TS.g7831.t1, Pocillopora_meandrina_HIv1___RNAseq.g11719.t1, Pocillopora_meandrina_HIv1___TS.g7837.t1, Pocillopora_meandrina_HIv1___RNAseq.g11729.t1, Pocillopora_meandrina_HIv1___RNAseq.g11725.t1, Pocillopora_meandrina_HIv1___RNAseq.g11726.t1, Pocillopora_meandrina_HIv1___RNAseq.g11723.t1, Pocillopora_meandrina_HIv1___TS.g7835.t1, Pocillopora_meandrina_HIv1___TS.g7851.t1, Pocillopora_meandrina_HIv1___TS.g7854.t1, Pocillopora_meandrina_HIv1___RNAseq.g11730.t1, Pocillopora_meandrina_HIv1___RNAseq.g11721.t1, Pocillopora_meandrina_HIv1___TS.g20847.t1, Pocillopora_meandrina_HIv1___RNAseq.g16719.t2, Pocillopora_meandrina_HIv1___RNAseq.g16723.t1, Pocillopora_meandrina_HIv1___TS.g17553.t1, Pocillopora_meandrina_HIv1___TS.g7857.t1, Pocillopora_meandrina_HIv1___RNAseq.g11741.t1, Pocillopora_meandrina_HIv1___TS.g7861.t1, Pocillopora_meandrina_HIv1___RNAseq.g11749.t1, Pocillopora_meandrina_HIv1___RNAseq.g11748.t1, Pocillopora_meandrina_HIv1___RNAseq.g11747.t1, Pocillopora_meandrina_HIv1___RNAseq.g11740.t1, Pocillopora_meandrina_HIv1___RNAseq.g11744.t1, Pocillopora_meandrina_HIv1___TS.g7819.t1, Pocillopora_meandrina_HIv1___TS.g7820.t1, Pocillopora_meandrina_HIv1___RNAseq.g11711.t1, Pocillopora_meandrina_HIv1___RNAseq.g11714.t1, Pocillopora_meandrina_HIv1___TS.g7822.t1, Pocillopora_meandrina_HIv1___RNAseq.g11717.t1	FUN_003925-T1, FUN_004398-T1
OG0000073	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___TS.g68.t1, Pocillopora_meandrina_HIv1___RNAseq.g12742.t1, Pocillopora_meandrina_HIv1___RNAseq.g12743.t1, Pocillopora_meandrina_HIv1___RNAseq.g12729.t1, Pocillopora_meandrina_HIv1___RNAseq.g12718.t1, Pocillopora_meandrina_HIv1___RNAseq.g12741.t1	Peve_00013706
OG0000073	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___TS.g68.t1, Pocillopora_meandrina_HIv1___RNAseq.g12742.t1, Pocillopora_meandrina_HIv1___RNAseq.g12743.t1, Pocillopora_meandrina_HIv1___RNAseq.g12729.t1, Pocillopora_meandrina_HIv1___RNAseq.g12718.t1, Pocillopora_meandrina_HIv1___RNAseq.g12741.t1	FUN_008729-T1
OG0000073	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g14697.t1, Pocillopora_meandrina_HIv1___TS.g3825.t1, Pocillopora_meandrina_HIv1___RNAseq.g14699.t1, Pocillopora_meandrina_HIv1___RNAseq.g14640.t1, Pocillopora_meandrina_HIv1___RNAseq.g14639.t1, Pocillopora_meandrina_HIv1___RNAseq.g14654.t1, Pocillopora_meandrina_HIv1___TS.g10084.t1, Pocillopora_meandrina_HIv1___TS.g3784.t1, Pocillopora_meandrina_HIv1___RNAseq.g14653.t1, Pocillopora_meandrina_HIv1___TS.g3783.t1, Pocillopora_meandrina_HIv1___RNAseq.g8072.t1, Pocillopora_meandrina_HIv1___TS.g3843.t1, Pocillopora_meandrina_HIv1___RNAseq.g14684.t1, Pocillopora_meandrina_HIv1___RNAseq.g12728.t1b, Pocillopora_meandrina_HIv1___RNAseq.g14673.t2, Pocillopora_meandrina_HIv1___RNAseq.g13849.t2, Pocillopora_meandrina_HIv1___RNAseq.g14657.t2, Pocillopora_meandrina_HIv1___RNAseq.g8065.t3, Pocillopora_meandrina_HIv1___RNAseq.g1279.t3, Pocillopora_meandrina_HIv1___RNAseq.g14700.t1, Pocillopora_meandrina_HIv1___RNAseq.g14656.t1, Pocillopora_meandrina_HIv1___RNAseq.g13848.t1, Pocillopora_meandrina_HIv1___RNAseq.g14677.t1, Pocillopora_meandrina_HIv1___RNAseq.g14647.t1, Pocillopora_meandrina_HIv1___RNAseq.g14632.t1, Pocillopora_meandrina_HIv1___RNAseq.g14630.t1, Pocillopora_meandrina_HIv1___RNAseq.g14652.t1, Pocillopora_meandrina_HIv1___RNAseq.g14687.t1	Peve_00040073
OG0000074	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g9806.t1	FUN_012092-T1, FUN_012081-T1, FUN_012079-T1, FUN_012079-T2, FUN_022272-T1
OG0000074	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g9806.t1	Peve_00026492, Peve_00013067, Peve_00038482, Peve_00032972, Peve_00023633, Peve_00014753, Peve_00014749, Peve_00014751, Peve_00009831, Peve_00008294, Peve_00008291, Peve_00000376, Peve_00044334, Peve_00018215, Peve_00040933, Peve_00018216, Peve_00018214, Peve_00040939, Peve_00040931, Peve_00018953, Peve_00040940, Peve_00040937, Peve_00009835, Peve_00040929, Peve_00018218, Peve_00008292, Peve_00009827, Peve_00009833, Peve_00009830, Peve_00043021, Peve_00041159
OG0000077	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g5459.t1	FUN_012089-T1
OG0000077	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g5459.t1	Peve_00018666, Peve_00039095
OG0000079	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___TS.g9711.t1	Peve_00001568, Peve_00036523
OG0000079	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g23301.t1	Peve_00026695, Peve_00033850, Peve_00020814, Peve_00013299, Peve_00042208, Peve_00027318, Peve_00035827, Peve_00020852, Peve_00018920, Peve_00038803, Peve_00031138, Peve_00008575, Peve_00045072, Peve_00035523, Peve_00014382, Peve_00033012, Peve_00038161, Peve_00008640, Peve_00031009, Peve_00004998, Peve_00011942, Peve_00020711, Peve_00014134, Peve_00042706, Peve_00039440, Peve_00005911, Peve_00000737, Peve_00028513, Peve_00000923, Peve_00022708, Peve_00010205, Peve_00022709
OG0000081	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___TS.g12881.t1	Peve_00026620
OG0000081	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___TS.g12881.t1	FUN_043748-T1, FUN_030099-T1, FUN_003749-T1, FUN_039458-T1, FUN_030621-T1, FUN_021175-T1, FUN_045847-T1, FUN_003536-T1, FUN_003512-T1, FUN_033584-T1, FUN_028869-T1, FUN_040839-T1, FUN_039716-T1, FUN_017688-T1, FUN_021179-T1, FUN_027251-T1, FUN_020897-T1, FUN_042372-T1, FUN_042330-T1, FUN_033592-T1, FUN_042348-T1, FUN_010115-T1, FUN_043749-T1, FUN_033071-T1, FUN_039673-T1, FUN_013000-T1, FUN_007563-T1, FUN_045301-T1
OG0000088	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g25143.t1, Pocillopora_meandrina_HIv1___RNAseq.g9035.t1b, Pocillopora_meandrina_HIv1___RNAseq.g14719.t1c	Peve_00015631, Peve_00035376, Peve_00006572, Peve_00005708, Peve_00021306, Peve_00023324, Peve_00041426, Peve_00021394, Peve_00020744, Peve_00009395, Peve_00018830, Peve_00044612, Peve_00013868, Peve_00009380, Peve_00037999, Peve_00018758, Peve_00023320, Peve_00023687, Peve_00021495, Peve_00032412, Peve_00013867, Peve_00011479, Peve_00019657, Peve_00043329, Peve_00019187, Peve_00045284
OG0000088	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g25143.t1, Pocillopora_meandrina_HIv1___RNAseq.g9035.t1b, Pocillopora_meandrina_HIv1___RNAseq.g14719.t1c	FUN_024504-T1, FUN_045246-T1, FUN_018705-T1, FUN_021830-T1, FUN_030850-T1
OG0000089	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g28009.t1	FUN_026330-T1, FUN_026334-T1, FUN_026332-T1, FUN_026340-T1, FUN_026339-T1, FUN_026331-T1, FUN_026333-T1, FUN_026329-T1, FUN_026335-T1, FUN_026342-T1, FUN_026336-T1, FUN_026344-T1, FUN_026343-T1, FUN_026341-T1, FUN_026338-T1, FUN_026337-T1, FUN_026318-T1, FUN_026323-T1, FUN_026322-T1, FUN_026315-T1, FUN_026316-T1, FUN_026319-T1, FUN_026317-T1, FUN_026325-T1, FUN_026345-T1, FUN_026324-T1, FUN_026320-T1, FUN_026321-T1
OG0000089	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g28009.t1	Peve_00006302, Peve_00003049, Peve_00013720, Peve_00017699, Peve_00026428
OG0000090	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g29837.t1, Pocillopora_meandrina_HIv1___TS.g17053.t1, Pocillopora_meandrina_HIv1___RNAseq.g23218.t1, Pocillopora_meandrina_HIv1___RNAseq.g3288.t1, Pocillopora_meandrina_HIv1___RNAseq.g17090.t1, Pocillopora_meandrina_HIv1___RNAseq.g6573.t1, Pocillopora_meandrina_HIv1___RNAseq.g16068.t1, Pocillopora_meandrina_HIv1___RNAseq.g19523.t1, Pocillopora_meandrina_HIv1___RNAseq.g19512.t1, Pocillopora_meandrina_HIv1___RNAseq.g21956.t1, Pocillopora_meandrina_HIv1___TS.g12820.t1, Pocillopora_meandrina_HIv1___RNAseq.g16969.t1, Pocillopora_meandrina_HIv1___RNAseq.g269.t1, Pocillopora_meandrina_HIv1___RNAseq.g19581.t1, Pocillopora_meandrina_HIv1___RNAseq.g1641.t1, Pocillopora_meandrina_HIv1___RNAseq.g13844.t1, Pocillopora_meandrina_HIv1___RNAseq.g1642.t1, Pocillopora_meandrina_HIv1___RNAseq.g13843.t1, Pocillopora_meandrina_HIv1___RNAseq.g1262.t1, Pocillopora_meandrina_HIv1___RNAseq.g25387.t1, Pocillopora_meandrina_HIv1___RNAseq.g13845.t1, Pocillopora_meandrina_HIv1___RNAseq.g27026.t1, Pocillopora_meandrina_HIv1___RNAseq.g1640.t1, Pocillopora_meandrina_HIv1___RNAseq.g27025.t1, Pocillopora_meandrina_HIv1___TS.g26720.t1a, Pocillopora_meandrina_HIv1___RNAseq.g7646.t1, Pocillopora_meandrina_HIv1___RNAseq.g29911.t1	Peve_00037751
OG0000090	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___TS.g17053.t1	FUN_044575-T1, FUN_045659-T1
OG0000090	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g23218.t1, Pocillopora_meandrina_HIv1___RNAseq.g3288.t1, Pocillopora_meandrina_HIv1___RNAseq.g17090.t1, Pocillopora_meandrina_HIv1___RNAseq.g6573.t1, Pocillopora_meandrina_HIv1___RNAseq.g16068.t1, Pocillopora_meandrina_HIv1___RNAseq.g19523.t1, Pocillopora_meandrina_HIv1___RNAseq.g19512.t1, Pocillopora_meandrina_HIv1___RNAseq.g21956.t1, Pocillopora_meandrina_HIv1___TS.g12820.t1, Pocillopora_meandrina_HIv1___RNAseq.g16969.t1, Pocillopora_meandrina_HIv1___RNAseq.g269.t1, Pocillopora_meandrina_HIv1___RNAseq.g19581.t1, Pocillopora_meandrina_HIv1___RNAseq.g1641.t1, Pocillopora_meandrina_HIv1___RNAseq.g13844.t1, Pocillopora_meandrina_HIv1___RNAseq.g1642.t1, Pocillopora_meandrina_HIv1___RNAseq.g13843.t1, Pocillopora_meandrina_HIv1___RNAseq.g1262.t1, Pocillopora_meandrina_HIv1___RNAseq.g25387.t1, Pocillopora_meandrina_HIv1___RNAseq.g13845.t1, Pocillopora_meandrina_HIv1___RNAseq.g27026.t1, Pocillopora_meandrina_HIv1___RNAseq.g1640.t1, Pocillopora_meandrina_HIv1___RNAseq.g27025.t1, Pocillopora_meandrina_HIv1___TS.g26720.t1a, Pocillopora_meandrina_HIv1___RNAseq.g7646.t1, Pocillopora_meandrina_HIv1___RNAseq.g29911.t1	FUN_044882-T1
OG0000091	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___TS.g23424.t1	Peve_00044793, Peve_00002581, Peve_00042991, Peve_00000895, Peve_00000897, Peve_00036528, Peve_00035520, Peve_00029944, Peve_00001571, Peve_00039109, Peve_00043642, Peve_00032984, Peve_00024355, Peve_00011295, Peve_00036529, Peve_00041611, Peve_00000592, Peve_00042198, Peve_00016782, Peve_00005472, Peve_00015806, Peve_00030342, Peve_00019009, Peve_00044657, Peve_00008616, Peve_00003090, Peve_00035517, Peve_00022320, Peve_00042378, Peve_00042952, Peve_00018566, Peve_00010620, Peve_00002957
OG0000093	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g24335.t1, Pocillopora_meandrina_HIv1___RNAseq.g24753.t1	Peve_00019791, Peve_00042410, Peve_00042414, Peve_00042406, Peve_00042411, Peve_00045332, Peve_00042408
OG0000093	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g24335.t1	FUN_032498-T1
OG0000093	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g24753.t1	FUN_032502-T1, FUN_032494-T1, FUN_032496-T1, FUN_006479-T1, FUN_006548-T1, FUN_029884-T1, FUN_006495-T1, FUN_029886-T1, FUN_006470-T2, FUN_006470-T1, FUN_032501-T1, FUN_006484-T1, FUN_006556-T1, FUN_006503-T1, FUN_032500-T1, FUN_001865-T1, FUN_001865-T2, FUN_032495-T1, FUN_032495-T2, FUN_006554-T1, FUN_006538-T1, FUN_006504-T1, FUN_006485-T1
OG0000094	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g22132.t1, Pocillopora_meandrina_HIv1___RNAseq.g17852.t1, Pocillopora_meandrina_HIv1___RNAseq.g11338.t1, Pocillopora_meandrina_HIv1___RNAseq.g18337.t1, Pocillopora_meandrina_HIv1___TS.g7624.t1, Pocillopora_meandrina_HIv1___TS.g25170.t1, Pocillopora_meandrina_HIv1___RNAseq.g26952.t1, Pocillopora_meandrina_HIv1___TS.g24636.t1, Pocillopora_meandrina_HIv1___TS.g1014.t1, Pocillopora_meandrina_HIv1___RNAseq.g27290.t1c, Pocillopora_meandrina_HIv1___TS.g21786.t1a, Pocillopora_meandrina_HIv1___RNAseq.g28074.t1a, Pocillopora_meandrina_HIv1___RNAseq.g6731.t1, Pocillopora_meandrina_HIv1___RNAseq.g22130.t1, Pocillopora_meandrina_HIv1___TS.g26895.t1, Pocillopora_meandrina_HIv1___TS.g26889.t1, Pocillopora_meandrina_HIv1___RNAseq.g29811.t1d, Pocillopora_meandrina_HIv1___TS.g14690.t1, Pocillopora_meandrina_HIv1___RNAseq.g28883.t1, Pocillopora_meandrina_HIv1___RNAseq.g23439.t1, Pocillopora_meandrina_HIv1___RNAseq.g29388.t1, Pocillopora_meandrina_HIv1___RNAseq.g3818.t1, Pocillopora_meandrina_HIv1___RNAseq.g19888.t1, Pocillopora_meandrina_HIv1___RNAseq.g12382.t1, Pocillopora_meandrina_HIv1___RNAseq.g979.t1, Pocillopora_meandrina_HIv1___RNAseq.g11598.t1, Pocillopora_meandrina_HIv1___RNAseq.g16655.t1, Pocillopora_meandrina_HIv1___RNAseq.g12598.t1, Pocillopora_meandrina_HIv1___RNAseq.g15055.t1, Pocillopora_meandrina_HIv1___RNAseq.g29649.t1, Pocillopora_meandrina_HIv1___RNAseq.g2825.t1a, Pocillopora_meandrina_HIv1___RNAseq.g5735.t1	FUN_002057-T1
OG0000099	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___TS.g26354.t1	Peve_00011020
OG0000099	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___TS.g26354.t1	FUN_022729-T1, FUN_022731-T1, FUN_022754-T1, FUN_022745-T1, FUN_022739-T1, FUN_022736-T1, FUN_022732-T1, FUN_022742-T1, FUN_022744-T1, FUN_022725-T1, FUN_022726-T1, FUN_022737-T1, FUN_022741-T1, FUN_022750-T1, FUN_022752-T1, FUN_022743-T1, FUN_022746-T1, FUN_022728-T1, FUN_022747-T1, FUN_022738-T1, FUN_022753-T1, FUN_022740-T1, FUN_022749-T1, FUN_022727-T1, FUN_022733-T1, FUN_022734-T1, FUN_022751-T1, FUN_022748-T1, FUN_022730-T1, FUN_022735-T1, FUN_022755-T1
OG0000104	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___TS.g27055.t1	Peve_00011735, Peve_00021020, Peve_00021848, Peve_00011733, Peve_00021019, Peve_00041160, Peve_00043028, Peve_00015082, Peve_00021815, Peve_00025785, Peve_00025783, Peve_00022033, Peve_00012623, Peve_00019208, Peve_00019262, Peve_00019236, Peve_00045025, Peve_00037066, Peve_00018772, Peve_00018771, Peve_00037074, Peve_00039720, Peve_00037063, Peve_00015084, Peve_00009046, Peve_00031745, Peve_00023950, Peve_00010534, Peve_00039726, Peve_00019779, Peve_00031752, Peve_00010535
OG0000108	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g1283.t1, Pocillopora_meandrina_HIv1___RNAseq.g8074.t1, Pocillopora_meandrina_HIv1___RNAseq.g12744.t1, Pocillopora_meandrina_HIv1___RNAseq.g12728.t1a, Pocillopora_meandrina_HIv1___RNAseq.g1291.t1, Pocillopora_meandrina_HIv1___RNAseq.g1281.t1, Pocillopora_meandrina_HIv1___TS.g15730.t1, Pocillopora_meandrina_HIv1___RNAseq.g14648.t1, Pocillopora_meandrina_HIv1___RNAseq.g14678.t1, Pocillopora_meandrina_HIv1___RNAseq.g8069.t1, Pocillopora_meandrina_HIv1___RNAseq.g14642.t1, Pocillopora_meandrina_HIv1___TS.g3823.t1, Pocillopora_meandrina_HIv1___RNAseq.g14643.t1, Pocillopora_meandrina_HIv1___RNAseq.g14655.t1, Pocillopora_meandrina_HIv1___RNAseq.g14695.t1, Pocillopora_meandrina_HIv1___RNAseq.g1284.t1, Pocillopora_meandrina_HIv1___RNAseq.g1292.t1, Pocillopora_meandrina_HIv1___RNAseq.g14641.t1, Pocillopora_meandrina_HIv1___RNAseq.g14692.t1, Pocillopora_meandrina_HIv1___RNAseq.g1293.t1, Pocillopora_meandrina_HIv1___RNAseq.g8073.t1, Pocillopora_meandrina_HIv1___RNAseq.g14696.t2, Pocillopora_meandrina_HIv1___TS.g7926.t1, Pocillopora_meandrina_HIv1___RNAseq.g14649.t1, Pocillopora_meandrina_HIv1___RNAseq.g1282.t1, Pocillopora_meandrina_HIv1___RNAseq.g14650.t1, Pocillopora_meandrina_HIv1___RNAseq.g8075.t1, Pocillopora_meandrina_HIv1___RNAseq.g14636.t1, Pocillopora_meandrina_HIv1___RNAseq.g14631.t1	Peve_00015389, Peve_00036403
OG0000108	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g1283.t1, Pocillopora_meandrina_HIv1___RNAseq.g8074.t1, Pocillopora_meandrina_HIv1___RNAseq.g12744.t1, Pocillopora_meandrina_HIv1___RNAseq.g12728.t1a, Pocillopora_meandrina_HIv1___RNAseq.g1291.t1, Pocillopora_meandrina_HIv1___RNAseq.g1281.t1, Pocillopora_meandrina_HIv1___TS.g15730.t1, Pocillopora_meandrina_HIv1___RNAseq.g14648.t1, Pocillopora_meandrina_HIv1___RNAseq.g14678.t1, Pocillopora_meandrina_HIv1___RNAseq.g8069.t1, Pocillopora_meandrina_HIv1___RNAseq.g14642.t1, Pocillopora_meandrina_HIv1___TS.g3823.t1, Pocillopora_meandrina_HIv1___RNAseq.g14643.t1, Pocillopora_meandrina_HIv1___RNAseq.g14655.t1, Pocillopora_meandrina_HIv1___RNAseq.g14695.t1, Pocillopora_meandrina_HIv1___RNAseq.g1284.t1, Pocillopora_meandrina_HIv1___RNAseq.g1292.t1, Pocillopora_meandrina_HIv1___RNAseq.g14641.t1, Pocillopora_meandrina_HIv1___RNAseq.g14692.t1, Pocillopora_meandrina_HIv1___RNAseq.g1293.t1, Pocillopora_meandrina_HIv1___RNAseq.g8073.t1, Pocillopora_meandrina_HIv1___RNAseq.g14696.t2, Pocillopora_meandrina_HIv1___TS.g7926.t1, Pocillopora_meandrina_HIv1___RNAseq.g14649.t1, Pocillopora_meandrina_HIv1___RNAseq.g1282.t1, Pocillopora_meandrina_HIv1___RNAseq.g14650.t1, Pocillopora_meandrina_HIv1___RNAseq.g8075.t1, Pocillopora_meandrina_HIv1___RNAseq.g14636.t1, Pocillopora_meandrina_HIv1___RNAseq.g14631.t1	FUN_008615-T1
OG0000109	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___TS.g12759.t1	FUN_011515-T1
OG0000109	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___TS.g12759.t1	Peve_00011712, Peve_00001810, Peve_00011689, Peve_00025522, Peve_00000421, Peve_00036828, Peve_00026465, Peve_00014351, Peve_00044849, Peve_00029212, Peve_00016155, Peve_00041193, Peve_00023236, Peve_00034793, Peve_00035071, Peve_00037118, Peve_00006494, Peve_00005041, Peve_00035696, Peve_00033864, Peve_00011246, Peve_00008787, Peve_00019650, Peve_00003778, Peve_00014154, Peve_00014153, Peve_00028130, Peve_00042141, Peve_00010222, Peve_00042262
OG0000110	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g27266.t1	Peve_00011087
OG0000110	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g27827.t1	Peve_00027368, Peve_00011151, Peve_00027366, Peve_00011152, Peve_00011147, Peve_00011076, Peve_00011155, Peve_00021510, Peve_00026512, Peve_00026511, Peve_00021509, Peve_00021508, Peve_00033240, Peve_00007530, Peve_00033241, Peve_00011077, Peve_00011081, Peve_00011084
OG0000110	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g27827.t1	FUN_031585-T1, FUN_031576-T1, FUN_031572-T1, FUN_031571-T1, FUN_031573-T1, FUN_031587-T1, FUN_031586-T1, FUN_031584-T1, FUN_031577-T1, FUN_031582-T1, FUN_031575-T1
OG0000113	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g8454.t1	Peve_00006067, Peve_00000502, Peve_00027608, Peve_00000505, Peve_00027606, Peve_00000500, Peve_00026046, Peve_00021586, Peve_00041658, Peve_00005431, Peve_00012079, Peve_00021527, Peve_00038054, Peve_00017991, Peve_00041652, Peve_00041651, Peve_00026049, Peve_00040637, Peve_00003603, Peve_00003272, Peve_00020280, Peve_00029507, Peve_00011022, Peve_00005814, Peve_00012076, Peve_00021525, Peve_00012074, Peve_00043357, Peve_00018858, Peve_00000728, Peve_00043368
OG0000120	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g5295.t1, Pocillopora_meandrina_HIv1___RNAseq.g23950.t1, Pocillopora_meandrina_HIv1___RNAseq.g24361.t1	Peve_00040582, Peve_00038676, Peve_00022064, Peve_00025597, Peve_00025595, Peve_00023456, Peve_00023459, Peve_00016607, Peve_00025218, Peve_00038039, Peve_00025596, Peve_00032725, Peve_00032726, Peve_00027519, Peve_00018867, Peve_00018866, Peve_00018868, Peve_00014716, Peve_00014717
OG0000120	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g5295.t1, Pocillopora_meandrina_HIv1___RNAseq.g23950.t1	FUN_032208-T1, FUN_003628-T1, FUN_003616-T1, FUN_032880-T1, FUN_003618-T1, FUN_003690-T1, FUN_003687-T1
OG0000120	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g24361.t1	FUN_032674-T1, FUN_032588-T1
OG0000121	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g27580.t1, Pocillopora_meandrina_HIv1___TS.g14930.t1	FUN_004143-T1
OG0000121	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g27580.t1, Pocillopora_meandrina_HIv1___TS.g14930.t1	Peve_00021041, Peve_00010718, Peve_00010716, Peve_00024413, Peve_00021032, Peve_00032051, Peve_00010722, Peve_00024411, Peve_00032052
OG0000124	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___TS.g6956.t1	FUN_007780-T1, FUN_013540-T1, FUN_039617-T1, FUN_039565-T1, FUN_013441-T1, FUN_013510-T1, FUN_013448-T1, FUN_039695-T1, FUN_039755-T1, FUN_039554-T1, FUN_039767-T2, FUN_013668-T3, FUN_013668-T2, FUN_039767-T1, FUN_013668-T1, FUN_041354-T1, FUN_039515-T1, FUN_039619-T1, FUN_013681-T1, FUN_014109-T1, FUN_014108-T1, FUN_014104-T1, FUN_039614-T1, FUN_013672-T1, FUN_039770-T1, FUN_039699-T1, FUN_039693-T1, FUN_039691-T1, FUN_039516-T1, FUN_039622-T1
OG0000125	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___TS.g15626.t1b	Peve_00014146
OG0000125	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g25771.t2	Peve_00040323
