#Position (bp)	Coverage
3.32699089E8	63.59509555779146
3.33169814E8	64.48998178506375
3.337440255E8	49.21588931966647
3.346854755E8	69.97355249880503
3.356269255E8	56.65264007647777
3.3614339E8	36.09910471255698
3.36614115E8	27.164692677750182
3.375098255E8	44.9320388762016
3.384512755E8	53.46291146635509
3.390632475E8	66.01494899006704
3.395339725E8	64.8073467727739
3.403341755E8	58.95359286207446
3.412756255E8	65.32446332784535
3.41979007E8	62.65345906948656
3.42449732E8	45.89525073665773
3.431585255E8	55.24203409634075
3.440999755E8	61.127272823835575
3.448213995E8	63.38230308058668
3.452921245E8	61.34002117931517
3.459828755E8	69.19455202081895
3.469243255E8	44.26816400233682
3.475841435E8	37.97679184316712
3.480548685E8	45.833053417225315
3.488072255E8	41.035323171703226
3.497486755E8	54.42443677306283
3.50295955E8	10.570920063484184
3.5076668E8	55.994362845519895
3.516315755E8	50.515760794519096
3.52460238E8	40.28456504277982
3.52930963E8	17.893144187077468
3.535144755E8	65.46719103510543
3.544559255E8	65.8761166286048
3.54952101E8	76.51093298756409
3.55422826E8	56.856574989135915
3.563388255E8	42.40966594083594
3.56872295E8	11.101865502155567
3.5734302E8	63.97982624169538
3.582217255E8	33.858967550055766
3.587365445E8	10.94665940944346
3.592072695E8	48.222575246524514
3.60069625E8	65.88463467167901
3.6054035E8	17.329566720475423
3.610460755E8	48.16694035795847
3.61587945E8	57.93098552945062
3.620367945E8	38.73127175970665
3.62436375E8	0.5438275696555507
3.625559195E8	5.084909234250376
3.627609185E8	0.7026041181403149
3.629578815E8	4.347879687168788
3.631360985E8	2.9060270477738643
3.63307211E8	12.65258668217646
3.6339472E8	0.13633169360505973
3.63472325E8	0.9839792356573883
3.63606574E8	4.858181405122963
3.6372952E8	40.30225940330879
3.63851646E8	14.486419590655297
3.639688585E8	1.6119433413700184
3.64078852E8	11.900495469856585
3.64181608E8	2.6478172888215497
3.642724245E8	1.1852518849349278
3.643276105E8	0.024556868537666175
3.64367352E8	0.09123523462397191
3.644312485E8	16.00022549409736
3.645060405E8	0.8094724640806534
3.64579866E8	0.5453666771036116
3.646529445E8	0.18103163686382392
3.647232875E8	3.4895125467007913
3.6479061E8	18.885416822934637
3.64856413E8	5.878747286248787
3.649210565E8	1.84829033260802
3.649845345E8	10.4365657339977
3.65045903E8	13.291212721012625
3.65104542E8	4.013139248036111
3.651614335E8	0.34637798890968813
3.652177875E8	4.758995756214115
3.652642145E8	0.06989013379745458
3.652918195E8	0.16357522507864194
3.65328381E8	0.3512846301545213
3.65383017E8	6.8349240661696005
3.65437E8	1.3791753311227262
3.654894715E8	0.10784655961523544
3.655400855E8	0.4762000644329897
3.655885265E8	6.7258884323774835
3.656333805E8	0.39750529536361495
3.65670954E8	40.26744648926723
3.657012785E8	2.9565590168619607
3.659696625E8	15.253952623551426
3.666947755E8	15.460688299962824
3.67241192E8	9.698532860360807
3.67711917E8	17.845034661617305
3.68310776E8	8.65184680032675
3.68781501E8	23.90786606943812
3.69171261E8	37.56112420183867
3.69525295E8	13.91175675412623
3.698731595E8	10.296398179808211
3.70040548E8	7.580758420040436
3.702362955E8	7.134977593933127
3.705074745E8	25.275951605102712
3.707077425E8	15.576875868301434
3.70840922E8	0.5445160525402054
3.709156315E8	3.2515157316995342
3.70964909E8	31.540413883392596
3.710464065E8	20.284209317379773
3.711396675E8	20.909481618619413
3.712278055E8	5.15839685731656
3.71309269E8	1.169830092383229
3.713828255E8	24.963639232335982
3.714523975E8	24.895687494598565
3.71520397E8	12.91561143406486
3.71586391E8	13.540258350531223
3.71651757E8	37.76963118330603
3.71716219E8	30.80343358435392
3.717794435E8	3.643789185576525
3.718411425E8	52.468723165334566
3.718720855E8	0.0
3.719016015E8	5.684291705660116
3.71959563E8	36.6746191236839
3.72017749E8	6.134167942081821
3.72075165E8	19.626541521850356
3.72131641E8	12.715821648806667
3.72187388E8	0.6505803741194792
3.72242547E8	38.86289136945276
3.722974235E8	17.47563028284972
3.72352064E8	10.84341760796734
3.72406525E8	20.546142654560857
3.724607585E8	25.265378083001035
3.72514754E8	22.376214629433512
3.725683565E8	23.083305233974
3.72621572E8	19.06731512375351
3.726742505E8	11.167450485585379
3.727265365E8	74.2009605081892
3.72778722E8	27.09916134108661
3.72809488E8	17.56997347480106
3.72835457E8	11.215745771881542
3.72882455E8	24.71635297088359
3.7293388E8	48.1057877625713
3.72984986E8	0.7283705379093323
3.73035813E8	26.33950678029483
3.730859895E8	10.829787663491038
3.73135021E8	38.27067746655949
3.731829795E8	28.25138191484873
3.732302795E8	4.417651794415491
3.732774285E8	94.30786054017327
3.73324505E8	29.667785876702723
3.733714415E8	17.341186773752565
3.7341813E8	4.589785442752518
3.734646815E8	17.831335138154785
3.735109215E8	25.450781488092648
3.73556781E8	36.10299032349665
3.736025395E8	11.147126989679903
3.736482E8	61.9922562246353
3.73693682E8	17.41250358095154
3.73736011E8	12.040708775681662
3.737584015E8	4.063431479462014
3.7378327E8	22.033367243133267
3.73827355E8	22.325412541254124
3.7387109E8	19.86773860112553
3.73914536E8	35.39622206333464
3.739578725E8	17.071659433003973
3.74001183E8	18.255074471770005
3.74044483E8	5.648181083265966
3.74087645E8	5.742173882730252
3.741306385E8	22.275222310163414
3.74173455E8	21.9301230228471
3.74216004E8	9.964901114961224
3.74258393E8	249.784417424153
3.743006525E8	32.481690541694334
3.743426115E8	9.868587440724243
3.743842115E8	17.710804420209428
3.744251475E8	34.250507099391484
3.744655085E8	5.248585467540202
3.74505773E8	39.2061243258022
3.74545988E8	7.223673408463318
3.745860855E8	13.430171508575429
3.74625998E8	5.717829613076556
3.74665799E8	4.905593966059082
3.746913935E8	1.118363413352024
3.747110075E8	0.9170202056518301
3.7474449E8	23.277438635028478
3.74783624E8	12.247564997315745
3.74822439E8	23.692571339547687
3.748606395E8	48.244958826013516
3.74898524E8	3.074285261740714
3.74936354E8	43.72585298710924
3.749740715E8	20.60755258126195
3.750116165E8	14.026980819575787
3.750490195E8	23.253986942095686
3.750863895E8	28.621146435452793
3.75123715E8	24.849180591690583
3.751608595E8	15.80297789547641
3.7519786E8	4.209758075415596
3.7523482E8	8.049614082599865
3.75271698E8	8.838722815019956
3.75308419E8	2.463685777498566
3.753449325E8	26.197275922671352
3.75381318E8	13.694704992435703
3.75417665E8	22.607061284019924
3.75453968E8	14.239336035514379
3.754896855E8	0.6566196542311192
3.755248195E8	18.58133903133903
3.755598365E8	13.662993072651286
3.75594756E8	17.8583297521845
3.756253795E8	24.06282742388581
3.75642766E8	7.802633139603843
3.75664154E8	2.6940457126219246
3.756983965E8	34.60761570005858
3.757324605E8	41.28601271036837
3.757661165E8	10.791231544832554
3.757992375E8	24.019503007473116
3.758302665E8	46.010947151681535
3.75858527E8	7.876191519666922
3.758858175E8	12.81283088235294
3.759108865E8	1.4603714360449909
3.75933713E8	4.61848998459168
3.761492055E8	19.61529869939011
3.76377621E8	9.88546364366467
3.764212105E8	1.630897508933658
3.76458497E8	18.238381309970798
3.764935935E8	22.364361236053508
3.76525178E8	36.62894473056583
3.765472955E8	25.575927861996863
3.765594265E8	39.50781424425095
3.765672985E8	66.33303860890068
3.76573515E8	25.40145209845936
3.765781265E8	57.39485458612975
