,source,target,PCC.cor,PCC_magnitude,PCC_direction,p_value
148,peve-mir-100,Peve_00030801,0.999909726776791,0.999909726776791,1,0.00855416971793915
149,peve-mir-100,Peve_00031172,0.999909726776791,0.999909726776791,1,0.00855416971793915
150,peve-mir-100,Peve_00031233,0.999909726776791,0.999909726776791,1,0.00855416971793915
151,peve-mir-100,Peve_00031679,0.999909726776791,0.999909726776791,1,0.00855416971793389
152,peve-mir-100,Peve_00032175,0.999909726776791,0.999909726776791,1,0.00855416971793915
153,peve-mir-100,Peve_00032218,0.999909726776791,0.999909726776791,1,0.00855416971793389
154,peve-mir-100,Peve_00032614,0.999989663831242,0.999989663831242,1,0.00289451157471858
155,peve-mir-100,Peve_00032739,0.999970447939082,0.999970447939082,1,0.00489429426099903
156,peve-mir-100,Peve_00033774,0.999909726776791,0.999909726776791,1,0.00855416971793389
157,peve-mir-100,Peve_00034349,0.999909726776791,0.999909726776791,1,0.00855416971793389
158,peve-mir-100,Peve_00036241,0.999909726776791,0.999909726776791,1,0.00855416971793915
159,peve-mir-100,Peve_00036499,0.999960220513847,0.999960220513847,1,0.00567840213011246
160,peve-mir-100,Peve_00036508,0.999909726776791,0.999909726776791,1,0.00855416971793915
161,peve-mir-100,Peve_00036708,0.999952936172769,0.999952936172769,1,0.00617647154077515
162,peve-mir-100,Peve_00037063,0.999909726776791,0.999909726776791,1,0.00855416971793389
163,peve-mir-100,Peve_00037070,0.999984983127836,0.999984983127836,1,0.00348887497095565
164,peve-mir-100,Peve_00037343,0.999909726776791,0.999909726776791,1,0.00855416971793915
165,peve-mir-100,Peve_00038067,0.999909726776791,0.999909726776791,1,0.00855416971793915
166,peve-mir-100,Peve_00038130,0.999956604133176,0.999956604133176,1,0.00593090373786624
167,peve-mir-100,Peve_00038230,0.999909726776791,0.999909726776791,1,0.00855416971793389
168,peve-mir-100,Peve_00039250,0.99997853118278,0.99997853118278,1,0.00417157404869491
169,peve-mir-100,Peve_00040359,0.999909726776791,0.999909726776791,1,0.00855416971793915
170,peve-mir-100,Peve_00040588,0.999909726776791,0.999909726776791,1,0.00855416971793915
171,peve-mir-100,Peve_00040932,0.999909726776791,0.999909726776791,1,0.00855416971793389
172,peve-mir-100,Peve_00040948,0.999909726776791,0.999909726776791,1,0.00855416971793915
173,peve-mir-100,Peve_00042755,0.999992038326394,0.999992038326394,1,0.00254037361647819
174,peve-mir-100,Peve_00043814,0.999909726776791,0.999909726776791,1,0.00855416971793915
175,peve-mir-100,Peve_00043809,0.999909726776791,0.999909726776791,1,0.00855416971793389
176,peve-mir-100,Peve_00044041,0.999909726776791,0.999909726776791,1,0.00855416971793915
177,peve-mir-100,Peve_00044798,0.999909726776791,0.999909726776791,1,0.00855416971793389
178,peve-mir-100,Peve_00044993,0.999909726776791,0.999909726776791,1,0.00855416971793915
179,peve-mir-100,Peve_00045011,0.999909726776791,0.999909726776791,1,0.00855416971793389
180,peve-mir-100,Peve_00043653,0.999909726776791,0.999909726776791,1,0.00855416971793389
181,peve-mir-novel-39,Peve_00000718,0.99999406092141,0.99999406092141,1,0.00219409219147524
182,peve-mir-novel-39,Peve_00001522,0.999999453445442,0.999999453445442,1,0.000665597835339763
183,peve-mir-novel-39,Peve_00002221,0.999980672456975,0.999980672456975,1,0.00395807614315678
184,peve-mir-novel-39,Peve_00002287,-0.999983802832915,0.999983802832915,-1,0.00362339130752193
185,peve-mir-novel-39,Peve_00003302,0.999980135670977,0.999980135670977,1,0.00401266394534835
186,peve-mir-novel-39,Peve_00004523,0.999999085687885,0.999999085687885,1,0.000860879549426188
187,peve-mir-novel-39,Peve_00006231,0.999963027291266,0.999963027291266,1,0.00547440714279664
188,peve-mir-novel-39,Peve_00007030,0.999928416611485,0.999928416611485,1,0.00761734871801782
189,peve-mir-novel-39,Peve_00009375,0.999957006613217,0.999957006613217,1,0.0059033360413808
190,peve-mir-novel-39,Peve_00011328,0.999984105773436,0.999984105773436,1,0.00358934658638763
191,peve-mir-novel-39,Peve_00012139,0.999990517292289,0.999990517292289,1,0.00277243674471523
192,peve-mir-novel-39,Peve_00013818,0.999999565158952,0.999999565158952,1,0.000593690915329897
193,peve-mir-novel-39,Peve_00015572,0.999927947314274,0.999927947314274,1,0.00764227770951619
194,peve-mir-novel-39,Peve_00016980,-0.999963153550721,0.999963153550721,-1,0.00546505171493988
195,peve-mir-novel-39,Peve_00018009,0.999938989744559,0.999938989744559,1,0.00703232203684336
196,peve-mir-novel-39,Peve_00018683,-0.999977403674274,0.999977403674274,-1,0.00427971502873518
197,peve-mir-novel-39,Peve_00021264,0.999955012057579,0.999955012057579,1,0.00603871890632299
198,peve-mir-novel-39,Peve_00021477,0.999886728835656,0.999886728835656,1,0.0095820603692022
199,peve-mir-novel-39,Peve_00021504,0.999979738168967,0.999979738168967,1,0.00405261361177111
200,peve-mir-novel-39,Peve_00022001,0.999999203932145,0.999999203932145,1,0.000803285991715918
201,peve-mir-novel-39,Peve_00022876,0.999985553864935,0.999985553864935,1,0.00342193281993488
202,peve-mir-novel-39,Peve_00024262,0.999974516288872,0.999974516288872,1,0.00454493189547208
203,peve-mir-novel-39,Peve_00027053,0.999963682861668,0.999963682861668,1,0.00542565587934728
204,peve-mir-novel-39,Peve_00028650,0.999981475796067,0.999981475796067,1,0.00387494522615433
205,peve-mir-novel-39,Peve_00031473,0.999991589178695,0.999991589178695,1,0.00261104663249684
206,peve-mir-novel-39,Peve_00031638,0.999978115201414,0.999978115201414,1,0.00421179466202015
207,peve-mir-novel-39,Peve_00032481,0.999978115201415,0.999978115201415,1,0.00421179466200947
208,peve-mir-novel-39,Peve_00032828,0.999988003727036,0.999988003727036,1,0.00311830595838265
209,peve-mir-novel-39,Peve_00036864,0.999926519877196,0.999926519877196,1,0.00771760802126556
210,peve-mir-novel-39,Peve_00040141,0.999981133900363,0.999981133900363,1,0.00391054119681501
211,peve-mir-novel-39,Peve_00041134,0.999935504551868,0.999935504551868,1,0.00723039439541066
212,peve-mir-novel-39,Peve_00042855,0.999964675100817,0.999964675100817,1,0.00535102358037463
213,peve-mir-novel-40,Peve_00000772,0.999952919799256,0.999952919799256,1,0.0061775458534996
214,peve-mir-novel-40,Peve_00003572,-0.999998761813949,0.999998761813949,-1,0.00100181635887822
215,peve-mir-novel-40,Peve_00004802,-0.999895927074034,0.999895927074034,-1,0.00918475909477155
216,peve-mir-novel-40,Peve_00007756,0.999962448044095,0.999962448044095,1,0.00551712420276166
217,peve-mir-novel-40,Peve_00010511,0.999962448044095,0.999962448044095,1,0.00551712420276981
218,peve-mir-novel-40,Peve_00010711,0.999962448044095,0.999962448044095,1,0.00551712420277797
219,peve-mir-novel-40,Peve_00011724,0.999962448044095,0.999962448044095,1,0.00551712420276166
220,peve-mir-novel-40,Peve_00015124,0.999962448044095,0.999962448044095,1,0.00551712420276166
221,peve-mir-novel-40,Peve_00017979,0.999962448044095,0.999962448044095,1,0.00551712420276166
222,peve-mir-novel-40,Peve_00018147,-0.999981086743335,0.999981086743335,-1,0.00391542548647461
223,peve-mir-novel-40,Peve_00022083,0.999962448044095,0.999962448044095,1,0.00551712420276166
224,peve-mir-novel-40,Peve_00022183,-0.999945152530085,0.999945152530085,-1,0.00666769007808603
225,peve-mir-novel-40,Peve_00022723,-0.999968633848047,0.999968633848047,-1,0.00504227905314111
226,peve-mir-novel-40,Peve_00022773,0.999962448044095,0.999962448044095,1,0.00551712420276166
227,peve-mir-novel-40,Peve_00026728,-0.9999999977338,0.9999999977338,-1,4.28592208061732e-05
228,peve-mir-novel-40,Peve_00026871,-0.999966636237709,0.999966636237709,-1,0.00520036512853229
229,peve-mir-novel-40,Peve_00030679,0.999962448044095,0.999962448044095,1,0.00551712420277797
230,peve-mir-novel-40,Peve_00031287,0.999982172170468,0.999982172170468,1,0.00380141253449467
231,peve-mir-novel-40,Peve_00032011,0.999962448044095,0.999962448044095,1,0.00551712420276981
232,peve-mir-novel-40,Peve_00032523,0.999962448044095,0.999962448044095,1,0.00551712420276166
233,peve-mir-novel-40,Peve_00035967,0.999999046646997,0.999999046646997,1,0.000879067096608153
234,peve-mir-novel-40,Peve_00037537,0.999962448044095,0.999962448044095,1,0.00551712420276166
235,peve-mir-novel-40,Peve_00037939,0.999962448044095,0.999962448044095,1,0.00551712420276981
236,peve-mir-novel-40,Peve_00041797,0.999925407085804,0.999925407085804,1,0.0077758273230635
237,peve-mir-novel-40,Peve_00041884,0.999999550681443,0.999999550681443,1,0.00060349310788746
238,peve-mir-novel-40,Peve_00043346,0.999962448044095,0.999962448044095,1,0.00551712420276166
239,peve-mir-novel-40,Peve_00043948,-0.999925689816771,0.999925689816771,-1,0.00776107671533052
240,peve-mir-novel-40,Peve_00044389,0.999986498807432,0.999986498807432,1,0.00330812320175955
241,peve-mir-novel-40,Peve_00044518,0.999901905632251,0.999901905632251,1,0.00891703984388479
242,peve-mir-novel-40,Peve_00044684,0.999962448044095,0.999962448044095,1,0.00551712420276166
243,peve-mir-novel-40,Peve_00045254,-0.999992320114512,0.999992320114512,-1,0.00249501275975525
244,peve-mir-novel-6,Peve_00001600,-0.999968762882795,0.999968762882795,-1,0.00503189679255099
245,peve-mir-novel-6,Peve_00008382,-0.999998674676404,0.999998674676404,-1,0.00103646856226412
246,peve-mir-novel-6,Peve_00018941,-0.999999932848589,0.999999932848589,-1,0.000233304273359623
247,peve-mir-novel-6,Peve_00020859,-0.999908910369173,0.999908910369173,-1,0.00859276408710134
248,peve-mir-novel-6,Peve_00020888,-0.999989002458213,0.999989002458213,-1,0.00298568048308791
249,peve-mir-novel-6,Peve_00026810,-0.999890968595625,0.999890968595625,-1,0.0094010176895016
250,peve-mir-novel-6,Peve_00030448,-0.999991617818975,0.999991617818975,-1,0.00260659730591339
251,peve-mir-novel-6,Peve_00031656,-0.999987539024059,0.999987539024059,-1,0.00317812958056457
252,peve-mir-novel-6,Peve_00032212,-0.999999906350369,0.999999906350369,-1,0.000275516847034453
253,peve-mir-novel-6,Peve_00034689,-0.999903510444138,0.999903510444138,-1,0.00884379702785195
254,peve-mir-novel-6,Peve_00040799,-0.99996501950937,0.99996501950937,-1,0.00532487399178108
255,peve-mir-novel-1,Peve_00034473,-0.999931280904205,0.999931280904205,-1,0.00746339326112324
256,peve-mir-novel-7,Peve_00013338,-0.99990357816145,0.99990357816145,-1,0.00884069310177129
257,peve-mir-novel-7,Peve_00014208,-0.999976270387259,0.999976270387259,-1,0.00438572407632336
258,peve-mir-novel-7,Peve_00021480,-0.999949503052708,0.999949503052708,-1,0.00639778307294428
259,peve-mir-novel-7,Peve_00029427,-0.999890925187699,0.999890925187699,-1,0.00940288891868048
260,peve-mir-novel-7,Peve_00041522,-0.999917309077773,0.999917309077773,-1,0.0081870422438826
261,peve-mir-novel-8,Peve_00002136,-0.999928334539756,0.999928334539756,-1,0.00762171423750272
262,peve-mir-novel-8,Peve_00012307,-0.999918356914133,0.999918356914133,-1,0.00813500419649827
263,peve-mir-novel-8,Peve_00032019,-0.999998527738398,0.999998527738398,-1,0.00109241503020378
264,peve-mir-novel-8,Peve_00038235,0.999939235636971,0.999939235636971,1,0.00701813624141062
265,peve-mir-novel-8,Peve_00042598,0.999998740813851,0.999998740813851,1,0.00101027623087008
266,peve-mir-novel-8,Peve_00045195,-0.999995246146368,0.999995246146368,-1,0.0019629904910923
267,peve-mir-novel-2,Peve_00001538,-0.999928007864221,0.999928007864221,-1,0.00763906587701203
268,peve-mir-novel-2,Peve_00001529,-0.999983125832285,0.999983125832285,-1,0.00369834065949377
269,peve-mir-novel-2,Peve_00001905,-0.999880668455908,0.999880668455908,-1,0.0098350612688182
270,peve-mir-novel-2,Peve_00001787,-0.999947166297972,0.999947166297972,-1,0.00654413958551676
271,peve-mir-novel-2,Peve_00003439,-0.999980738177473,0.999980738177473,-1,0.00395134096014511
272,peve-mir-novel-2,Peve_00003922,-0.999972698911671,0.999972698911671,-1,0.00470420337225242
273,peve-mir-novel-2,Peve_00000003,0.999999238634054,0.999999238634054,1,0.000785582630254667
274,peve-mir-novel-2,Peve_00009118,-0.999996395310917,0.999996395310917,-1,0.00170934276007991
275,peve-mir-novel-2,Peve_00010793,-0.999994709169113,0.999994709169113,-1,0.0020708910558741
276,peve-mir-novel-2,Peve_00012952,0.9999039238855,0.9999039238855,1,0.0088248292997023
277,peve-mir-novel-2,Peve_00018779,-0.999955310845228,0.999955310845228,-1,0.00601863225853882
278,peve-mir-novel-2,Peve_00020426,-0.999957293079344,0.999957293079344,-1,0.00588363598503261
279,peve-mir-novel-2,Peve_00023009,-0.999888189689019,0.999888189689019,-1,0.00952006897884497
280,peve-mir-novel-2,Peve_00023658,-0.999935069797174,0.999935069797174,-1,0.00725472326117394
281,peve-mir-novel-2,Peve_00024022,-0.999959954319607,0.999959954319607,-1,0.00569736979190693
282,peve-mir-novel-2,Peve_00024196,-0.999884477330218,0.999884477330218,-1,0.00967682551674024
283,peve-mir-novel-2,Peve_00027784,-0.999886982142555,0.999886982142555,-1,0.00957134004917052
284,peve-mir-novel-2,Peve_00031069,-0.999998494006473,0.999998494006473,-1,0.00110485866962805
285,peve-mir-novel-2,Peve_00035839,-0.999999999503679,0.999999999503679,-1,2.00574810710951e-05
286,peve-mir-novel-2,Peve_00037143,-0.999906073477919,0.999906073477919,-1,0.00872554657337131
287,peve-mir-novel-2,Peve_00038545,-0.999984274571916,0.999984274571916,-1,0.00357023602887492
288,peve-mir-novel-2,Peve_00036987,-0.999964196617774,0.999964196617774,-1,0.00538714225743854
289,peve-mir-novel-2,Peve_00042902,-0.999894247471614,0.999894247471614,-1,0.00925857881553049
290,peve-mir-novel-2,Peve_00042937,-0.999999785578752,0.999999785578752,-1,0.000416897257778453
291,peve-mir-novel-2,Peve_00043039,-0.999975784536428,0.999975784536428,-1,0.00443039441481932
292,peve-mir-novel-3,Peve_00004847,0.999938723829808,0.999938723829808,1,0.00704763080771654
293,peve-mir-novel-3,Peve_00012067,0.999880217269511,0.999880217269511,1,0.00985363702675541
294,peve-mir-novel-3,Peve_00018006,0.999947127706681,0.999947127706681,1,0.00654652918637522
295,peve-mir-novel-3,Peve_00019270,0.999970454473499,0.999970454473499,1,0.00489375312637141
296,peve-mir-novel-3,Peve_00020859,0.99991937319529,0.99991937319529,1,0.00808421329013364
297,peve-mir-novel-3,Peve_00020888,0.999984936983132,0.999984936983132,1,0.0034942312800772
298,peve-mir-novel-3,Peve_00034383,-0.999988382607111,0.999988382607111,-1,0.00306866782499649
299,peve-mir-novel-3,Peve_00035917,0.999981018293529,0.999981018293529,1,0.00392250435471787
300,peve-mir-novel-3,Peve_00036254,0.999880035047393,0.999880035047393,1,0.00986112935939381
