CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
95	10353	328625	3.05	338978
96	8575	320841	2.60	329416
97	9678	312709	3.00	322387
98	10640	307010	3.35	317650
99	9309	298461	3.02	307770
100	8219	293095	2.73	301314
101	10230	287492	3.44	297722
102	8222	281711	2.84	289933
103	9620	277801	3.35	287421
104	10194	273275	3.60	283469
105	6821	267214	2.49	274035
106	8167	261701	3.03	269868
107	9958	254740	3.76	264698
108	6501	247753	2.56	254254
109	8558	241472	3.42	250030
110	8114	236900	3.31	245014
111	6984	231965	2.92	238949
112	8143	228013	3.45	236156
113	8091	224662	3.48	232753
114	7082	220773	3.11	227855
115	6428	215455	2.90	221883
116	8065	210532	3.69	218597
117	6191	203895	2.95	210086
118	6335	200279	3.07	206614
119	8044	196757	3.93	204801
120	5544	192872	2.79	198416
121	6811	188383	3.49	195194
122	6492	186858	3.36	193350
123	5722	182157	3.05	187879
124	6508	179356	3.50	185864
125	6462	175036	3.56	181498
126	5063	169670	2.90	174733
127	5909	166172	3.43	172081
128	6000	163354	3.54	169354
129	5646	160200	3.40	165846
130	5235	155679	3.25	160914
131	5534	153017	3.49	158551
132	4529	150287	2.93	154816
133	4954	146752	3.27	151706
134	6060	144536	4.02	150596
135	4053	140592	2.80	144645
136	4704	137269	3.31	141973
137	5229	134483	3.74	139712
138	4045	131798	2.98	135843
139	5078	129874	3.76	134952
140	4170	126909	3.18	131079
141	3723	124073	2.91	127796
142	4022	121799	3.20	125821
143	4760	119725	3.82	124485
144	3834	116478	3.19	120312
145	3554	113410	3.04	116964
146	4126	111731	3.56	115857
147	3650	109953	3.21	113603
148	3629	107450	3.27	111079
149	4000	104655	3.68	108655
150	2505	100381	2.43	102886
151	2540	81707	3.01	84247

