ACR.140	ACR.145	ACR.150	ACR.173	ACR.178
FUN_011881	8.19718424006069	7.95735480374921	8.32901381392463	8.69839203977994	8.05841800858301
FUN_009932	8.97511849415483	9.77225568677297	9.6201780723295	8.38718250865909	8.65810590097104
FUN_009931	7.86392166491421	7.68256260782223	7.70625641978142	7.56739249870494	7.70844327000262
FUN_009930	7.11542211332439	7.11542211332439	7.49610364401444	7.39290165775544	8.99101013924624
FUN_032359	10.0155585547519	9.62851799570014	9.53626616587426	8.67810452077693	8.33936944983201
FUN_032358	11.9768007850356	11.9027263714999	11.9707920094084	11.935521770476	11.8011773151416
FUN_008080	8.14242261481128	7.50809788394984	8.08628262579796	7.86794300044438	7.79861342657204
FUN_024432	10.3485327107097	13.1839227685493	8.08628262579796	10.550963142362	8.59633133153014
FUN_024431	7.75250335064485	8.55943353605998	8.23265557897524	8.46863142271907	7.75522135979819
FUN_008083	7.11542211332439	7.79145581008143	7.25966390844903	7.36878999932487	7.43728173744474
FUN_032350	11.1122595496995	11.4816870228329	11.7223983950916	10.8171750023193	10.6897390421036
FUN_032353	10.7013469400875	10.7239119755684	11.0057080542221	11.4099808641657	11.1551997855348
FUN_032352	9.95012098053997	8.97658778327104	9.32161682856138	9.62210726817179	9.23308751817727
FUN_032355	9.14743463990255	9.6168063705606	9.88640469598224	9.50718894643736	10.0209086344561
FUN_008089	8.15769216084303	8.76748662591406	8.44447647568987	8.27396868287959	8.70521668638941
FUN_032357	10.9314880636122	10.9628056818942	10.5871274662057	10.711246397654	10.2513563116592
FUN_024438	13.0206888593585	13.2582646209874	12.8824194993959	14.4966744975857	14.114807820469
FUN_038717	10.5370111160734	11.379341413318	11.0938706378351	10.4010737335172	10.1024568597211
FUN_038716	7.63698858327051	7.29146539150811	8.02430031749919	7.56739249870494	7.28771791519196
FUN_038715	8.35273947848628	8.26023276835289	8.55462734888546	8.65745136477218	8.43216826451915
FUN_038714	8.84006608103198	7.82381899166431	8.66032642742881	9.4215911852573	8.1554865891747
FUN_038711	7.99723415586875	7.11542211332439	7.46800994467935	7.11542211332439	7.11542211332439
FUN_038710	7.11542211332439	7.65520664174456	7.11542211332439	7.11542211332439	7.11542211332439
FUN_038719	8.24885398399462	8.33661666333329	8.08628262579796	7.93050496965883	7.72049733832563
FUN_038718	10.3121855385379	10.4036668755867	10.3889493406099	10.094430105818	9.5908830176674
FUN_028924	8.57391139523842	8.16370268653645	8.40977320499476	7.98816715742508	8.63788792856123
FUN_028927	8.46542179291881	8.3534321776765	8.38837779468123	8.59680324357315	8.27811038181197
FUN_028926	7.11542211332439	7.11542211332439	7.46800994467935	7.11542211332439	7.11542211332439
FUN_028921	7.51467272801813	7.68256260782223	7.56986362393348	7.11542211332439	7.94837977516969
FUN_028920	8.60024529952659	10.2121183850987	9.35403320965081	9.34013854920165	9.07882151540452
FUN_028923	9.62502910681486	10.6824831433867	10.2528368433823	9.89307944477422	9.28227592914287
FUN_028922	7.11542211332439	7.11542211332439	7.61283116678934	7.11542211332439	7.88676804430756
FUN_028929	7.76114819449094	7.65520664174456	7.31932603362585	7.27578946997345	7.49977853455869
FUN_028928	7.11542211332439	7.11542211332439	7.11542211332439	7.11542211332439	7.64383055022807
FUN_011229	7.11542211332439	7.11542211332439	7.11542211332439	7.11542211332439	7.48016179137154
FUN_003938	10.5227321851623	8.69686642776087	10.5458716876026	10.56338503613	10.3443731844311
FUN_011222	7.26673729119354	7.11542211332439	7.75549713481749	7.11542211332439	8.53987738339827
FUN_011221	7.11542211332439	10.4279316401483	7.61283116678934	7.39290165775544	7.80900818411956
FUN_011224	7.11542211332439	7.11542211332439	7.89623150756305	7.50723730917592	8.79049199430767
FUN_002133	7.11542211332439	7.11542211332439	7.11542211332439	7.11542211332439	10.0825122338435
FUN_041252	7.11542211332439	7.11542211332439	7.11542211332439	7.11542211332439	7.56966625777077
FUN_013333	7.81850041904139	7.11542211332439	8.07626807642178	7.11542211332439	7.73230255045764
FUN_013330	9.21385079981068	8.97338088093472	9.25081604368399	8.91513827206282	9.48748823058808
FUN_041256	7.2224426111185	8.6302431862612	8.31360415853391	7.22884813348768	7.55327070438393
FUN_013334	7.65804281783291	7.4442609839438	7.56986362393348	7.39290165775544	7.51842024533893
FUN_041255	9.0442122722543	8.19044973409088	8.66591762906325	9.53512326789157	9.01800577263098
FUN_039044	7.11542211332439	7.11542211332439	7.84347020645237	7.11542211332439	7.9567761945194
FUN_039047	7.11542211332439	7.11542211332439	7.11542211332439	7.11542211332439	7.60074623417487
FUN_039042	7.11542211332439	7.11542211332439	7.46800994467935	8.02876417844623	7.79861342657204
FUN_039043	7.11542211332439	7.11542211332439	7.59184949377965	7.11542211332439	7.11542211332439
FUN_025430	10.4960462416595	11.1437958279706	10.5485698650821	10.7723312200487	9.97538206638102
FUN_025431	9.29373178219591	9.30729693514354	9.24734681465223	9.22084370581778	9.99262968138629
FUN_020848	7.11542211332439	7.11542211332439	7.11542211332439	7.22884813348768	7.48016179137154
FUN_020849	8.49089136641345	8.43356420890601	8.64338608208874	8.49711616375242	8.08016704666084
FUN_022993	8.09494872867875	8.43869119333233	8.1982310300208	8.06110005779445	7.75522135979819
FUN_022990	12.0573906166862	12.2721511490148	11.8059497862925	11.8787575147941	11.9863443325396
FUN_022991	9.96143133229388	9.95849164512387	10.4752731382334	9.89971045858601	10.3675188623433
FUN_022996	10.8146116863617	11.6995035104621	10.1917037540054	9.95419159228002	10.2274103487191
FUN_022997	9.28633157934441	9.27981708191743	9.51089307355566	9.11585839289082	9.5261946178792
FUN_022994	7.78637144001859	7.11542211332439	8.18942021022761	7.36878999932487	8.85995562331469
FUN_022995	8.29349389630398	7.4668575901528	8.16246277408651	8.47274764351721	8.70136368397548
FUN_022998	10.5695362889505	9.82375484061299	10.3082304383782	10.3348161533693	10.7485953465847
FUN_022999	7.11542211332439	7.11542211332439	7.72314006768297	7.11542211332439	7.11542211332439
FUN_027313	8.03307142190394	10.3259167587224	9.00320564241135	8.11632496913803	8.76518876173667
FUN_027312	7.11542211332439	7.11542211332439	7.78619965580178	7.27578946997345	7.11542211332439
FUN_027311	8.3649884635571	7.62631682881933	8.03496092294294	7.93050496965883	7.11542211332439
FUN_012148	7.11542211332439	7.11542211332439	7.61283116678934	7.11542211332439	7.35894080696174
FUN_012149	14.3719732814512	14.3993435583559	14.5150969221059	13.8036635107293	13.8302075963402
FUN_012142	10.5310164559568	11.858776267729	12.3743245744092	12.2833205973157	11.3620505559886
FUN_017311	7.87841179426689	7.11542211332439	7.11542211332439	7.11542211332439	7.11542211332439
FUN_012147	10.6282313476306	10.3561527568276	10.4305742417876	9.87972122771886	9.66717001826211
FUN_037528	7.92691064950305	7.11542211332439	7.73954124402464	7.49065203948795	7.11542211332439
FUN_011051	10.8677418371403	11.2097300826424	10.9949114306248	10.7260298922858	10.6722140126147
FUN_011050	10.4562380371261	10.2210118695127	10.6932437782785	10.8240561393378	11.049562918788
FUN_002526	7.11542211332439	8.36448777655895	8.87005341769168	7.11542211332439	7.73230255045764
FUN_011054	8.85583450914135	8.8377022214626	8.60872441704976	8.61858355190937	8.46611830430936
FUN_038879	7.32931623381016	7.62631682881933	7.46800994467935	7.34209934740044	7.67062378204737
FUN_027865	9.86945653708509	7.11542211332439	9.01992297396768	8.92902516018306	7.41349413641268
FUN_027867	7.11542211332439	7.11542211332439	9.43175627699851	9.61235155198049	9.40873653414462
FUN_027866	8.60996217939652	11.2415931535538	11.0911098780246	12.2924815001187	11.3766674458554
FUN_027861	8.60996217939652	10.1062577024717	9.73825660425521	10.9861107138448	10.6984212469014
FUN_027860	8.30649305002584	9.7421916007044	10.8618042785982	10.3231385257958	12.8342357569758
FUN_027862	8.64175757717609	7.48806129802882	7.11542211332439	7.7321357030706	7.45940317186564
FUN_027868	12.1721928699652	14.2132441965671	14.0326755762429	15.0150305779731	13.9010147608017
FUN_023348	10.1358903645203	9.79824646896468	10.1583322053436	10.2458108416111	9.36640761060948
FUN_014668	11.9528021216414	11.5985783464612	11.9425616444677	12.7106876991736	12.8019865360975
FUN_026198	11.1757597020946	11.3020858515119	11.1066842327569	10.2935138831515	10.3185795162386
FUN_026196	7.11542211332439	7.11542211332439	7.65224795436945	7.11542211332439	7.11542211332439
FUN_023341	11.4914053649757	11.4936581482455	11.8048297533032	12.2156880115313	12.3324115462336
FUN_026194	7.11542211332439	7.86463539833329	7.11542211332439	7.11542211332439	7.92260896965878
FUN_026195	7.97868704700885	8.30210483318516	8.30580783179429	8.13397070157713	8.78331762707192
FUN_014665	11.0758391788745	10.0910549430792	11.0203005434729	10.9034911102237	10.3675188623433
FUN_014664	13.0171052523122	13.1163292839226	13.3304984182849	13.3129702118589	13.2671847853233
FUN_023347	8.48367631190177	7.98305048562595	8.5297040084502	8.29865156688735	7.85864268323864
FUN_014237	7.50023671007405	7.80242576632063	7.78619965580178	7.52313269057126	8.60896076401924
FUN_044270	7.2224426111185	7.23994209869571	7.40354680539176	7.43566410603031	7.48016179137154
FUN_005144	7.11542211332439	7.11542211332439	7.11542211332439	7.11542211332439	7.55327070438393
FUN_044277	8.11106424666371	7.50809788394984	7.80100062058439	7.98816715742508	8.17495567893433
FUN_005145	7.11542211332439	7.4668575901528	7.11542211332439	7.11542211332439	10.7122035068701
FUN_030147	7.43589791054497	7.11542211332439	7.11542211332439	7.11542211332439	7.45940317186564
FUN_003961	7.11542211332439	7.11542211332439	7.11542211332439	8.07368793996727	7.55327070438393
FUN_044274	9.99041416099413	10.9613033881514	9.88640469598224	9.36785065522386	9.17148668718398
FUN_022534	10.5422357316602	11.1848769730687	10.2495094610601	10.8012211997592	10.7527672162931
FUN_014235	7.11542211332439	7.11542211332439	8.73623157523669	7.85971729561136	7.43728173744474
FUN_009548	7.668255843981	7.11542211332439	7.11542211332439	7.11542211332439	7.11542211332439
FUN_009549	8.34033900733411	7.4668575901528	7.78619965580178	8.58204315535566	8.38682422794453
FUN_009543	7.60363129191885	7.61121336859066	7.11542211332439	7.49065203948795	7.11542211332439
FUN_009541	8.19718424006069	7.11542211332439	8.22416833293419	8.06110005779445	8.16202339432903
FUN_009546	7.11542211332439	7.41996148990889	7.11542211332439	7.83442591216399	7.11542211332439
FUN_009544	8.6067325921707	8.06311794663261	8.29794884924587	10.6144012091162	8.62969857254326
FUN_009545	8.57391139523842	7.98305048562595	8.59098345917655	10.8404366421522	8.32851164696102
FUN_041748	7.11542211332439	7.11542211332439	7.11542211332439	7.39290165775544	7.11542211332439
FUN_026738	7.72578678347911	7.70859733105614	7.11542211332439	7.52313269057126	7.11542211332439
FUN_026739	11.1685748417115	11.2322949775831	11.1655928102037	11.3303170167641	10.8748575263666
FUN_026730	8.80789311723413	8.78637079867732	7.9687402551805	8.55572979365744	7.81923797683455
FUN_026736	8.13209434307829	8.3478583897152	7.11542211332439	7.74217385875206	7.79861342657204
FUN_026735	7.69777031472301	7.52713784764441	7.11542211332439	7.49065203948795	7.94837977516969
FUN_039835	8.99857770012657	9.21512083808473	9.01992297396768	8.98305641239687	9.60041942033315
FUN_022438	7.56772114520993	7.11542211332439	7.11542211332439	7.11542211332439	7.11542211332439
FUN_039837	9.77349732532881	9.87014223852188	9.88640469598224	9.79816085513384	9.9087243475441
FUN_039836	11.4898709004818	12.1144828200301	11.6741344934566	10.8653270217593	9.95791758131751
FUN_039831	8.85583450914135	8.16370268653645	8.53598841884422	8.17382097003419	8.00531130044079
FUN_039830	10.7046733231625	10.44207654837	10.0627085587818	10.0875122258708	10.270223659401
FUN_025429	8.60024529952659	7.76892313671982	7.8296164336801	7.99507968315354	8.05841800858301
FUN_039832	9.03069574488305	9.27981708191743	9.21213476464752	9.77518343303891	9.42832510224544
FUN_025427	9.64360977928645	10.1824936695963	8.78253589047275	9.18529134845662	9.00308043107233
FUN_022430	9.87785766077746	9.44340672590051	10.1404436855082	9.9063098340059	9.7899465421845
FUN_022433	10.1027001937669	9.69674410423628	10.0338625360833	10.0452691009247	10.2513563116592
FUN_022432	7.26673729119354	7.11542211332439	7.11542211332439	7.39290165775544	7.23728982146312
FUN_039839	7.55507685706935	7.85466026842178	7.87035321983764	7.55315139554866	7.9312992321499
FUN_025422	8.66041429738653	8.59981598180433	8.06613270768323	8.32272431112531	9.0956720970448
FUN_022437	9.44353425625434	8.94084575959025	9.36994719534304	9.68076650092478	9.49161560510571
FUN_024778	11.7981957734808	11.5674066709745	11.3180811265663	11.6846370173587	11.5137218086846
FUN_024779	9.32111596673202	9.27981708191743	9.51657309545303	9.81655119525421	9.67078396088909
FUN_024774	7.30070220223612	7.11542211332439	7.11542211332439	7.85971729561136	7.8775186626961
FUN_024775	13.1822896823017	13.4356505457174	13.0395192587198	12.3604518364057	11.9081318979472
FUN_024776	12.3011858034887	12.876778429202	12.0198660010599	12.699938802668	12.0190974090301
FUN_024770	10.1885594431127	10.4136437775049	10.1277843062966	10.1001689516692	9.52418502706842
FUN_024771	7.70726481939937	8.27840110595918	9.12730184518924	8.66091961524737	8.35543754077229
FUN_024772	8.03307142190394	8.29623295424369	9.1042147068386	8.14554011917039	8.43216826451915
FUN_024773	7.11542211332439	7.11542211332439	7.56986362393348	7.45500335859059	7.48016179137154
FUN_018807	8.65112423987637	9.64589806694418	8.52338304125757	8.09831223488086	8.76518876173667
FUN_018806	10.4570294492775	10.343439637432	10.3798678740643	10.6136055819347	10.5078905081528
FUN_009062	7.11542211332439	7.50809788394984	7.11542211332439	7.11542211332439	7.45940317186564
FUN_018958	7.11542211332439	7.11542211332439	7.11542211332439	7.11542211332439	7.78804602364363
FUN_018950	7.11542211332439	7.11542211332439	7.11542211332439	7.63256617792539	7.11542211332439
FUN_030689	7.11542211332439	7.39351297228004	7.11542211332439	7.43566410603031	7.11542211332439
FUN_030681	10.514399206628	10.2793103847189	11.058501175944	10.0677233646537	11.064374504638
FUN_030680	8.04467141698887	7.98305048562595	7.8296164336801	7.79912735131743	7.81923797683455
FUN_030683	7.11542211332439	7.11542211332439	8.05587255735073	7.11542211332439	7.91381433763802
FUN_030682	7.11542211332439	7.11542211332439	7.11542211332439	7.31178074876522	7.70844327000262
FUN_030686	10.9578806762383	11.2065677762461	11.4094510261512	10.886509145511	11.1856747029289
FUN_038058	11.2767517194062	10.730995468736	10.6512417157872	11.6683552828533	11.1751750674251
FUN_038059	8.97748446582298	9.060194825915	8.6934710188574	9.00921319694547	8.43708610185015
FUN_038054	10.8109160652043	10.8927993867277	10.3889493406099	10.4793143112788	10.7994825408826
FUN_038055	10.157587702486	11.2141456191349	10.4624408710829	9.911566764828	10.1169040962425
FUN_038056	10.2613073487353	10.6594509241461	10.3272721952825	9.84023515963579	9.78497554054587
FUN_038057	13.1380058459179	13.1627722419704	12.9329605214511	12.6778197726569	13.2131499488183
FUN_038050	8.58715638809189	7.79145581008143	7.61283116678934	7.81701588348911	7.55327070438393
FUN_038051	9.15976835881276	9.31714836913912	8.92056887947439	9.44397325628655	8.60476679517782
FUN_038052	14.7564160283472	14.9990927865661	14.0514225142726	14.6166710040368	14.0611676879203
FUN_038053	10.6744521064331	10.3480758590557	10.656248020542	10.879263197826	10.5708151559866
FUN_036900	10.7086547454568	11.0933013905671	10.8356100078848	11.2393077584662	10.9992865796572
FUN_036901	7.81850041904139	7.85466026842178	7.84347020645237	7.91536753641607	7.82930992690132
FUN_036902	8.52625681181483	8.53166486011568	7.93337393726477	8.65745136477218	8.36600837780213
FUN_036904	7.11542211332439	7.41996148990889	7.11542211332439	7.11542211332439	7.58547221511749
FUN_000604	8.47276130322423	7.11542211332439	8.22416833293419	8.09831223488086	8.013115607093
FUN_036906	7.11542211332439	7.11542211332439	7.59184949377965	7.11542211332439	7.48016179137154
FUN_036907	10.1885594431127	10.1062577024717	9.57209181731534	9.42534777198665	9.16092733854477
FUN_036908	8.07297543182156	7.91247866669967	7.36504878933255	7.63256617792539	7.61553710219632
FUN_036909	8.10572596102565	7.86463539833329	7.52222047524404	7.67910596969279	7.68352471878162
FUN_029288	8.66962922306578	8.59096830035377	8.77748003290127	8.41360032264129	9.38439553549921
FUN_000608	11.7225274729486	11.0136908457613	11.3773749797989	12.4757806837104	11.067719494087
FUN_030532	7.55507685706935	7.11542211332439	7.11542211332439	7.11542211332439	7.56966625777077
FUN_030531	7.354508407821	7.11542211332439	7.11542211332439	7.11542211332439	7.74387296639859
FUN_030530	7.58001055990729	7.11542211332439	7.61283116678934	7.45500335859059	8.53541216590453
FUN_004880	10.6899787090593	10.1226560961468	10.6699251427766	11.3157877042182	11.3777442778979
FUN_004881	11.0257900878523	10.9658055391124	10.8378113305224	10.8081795844405	11.1954869035401
FUN_004882	10.934319080503	11.4537153824234	11.0076623462337	9.67142438723468	10.5108570403008
FUN_004883	8.69384575802951	7.91247866669967	7.11542211332439	7.7321357030706	8.00531130044079
FUN_004885	7.11542211332439	7.11542211332439	7.75549713481749	7.11542211332439	7.88676804430756
FUN_004887	11.2789763870066	8.10040379147173	11.7505977418929	11.2008002031673	12.3682674177491
FUN_004888	7.55507685706935	7.52713784764441	7.40354680539176	7.49065203948795	7.23728982146312
FUN_004889	11.3585325552138	11.9054535109835	11.5330668918981	11.0963432540626	11.2070522728137
FUN_020109	7.11542211332439	7.11542211332439	7.11542211332439	7.11542211332439	7.51842024533893
FUN_031483	7.11542211332439	7.11542211332439	7.11542211332439	7.39290165775544	7.56966625777077
FUN_020103	7.62612143633717	7.39351297228004	7.11542211332439	9.59096997618696	7.65740047413659
FUN_031489	9.75922520485446	11.0607254527273	9.88424206045505	10.1183764909619	9.4304839005528
FUN_040297	7.528592338696	7.79145581008143	7.61283116678934	7.66785574498726	7.69612480967843
FUN_030493	7.11542211332439	7.11542211332439	7.11542211332439	7.11542211332439	7.41349413641268
FUN_001638	9.03295863717204	9.13577767177099	9.33792482686538	9.20540983007086	9.25545259347804
FUN_001639	10.3025090635485	10.1267258254084	10.1131747706013	10.3927271076589	10.523640726648
FUN_001630	12.302277297927	12.2496500401738	12.5595483597991	11.9528110088601	11.5717713438332
FUN_001631	11.2565728198583	12.1043488527093	11.8109791699145	11.8912043991521	11.8266045982577
FUN_001632	11.4182588861471	10.437739319618	10.5019874429649	10.357885207123	9.99690834937809
FUN_001633	9.18609164141471	8.81231281250489	8.96908202140364	8.87250327175733	9.04733274035534
FUN_001634	8.67573147341268	9.11012028347958	9.10032577617893	9.16485356549473	8.68190307372151
FUN_001635	7.11542211332439	7.11542211332439	7.36504878933255	7.31178074876522	7.51842024533893
FUN_001636	8.02130310973182	7.93075681306967	7.81546605590409	8.1848887014682	8.11521669885702
FUN_001637	7.97240484508986	8.16370268653645	8.09618011025693	7.93050496965883	8.68972685407128
FUN_007287	7.79455681941131	7.11542211332439	8.03496092294294	7.31178074876522	8.49437510905214
FUN_007286	7.37726828658041	7.11542211332439	7.63293092349249	7.27578946997345	8.13558242216807
FUN_007285	7.354508407821	7.11542211332439	7.31932603362585	7.31178074876522	7.55327070438393
FUN_031365	9.15976835881276	7.99971896232641	9.49082143279241	8.68829302635861	9.83229184767007
FUN_039179	7.11542211332439	7.23994209869571	7.49610364401444	7.11542211332439	7.94837977516969
FUN_016891	7.11542211332439	7.36423093285967	7.11542211332439	8.06741774027224	7.11542211332439
FUN_036277	7.26673729119354	7.39351297228004	7.25966390844903	7.31178074876522	7.49977853455869
FUN_036270	7.11542211332439	7.11542211332439	7.11542211332439	7.11542211332439	7.51842024533893
FUN_036278	8.3235610464642	8.9701656541978	8.8653551593283	8.61858355190937	7.64383055022807
FUN_033015	9.01473994043387	8.55485406230054	9.06877716053581	9.41970890382536	9.14492347767011
FUN_033014	9.62358923098869	9.59506856655727	9.1042147068386	9.83331146625011	9.64159996590107
FUN_033017	8.38109266077378	8.56853567863426	9.09251198601008	8.50112413112997	8.96960078052908
FUN_028993	8.57057522947976	8.11487240004334	8.94726726407488	8.48093252393234	8.77247377913182
FUN_027458	10.1219057635944	9.62657306782142	11.1039481032178	7.4732809301747	7.11542211332439
FUN_027454	7.50023671007405	7.59561596764168	7.78619965580178	7.41505761910911	7.79861342657204
FUN_027456	7.48522378269049	7.85466026842178	8.23265557897524	7.63256617792539	8.52190547500089
FUN_027457	7.68810982237692	7.11542211332439	8.65470765376872	7.34209934740044	7.55327070438393
FUN_027450	7.11542211332439	7.41996148990889	7.31932603362585	7.11542211332439	7.11542211332439
FUN_027451	7.48522378269049	9.39803639450243	7.11542211332439	7.11542211332439	7.76635937722934
FUN_027452	8.2067952061785	7.93075681306967	8.18052339067571	8.03533455196626	8.26070991207511
