sample73	sample79	sample82
Cluster_1655	2.90375011600437	9.52743543597766	9.52671538427632
Cluster_1715	8.02255885068285	2.16740480336846	2.99426765718754
Cluster_1764	5.72379814995597	5.72733875921373	12.5893537666081
Cluster_1766	6.04613170505681	5.81172623602051	12.5971427209969
Cluster_1791	3.1980385395748	11.5364883450598	12.1773801634542
Cluster_1855	10.4741729130547	8.91055786083636	3.56407288873617
Cluster_1860	3.1980385395748	11.2768868062548	9.67726723299868
Cluster_1911	2.90375011600437	9.05512038795771	8.5396222240323
Cluster_1921	9.01118266549692	5.28940482759227	2.16740480336846
Cluster_1953	9.09560347150409	2.16740480336846	11.1944788423709
Cluster_1978	7.70455315028985	2.16740480336846	2.16740480336846
Cluster_1981	11.5251155550374	5.63762580837131	3.32179282549175
Cluster_1990	2.90375011600437	8.39879748527007	2.75602927617567
Cluster_2042	9.17833666385988	2.86039346157687	2.16740480336846
Cluster_2102	8.38969667713276	2.16740480336846	2.99426765718754
Cluster_2103	2.16740480336846	7.61390889346018	2.16740480336846
Cluster_2154	8.9909787411329	3.13845365396397	2.16740480336846
Cluster_2163	2.90375011600437	7.98281301218248	2.16740480336846
Cluster_2173	3.59692967960342	2.16740480336846	8.88098642875133
Cluster_2217	8.11260097281852	2.16740480336846	2.16740480336846
Cluster_2291	2.90375011600437	5.63762580837131	9.69585234294132
Cluster_2367	2.16740480336846	7.97070734524914	2.16740480336846
Cluster_2399	2.90375011600437	7.97677288410128	2.16740480336846
Cluster_2400	3.41722968879869	9.76320484480548	4.38605219670379
Cluster_2447	9.0701500753142	3.5169948369365	10.5540429362694
Cluster_2457	9.88464472472516	4.64873550711818	3.45009062503158
Cluster_2461	8.83725757273689	2.16740480336846	7.59907186815181
Cluster_2464	8.75178255212651	2.16740480336846	3.6671376069585
Cluster_2474	2.90375011600437	10.3490635476313	4.27148434233459
Cluster_2478	2.16740480336846	8.8490777453484	2.16740480336846
Cluster_2489	7.74534375255949	2.16740480336846	2.16740480336846
Cluster_2492	2.90375011600437	8.7779309463727	3.17350671118386
Cluster_2527	9.37043879779982	2.16740480336846	9.11994225309164
Cluster_2533	10.4898546753624	2.16740480336846	7.3127539291233
Cluster_2657	2.16740480336846	2.16740480336846	7.6380542209018
Cluster_2682	2.90375011600437	2.86039346157687	8.88561983793436
Cluster_2758	12.7354135484801	4.01706087280711	12.6268474025715
Cluster_2800	2.90375011600437	9.04072013756445	9.7297448992368
Cluster_2810	8.78345351906693	2.86039346157687	2.16740480336846
Cluster_2812	2.16740480336846	10.8085552650919	2.16740480336846
Cluster_2816	8.90000284760185	8.36682650779478	3.17350671118386
Cluster_2822	11.9806299106884	4.01706087280711	2.75602927617567
Cluster_2824	8.55480168143327	2.16740480336846	5.51398586929082
Cluster_2854	8.56850156878482	3.34620297730879	2.75602927617567
Cluster_2912	3.41722968879869	8.96037260065866	8.87866413086254
Cluster_2916	2.16740480336846	11.7730694116718	2.16740480336846
Cluster_2942	10.5658041409565	10.6372996313541	5.15847282947781
Cluster_2956	8.8559970751502	3.34620297730879	2.75602927617567
Cluster_2989	10.0564991328118	3.66391349340108	2.75602927617567
Cluster_3130	8.84853046367122	9.68573414676786	2.16740480336846
Cluster_3146	9.88646866499554	9.86151668934384	4.21017042429516
Cluster_3157	9.02117948984282	2.16740480336846	2.99426765718754
Cluster_3158	8.66517808092434	5.40317013291647	2.16740480336846
Cluster_3286	8.64807568935217	2.16740480336846	8.66620326309254
Cluster_3287	9.50474818639119	2.16740480336846	9.8543318511714
Cluster_3318	8.23792606616759	3.79374691326059	2.16740480336846
Cluster_3323	8.39994995566219	2.16740480336846	2.16740480336846
Cluster_3384	7.39155880417477	2.16740480336846	8.70866038576112
Cluster_3423	2.16740480336846	12.1012127568605	3.6671376069585
Cluster_3486	9.73070881582945	3.79374691326059	3.45009062503158
Cluster_3487	12.3836101400327	6.83874164725365	6.51427986594857
Cluster_3536	8.92861144817615	2.86039346157687	8.35146268618098
Cluster_3577	8.99436577483836	8.08180314511529	2.99426765718754
Cluster_3592	9.11751262075631	4.71010385919134	10.8877365971775
Cluster_3601	11.0233221644588	2.16740480336846	8.09955417836203
Cluster_3621	2.16740480336846	3.13845365396397	13.2657933803727
Cluster_3667	8.92506624959093	2.16740480336846	6.93726530045834
Cluster_3669	10.1998112211534	3.13845365396397	7.99191691123048
Cluster_3679	7.30686049098	8.08180314511529	2.16740480336846
Cluster_3722	3.75112664102827	13.7958101704369	13.8605757498812
Cluster_3731	8.03577142101279	8.75694163355536	2.99426765718754
Cluster_3737	7.75336515975963	8.51587399288687	2.16740480336846
Cluster_3764	8.85226860071238	2.16740480336846	8.12721126057761
Cluster_3788	9.74284132385684	3.5169948369365	2.75602927617567
Cluster_3820	10.2100433063113	10.7036967528216	3.84876971307193
Cluster_3846	5.43284873525015	11.4410333454353	10.5920993396697
Cluster_3873	8.53633035716707	2.16740480336846	2.16740480336846
Cluster_3880	10.3408462898852	10.7036967528216	3.84876971307193
Cluster_3896	10.7332619010533	2.16740480336846	9.36359140123686
Cluster_3897	11.2220160942517	3.13845365396397	9.99711204647442
Cluster_3939	2.16740480336846	2.16740480336846	8.76003248896174
Cluster_3958	3.75112664102827	2.16740480336846	10.0813096913455
Cluster_3963	3.75112664102827	10.081457325687	9.43170387283951
Cluster_4037	7.80057823216095	6.35119179117283	12.4439983061183
Cluster_4040	8.61764968465928	3.13845365396397	2.99426765718754
Cluster_4046	10.6465901550953	2.16740480336846	2.16740480336846
Cluster_4047	10.1581413454145	3.66391349340108	2.16740480336846
Cluster_4083	8.61764968465928	2.86039346157687	2.99426765718754
Cluster_4094	2.16740480336846	6.19294791384229	9.65165539745645
Cluster_4129	8.64376821652614	8.47361245774582	2.16740480336846
Cluster_4210	4.56547869750342	6.49369485044013	12.2526101938863
Cluster_4222	8.20905965569457	8.16383808367893	2.16740480336846
Cluster_4223	8.23792606616759	7.65988008847791	2.16740480336846
Cluster_4297	2.16740480336846	7.63707777771917	2.16740480336846
Cluster_4300	9.21072801011762	2.86039346157687	3.56407288873617
Cluster_4318	2.16740480336846	8.43888831831563	2.16740480336846
Cluster_4321	9.54918065234251	3.13845365396397	6.9812744295981
Cluster_4327	2.16740480336846	2.16740480336846	8.08753679934782
Cluster_4358	2.16740480336846	2.86039346157687	8.06319732981128
Cluster_4368	8.45507588940033	8.2057536292072	2.16740480336846
Cluster_4396	5.1669998985689	12.4933901020512	12.9874814220681
Cluster_4406	3.1980385395748	3.5169948369365	9.74129384392933
Cluster_4411	8.01590688283475	3.13845365396397	2.16740480336846
Cluster_4417	10.1105579252166	8.49911768828046	2.99426765718754
Cluster_4421	5.01239019345185	12.4282319936377	12.9419160029641
Cluster_4485	5.06585659770041	10.9639129988806	9.96025118544966
Cluster_4486	19.8967870579976	14.7929401816343	13.4277263336306
Cluster_4501	2.16740480336846	8.22116308479277	3.17350671118386
Cluster_4545	2.16740480336846	9.61557207846714	8.63901856515369
Cluster_4546	2.16740480336846	2.16740480336846	8.05087176921388
Cluster_4548	9.78060131149578	2.16740480336846	8.36147711355576
Cluster_4656	3.1980385395748	2.16740480336846	8.55424800969733
Cluster_4663	2.16740480336846	6.92919821833631	8.22552938074833
Cluster_4664	2.16740480336846	6.94166850706091	8.2071353929811
Cluster_4674	2.16740480336846	10.4429415112104	2.16740480336846
Cluster_4682	2.16740480336846	9.4619384022893	2.16740480336846
Cluster_4684	10.0710071047827	3.13845365396397	3.76151613117587
Cluster_4701	2.90375011600437	8.45635489134161	2.16740480336846
Cluster_4722	10.2474252080584	7.48362738470531	2.16740480336846
Cluster_4724	10.3840915681367	5.16560891892798	2.75602927617567
Cluster_4725	2.16740480336846	3.66391349340108	9.39804960083558
Cluster_4746	2.16740480336846	8.10966992550207	2.16740480336846
Cluster_4748	10.027038014258	10.1608313155057	4.00620474290907
Cluster_4749	2.16740480336846	8.22626319402146	10.9292792646421
Cluster_4751	8.68627478394081	3.34620297730879	2.16740480336846
Cluster_4764	3.41722968879869	3.79374691326059	9.4364481686236
Cluster_4770	2.16740480336846	4.5169377518296	8.91084091608124
Cluster_4783	2.16740480336846	8.81224834314424	7.60470574950825
Cluster_4811	2.16740480336846	2.16740480336846	7.6919755251373
Cluster_4828	6.86340774445661	2.16740480336846	10.8027189333237
Cluster_4829	7.75336515975963	2.86039346157687	11.1940120000817
Cluster_4841	2.16740480336846	3.5169948369365	8.64449664884506
Cluster_4896	8.34793866462719	7.70443018398381	2.16740480336846
Cluster_4897	7.74534375255949	8.11517923280735	2.16740480336846
Cluster_4898	10.2431610191239	8.77096839054802	2.75602927617567
Cluster_4914	8.68627478394081	2.16740480336846	4.72343955983265
Cluster_4921	2.90375011600437	10.9813591937715	6.33567174091834
Cluster_4924	10.4348294612738	2.16740480336846	5.27772759771244
Cluster_4926	9.48562245846697	5.86532857687635	2.75602927617567
Cluster_4927	3.41722968879869	8.65473844273022	2.99426765718754
Cluster_4949	3.1980385395748	9.03782275595183	3.32179282549175
Cluster_4981	2.16740480336846	7.22275421224974	7.9571134864216
Cluster_4994	12.5193954192249	3.13845365396397	12.6249437318456
Cluster_4995	10.7976789162524	2.16740480336846	11.2144114787113
Cluster_5000	3.41722968879869	3.5169948369365	9.19838388190295
Cluster_5002	4.48767854252262	12.0977393065621	6.00043860291745
Cluster_5053	2.16740480336846	8.86877708217537	2.16740480336846
Cluster_5058	9.3010215212801	9.34726198148173	3.32179282549175
Cluster_5059	11.4684032639557	11.3540326410162	3.56407288873617
Cluster_5087	2.90375011600437	8.17969953404781	2.16740480336846
Cluster_5095	10.1414359735089	2.86039346157687	2.99426765718754
Cluster_5148	11.6991647705249	4.01706087280711	2.75602927617567
Cluster_5149	11.95130499388	3.5169948369365	3.6671376069585
Cluster_5150	10.4147479240313	3.9105695465579	2.99426765718754
Cluster_5160	2.16740480336846	5.20810094239439	9.38338247127796
Cluster_5162	2.16740480336846	8.01853185227973	2.16740480336846
Cluster_5164	11.3537630127293	6.45937375042327	3.6671376069585
Cluster_5182	4.95678111448395	12.4279554031425	8.54841548129636
Cluster_5190	2.16740480336846	8.54881364607226	10.4862637984862
Cluster_5196	2.90375011600437	7.95849917310339	9.93141396233895
Cluster_5197	9.86072123290985	10.2930630002537	2.16740480336846
Cluster_5199	11.2597963540161	7.97677288410128	3.93004279925704
Cluster_5245	9.04423946354646	2.86039346157687	2.75602927617567
Cluster_5367	10.4778069404189	2.16740480336846	7.27790625097534
Cluster_5397	10.6227163576725	2.16740480336846	8.18850374343295
Cluster_5509	11.9831890121863	5.28940482759227	9.82568685192674
Cluster_5565	6.14738039716186	2.16740480336846	8.47958918572573
Cluster_5585	4.00916749934277	12.629030019836	13.3043673537311
Cluster_5587	10.7513903307011	10.3302425619624	3.84876971307193
Cluster_5606	4.48767854252262	3.13845365396397	11.9126839200333
Cluster_5609	3.88708485422626	2.16740480336846	9.28685835036645
Cluster_5612	3.1980385395748	2.16740480336846	9.42376187446921
Cluster_5616	4.22232718094181	2.16740480336846	10.9242217495385
Cluster_5622	2.16740480336846	2.86039346157687	7.98761215106671
Cluster_5665	3.75112664102827	5.47421399800027	10.1608630864086
Cluster_5669	2.16740480336846	8.34823403689109	2.16740480336846
Cluster_5675	4.1202448650481	14.359157672436	2.16740480336846
Cluster_5724	4.1202448650481	5.32835718989143	10.3974090573505
Cluster_5801	8.44520844979775	2.86039346157687	8.78007973730652
Cluster_5804	10.8302620490725	4.71010385919134	9.6570852797551
Cluster_5806	12.9141241046589	6.68399506947321	10.8161291320973
Cluster_5868	9.1360306269913	2.86039346157687	3.32179282549175
Cluster_5869	8.58207254853906	2.16740480336846	2.16740480336846
Cluster_5900	2.16740480336846	8.06482084752633	7.38001773935188
Cluster_5903	2.16740480336846	7.68973262368973	7.74904817217946
Cluster_5959	2.90375011600437	8.78139966138162	8.51590801797439
Cluster_5978	2.16740480336846	9.79957898189038	3.17350671118386
Cluster_6043	8.74777433421292	2.86039346157687	2.75602927617567
Cluster_6044	8.76374080579492	2.86039346157687	2.16740480336846
Cluster_6048	10.5018026321466	3.5169948369365	9.02653792289601
Cluster_6055	11.7793911259791	11.3048717880779	2.16740480336846
Cluster_6059	11.7441169048853	8.43007505966168	2.99426765718754
Cluster_6060	10.4570920220737	8.32465121752707	2.75602927617567
Cluster_6066	12.2704853504882	7.73338319281589	5.81748509866093
Cluster_6074	7.75336515975963	2.16740480336846	2.16740480336846
Cluster_6138	11.0674023497809	5.75602751574771	4.58907980499886
Cluster_6159	8.74777433421292	2.16740480336846	2.16740480336846
Cluster_6231	8.89276115247513	2.16740480336846	2.16740480336846
Cluster_6250	10.2990060229164	10.7191512895707	4.63536476113242
Cluster_6295	2.90375011600437	9.89231825537448	2.16740480336846
Cluster_6315	9.11440304191603	4.29097957504037	10.8714795345041
Cluster_6341	8.28847269674688	2.16740480336846	2.75602927617567
Cluster_6345	8.23792606616759	2.16740480336846	2.16740480336846
Cluster_6348	8.45507588940033	2.16740480336846	2.16740480336846
Cluster_6354	9.65140522939835	2.16740480336846	2.16740480336846
Cluster_6466	8.70293275238697	8.15851192384368	2.99426765718754
Cluster_6510	8.4648762761657	2.16740480336846	9.62696479109385
Cluster_6658	3.1980385395748	9.19952803539353	2.16740480336846
Cluster_6673	11.9182546828689	4.11509738981894	3.6671376069585
Cluster_6707	2.16740480336846	8.94807926719339	9.52077087852498
Cluster_6726	2.16740480336846	7.79647636460706	8.66620326309254
Cluster_6730	2.16740480336846	2.16740480336846	7.88024296411191
Cluster_6752	2.90375011600437	2.16740480336846	9.622808290415
Cluster_6860	2.16740480336846	8.88499014606101	3.84876971307193
Cluster_6903	7.68790810241256	2.16740480336846	2.16740480336846
Cluster_6944	9.30648152995549	2.16740480336846	6.44043810246603
Cluster_6958	11.1117356248937	2.16740480336846	10.6720469012429
Cluster_7055	6.07212375707487	4.93123490187176	10.8650423711258
Cluster_7072	7.32850651403724	5.66816395412146	11.8791002180114
Cluster_7085	7.56567775633305	2.16740480336846	8.1350168194214
Cluster_7086	7.31772416334676	2.16740480336846	7.98761215106671
Cluster_7088	8.79515311423917	2.16740480336846	8.60851144430279
Cluster_7089	10.028690622827	2.16740480336846	10.5504003420998
Cluster_7091	8.70706735698211	2.16740480336846	7.88950220175008
Cluster_7127	9.72664186552213	2.86039346157687	2.16740480336846
Cluster_7166	4.00916749934277	8.43888831831563	2.16740480336846
Cluster_7167	8.40504938778238	9.06084047592209	2.16740480336846
Cluster_7199	10.4373201123801	2.16740480336846	2.16740480336846
Cluster_7203	8.37417876890163	2.16740480336846	2.99426765718754
Cluster_7205	8.68208005705098	2.16740480336846	2.99426765718754
Cluster_7207	3.88708485422626	2.86039346157687	8.89943142831018
Cluster_7225	9.65140522939835	3.13845365396397	7.98761215106671
Cluster_7226	2.16740480336846	8.46931738708753	3.17350671118386
Cluster_7252	2.90375011600437	9.52329838586704	4.33002473530457
Cluster_7261	8.4648762761657	8.23640961649472	2.16740480336846
Cluster_7272	3.1980385395748	8.97256204922264	3.84876971307193
Cluster_7295	2.16740480336846	9.02031517828748	2.16740480336846
Cluster_7308	7.94764268985895	7.20218006064955	2.16740480336846
Cluster_7338	2.90375011600437	10.3396837469644	3.56407288873617
Cluster_7339	2.16740480336846	9.25796121247354	2.16740480336846
Cluster_7340	2.16740480336846	8.49489801612621	3.32179282549175
Cluster_7466	6.45417598483888	12.6167054088933	12.3555515770793
Cluster_7468	2.16740480336846	8.25149663497819	3.6671376069585
Cluster_7514	4.22232718094181	11.740474625133	10.6415565049131
Cluster_7515	2.90375011600437	9.58810831587291	8.26874066589948
Cluster_7516	2.16740480336846	8.54064899203497	7.84259960444494
Cluster_7531	2.16740480336846	8.33413067236369	8.67157925493669
Cluster_7533	2.16740480336846	8.45635489134161	8.38784718070114
Cluster_7536	2.16740480336846	8.22116308479277	7.17559305379612
Cluster_7539	2.16740480336846	8.27137022492824	6.4900855696022
Cluster_7556	9.01118266549692	3.79374691326059	2.75602927617567
Cluster_7561	9.96279341393983	8.25149663497819	2.75602927617567
Cluster_7571	2.16740480336846	7.72619928059623	2.16740480336846
Cluster_7576	2.16740480336846	8.13700834731971	2.75602927617567
Cluster_7624	8.87816777109503	3.34620297730879	3.56407288873617
Cluster_7658	10.0645771227574	2.16740480336846	8.49179736614697
Cluster_7671	10.9855310574256	11.0555676661697	5.21936846045551
Cluster_7717	7.90507681994532	9.17863562210189	2.16740480336846
Cluster_7733	6.37300955154818	2.16740480336846	10.7742700388329
Cluster_7786	2.90375011600437	4.01706087280711	9.37187070271176
Cluster_7789	2.90375011600437	3.34620297730879	8.76507048302428
Cluster_7817	2.16740480336846	8.26642744487243	2.75602927617567
Cluster_7845	2.16740480336846	9.34491973330377	2.75602927617567
Cluster_7852	2.16740480336846	8.86877708217537	4.00620474290907
Cluster_7853	2.16740480336846	7.59036144388019	9.5148017757039
Cluster_7948	3.88708485422626	3.5169948369365	9.64073393222544
Cluster_7990	2.16740480336846	9.03782275595183	9.8754484087623
Cluster_7997	2.16740480336846	3.79374691326059	10.7636127021874
Cluster_8003	2.16740480336846	8.89783065224098	7.41250739509629
Cluster_8010	2.16740480336846	7.68232725608927	7.57631347782116
Cluster_8100	2.16740480336846	9.4180473128913	4.8841705175174
Cluster_8135	8.32659730854464	2.16740480336846	2.16740480336846
Cluster_8183	2.16740480336846	4.44582942745989	8.95339211889387
Cluster_8215	2.16740480336846	2.16740480336846	9.66653867136964
Cluster_8234	2.16740480336846	2.16740480336846	8.21083300849895
Cluster_8244	12.3353517482354	2.16740480336846	6.03437501361961
Cluster_8254	2.16740480336846	2.86039346157687	8.6822714964036
Cluster_8295	4.89884288197672	11.3540326410162	9.28685835036645
Cluster_8325	11.6191575566948	5.28940482759227	11.8624513105215
Cluster_8338	2.90375011600437	12.1824891928048	9.13558659238989
Cluster_8391	9.1693749517229	2.16740480336846	2.16740480336846
Cluster_8405	3.88708485422626	10.7344420239895	10.5792867800538
Cluster_8408	2.16740480336846	6.10674645322178	8.64449664884506
Cluster_8410	4.1202448650481	8.63952834738323	10.6913602272795
Cluster_8435	12.3070329970855	5.57450428953234	8.65810151679752
Cluster_8436	4.22232718094181	10.248648852459	10.0173078071307
Cluster_8450	8.62203575087082	2.16740480336846	2.16740480336846
Cluster_8465	5.06585659770041	12.0431643761164	7.82340278362206
Cluster_8509	7.57476074681704	2.16740480336846	7.87092387270153
Cluster_8516	3.59692967960342	10.2524027054708	8.30032008161434
Cluster_8518	9.7164240441934	8.74987676896285	3.76151613117587
Cluster_8549	9.94014136028821	4.58445061110889	2.99426765718754
Cluster_8580	9.15733873348661	8.56902533170703	3.32179282549175
Cluster_8592	10.2502610144887	3.79374691326059	9.42853231846521
Cluster_8609	2.16740480336846	6.91661890061858	8.86465127506535
Cluster_8643	2.16740480336846	4.29097957504037	9.86844384404885
Cluster_8658	9.90458234715249	2.16740480336846	9.40452076181517
Cluster_8667	8.91794960506183	5.16560891892798	11.4007225899826
Cluster_8677	11.4537161096959	3.79374691326059	9.92917165363236
Cluster_8678	13.632190143469	4.11509738981894	11.482514101212
Cluster_8696	8.81444399496763	8.14780021955439	2.75602927617567
Cluster_8720	2.16740480336846	7.87001874428224	2.75602927617567
Cluster_8729	8.8559970751502	2.16740480336846	7.30585151542656
Cluster_8730	2.16740480336846	9.71867141659888	6.8449901943293
Cluster_8734	3.41722968879869	12.280723618584	3.93004279925704
Cluster_8741	8.41013085233994	8.49489801612621	2.99426765718754
Cluster_8742	9.80972902487132	9.17863562210189	2.16740480336846
Cluster_8815	8.45507588940033	2.16740480336846	6.96383196145026
Cluster_8884	14.7969189263167	13.6284886370061	4.6801167592041
Cluster_8885	10.6465901550953	2.16740480336846	2.16740480336846
Cluster_8887	15.8998443009334	14.0812577156161	5.43954409831244
Cluster_8896	2.16740480336846	9.79786751949628	2.16740480336846
Cluster_8967	9.00783493539585	5.28940482759227	2.16740480336846
Cluster_8996	3.1980385395748	8.10966992550207	2.16740480336846
Cluster_9020	9.20196589298825	2.16740480336846	2.16740480336846
Cluster_9023	2.16740480336846	9.42693301398927	8.77509398615473
Cluster_9032	9.05401056510833	4.71010385919134	10.8585763566441
Cluster_9050	2.90375011600437	8.64334593493126	2.16740480336846
Cluster_9052	2.16740480336846	10.2259182703324	2.16740480336846
Cluster_9053	2.16740480336846	8.04763614858518	7.71819810000169
Cluster_9078	2.90375011600437	8.30067633313288	2.75602927617567
Cluster_9106	9.03110750969307	7.08344633338597	2.16740480336846
Cluster_9112	2.16740480336846	8.89783065224098	6.4900855696022
Cluster_9137	7.67106858240213	2.16740480336846	2.16740480336846
Cluster_9149	7.89060426178805	2.16740480336846	2.16740480336846
Cluster_9154	2.16740480336846	6.79816250908935	11.2962896963359
Cluster_9156	8.71530117898941	3.13845365396397	2.16740480336846
Cluster_9178	2.16740480336846	10.1203213217584	7.38657455232199
Cluster_9179	3.1980385395748	10.7548748602607	11.7315378451733
Cluster_9192	3.59692967960342	10.5341691701745	3.6671376069585
Cluster_9244	10.1011641463682	3.79374691326059	2.99426765718754
Cluster_9251	3.75112664102827	10.9142264737449	6.91927770493654
Cluster_9282	2.16740480336846	2.16740480336846	8.06728254686405
Cluster_9285	2.90375011600437	9.67644984743863	2.75602927617567
Cluster_9292	9.1298843340389	2.16740480336846	3.56407288873617
Cluster_9293	3.1980385395748	9.63103405725821	10.6215600824704
Cluster_9328	10.7563858400709	2.86039346157687	9.35024488126873
Cluster_9333	11.2169514593814	2.16740480336846	10.5835702890582
Cluster_9431	3.1980385395748	10.5985015870297	11.3084175211546
Cluster_9447	2.16740480336846	6.94166850706091	8.43918344059404
Cluster_9458	3.1980385395748	2.16740480336846	9.15298602264886
Cluster_9499	9.52362366044843	2.16740480336846	5.94797263994106
Cluster_9500	10.1229885649931	2.16740480336846	2.16740480336846
Cluster_9501	10.8312093244582	12.9970175565799	2.75602927617567
Cluster_9568	7.36037760575562	8.06482084752633	2.16740480336846
Cluster_9585	2.16740480336846	9.09190182814544	7.34003750253454
Cluster_9587	3.41722968879869	10.6815928310867	10.0802996128411
Cluster_9590	2.16740480336846	10.6353843110984	8.91311202380928
Cluster_9602	2.16740480336846	8.57303390108726	4.8841705175174
Cluster_9607	2.16740480336846	7.57444663830412	7.91239341678577
Cluster_9621	2.90375011600437	9.20211843894328	3.17350671118386
Cluster_9655	8.8963865446073	10.4549369941606	2.75602927617567
Cluster_9680	10.6721914809439	2.16740480336846	4.27148434233459
