,source,target,region,Alignment,energy,total_bp_shared,query_similar,subject_similar,PCC.cor,PCC_magnitude,PCC_direction,p_value
487,apul-mir-novel-28,FUN_027876,5UTR,FUN_027876;2 22;117 142,-21.62,22,72.73%,81.82%,0.967233906575093,0.967233906575093,1,0.00708475369867559
488,apul-mir-novel-28,FUN_032232,5UTR,FUN_032232;2 23;776 799,-22.08,22,59.09%,86.36%,0.96439974896939,0.96439974896939,1,0.00802011548109675
489,apul-mir-novel-29,FUN_037320,5UTR,FUN_037320;2 22;110 138,-20.26,25,72.00%,80.00%,0.981281597349474,0.981281597349474,1,0.0030655886112208
490,apul-mir-2030,FUN_018083,5UTR,FUN_018083;2 22;909 934,-23.69,23,73.91%,82.61%,0.975962148179331,0.975962148179331,1,0.0044576420663528
491,apul-mir-2050,FUN_019437,5UTR,FUN_019437;2 21;151 171,-21.26,19,78.95%,84.21%,-0.975593853924566,0.975593853924566,-1,0.00456022569432882
492,apul-mir-2050,FUN_042379,5UTR,FUN_042379;2 21;144 166,-21.75,20,75.00%,75.00%,0.988405531088292,0.988405531088292,1,0.00149607509505869
493,apul-mir-novel-8a; apul-mir-novel-8b,FUN_038633,5UTR,FUN_038633;2 21;780 803,-22.22,22,68.18%,81.82%,-0.965103191651987,0.965103191651987,-1,0.00778441455860867
494,apul-mir-novel-9,FUN_008007,5UTR,FUN_008007;2 21;918 938,-22.26,19,84.21%,84.21%,-0.968997374347523,0.968997374347523,-1,0.00652231200384553
495,apul-mir-novel-9,FUN_011318,5UTR,FUN_011318;2 21;113 136,-20.63,20,65.00%,80.00%,0.965113242711184,0.965113242711184,1,0.00778106354057353
496,apul-mir-novel-9,FUN_015710,5UTR,FUN_015710;2 19;201 223,-20.09,17,76.47%,88.24%,0.965113242711184,0.965113242711184,1,0.00778106354057353
497,apul-mir-novel-9,FUN_015899,5UTR,FUN_015899;2 22;724 748,-21.55,22,68.18%,81.82%,0.976345500765667,0.976345500765667,1,0.00435168569896906
498,apul-mir-novel-9,FUN_028935,5UTR,FUN_028935;2 22;101 121,-21.6,20,75.00%,80.00%,0.965113242711184,0.965113242711184,1,0.00778106354057356
499,apul-mir-novel-9,FUN_037928,5UTR,FUN_037928;2 19;368 391,-21.95,18,77.78%,88.89%,0.977058739895605,0.977058739895605,1,0.00415680458539133
500,apul-mir-novel-9,FUN_040142,5UTR,FUN_040142;2 22;83 105,-21.92,20,60.00%,85.00%,0.965163489389975,0.965163489389975,1,0.00776431843436624
501,apul-mir-novel-9,FUN_041165,5UTR,FUN_041165;2 22;747 771,-21.55,22,68.18%,81.82%,0.961967546364795,0.961967546364795,1,0.00885262692996367
502,apul-mir-novel-9,FUN_041333,5UTR,FUN_041333;2 21;184 206,-20.51,20,70.00%,75.00%,0.965113242711184,0.965113242711184,1,0.00778106354057353
503,apul-mir-novel-9,FUN_041568,5UTR,FUN_041568;2 21;978 999,-20.56,19,63.16%,78.95%,0.965113242711184,0.965113242711184,1,0.00778106354057356
504,apul-mir-novel-9,FUN_043365,5UTR,FUN_043365;2 21;347 374,-22.78,24,70.83%,79.17%,0.978293672710845,0.978293672710845,1,0.00382643437224645
505,apul-mir-novel-9,FUN_043381,5UTR,FUN_043381;2 9;769 791,-20.03,7,100.00%,100.00%,0.960612970285246,0.960612970285246,1,0.00932784049826585
506,apul-mir-novel-15,lncRNA_1046,lncRNA,lncRNA_1046;2 21;437 458,-21.51,19,73.68%,84.21%,0.966379213545066,0.966379213545066,1,0.00736280448941957
507,apul-mir-novel-15,lncRNA_17520,lncRNA,lncRNA_17520;2 21;3482 3504,-20.4,20,60.00%,80.00%,0.99447934421008,0.99447934421008,1,0.00049199410276634
508,apul-mir-novel-15,lncRNA_4601,lncRNA,lncRNA_4601;2 19;568 592,-22.44,20,75.00%,80.00%,0.974352431864629,0.974352431864629,1,0.00491162582179648
509,apul-mir-novel-15,lncRNA_8473,lncRNA,lncRNA_8473;2 18;7161 7183,-22.29,17,76.47%,76.47%,0.970152318064996,0.970152318064996,1,0.00616234155231313
510,apul-mir-2028,lncRNA_1380,lncRNA,lncRNA_1380;2 11;453 474,-20.13,9,100.00%,100.00%,0.981580787579941,0.981580787579941,1,0.00299251882520641
511,apul-mir-2028,lncRNA_17522,lncRNA,lncRNA_17522;2 14;2290 2311,-20.82,12,83.33%,91.67%,0.976135706104148,0.976135706104148,1,0.00440956746886226
512,apul-mir-2028,lncRNA_1846,lncRNA,lncRNA_1846;2 11;2873 2894,-20.13,9,100.00%,100.00%,0.991708950160147,0.991708950160147,1,0.00090512236349901
513,apul-mir-2028,lncRNA_29005,lncRNA,lncRNA_29005;2 21;3076 3100,-27.99,22,77.27%,81.82%,0.976463049484686,0.976463049484686,1,0.00431936487241804
514,apul-mir-novel-20,lncRNA_25171,lncRNA,lncRNA_25171;2 15;3489 3511,-20.42,14,92.86%,92.86%,0.966590457404987,0.966590457404987,1,0.00729375507404007
515,apul-mir-novel-20,lncRNA_26023,lncRNA,lncRNA_26023;2 18;1886 1906,-20.9,16,81.25%,87.50%,0.96948880499593,0.96948880499593,1,0.00636832212272611
516,apul-mir-novel-20,lncRNA_29576,lncRNA,lncRNA_29576;2 20;10638 10660,-20.35,19,78.95%,78.95%,0.983551968319624,0.983551968319624,1,0.0025259826207864
517,apul-mir-novel-4,lncRNA_8218,lncRNA,lncRNA_8218;2 20;8804 8826,-20.28,20,70.00%,75.00%,-0.979667613871922,0.979667613871922,-1,0.0034696638284593
518,apul-mir-novel-4,lncRNA_8219,lncRNA,lncRNA_8219;2 20;8804 8826,-20.28,20,70.00%,75.00%,-0.979667613871922,0.979667613871922,-1,0.0034696638284593
519,apul-mir-novel-4,lncRNA_8220,lncRNA,lncRNA_8220;2 20;8731 8753,-20.28,20,70.00%,75.00%,-0.982515179796738,0.982515179796738,-1,0.00276810968107421
520,apul-mir-novel-14,lncRNA_29074,lncRNA,lncRNA_29074;2 21;16960 16981,-28.39,19,94.74%,94.74%,-0.985670652107745,0.985670652107745,-1,0.00205464984231082
521,apul-mir-novel-26,lncRNA_21535,lncRNA,lncRNA_21535;2 19;16727 16749,-24.3,19,68.42%,78.95%,0.992631755225489,0.992631755225489,1,0.000758401781207876
522,apul-mir-novel-19,lncRNA_10734,lncRNA,lncRNA_10734;2 21;53872 53893,-21.45,19,73.68%,89.47%,0.991582100593955,0.991582100593955,1,0.000925955931177815
523,apul-mir-novel-19,lncRNA_11644,lncRNA,lncRNA_11644;2 20;5706 5727,-22.21,18,72.22%,83.33%,0.96563428322554,0.96563428322554,1,0.00760799992299202
524,apul-mir-novel-19,lncRNA_20390,lncRNA,lncRNA_20390;2 21;10844 10864,-25.65,19,73.68%,84.21%,0.964486751494081,0.964486751494081,1,0.00799083874100123
525,apul-mir-novel-19,lncRNA_26019,lncRNA,lncRNA_26019;2 20;110 133,-20.9,20,65.00%,70.00%,0.969558496514475,0.969558496514475,1,0.00634658249549489
526,apul-mir-novel-19,lncRNA_31327,lncRNA,lncRNA_31327;2 21;18168 18189,-24.84,19,78.95%,89.47%,-0.982427455139246,0.982427455139246,-1,0.00278893107393698
527,apul-mir-novel-19,lncRNA_31327,lncRNA,lncRNA_31327;2 21;8139 8160,-24.84,19,78.95%,89.47%,-0.982427455139246,0.982427455139246,-1,0.00278893107393698
528,apul-mir-novel-19,lncRNA_31328,lncRNA,lncRNA_31328;2 21;21575 21596,-24.84,19,78.95%,89.47%,-0.983862963065322,0.983862963065322,-1,0.0024547966141579
529,apul-mir-novel-19,lncRNA_31329,lncRNA,lncRNA_31329;2 21;9934 9955,-24.84,19,78.95%,89.47%,-0.984725840059915,0.984725840059915,-1,0.0022608530231873
530,apul-mir-novel-19,lncRNA_31330,lncRNA,lncRNA_31330;2 21;19877 19898,-24.84,19,78.95%,89.47%,-0.990034342720748,0.990034342720748,-1,0.00119245640049425
531,apul-mir-novel-19,lncRNA_6155,lncRNA,lncRNA_6155;2 21;35949 35971,-28.11,21,80.95%,80.95%,0.971443221750567,0.971443221750567,1,0.00576804416936946
532,apul-mir-novel-19,lncRNA_6986,lncRNA,lncRNA_6986;2 21;9266 9286,-25.65,19,73.68%,84.21%,0.961355471200039,0.961355471200039,1,0.00906634597366765
533,apul-mir-novel-19,lncRNA_9002,lncRNA,lncRNA_9002;2 17;485 506,-23.52,15,73.33%,93.33%,0.977319015982487,0.977319015982487,1,0.00408642589384801
534,apul-mir-novel-33,lncRNA_11498,lncRNA,lncRNA_11498;2 22;697 719,-20.4,20,65.00%,80.00%,0.978967516899253,0.978967516899253,1,0.00365001609101573
535,apul-mir-novel-33,lncRNA_16863,lncRNA,lncRNA_16863;2 20;6843 6867,-21.43,20,80.00%,90.00%,0.965426520895144,0.965426520895144,1,0.00767685480654737
536,apul-mir-novel-33,lncRNA_27405,lncRNA,lncRNA_27405;2 22;2280 2306,-23.68,24,70.83%,70.83%,0.96662678455156,0.96662678455156,1,0.00728190236710802
537,apul-mir-novel-31,lncRNA_31475,lncRNA,lncRNA_31475;2 20;466 491,-20.11,22,68.18%,77.27%,0.989158400814966,0.989158400814966,1,0.00135290203573979
538,apul-mir-novel-34,lncRNA_12472,lncRNA,lncRNA_12472;2 21;11619 11641,-20.32,20,75.00%,80.00%,0.962179742978758,0.962179742978758,1,0.00877892537887079
539,apul-mir-novel-34,lncRNA_15872,lncRNA,lncRNA_15872;2 18;24123 24144,-20.85,16,75.00%,87.50%,0.973050130610435,0.973050130610435,1,0.00528938775465828
540,apul-mir-novel-34,lncRNA_15872,lncRNA,lncRNA_15872;2 18;38110 38131,-20.85,16,75.00%,87.50%,0.973050130610435,0.973050130610435,1,0.00528938775465828
541,apul-mir-novel-34,lncRNA_15872,lncRNA,lncRNA_15872;2 18;49599 49620,-20.85,16,75.00%,87.50%,0.973050130610435,0.973050130610435,1,0.00528938775465828
542,apul-mir-novel-34,lncRNA_16132,lncRNA,lncRNA_16132;2 18;1611 1632,-20.85,16,75.00%,87.50%,0.960454135455884,0.960454135455884,1,0.00938409495549364
543,apul-mir-novel-34,lncRNA_23584,lncRNA,lncRNA_23584;2 20;13176 13199,-21.19,20,80.00%,85.00%,0.977014671282077,0.977014671282077,1,0.00416875998100597
544,apul-mir-novel-7,lncRNA_20404,lncRNA,lncRNA_20404;2 20;2525 2542,-20.69,18,72.22%,72.22%,0.976299713440222,0.976299713440222,1,0.00436429674866194
545,apul-mir-novel-7,lncRNA_20405,lncRNA,lncRNA_20405;2 20;2525 2542,-20.69,18,72.22%,72.22%,0.974893697094946,0.974893697094946,1,0.0047573564084505
546,apul-mir-novel-7,lncRNA_20406,lncRNA,lncRNA_20406;2 20;2525 2542,-20.69,18,72.22%,72.22%,0.974893697094946,0.974893697094946,1,0.0047573564084505
547,apul-mir-novel-5,lncRNA_13319,lncRNA,lncRNA_13319;2 22;1019 1044,-22.86,22,77.27%,86.36%,0.981026688988321,0.981026688988321,1,0.00312830202372837
548,apul-mir-novel-5,lncRNA_17470,lncRNA,lncRNA_17470;2 18;217 247,-20.36,23,60.87%,69.57%,0.979102619046253,0.979102619046253,1,0.00361497757923257
549,apul-mir-novel-5,lncRNA_18408,lncRNA,lncRNA_18408;2 16;992 1016,-20.34,15,86.67%,93.33%,0.973193019746519,0.973193019746519,1,0.00524749026259581
550,apul-mir-novel-5,lncRNA_19926,lncRNA,lncRNA_19926;2 23;1274 1300,-20.19,24,66.67%,75.00%,0.9600256575708,0.9600256575708,1,0.00953640072266241
551,apul-mir-novel-5,lncRNA_21440,lncRNA,lncRNA_21440;2 23;4851 4877,-20.18,24,66.67%,79.17%,0.999038223149344,0.999038223149344,1,3.57999708373219e-05
552,apul-mir-novel-5,lncRNA_5339,lncRNA,lncRNA_5339;2 23;19158 19185,-23.44,25,72.00%,84.00%,0.959365212256908,0.959365212256908,1,0.00977272978209126
553,apul-mir-novel-5,lncRNA_7849,lncRNA,lncRNA_7849;2 23;625 647,-21.11,21,76.19%,85.71%,0.985922295145715,0.985922295145715,1,0.00200084032994682
554,apul-mir-100,lncRNA_17281,lncRNA,lncRNA_17281;2 17;1469 1490,-25.34,15,80.00%,80.00%,-0.993815623861057,0.993815623861057,-1,0.000583276414070667
555,apul-mir-100,lncRNA_17281,lncRNA,lncRNA_17281;2 17;9736 9757,-25.34,15,80.00%,80.00%,-0.993815623861057,0.993815623861057,-1,0.000583276414070667
556,apul-mir-100,lncRNA_17282,lncRNA,lncRNA_17282;2 17;917 938,-25.34,15,80.00%,80.00%,-0.976771842202083,0.976771842202083,-1,0.00423484017071981
557,apul-mir-100,lncRNA_17282,lncRNA,lncRNA_17282;2 17;9184 9205,-25.34,15,80.00%,80.00%,-0.976771842202083,0.976771842202083,-1,0.00423484017071981
558,apul-mir-100,lncRNA_17525,lncRNA,lncRNA_17525;2 17;5813 5834,-25.34,15,80.00%,80.00%,-0.988671207632721,0.988671207632721,-1,0.0014450068344805
559,apul-mir-100,lncRNA_20390,lncRNA,lncRNA_20390;2 12;2723 2744,-22.64,10,80.00%,90.00%,-0.979775426682695,0.979775426682695,-1,0.0034421595595678
560,apul-mir-100,lncRNA_20909,lncRNA,lncRNA_20909;2 17;59896 59917,-25.39,15,80.00%,80.00%,-0.983430046377672,0.983430046377672,-1,0.00255407361719446
561,apul-mir-100,lncRNA_20984,lncRNA,lncRNA_20984;2 20;6837 6857,-25.84,18,72.22%,72.22%,-0.96849186271096,0.96849186271096,-1,0.00668197238014222
562,apul-mir-100,lncRNA_20997,lncRNA,lncRNA_20997;2 12;2217 2238,-22.64,10,80.00%,90.00%,-0.977417880876743,0.977417880876743,-1,0.00405979700154696
563,apul-mir-100,lncRNA_25297,lncRNA,lncRNA_25297;2 13;14054 14075,-20.27,11,81.82%,81.82%,-0.960412739415917,0.960412739415917,-1,0.00939877438313309
564,apul-mir-100,lncRNA_480,lncRNA,lncRNA_480;2 17;4842 4863,-24.44,15,73.33%,73.33%,-0.9616636753858,0.9616636753858,-1,0.00895852085901364
565,apul-mir-novel-23,lncRNA_15871,lncRNA,lncRNA_15871;2 16;28012 28033,-23.84,14,92.86%,92.86%,0.983231685303572,0.983231685303572,1,0.00259999553583434
566,apul-mir-novel-23,lncRNA_20390,lncRNA,lncRNA_20390;2 18;18796 18817,-22.05,16,81.25%,87.50%,0.97111556774741,0.97111556774741,1,0.00586730910746099
567,apul-mir-novel-23,lncRNA_25242,lncRNA,lncRNA_25242;2 21;916 941,-24.1,23,69.57%,73.91%,0.96016847856296,0.96016847856296,1,0.00948554459399074
568,apul-mir-novel-23,lncRNA_27226,lncRNA,lncRNA_27226;2 18;15787 15808,-20.67,16,68.75%,81.25%,0.959984289374777,0.959984289374777,1,0.0095511478787701
569,apul-mir-novel-3,lncRNA_21541,lncRNA,lncRNA_21541;2 18;653 677,-20.1,19,78.95%,84.21%,0.965448601471157,0.965448601471157,1,0.00766952736553405
570,apul-mir-9425,lncRNA_17449,lncRNA,lncRNA_17449;2 22;4684 4706,-26.36,20,80.00%,85.00%,-0.981293889183012,0.981293889183012,-1,0.00306257516360034
571,apul-mir-novel-21,lncRNA_20390,lncRNA,lncRNA_20390;2 20;1218 1243,-20.98,22,68.18%,72.73%,0.963598967705662,0.963598967705662,1,0.00829122670163815
572,apul-mir-novel-21,lncRNA_20390,lncRNA,lncRNA_20390;2 20;20782 20807,-23.35,22,72.73%,81.82%,0.963598967705662,0.963598967705662,1,0.00829122670163815
573,apul-mir-novel-21,lncRNA_20997,lncRNA,lncRNA_20997;2 20;21087 21112,-22.39,22,72.73%,77.27%,0.97000120644358,0.97000120644358,1,0.00620905627026289
574,apul-mir-novel-21,lncRNA_20997,lncRNA,lncRNA_20997;2 20;737 762,-22.39,22,72.73%,77.27%,0.97000120644358,0.97000120644358,1,0.00620905627026289
575,apul-mir-novel-28,lncRNA_15085,lncRNA,lncRNA_15085;2 19;882 906,-23.2,18,77.78%,88.89%,0.969100319923191,0.969100319923191,1,0.00648995379947528
576,apul-mir-novel-28,lncRNA_15086,lncRNA,lncRNA_15086;2 19;688 712,-23.2,18,77.78%,88.89%,0.972358625942466,0.972358625942466,1,0.00549369310965292
577,apul-mir-novel-28,lncRNA_2110,lncRNA,lncRNA_2110;2 23;740 766,-22.05,24,62.50%,79.17%,0.976325229337857,0.976325229337857,1,0.00435726750422293
578,apul-mir-novel-28,lncRNA_2110,lncRNA,lncRNA_2110;2 23;6391 6417,-21.91,24,66.67%,79.17%,0.976325229337857,0.976325229337857,1,0.00435726750422293
579,apul-mir-novel-28,lncRNA_2111,lncRNA,lncRNA_2111;2 23;735 761,-22.05,24,62.50%,79.17%,0.976325229337857,0.976325229337857,1,0.00435726750422293
580,apul-mir-novel-28,lncRNA_2111,lncRNA,lncRNA_2111;2 23;6386 6412,-21.91,24,66.67%,79.17%,0.976325229337857,0.976325229337857,1,0.00435726750422293
581,apul-mir-novel-28,lncRNA_21203,lncRNA,lncRNA_21203;2 22;8736 8758,-20.95,20,75.00%,80.00%,0.960697113713379,0.960697113713379,1,0.00929808443747637
582,apul-mir-novel-28,lncRNA_30017,lncRNA,lncRNA_30017;2 21;856 880,-20.5,20,65.00%,80.00%,0.965217783968143,0.965217783968143,1,0.00774623766303766
583,apul-mir-novel-29,lncRNA_11476,lncRNA,lncRNA_11476;2 23;9855 9879,-23.97,22,68.18%,77.27%,-0.970236110130579,0.970236110130579,-1,0.00613648814510248
584,apul-mir-novel-29,lncRNA_1771,lncRNA,lncRNA_1771;2 11;15618 15641,-20.46,9,88.89%,88.89%,-0.968696632807793,0.968696632807793,-1,0.0066171448968702
585,apul-mir-novel-29,lncRNA_1772,lncRNA,lncRNA_1772;2 11;15618 15641,-20.46,9,88.89%,88.89%,-0.968696632807793,0.968696632807793,-1,0.0066171448968702
586,apul-mir-novel-29,lncRNA_30534,lncRNA,lncRNA_30534;2 23;23422 23443,-20.51,21,71.43%,80.95%,0.976444155394197,0.976444155394197,1,0.00432455456526358
587,apul-mir-novel-29,lncRNA_5103,lncRNA,lncRNA_5103;2 23;4444 4467,-23.07,21,57.14%,66.67%,-0.972344257252801,0.972344257252801,-1,0.00549796535002108
588,apul-mir-novel-29,lncRNA_5104,lncRNA,lncRNA_5104;2 23;4444 4467,-23.07,21,57.14%,66.67%,-0.972344257252801,0.972344257252801,-1,0.00549796535002108
589,apul-mir-novel-29,lncRNA_5105,lncRNA,lncRNA_5105;2 23;4444 4467,-23.07,21,57.14%,66.67%,-0.972344257252801,0.972344257252801,-1,0.00549796535002108
590,apul-mir-novel-29,lncRNA_5106,lncRNA,lncRNA_5106;2 23;4444 4467,-23.07,21,57.14%,66.67%,-0.972344257252801,0.972344257252801,-1,0.00549796535002108
591,apul-mir-novel-29,lncRNA_5107,lncRNA,lncRNA_5107;2 23;4444 4467,-23.07,21,57.14%,66.67%,-0.972344257252801,0.972344257252801,-1,0.00549796535002108
592,apul-mir-novel-29,lncRNA_5108,lncRNA,lncRNA_5108;2 23;4444 4467,-23.07,21,57.14%,66.67%,-0.972344257252801,0.972344257252801,-1,0.00549796535002108
593,apul-mir-novel-29,lncRNA_5109,lncRNA,lncRNA_5109;2 23;4422 4445,-23.07,21,57.14%,66.67%,-0.972344257252801,0.972344257252801,-1,0.00549796535002108
594,apul-mir-novel-29,lncRNA_5110,lncRNA,lncRNA_5110;2 23;4422 4445,-23.07,21,57.14%,66.67%,-0.972344257252801,0.972344257252801,-1,0.00549796535002108
595,apul-mir-novel-29,lncRNA_5111,lncRNA,lncRNA_5111;2 23;4422 4445,-23.07,21,57.14%,66.67%,-0.972344257252801,0.972344257252801,-1,0.00549796535002108
596,apul-mir-2030,lncRNA_12480,lncRNA,lncRNA_12480;2 22;11606 11631,-23.69,23,73.91%,82.61%,0.990483737834689,0.990483737834689,1,0.00111278830833647
597,apul-mir-2030,lncRNA_777,lncRNA,lncRNA_777;2 19;962 985,-21.5,18,83.33%,83.33%,0.987458445028994,0.987458445028994,1,0.0016828377239449
598,apul-mir-novel-10,lncRNA_11558,lncRNA,lncRNA_11558;2 20;1395 1415,-26.61,18,83.33%,88.89%,-0.965572816089042,0.965572816089042,-1,0.00762834961602013
599,apul-mir-novel-10,lncRNA_15259,lncRNA,lncRNA_15259;2 14;836 857,-20.11,12,91.67%,100.00%,0.970353233385313,0.970353233385313,1,0.00610041068559475
600,apul-mir-novel-10,lncRNA_25436,lncRNA,lncRNA_25436;2 19;2199 2224,-21.93,21,71.43%,76.19%,-0.971961588838007,0.971961588838007,-1,0.0056121458548063
601,apul-mir-2050,lncRNA_14376,lncRNA,lncRNA_14376;2 21;11018 11039,-20.39,19,78.95%,84.21%,0.975824686006986,0.975824686006986,1,0.00449584025373658
602,apul-mir-2050,lncRNA_14376,lncRNA,lncRNA_14376;2 21;1548 1569,-20.39,19,78.95%,84.21%,0.975824686006986,0.975824686006986,1,0.00449584025373658
603,apul-mir-2050,lncRNA_14376,lncRNA,lncRNA_14376;2 21;6283 6304,-20.39,19,78.95%,84.21%,0.975824686006986,0.975824686006986,1,0.00449584025373658
604,apul-mir-2050,lncRNA_14377,lncRNA,lncRNA_14377;2 21;1318 1339,-20.39,19,78.95%,84.21%,0.972868954058907,0.972868954058907,1,0.00534266944667207
605,apul-mir-2050,lncRNA_14378,lncRNA,lncRNA_14378;2 21;10788 10809,-20.39,19,78.95%,84.21%,0.975101585140245,0.975101585140245,1,0.00469853802332939
606,apul-mir-2050,lncRNA_14378,lncRNA,lncRNA_14378;2 21;1318 1339,-20.39,19,78.95%,84.21%,0.975101585140245,0.975101585140245,1,0.00469853802332939
607,apul-mir-2050,lncRNA_14378,lncRNA,lncRNA_14378;2 21;15524 15545,-20.39,19,78.95%,84.21%,0.975101585140245,0.975101585140245,1,0.00469853802332939
608,apul-mir-2050,lncRNA_14378,lncRNA,lncRNA_14378;2 21;6053 6074,-20.39,19,78.95%,84.21%,0.975101585140245,0.975101585140245,1,0.00469853802332939
609,apul-mir-2050,lncRNA_14379,lncRNA,lncRNA_14379;2 21;10764 10785,-20.39,19,78.95%,84.21%,0.975685555120866,0.975685555120866,1,0.00453461152931923
610,apul-mir-2050,lncRNA_14379,lncRNA,lncRNA_14379;2 21;1294 1315,-20.39,19,78.95%,84.21%,0.975685555120866,0.975685555120866,1,0.00453461152931923
611,apul-mir-2050,lncRNA_14379,lncRNA,lncRNA_14379;2 21;6029 6050,-20.39,19,78.95%,84.21%,0.975685555120866,0.975685555120866,1,0.00453461152931923
612,apul-mir-2050,lncRNA_14380,lncRNA,lncRNA_14380;2 21;10734 10755,-20.39,19,78.95%,84.21%,0.975100837209724,0.975100837209724,1,0.00469874920448565
613,apul-mir-2050,lncRNA_14380,lncRNA,lncRNA_14380;2 21;1264 1285,-20.39,19,78.95%,84.21%,0.975100837209724,0.975100837209724,1,0.00469874920448565
614,apul-mir-2050,lncRNA_14380,lncRNA,lncRNA_14380;2 21;15470 15491,-20.39,19,78.95%,84.21%,0.975100837209724,0.975100837209724,1,0.00469874920448565
615,apul-mir-2050,lncRNA_14380,lncRNA,lncRNA_14380;2 21;5999 6020,-20.39,19,78.95%,84.21%,0.975100837209724,0.975100837209724,1,0.00469874920448565
616,apul-mir-2050,lncRNA_14381,lncRNA,lncRNA_14381;2 21;10734 10755,-20.39,19,78.95%,84.21%,0.975100837209724,0.975100837209724,1,0.00469874920448565
617,apul-mir-2050,lncRNA_14381,lncRNA,lncRNA_14381;2 21;1264 1285,-20.39,19,78.95%,84.21%,0.975100837209724,0.975100837209724,1,0.00469874920448565
618,apul-mir-2050,lncRNA_14381,lncRNA,lncRNA_14381;2 21;15470 15491,-20.39,19,78.95%,84.21%,0.975100837209724,0.975100837209724,1,0.00469874920448565
619,apul-mir-2050,lncRNA_14381,lncRNA,lncRNA_14381;2 21;5999 6020,-20.39,19,78.95%,84.21%,0.975100837209724,0.975100837209724,1,0.00469874920448565
620,apul-mir-2050,lncRNA_14382,lncRNA,lncRNA_14382;2 21;10695 10716,-20.39,19,78.95%,84.21%,0.975693002931132,0.975693002931132,1,0.0045325332832703
621,apul-mir-2050,lncRNA_14382,lncRNA,lncRNA_14382;2 21;1225 1246,-20.39,19,78.95%,84.21%,0.975693002931132,0.975693002931132,1,0.0045325332832703
622,apul-mir-2050,lncRNA_14382,lncRNA,lncRNA_14382;2 21;5960 5981,-20.39,19,78.95%,84.21%,0.975693002931132,0.975693002931132,1,0.0045325332832703
623,apul-mir-2050,lncRNA_14383,lncRNA,lncRNA_14383;2 21;10694 10715,-20.39,19,78.95%,84.21%,0.974187902655656,0.974187902655656,1,0.00495884024750642
624,apul-mir-2050,lncRNA_14383,lncRNA,lncRNA_14383;2 21;1224 1245,-20.39,19,78.95%,84.21%,0.974187902655656,0.974187902655656,1,0.00495884024750642
625,apul-mir-2050,lncRNA_14383,lncRNA,lncRNA_14383;2 21;5959 5980,-20.39,19,78.95%,84.21%,0.974187902655656,0.974187902655656,1,0.00495884024750642
626,apul-mir-2050,lncRNA_14384,lncRNA,lncRNA_14384;2 21;1223 1244,-20.39,19,78.95%,84.21%,0.975118415565138,0.975118415565138,1,0.00469378671421714
627,apul-mir-2050,lncRNA_14384,lncRNA,lncRNA_14384;2 21;5958 5979,-20.39,19,78.95%,84.21%,0.975118415565138,0.975118415565138,1,0.00469378671421714
628,apul-mir-2050,lncRNA_15654,lncRNA,lncRNA_15654;2 19;348 371,-22.38,19,84.21%,84.21%,0.984994442212651,0.984994442212651,1,0.00220156813153426
629,apul-mir-2050,lncRNA_16929,lncRNA,lncRNA_16929;2 21;700 719,-24.82,19,78.95%,89.47%,0.960097937510198,0.960097937510198,1,0.00951065192098898
630,apul-mir-2050,lncRNA_20425,lncRNA,lncRNA_20425;2 19;16791 16812,-21.31,17,76.47%,88.24%,-0.965391294322211,0.965391294322211,-1,0.00768854950711909
631,apul-mir-2023,lncRNA_1592,lncRNA,lncRNA_1592;2 20;12848 12870,-25.28,20,75.00%,85.00%,0.993068685821114,0.993068685821114,1,0.000691998550603229
632,apul-mir-2023,lncRNA_196,lncRNA,lncRNA_196;2 20;7463 7483,-20.36,18,77.78%,88.89%,0.97574912680471,0.97574912680471,1,0.00451688252570773
633,apul-mir-2023,lncRNA_197,lncRNA,lncRNA_197;2 20;7417 7437,-20.36,18,77.78%,88.89%,0.97574912680471,0.97574912680471,1,0.00451688252570773
634,apul-mir-novel-30,lncRNA_21543,lncRNA,lncRNA_21543;2 20;4462 4488,-22.67,23,69.57%,78.26%,0.99013141170148,0.99013141170148,1,0.00117509364789708
635,apul-mir-novel-30,lncRNA_5112,lncRNA,lncRNA_5112;2 20;1866 1887,-20.61,18,72.22%,77.78%,0.975267048750745,0.975267048750745,1,0.0046518957896766
636,apul-mir-novel-8a; apul-mir-novel-8b,lncRNA_10498,lncRNA,lncRNA_10498;2 12;454 475,-22.48,10,80.00%,90.00%,0.965695472568052,0.965695472568052,1,0.00758775995005644
637,apul-mir-novel-8a; apul-mir-novel-8b,lncRNA_10499,lncRNA,lncRNA_10499;2 12;441 462,-22.48,10,80.00%,90.00%,0.964404141520968,0.964404141520968,1,0.00801863652494064
638,apul-mir-novel-8a; apul-mir-novel-8b,lncRNA_1537,lncRNA,lncRNA_1537;2 21;22917 22941,-24.04,22,72.73%,77.27%,0.973708122132809,0.973708122132809,1,0.00509736884700967
639,apul-mir-novel-8a; apul-mir-novel-8b,lncRNA_1538,lncRNA,lncRNA_1538;2 21;22909 22933,-24.04,22,72.73%,77.27%,0.973708122132809,0.973708122132809,1,0.00509736884700967
640,apul-mir-novel-9,lncRNA_12473,lncRNA,lncRNA_12473;2 21;137 157,-20.07,19,73.68%,73.68%,0.959176389636428,0.959176389636428,1,0.00984064454763527
641,apul-mir-novel-9,lncRNA_12473,lncRNA,lncRNA_12473;2 22;12591 12612,-20.26,21,71.43%,76.19%,0.959176389636428,0.959176389636428,1,0.00984064454763527
