,source,target,region,Alignment,energy,total_bp_shared,query_similar,subject_similar,PCC.cor,PCC_magnitude,PCC_direction,p_value
159,apul-mir-novel-22,FUN_010074,CDS,FUN_010074;2 21;7334 7356,-22.09,20,80.00%,85.00%,0.984545294603385,0.984545294603385,1,0.00230099462489003
160,apul-mir-novel-22,FUN_009350,CDS,FUN_009350;2 21;10097 10118,-26.24,19,68.42%,73.68%,0.959737955116664,0.959737955116664,1,0.00963911695210919
161,apul-mir-novel-22,FUN_012767,CDS,FUN_012767;2 21;53678 53703,-20.25,23,60.87%,78.26%,0.972134602139404,0.972134602139404,1,0.00556042640609856
162,apul-mir-novel-22,FUN_020835,CDS,FUN_020835;2 21;796 818,-20.47,20,60.00%,80.00%,0.964019217812085,0.964019217812085,1,0.00814857837336875
163,apul-mir-novel-22,FUN_029040,CDS,FUN_029040;2 21;2294 2324,-24.7,28,60.71%,67.86%,0.980540926489906,0.980540926489906,1,0.0032489675916029
164,apul-mir-novel-22,FUN_028524,CDS,FUN_028524;2 21;1661 1684,-26.76,21,71.43%,80.95%,0.970341584440232,0.970341584440232,1,0.00610399577048419
165,apul-mir-novel-22,FUN_031199,CDS,FUN_031199;2 19;24039 24059,-20.7,17,82.35%,88.24%,-0.973861900542159,0.973861900542159,-1,0.00505283091134499
166,apul-mir-novel-22,FUN_031590,CDS,FUN_031590;2 21;9118 9147,-23.07,27,66.67%,70.37%,0.97804322405839,0.97804322405839,1,0.00389270211019557
167,apul-mir-novel-22,FUN_029285,CDS,FUN_029285;2 16;607 629,-21.97,15,80.00%,86.67%,-0.971919078765793,0.971919078765793,-1,0.00562487766295811
168,apul-mir-novel-22,FUN_038659,CDS,FUN_038659;2 21;22428 22448,-28.36,19,73.68%,89.47%,0.961236360392008,0.961236360392008,1,0.00910813008835252
169,apul-mir-novel-26,FUN_005720,CDS,FUN_005720;2 20;24864 24885,-21.46,19,73.68%,78.95%,-0.965575277319015,0.965575277319015,-1,0.00762753444260831
170,apul-mir-novel-26,FUN_012027,CDS,FUN_012027;2 17;3001 3023,-22.12,17,70.59%,76.47%,0.963534110239027,0.963534110239027,1,0.00831331402608571
171,apul-mir-novel-26,FUN_014965,CDS,FUN_014965;2 19;5592 5611,-21.24,17,76.47%,82.35%,0.960085883492961,0.960085883492961,1,0.00951494442404758
172,apul-mir-novel-26,FUN_016752,CDS,FUN_016752;2 19;6015 6034,-23.12,17,70.59%,82.35%,0.981298410562805,0.981298410562805,1,0.00306146695552082
173,apul-mir-novel-26,FUN_028645,CDS,FUN_028645;2 18;2921 2941,-22.32,16,75.00%,81.25%,0.978720297419459,0.978720297419459,1,0.00371442051152876
174,apul-mir-novel-26,FUN_031305,CDS,FUN_031305;2 20;2274 2295,-23.6,19,68.42%,78.95%,0.987524147414034,0.987524147414034,1,0.00166964756894663
175,apul-mir-novel-26,FUN_031305,CDS,FUN_031305;2 19;14349 14369,-22.7,17,76.47%,82.35%,0.987524147414034,0.987524147414034,1,0.00166964756894663
176,apul-mir-novel-26,FUN_033292,CDS,FUN_033292;2 19;11709 11731,-24.3,19,68.42%,78.95%,0.99309788161826,0.99309788161826,1,0.000687633964364169
177,apul-mir-novel-26,FUN_038708,CDS,FUN_038708;2 19;12583 12603,-20.18,17,76.47%,76.47%,-0.958974430220758,0.958974430220758,-1,0.0099134546857663
178,apul-mir-novel-26,FUN_044292,CDS,FUN_044292;2 20;4553 4574,-27.66,19,68.42%,78.95%,0.959217550034693,0.959217550034693,1,0.00982582704747661
179,apul-mir-2025,FUN_004759,CDS,FUN_004759;2 21;54463 54484,-21.19,19,73.68%,84.21%,0.983047003339369,0.983047003339369,1,0.0026429935003153
180,apul-mir-2025,FUN_004759,CDS,FUN_004759;2 21;8357 8378,-21.19,19,73.68%,84.21%,0.983047003339369,0.983047003339369,1,0.0026429935003153
181,apul-mir-2025,FUN_016651,CDS,FUN_016651;2 21;9548 9569,-20.16,19,78.95%,84.21%,0.979523493411471,0.979523493411471,1,0.00350654342589264
182,apul-mir-2025,FUN_028064,CDS,FUN_028064;2 21;8810 8832,-20.03,20,80.00%,85.00%,-0.967096415268237,0.967096415268237,-1,0.00712924479779952
183,apul-mir-2025,FUN_032276,CDS,FUN_032276;2 20;2789 2810,-20.69,18,72.22%,88.89%,-0.966646360287236,0.966646360287236,-1,0.00727551788615641
184,apul-mir-2025,FUN_035606,CDS,FUN_035606;2 21;621 641,-22.33,19,78.95%,89.47%,-0.992336479011275,0.992336479011275,-1,0.000804408258737313
185,apul-mir-2025,FUN_038455,CDS,FUN_038455;2 21;13957 13981,-20.63,22,72.73%,77.27%,0.98368569479292,0.98368569479292,1,0.00249529036896345
186,apul-mir-novel-19,FUN_001882,CDS,FUN_001882;2 21;4205 4226,-22.06,19,57.89%,89.47%,-0.986111392310532,0.986111392310532,-1,0.00196071779477909
187,apul-mir-novel-19,FUN_001214,CDS,FUN_001214;2 16;49 71,-21.52,15,73.33%,86.67%,0.994117913853193,0.994117913853193,1,0.000541062424272702
188,apul-mir-novel-19,FUN_002340,CDS,FUN_002340;2 21;17468 17488,-25.65,19,73.68%,84.21%,0.980379353140743,0.980379353140743,1,0.00328943666953972
189,apul-mir-novel-19,FUN_010781,CDS,FUN_010781;2 20;5608 5628,-22.84,18,72.22%,83.33%,0.987730644694226,0.987730644694226,1,0.00162841682023663
190,apul-mir-novel-19,FUN_012666,CDS,FUN_012666;2 21;24862 24887,-22.03,23,65.22%,69.57%,-0.970823372228148,0.970823372228148,-1,0.00595630103828715
191,apul-mir-novel-19,FUN_015036,CDS,FUN_015036;2 21;3754 3776,-21.1,20,80.00%,85.00%,0.959066029393488,0.959066029393488,1,0.00988040967739998
192,apul-mir-novel-19,FUN_016489,CDS,FUN_016489;2 21;21463 21483,-24.33,19,68.42%,84.21%,0.979825435703254,0.979825435703254,1,0.00342942628230348
193,apul-mir-novel-19,FUN_022599,CDS,FUN_022599;2 21;14458 14478,-28.81,19,73.68%,84.21%,0.962411593007246,0.962411593007246,1,0.00869862918817274
194,apul-mir-novel-19,FUN_022013,CDS,FUN_022013;2 20;18019 18039,-22.84,18,72.22%,83.33%,0.963204045801847,0.963204045801847,1,0.0084260164793071
195,apul-mir-novel-19,FUN_022258,CDS,FUN_022258;2 21;4488 4508,-25.65,19,73.68%,84.21%,0.985756330268009,0.985756330268009,1,0.00203627593860506
196,apul-mir-novel-19,FUN_023186,CDS,FUN_023186;2 21;4951 4979,-20.63,26,61.54%,69.23%,0.984022769600009,0.984022769600009,1,0.00241848021428766
197,apul-mir-novel-19,FUN_024778,CDS,FUN_024778;2 20;2185 2205,-23.31,18,72.22%,83.33%,0.961329203095566,0.961329203095566,1,0.00907555541636361
198,apul-mir-novel-19,FUN_024153,CDS,FUN_024153;2 21;50586 50614,-20.19,26,53.85%,73.08%,0.973026027086009,0.973026027086009,1,0.00529646613370728
199,apul-mir-novel-19,FUN_030196,CDS,FUN_030196;2 21;6929 6949,-26.12,19,78.95%,84.21%,0.983603899690206,0.983603899690206,1,0.00251404883087289
200,apul-mir-novel-19,FUN_029362,CDS,FUN_029362;2 21;9308 9328,-25.65,19,73.68%,84.21%,0.970100616912309,0.970100616912309,1,0.00617831139630447
201,apul-mir-novel-19,FUN_032958,CDS,FUN_032958;2 21;6007 6029,-21.36,21,76.19%,85.71%,0.969441624343709,0.969441624343709,1,0.0063830535776277
202,apul-mir-novel-19,FUN_029891,CDS,FUN_029891;2 20;121495 121515,-20.46,18,66.67%,83.33%,0.969669625255797,0.969669625255797,1,0.00631196757397471
203,apul-mir-novel-19,FUN_029891,CDS,FUN_029891;2 21;121280 121302,-21.43,20,65.00%,80.00%,0.969669625255797,0.969669625255797,1,0.00631196757397471
204,apul-mir-novel-19,FUN_035058,CDS,FUN_035058;2 21;1219 1244,-24.34,23,65.22%,73.91%,-0.982723881241736,0.982723881241736,-1,0.00271878260730051
205,apul-mir-novel-19,FUN_037232,CDS,FUN_037232;2 21;11984 12004,-22.36,19,73.68%,78.95%,0.963084685587107,0.963084685587107,1,0.00846689524036347
206,apul-mir-novel-19,FUN_037232,CDS,FUN_037232;2 17;816 836,-23.53,15,80.00%,93.33%,0.963084685587107,0.963084685587107,1,0.00846689524036347
207,apul-mir-novel-19,FUN_038163,CDS,FUN_038163;2 21;11480 11500,-23.92,19,73.68%,78.95%,0.994317823355501,0.994317823355501,1,0.00051373061401119
208,apul-mir-novel-19,FUN_039323,CDS,FUN_039323;2 21;833 854,-24.86,19,78.95%,84.21%,0.985196296734654,0.985196296734654,1,0.00215736031604906
209,apul-mir-novel-19,FUN_041870,CDS,FUN_041870;2 20;7348 7373,-24.2,22,68.18%,68.18%,0.984875762247564,0.984875762247564,1,0.00222769837726796
210,apul-mir-novel-19,FUN_043600,CDS,FUN_043600;2 21;4704 4724,-26.3,19,78.95%,84.21%,0.965666430505607,0.965666430505607,1,0.00759736416129995
211,apul-mir-novel-19,FUN_044025,CDS,FUN_044025;2 21;27543 27564,-24.19,19,73.68%,89.47%,-0.971386024057249,0.971386024057249,-1,0.00578533236086702
212,apul-mir-novel-32,FUN_032699,CDS,FUN_032699;2 21;5904 5925,-20.63,19,73.68%,89.47%,0.965932109750805,0.965932109750805,1,0.00750965302512432
213,apul-mir-novel-33,FUN_013793,CDS,FUN_013793;2 22;5324 5345,-22.08,20,75.00%,80.00%,0.970442965656417,0.970442965656417,1,0.006072817901504
214,apul-mir-novel-33,FUN_026712,CDS,FUN_026712;2 22;2441 2462,-23.35,20,80.00%,90.00%,0.965358173416265,0.965358173416265,1,0.00769955049195686
215,apul-mir-novel-33,FUN_026981,CDS,FUN_026981;2 16;5993 6016,-21.57,15,93.33%,93.33%,0.961367360000791,0.961367360000791,1,0.00906217883853592
216,apul-mir-novel-33,FUN_042010,CDS,FUN_042010;2 21;8020 8041,-20.54,19,84.21%,89.47%,0.986902587124801,0.986902587124801,1,0.00179579630258979
217,apul-mir-novel-33,FUN_043283,CDS,FUN_043283;2 22;1036 1060,-21.98,22,81.82%,86.36%,0.995947652848742,0.995947652848742,1,0.000309477912650069
218,apul-mir-novel-11,FUN_014620,CDS,FUN_014620;2 21;4168 4191,-21.96,21,80.95%,80.95%,0.993690992106373,0.993690992106373,1,0.000600985566396531
219,apul-mir-novel-31,FUN_002424,CDS,FUN_002424;2 21;93432 93453,-22.13,20,70.00%,80.00%,0.969798651205925,0.969798651205925,1,0.00627185621023226
220,apul-mir-novel-31,FUN_002424,CDS,FUN_002424;2 21;3974 3993,-20.38,19,73.68%,78.95%,0.969798651205925,0.969798651205925,1,0.00627185621023226
221,apul-mir-novel-31,FUN_003163,CDS,FUN_003163;2 20;2766 2788,-21.68,19,73.68%,73.68%,0.975848654204498,0.975848654204498,1,0.00448917219523781
222,apul-mir-novel-31,FUN_003378,CDS,FUN_003378;2 21;13 34,-21.94,19,68.42%,89.47%,0.98443518319527,0.98443518319527,1,0.00232559089429334
223,apul-mir-novel-31,FUN_006744,CDS,FUN_006744;2 20;18959 18980,-21,18,77.78%,88.89%,-0.968066782314223,0.968066782314223,-1,0.006817209199898
224,apul-mir-novel-31,FUN_008098,CDS,FUN_008098;2 16;2587 2608,-26.09,14,92.86%,100.00%,-0.984007371412216,0.984007371412216,-1,0.00242197167831721
225,apul-mir-novel-31,FUN_011975,CDS,FUN_011975;2 19;1475 1498,-21.58,19,68.42%,73.68%,-0.974448766831075,0.974448766831075,-1,0.00488405012220856
226,apul-mir-novel-31,FUN_018032,CDS,FUN_018032;2 21;20435 20457,-20.96,20,70.00%,80.00%,-0.981232593208086,0.981232593208086,-1,0.00307761213419391
227,apul-mir-novel-31,FUN_023801,CDS,FUN_023801;2 20;83587 83609,-21.48,19,78.95%,89.47%,-0.959396925331973,0.959396925331973,-1,0.00976133851143033
228,apul-mir-novel-31,FUN_024932,CDS,FUN_024932;2 20;387 412,-20.11,22,68.18%,77.27%,0.979428049877591,0.979428049877591,1,0.00353103772653738
229,apul-mir-novel-31,FUN_026673,CDS,FUN_026673;2 21;6884 6906,-20.4,20,60.00%,80.00%,0.97094359265703,0.97094359265703,1,0.00591963293024397
230,apul-mir-novel-31,FUN_035409,CDS,FUN_035409;2 20;284 312,-20.02,25,68.00%,72.00%,0.983379695203908,0.983379695203908,1,0.00256570458040879
231,apul-mir-novel-31,FUN_042846,CDS,FUN_042846;2 20;9162 9185,-20.03,20,75.00%,80.00%,0.980644811899506,0.980644811899506,1,0.00322303518544466
232,apul-mir-novel-34,FUN_000222,CDS,FUN_000222;2 21;1808 1828,-20.52,19,73.68%,84.21%,0.960345544562864,0.960345544562864,1,0.00942261832686226
233,apul-mir-novel-34,FUN_003881,CDS,FUN_003881;2 16;933 954,-22.18,14,85.71%,92.86%,0.962354593007619,0.962354593007619,1,0.00871834743955929
234,apul-mir-novel-34,FUN_010016,CDS,FUN_010016;2 18;2163 2185,-20.98,17,82.35%,82.35%,0.994178239701792,0.994178239701792,1,0.000532765042239193
235,apul-mir-novel-34,FUN_027835,CDS,FUN_027835;2 20;1565 1586,-21.06,18,72.22%,88.89%,0.97304636462472,0.97304636462472,1,0.00529049348987972
236,apul-mir-novel-34,FUN_036077,CDS,FUN_036077;2 21;70 91,-22.52,19,68.42%,78.95%,0.998102190299007,0.998102190299007,1,9.92177058799661e-05
237,apul-mir-novel-34,FUN_036755,CDS,FUN_036755;2 20;4066 4093,-21.27,24,62.50%,75.00%,0.98861259282856,0.98861259282856,1,0.00145622310428253
238,apul-mir-novel-34,FUN_042257,CDS,FUN_042257;2 21;1001 1028,-24.3,25,60.00%,76.00%,0.964858981273194,0.964858981273194,1,0.00786597968795079
239,apul-mir-novel-7,FUN_001035,CDS,FUN_001035;2 21;4808 4832,-21.03,22,54.55%,72.73%,-0.964653276295055,0.964653276295055,-1,0.00793490057997276
240,apul-mir-novel-7,FUN_006872,CDS,FUN_006872;2 21;9306 9331,-28.29,23,65.22%,78.26%,0.962453897388687,0.962453897388687,1,0.0086840041306399
241,apul-mir-novel-7,FUN_008978,CDS,FUN_008978;2 21;1584 1603,-24.18,19,68.42%,73.68%,0.993133233728904,0.993133233728904,1,0.000682361350480167
242,apul-mir-novel-7,FUN_015359,CDS,FUN_015359;2 21;2145 2171,-25.5,24,66.67%,66.67%,0.968597649771919,0.968597649771919,1,0.00664845563852265
243,apul-mir-novel-7,FUN_022828,CDS,FUN_022828;2 9;2240 2261,-24.58,7,100.00%,100.00%,0.995591288935466,0.995591288935466,1,0.00035116716634613
244,apul-mir-novel-7,FUN_024765,CDS,FUN_024765;2 21;13454 13475,-29.34,20,75.00%,80.00%,0.962264063250784,0.962264063250784,1,0.00874969488239929
245,apul-mir-novel-7,FUN_027805,CDS,FUN_027805;2 10;10781 10802,-22.92,8,100.00%,100.00%,0.992951188472631,0.992951188472631,1,0.000709656170752654
246,apul-mir-novel-7,FUN_027808,CDS,FUN_027808;2 21;14694 14717,-20.79,21,66.67%,66.67%,0.973725655532862,0.973725655532862,1,0.00509228424372981
247,apul-mir-novel-7,FUN_027993,CDS,FUN_027993;2 15;133 154,-22.86,13,84.62%,84.62%,-0.978711750907249,0.978711750907249,-1,0.00371665365769215
248,apul-mir-novel-7,FUN_032651,CDS,FUN_032651;2 20;5737 5759,-24.46,19,73.68%,73.68%,0.977350882875171,0.977350882875171,1,0.00407783638572356
249,apul-mir-novel-7,FUN_034998,CDS,FUN_034998;2 17;4319 4340,-22.66,15,73.33%,93.33%,0.966537030720883,0.966537030720883,1,0.00731119847492947
250,apul-mir-novel-2,FUN_015460,CDS,FUN_015460;2 22;727 749,-20.46,20,70.00%,80.00%,0.989777155381721,0.989777155381721,1,0.00123886623706088
251,apul-mir-novel-2,FUN_029637,CDS,FUN_029637;2 20;225 249,-20.98,20,75.00%,80.00%,0.964354910350939,0.964354910350939,1,0.00803521760491656
252,apul-mir-novel-6,FUN_000586,CDS,FUN_000586;2 20;4157 4178,-20.25,19,89.47%,89.47%,0.970478007397694,0.970478007397694,1,0.00606205371224391
253,apul-mir-novel-6,FUN_019432,CDS,FUN_019432;2 18;13693 13714,-21.59,16,87.50%,93.75%,0.975390043799703,0.975390043799703,1,0.00461732457227294
254,apul-mir-novel-6,FUN_040665,CDS,FUN_040665;2 17;801 822,-22.36,15,93.33%,100.00%,0.985709384103862,0.985709384103862,1,0.00204633689107131
255,apul-mir-novel-5,FUN_002572,CDS,FUN_002572;2 22;1249 1273,-20.82,21,76.19%,90.48%,0.979192569840877,0.979192569840877,1,0.00359171101746968
256,apul-mir-novel-5,FUN_010161,CDS,FUN_010161;2 23;4985 5009,-20.17,23,65.22%,82.61%,0.988178474116269,0.988178474116269,1,0.00154018383286742
257,apul-mir-novel-5,FUN_010161,CDS,FUN_010161;2 23;5938 5967,-26.26,27,70.37%,74.07%,0.988178474116269,0.988178474116269,1,0.00154018383286742
258,apul-mir-novel-5,FUN_010991,CDS,FUN_010991;2 23;4568 4594,-21.11,24,66.67%,79.17%,0.995693532787135,0.995693532787135,1,0.000339027428145737
259,apul-mir-novel-5,FUN_010991,CDS,FUN_010991;2 23;6233 6259,-22.8,24,66.67%,83.33%,0.995693532787135,0.995693532787135,1,0.000339027428145737
260,apul-mir-novel-5,FUN_012812,CDS,FUN_012812;2 23;4985 5009,-20.17,23,65.22%,82.61%,0.989762260503557,0.989762260503557,1,0.00124157201709418
261,apul-mir-novel-5,FUN_012812,CDS,FUN_012812;2 23;5938 5967,-26.26,27,70.37%,74.07%,0.989762260503557,0.989762260503557,1,0.00124157201709418
262,apul-mir-novel-5,FUN_011684,CDS,FUN_011684;2 23;6600 6622,-24.27,21,76.19%,80.95%,0.975964425628739,0.975964425628739,1,0.00445701011182152
263,apul-mir-novel-5,FUN_013573,CDS,FUN_013573;2 23;1977 2002,-22.53,23,73.91%,82.61%,0.992732801380011,0.992732801380011,1,0.0007428658956426
264,apul-mir-novel-5,FUN_014202,CDS,FUN_014202;2 23;1205 1229,-20.95,23,73.91%,78.26%,0.975836061428615,0.975836061428615,1,0.00449267515387686
265,apul-mir-novel-5,FUN_015746,CDS,FUN_015746;2 23;1772 1794,-22.25,21,76.19%,80.95%,0.995693532787135,0.995693532787135,1,0.000339027428145724
266,apul-mir-novel-5,FUN_019017,CDS,FUN_019017;2 23;1220 1247,-20.37,25,64.00%,72.00%,0.965879035304126,0.965879035304126,1,0.00752714821298847
267,apul-mir-novel-5,FUN_022186,CDS,FUN_022186;2 23;8693 8717,-21.94,22,63.64%,86.36%,0.975827245849805,0.975827245849805,1,0.00449512793834748
268,apul-mir-novel-5,FUN_022857,CDS,FUN_022857;2 22;2584 2605,-23.25,20,85.00%,85.00%,0.965376701478594,0.965376701478594,1,0.00769339582847338
269,apul-mir-novel-5,FUN_023547,CDS,FUN_023547;2 23;284 307,-22.32,22,72.73%,81.82%,0.993478877848489,0.993478877848489,1,0.00063152724518579
270,apul-mir-novel-5,FUN_024247,CDS,FUN_024247;2 22;7242 7264,-20.01,20,70.00%,70.00%,0.967585220293099,0.967585220293099,1,0.0069714883250698
271,apul-mir-novel-5,FUN_024599,CDS,FUN_024599;2 23;25021 25043,-20.88,21,71.43%,76.19%,0.962256878566466,0.962256878566466,1,0.00875218428062244
272,apul-mir-novel-5,FUN_024599,CDS,FUN_024599;2 23;1278 1300,-22.25,21,76.19%,80.95%,0.962256878566466,0.962256878566466,1,0.00875218428062244
273,apul-mir-novel-5,FUN_024599,CDS,FUN_024599;2 23;19921 19943,-22.25,21,76.19%,80.95%,0.962256878566466,0.962256878566466,1,0.00875218428062244
274,apul-mir-novel-5,FUN_026478,CDS,FUN_026478;2 21;15066 15093,-21.84,23,69.57%,73.91%,0.963304870172289,0.963304870172289,1,0.0083915365610755
275,apul-mir-novel-5,FUN_028169,CDS,FUN_028169;2 22;5255 5280,-21.02,22,72.73%,72.73%,0.985059216827094,0.985059216827094,1,0.00218734959348501
276,apul-mir-novel-5,FUN_032553,CDS,FUN_032553;2 23;334 360,-20.18,24,66.67%,79.17%,0.995693532787135,0.995693532787135,1,0.000339027428145724
277,apul-mir-novel-5,FUN_036317,CDS,FUN_036317;2 21;1614 1639,-21.11,21,66.67%,90.48%,0.9979247749759,0.9979247749759,1,0.000113447888205208
278,apul-mir-novel-5,FUN_038734,CDS,FUN_038734;2 22;2427 2452,-22.93,22,68.18%,81.82%,0.995447022706472,0.995447022706472,1,0.000368536292081036
279,apul-mir-novel-5,FUN_039010,CDS,FUN_039010;2 23;144 167,-20.22,22,81.82%,81.82%,0.995693532787135,0.995693532787135,1,0.00033902742814575
280,apul-mir-novel-5,FUN_043573,CDS,FUN_043573;2 23;4048 4079,-23.25,29,51.72%,72.41%,0.974147581891875,0.974147581891875,1,0.00497043368075011
281,apul-mir-novel-16,FUN_001923,CDS,FUN_001923;2 21;982 1002,-21.36,19,78.95%,89.47%,-0.99132846046111,0.99132846046111,-1,0.000968082710124541
282,apul-mir-novel-16,FUN_031832,CDS,FUN_031832;2 20;12658 12678,-26.05,18,88.89%,94.44%,0.972396547334341,0.972396547334341,1,0.00548242320560006
283,apul-mir-novel-16,FUN_043432,CDS,FUN_043432;2 18;707 730,-22.79,18,77.78%,83.33%,-0.970106475129485,0.970106475129485,-1,0.00617650118216639
284,apul-mir-novel-17,FUN_008677,CDS,FUN_008677;2 10;1152 1173,-20.42,8,100.00%,100.00%,-0.962717531934547,0.962717531934547,-1,0.00859304522064656
285,apul-mir-novel-17,FUN_012361,CDS,FUN_012361;2 21;3017 3041,-21.26,22,77.27%,81.82%,0.970466720391075,0.970466720391075,1,0.00606552018995275
286,apul-mir-novel-17,FUN_022198,CDS,FUN_022198;2 19;166 187,-24.05,17,76.47%,94.12%,-0.986089820150237,0.986089820150237,-1,0.00196528133936153
287,apul-mir-novel-17,FUN_024776,CDS,FUN_024776;2 18;9508 9532,-22.76,19,78.95%,78.95%,0.990266657121662,0.990266657121662,1,0.00115104367983485
288,apul-mir-100,FUN_002508,CDS,FUN_002508;2 14;18754 18775,-23.52,12,66.67%,83.33%,-0.959614607957845,0.959614607957845,-1,0.00968326501779142
289,apul-mir-100,FUN_004760,CDS,FUN_004760;2 16;5423 5443,-20.28,14,78.57%,85.71%,-0.990823666023822,0.990823666023822,-1,0.00105375339500693
290,apul-mir-100,FUN_014090,CDS,FUN_014090;2 19;22142 22163,-23.56,18,72.22%,77.78%,-0.974685493901093,0.974685493901093,-1,0.00481650542275761
291,apul-mir-100,FUN_016425,CDS,FUN_016425;2 20;6805 6825,-23.13,18,72.22%,72.22%,-0.967850986195505,0.967850986195505,-1,0.00688620384128789
292,apul-mir-100,FUN_029385,CDS,FUN_029385;2 12;1162 1183,-22.64,10,80.00%,90.00%,-0.974824148500132,0.974824148500132,-1,0.00477708783213058
293,apul-mir-100,FUN_035913,CDS,FUN_035913;2 20;3523 3542,-22.27,18,72.22%,83.33%,-0.97456160256727,0.97456160256727,-1,0.00485181630277565
294,apul-mir-100,FUN_036045,CDS,FUN_036045;2 12;7139 7160,-23.62,10,80.00%,90.00%,-0.958796402789919,0.958796402789919,-1,0.00997778259239318
295,apul-mir-100,FUN_037125,CDS,FUN_037125;2 11;867 888,-21.48,9,88.89%,88.89%,-0.974955098115892,0.974955098115892,-1,0.00473995891794277
296,apul-mir-100,FUN_037144,CDS,FUN_037144;2 20;12 33,-20.46,18,77.78%,77.78%,-0.975719646898017,0.975719646898017,-1,0.00452510109328558
297,apul-mir-100,FUN_043367,CDS,FUN_043367;2 21;4323 4344,-24.42,19,63.16%,73.68%,-0.982685214461616,0.982685214461616,-1,0.00272789942069927
298,apul-mir-100,FUN_043474,CDS,FUN_043474;2 16;2413 2433,-24.49,14,85.71%,92.86%,-0.97326801859453,0.97326801859453,-1,0.00522554334358487
299,apul-mir-novel-23,FUN_001425,CDS,FUN_001425;2 19;793 812,-20.18,17,82.35%,88.24%,0.979904384096992,0.979904384096992,1,0.00340935625727997
300,apul-mir-novel-23,FUN_002499,CDS,FUN_002499;2 21;5819 5839,-20.46,19,68.42%,84.21%,0.95932778248271,0.95932778248271,1,0.00978618008078775
301,apul-mir-novel-23,FUN_005814,CDS,FUN_005814;2 16;1804 1826,-21.2,15,73.33%,80.00%,0.961378320800068,0.961378320800068,1,0.00905833753338543
302,apul-mir-novel-23,FUN_008591,CDS,FUN_008591;2 21;2168 2188,-24.69,19,78.95%,84.21%,0.973990165469667,0.973990165469667,1,0.00501578102164617
303,apul-mir-novel-23,FUN_007999,CDS,FUN_007999;2 19;26598 26619,-21.61,17,70.59%,76.47%,0.984775162652892,0.984775162652892,1,0.00224992763910047
304,apul-mir-novel-23,FUN_009554,CDS,FUN_009554;2 16;1937 1959,-21.72,15,93.33%,93.33%,0.965930879880235,0.965930879880235,1,0.00751005828187417
305,apul-mir-novel-23,FUN_013335,CDS,FUN_013335;2 19;417 438,-25.52,17,76.47%,88.24%,0.980495063202487,0.980495063202487,1,0.00326043806910778
306,apul-mir-novel-23,FUN_014090,CDS,FUN_014090;2 20;7684 7704,-24.21,18,77.78%,88.89%,0.970043581508697,0.970043581508697,1,0.00619594470493311
307,apul-mir-novel-23,FUN_016471,CDS,FUN_016471;2 19;9308 9329,-28.02,17,88.24%,94.12%,0.995102242463431,0.995102242463431,1,0.000411159626049921
308,apul-mir-novel-23,FUN_016744,CDS,FUN_016744;2 21;10894 10913,-21.9,19,78.95%,78.95%,0.977033970698199,0.977033970698199,1,0.00416352283756369
309,apul-mir-novel-23,FUN_018315,CDS,FUN_018315;2 21;3790 3811,-20.15,19,63.16%,78.95%,0.966441069133482,0.966441069133482,1,0.00734256357231626
310,apul-mir-novel-23,FUN_023414,CDS,FUN_023414;2 20;309 329,-22.71,18,88.89%,88.89%,0.991901152648979,0.991901152648979,1,0.00087385702405177
311,apul-mir-novel-23,FUN_025429,CDS,FUN_025429;2 19;656 678,-25.01,18,72.22%,83.33%,0.99289494504529,0.99289494504529,1,0.000718160683273466
312,apul-mir-novel-23,FUN_025260,CDS,FUN_025260;2 19;17144 17166,-21.58,18,88.89%,88.89%,0.967735950815845,0.967735950815845,1,0.00692307639563247
313,apul-mir-novel-23,FUN_025935,CDS,FUN_025935;2 21;3225 3248,-22.33,21,71.43%,71.43%,0.967235935400256,0.967235935400256,1,0.00708409787292724
314,apul-mir-novel-23,FUN_025776,CDS,FUN_025776;2 21;438 456,-20.41,19,68.42%,73.68%,0.972923153674444,0.972923153674444,1,0.0053267115859322
315,apul-mir-novel-23,FUN_029389,CDS,FUN_029389;2 21;3237 3257,-22.3,19,78.95%,78.95%,0.967176614634333,0.967176614634333,1,0.00710328178515735
316,apul-mir-novel-23,FUN_029404,CDS,FUN_029404;2 20;2390 2412,-20.14,19,68.42%,68.42%,0.996822263360227,0.996822263360227,1,0.000214933242460557
317,apul-mir-novel-23,FUN_031424,CDS,FUN_031424;2 16;84551 84573,-20.38,15,80.00%,86.67%,0.986134032860228,0.986134032860228,1,0.00195593201837712
318,apul-mir-novel-23,FUN_031648,CDS,FUN_031648;2 21;12301 12321,-23.97,19,73.68%,78.95%,0.984625932237129,0.984625932237129,1,0.00228303712755078
319,apul-mir-novel-23,FUN_032383,CDS,FUN_032383;2 21;500 523,-21.35,21,76.19%,85.71%,0.960976006782135,0.960976006782135,1,0.009199681352605
320,apul-mir-novel-23,FUN_032494,CDS,FUN_032494;2 19;10371 10392,-20.56,17,82.35%,88.24%,0.992144232128986,0.992144232128986,1,0.000834842214330311
321,apul-mir-novel-23,FUN_040085,CDS,FUN_040085;2 19;6918 6941,-20.83,19,78.95%,78.95%,0.98136944557577,0.98136944557577,1,0.00304407342187285
322,apul-mir-novel-23,FUN_040140,CDS,FUN_040140;2 18;8656 8678,-27.29,17,88.24%,94.12%,0.984660384895786,0.984660384895786,1,0.00227537895755517
