,id,type
1134,FUN_028464,gene
1135,FUN_043277,gene
1136,FUN_000230,gene
1137,FUN_002516,gene
1138,FUN_005150,gene
1139,FUN_006841,gene
1140,FUN_015867,gene
1141,FUN_022444,gene
1142,FUN_024519,gene
1143,FUN_027749,gene
1144,FUN_029568,gene
1145,FUN_032995,gene
1146,FUN_029710,gene
1147,FUN_034718,gene
1148,FUN_034477,gene
1149,FUN_035359,gene
1150,FUN_037310,gene
1151,FUN_039693,gene
1152,FUN_000995,gene
1153,FUN_004940,gene
1154,FUN_008221,gene
1155,FUN_009057,gene
1156,FUN_009135,gene
1157,FUN_009169,gene
1158,FUN_009201,gene
1159,FUN_010664,gene
1160,FUN_010751,gene
1161,FUN_010589,gene
1162,FUN_013402,gene
1163,FUN_015672,gene
1164,FUN_022011,gene
1165,FUN_023608,gene
1166,FUN_024708,gene
1167,FUN_026515,gene
1168,FUN_028906,gene
1169,FUN_028934,gene
1170,FUN_029699,gene
1171,FUN_034055,gene
1172,FUN_034457,gene
1173,FUN_036258,gene
1174,FUN_035169,gene
1175,FUN_037585,gene
1176,FUN_040058,gene
1177,FUN_039853,gene
1178,FUN_041129,gene
1179,FUN_041583,gene
1180,FUN_041774,gene
1181,FUN_000328,gene
1182,FUN_002457,gene
1183,FUN_004403,gene
1184,FUN_002494,gene
1185,FUN_002519,gene
1186,FUN_002523,gene
1187,FUN_002625,gene
1188,FUN_006610,gene
1189,FUN_006190,gene
1190,FUN_008139,gene
1191,FUN_008170,gene
1192,FUN_010716,gene
1193,FUN_012751,gene
1194,FUN_012010,gene
1195,FUN_017848,gene
1196,FUN_017878,gene
1197,FUN_020855,gene
1198,FUN_022286,gene
1199,FUN_024589,gene
1200,FUN_025714,gene
1201,FUN_026872,gene
1202,FUN_026087,gene
1203,FUN_026088,gene
1204,FUN_026225,gene
1205,FUN_026252,gene
1206,FUN_031874,gene
1207,FUN_032626,gene
1208,FUN_034162,gene
1209,FUN_035095,gene
1210,FUN_038918,gene
1211,FUN_038294,gene
1212,FUN_039407,gene
1213,FUN_040048,gene
1214,FUN_041494,gene
1215,FUN_041501,gene
1216,FUN_041980,gene
1217,FUN_042241,gene
1218,FUN_002167,gene
1219,FUN_000213,gene
1220,FUN_000483,gene
1221,FUN_000514,gene
1222,FUN_001186,gene
1223,FUN_003503,gene
1224,FUN_003726,gene
1225,FUN_004242,gene
1226,FUN_004243,gene
1227,FUN_005144,gene
1228,FUN_005145,gene
1229,FUN_005184,gene
1230,FUN_005284,gene
1231,FUN_005457,gene
1232,FUN_003412,gene
1233,FUN_006548,gene
1234,FUN_006720,gene
1235,FUN_006191,gene
1236,FUN_007581,gene
1237,FUN_008089,gene
1238,FUN_008127,gene
1239,FUN_010118,gene
1240,FUN_008862,gene
1241,FUN_009436,gene
1242,FUN_008954,gene
1243,FUN_011361,gene
1244,FUN_013345,gene
1245,FUN_011864,gene
1246,FUN_013965,gene
1247,FUN_011660,gene
1248,FUN_015652,gene
1249,FUN_015087,gene
1250,FUN_015216,gene
1251,FUN_015378,gene
1252,FUN_017197,gene
1253,FUN_017282,gene
1254,FUN_016501,gene
1255,FUN_016172,gene
1256,FUN_016893,gene
1257,FUN_018766,gene
1258,FUN_018841,gene
1259,FUN_018930,gene
1260,FUN_017888,gene
1261,FUN_019122,gene
1262,FUN_018401,gene
1263,FUN_018439,gene
1264,FUN_020962,gene
1265,FUN_020988,gene
1266,FUN_019427,gene
1267,FUN_019438,gene
1268,FUN_020598,gene
1269,FUN_021475,gene
1270,FUN_022357,gene
1271,FUN_022385,gene
1272,FUN_023783,gene
1273,FUN_023147,gene
1274,FUN_022846,gene
1275,FUN_023583,gene
1276,FUN_023959,gene
1277,FUN_024573,gene
1278,FUN_025348,gene
1279,FUN_025463,gene
1280,FUN_025538,gene
1281,FUN_026567,gene
1282,FUN_026625,gene
1283,FUN_026637,gene
1284,FUN_026839,gene
1285,FUN_026843,gene
1286,FUN_026894,gene
1287,FUN_026989,gene
1288,FUN_026346,gene
1289,FUN_027715,gene
1290,FUN_028618,gene
1291,FUN_028966,gene
1292,FUN_028523,gene
1293,FUN_030623,gene
1294,FUN_030852,gene
1295,FUN_031095,gene
1296,FUN_031675,gene
1297,FUN_032326,gene
1298,FUN_033302,gene
1299,FUN_033549,gene
1300,FUN_029917,gene
1301,FUN_030151,gene
1302,FUN_030159,gene
1303,FUN_034656,gene
1304,FUN_033658,gene
1305,FUN_035696,gene
1306,FUN_036277,gene
1307,FUN_036462,gene
1308,FUN_036483,gene
1309,FUN_036521,gene
1310,FUN_036544,gene
1311,FUN_034770,gene
1312,FUN_034982,gene
1313,FUN_035067,gene
1314,FUN_037583,gene
1315,FUN_037805,gene
1316,FUN_036776,gene
1317,FUN_036834,gene
1318,FUN_036988,gene
1319,FUN_038775,gene
1320,FUN_038971,gene
1321,FUN_038999,gene
1322,FUN_039103,gene
1323,FUN_038037,gene
1324,FUN_037887,gene
1325,FUN_038499,gene
1326,FUN_040885,gene
1327,FUN_040195,gene
1328,FUN_040252,gene
1329,FUN_040257,gene
1330,FUN_040335,gene
1331,FUN_040464,gene
1332,FUN_039855,gene
1333,FUN_040524,gene
1334,FUN_040926,gene
1335,FUN_040981,gene
1336,FUN_040988,gene
1337,FUN_042387,gene
1338,FUN_042646,gene
1339,FUN_042793,gene
1340,FUN_042878,gene
1341,FUN_042795,gene
1342,FUN_042788,gene
1343,FUN_042833,gene
1344,FUN_042790,gene
1345,FUN_043879,gene
1346,FUN_043883,gene
1347,FUN_043890,gene
1348,FUN_044053,gene
1349,FUN_044131,gene
1350,FUN_044135,gene
1351,FUN_044140,gene
1352,FUN_044204,gene
1353,FUN_044206,gene
1354,FUN_044211,gene
1355,FUN_044222,gene
1356,FUN_044229,gene
1357,FUN_044238,gene
1358,FUN_044242,gene
1359,FUN_044244,gene
1360,FUN_000440,gene
1361,FUN_004749,gene
1362,FUN_002543,gene
1363,FUN_005292,gene
1364,FUN_002351,gene
1365,FUN_005999,gene
1366,FUN_008383,gene
1367,FUN_008768,gene
1368,FUN_007714,gene
1369,FUN_007721,gene
1370,FUN_007726,gene
1371,FUN_007736,gene
1372,FUN_007849,gene
1373,FUN_009288,gene
1374,FUN_010505,gene
1375,FUN_011221,gene
1376,FUN_011232,gene
1377,FUN_011308,gene
1378,FUN_012637,gene
1379,FUN_012741,gene
1380,FUN_012880,gene
1381,FUN_013393,gene
1382,FUN_013560,gene
1383,FUN_011716,gene
1384,FUN_015442,gene
1385,FUN_014716,gene
1386,FUN_015150,gene
1387,FUN_016208,gene
1388,FUN_016644,gene
1389,FUN_016694,gene
1390,FUN_018807,gene
1391,FUN_018856,gene
1392,FUN_018010,gene
1393,FUN_018140,gene
1394,FUN_019689,gene
1395,FUN_022249,gene
1396,FUN_023791,gene
1397,FUN_023140,gene
1398,FUN_024931,gene
1399,FUN_024445,gene
1400,FUN_027025,gene
1401,FUN_026494,gene
1402,FUN_029042,gene
1403,FUN_031399,gene
1404,FUN_029470,gene
1405,FUN_031602,gene
1406,FUN_031959,gene
1407,FUN_029754,gene
1408,FUN_029763,gene
1409,FUN_029338,gene
1410,FUN_029948,gene
1411,FUN_030041,gene
1412,FUN_034240,gene
1413,FUN_033717,gene
1414,FUN_036159,gene
1415,FUN_037495,gene
1416,FUN_037543,gene
1417,FUN_037777,gene
1418,FUN_037196,gene
1419,FUN_037336,gene
1420,FUN_040366,gene
1421,FUN_041928,gene
1422,FUN_041981,gene
1423,FUN_042004,gene
1424,FUN_043323,gene
1425,FUN_001743,gene
1426,FUN_004373,gene
1427,FUN_007066,gene
1428,FUN_006135,gene
1429,FUN_009488,gene
1430,FUN_010926,gene
1431,FUN_012795,gene
1432,FUN_015474,gene
1433,FUN_015928,gene
1434,FUN_017901,gene
1435,FUN_018008,gene
1436,FUN_023702,gene
1437,FUN_032192,gene
1438,FUN_033015,gene
1439,FUN_033700,gene
1440,FUN_036249,gene
1441,FUN_035476,gene
1442,FUN_037516,gene
1443,FUN_037586,gene
1444,FUN_036808,gene
1445,FUN_041767,gene
1446,FUN_001490,gene
1447,FUN_003896,gene
1448,FUN_002473,gene
1449,FUN_004624,gene
1450,FUN_004948,gene
1451,FUN_006544,gene
1452,FUN_006562,gene
1453,FUN_009137,gene
1454,FUN_009172,gene
1455,FUN_012749,gene
1456,FUN_013506,gene
1457,FUN_011881,gene
1458,FUN_016340,gene
1459,FUN_016547,gene
1460,FUN_016679,gene
1461,FUN_017909,gene
1462,FUN_023170,gene
1463,FUN_024013,gene
1464,FUN_023915,gene
1465,FUN_026538,gene
1466,FUN_026595,gene
1467,FUN_026681,gene
1468,FUN_027981,gene
1469,FUN_028014,gene
1470,FUN_028019,gene
1471,FUN_028365,gene
1472,FUN_033040,gene
1473,FUN_033979,gene
1474,FUN_034323,gene
1475,FUN_036474,gene
1476,FUN_035131,gene
1477,FUN_038244,gene
1478,FUN_038573,gene
1479,FUN_043005,gene
1480,FUN_043356,gene
1481,FUN_043385,gene
1482,FUN_001921,gene
1483,FUN_001957,gene
1484,FUN_003579,gene
1485,FUN_003660,gene
1486,FUN_004611,gene
1487,FUN_006440,gene
1488,FUN_007025,gene
1489,FUN_008427,gene
1490,FUN_008637,gene
1491,FUN_009812,gene
1492,FUN_009625,gene
1493,FUN_013162,gene
1494,FUN_013484,gene
1495,FUN_013515,gene
1496,FUN_013552,gene
1497,FUN_014683,gene
1498,FUN_014861,gene
1499,FUN_016908,gene
1500,FUN_018949,gene
1501,FUN_019139,gene
1502,FUN_018202,gene
1503,FUN_018364,gene
1504,FUN_022561,gene
1505,FUN_022192,gene
1506,FUN_022193,gene
1507,FUN_022194,gene
1508,FUN_022250,gene
1509,FUN_023063,gene
1510,FUN_023171,gene
1511,FUN_025993,gene
1512,FUN_027755,gene
1513,FUN_027167,gene
1514,FUN_028435,gene
1515,FUN_028501,gene
1516,FUN_030657,gene
1517,FUN_031219,gene
1518,FUN_032193,gene
1519,FUN_032426,gene
1520,FUN_032540,gene
1521,FUN_030093,gene
1522,FUN_035803,gene
1523,FUN_035832,gene
1524,FUN_036841,gene
1525,FUN_037220,gene
1526,FUN_037363,gene
1527,FUN_038297,gene
1528,FUN_041789,gene
1529,FUN_041927,gene
1530,FUN_000378,gene
1531,FUN_002339,gene
1532,FUN_005202,gene
1533,FUN_002331,gene
1534,FUN_006087,gene
1535,FUN_012769,gene
1536,FUN_014974,gene
1537,FUN_020813,gene
1538,FUN_025661,gene
1539,FUN_029475,gene
1540,FUN_032097,gene
1541,FUN_030069,gene
1542,FUN_034385,gene
1543,FUN_036826,gene
1544,FUN_037157,gene
1545,FUN_038475,gene
1546,FUN_040174,gene
1547,FUN_041784,gene
1548,FUN_041827,gene
1549,FUN_000102,gene
1550,FUN_000110,gene
1551,FUN_000053,gene
1552,FUN_000055,gene
1553,FUN_000136,gene
1554,FUN_000057,gene
1555,FUN_000075,gene
1556,FUN_000084,gene
1557,FUN_000086,gene
1558,FUN_000088,gene
1559,FUN_013328,gene
1560,FUN_025909,gene
1561,FUN_029010,gene
1562,FUN_030189,gene
1563,FUN_032559,gene
1564,FUN_033911,gene
1565,FUN_037452,gene
1566,FUN_038347,gene
1567,FUN_040269,gene
1568,FUN_001192,gene
1569,FUN_003620,gene
1570,FUN_005748,gene
1571,FUN_009474,gene
1572,FUN_011836,gene
1573,FUN_013828,gene
1574,FUN_014817,gene
1575,FUN_022504,gene
1576,FUN_025990,gene
1577,FUN_028112,gene
1578,FUN_028779,gene
1579,FUN_031686,gene
1580,FUN_033890,gene
1581,FUN_038731,gene
1582,FUN_039749,gene
1583,FUN_040946,gene
1584,FUN_043315,gene
1585,FUN_001238,gene
1586,FUN_000285,gene
1587,FUN_001274,gene
1588,FUN_000594,gene
1589,FUN_001091,gene
1590,FUN_004187,gene
1591,FUN_004222,gene
1592,FUN_002505,gene
1593,FUN_004758,gene
1594,FUN_002534,gene
1595,FUN_002885,gene
1596,FUN_002384,gene
1597,FUN_006276,gene
1598,FUN_006692,gene
1599,FUN_008616,gene
1600,FUN_009053,gene
1601,FUN_008881,gene
1602,FUN_009587,gene
1603,FUN_010913,gene
1604,FUN_010923,gene
1605,FUN_011178,gene
1606,FUN_011179,gene
1607,FUN_012594,gene
1608,FUN_012619,gene
1609,FUN_012954,gene
1610,FUN_013584,gene
1611,FUN_014094,gene
1612,FUN_014214,gene
1613,FUN_015854,gene
1614,FUN_015940,gene
1615,FUN_014673,gene
1616,FUN_014763,gene
1617,FUN_016045,gene
1618,FUN_015992,gene
1619,FUN_016408,gene
1620,FUN_016791,gene
1621,FUN_018778,gene
1622,FUN_017951,gene
1623,FUN_018006,gene
1624,FUN_018055,gene
1625,FUN_018075,gene
1626,FUN_018216,gene
1627,FUN_021013,gene
1628,FUN_019554,gene
1629,FUN_022050,gene
1630,FUN_022499,gene
1631,FUN_023024,gene
1632,FUN_022839,gene
1633,FUN_024228,gene
1634,FUN_025656,gene
1635,FUN_025292,gene
1636,FUN_026571,gene
1637,FUN_026627,gene
1638,FUN_026079,gene
1639,FUN_026377,gene
1640,FUN_027788,gene
1641,FUN_027817,gene
1642,FUN_028690,gene
1643,FUN_028794,gene
1644,FUN_030667,gene
1645,FUN_031417,gene
1646,FUN_031449,gene
1647,FUN_033183,gene
1648,FUN_029674,gene
1649,FUN_033672,gene
1650,FUN_033678,gene
1651,FUN_034202,gene
1652,FUN_034294,gene
1653,FUN_036038,gene
1654,FUN_036150,gene
1655,FUN_035079,gene
1656,FUN_035105,gene
1657,FUN_035473,gene
1658,FUN_037485,gene
1659,FUN_037741,gene
1660,FUN_037813,gene
1661,FUN_036882,gene
1662,FUN_037112,gene
1663,FUN_037145,gene
1664,FUN_038797,gene
1665,FUN_038088,gene
1666,FUN_039995,gene
1667,FUN_040039,gene
1668,FUN_040276,gene
1669,FUN_040956,gene
1670,FUN_041499,gene
1671,FUN_042928,gene
1672,FUN_043337,gene
1673,FUN_043338,gene
1674,FUN_002872,gene
1675,FUN_005888,gene
1676,FUN_013794,gene
1677,FUN_014646,gene
1678,FUN_017308,gene
1679,FUN_017738,gene
1680,FUN_019112,gene
1681,FUN_019740,gene
1682,FUN_030640,gene
1683,FUN_029532,gene
1684,FUN_033563,gene
1685,FUN_036244,gene
1686,FUN_024362,gene
1687,FUN_035417,gene
1688,FUN_006456,gene
1689,FUN_010707,gene
1690,FUN_015320,gene
1691,FUN_032116,gene
1692,FUN_032874,gene
1693,FUN_037990,gene
1694,FUN_041598,gene
1695,FUN_034021,gene
1696,FUN_042591,gene
1697,FUN_002026,gene
1698,FUN_018169,gene
1699,FUN_030683,gene
1700,FUN_029474,gene
1701,FUN_031815,gene
1702,FUN_037980,gene
1703,FUN_009122,gene
1704,FUN_017789,gene
1705,FUN_019383,gene
1706,FUN_043171,gene
1707,FUN_000986,gene
1708,FUN_022517,gene
1709,FUN_035716,gene
1710,FUN_035415,gene
1711,FUN_043121,gene
1712,FUN_005028,gene
1713,FUN_008279,gene
1714,FUN_011865,gene
1715,FUN_022511,gene
1716,FUN_023433,gene
1717,FUN_024224,gene
1718,FUN_026100,gene
1719,FUN_028293,gene
1720,FUN_032410,gene
1721,FUN_037471,gene
1722,FUN_038750,gene
1723,FUN_043835,gene
1724,FUN_001878,gene
1725,FUN_016314,gene
1726,FUN_025088,gene
1727,FUN_034871,gene
1728,FUN_037391,gene
1729,FUN_006629,gene
1730,FUN_008372,gene
1731,FUN_008411,gene
1732,FUN_041920,gene
1733,FUN_043408,gene
1734,FUN_013124,gene
1735,FUN_018444,gene
1736,FUN_027930,gene
1737,FUN_033863,gene
1738,FUN_035116,gene
1739,FUN_000184,gene
1740,FUN_035317,gene
1741,FUN_035440,gene
1742,FUN_030872,gene
1743,FUN_016068,gene
1744,FUN_016821,gene
1745,FUN_033585,gene
1746,FUN_001233,gene
1747,FUN_014227,gene
1748,FUN_012173,gene
1749,FUN_016167,gene
1750,FUN_018043,gene
1751,FUN_022581,gene
1752,FUN_022391,gene
1753,FUN_022937,gene
1754,FUN_026040,gene
1755,FUN_026315,gene
1756,FUN_030737,gene
1757,FUN_043836,gene
1758,FUN_005826,gene
1759,FUN_019230,gene
1760,FUN_007701,gene
1761,FUN_010741,gene
1762,FUN_017021,gene
1763,FUN_017885,gene
1764,FUN_033011,gene
1765,FUN_034722,gene
1766,FUN_040391,gene
1767,FUN_023579,gene
1768,FUN_010170,gene
1769,FUN_011318,gene
1770,FUN_023321,gene
1771,FUN_034909,gene
1772,FUN_041885,gene
1773,FUN_028202,gene
1774,FUN_011776,gene
1775,FUN_026224,gene
1776,FUN_032570,gene
1777,FUN_014265,gene
1778,FUN_031451,gene
1779,FUN_009872,gene
1780,FUN_015195,gene
1781,FUN_015203,gene
1782,FUN_028335,gene
1783,FUN_037791,gene
1784,FUN_040185,gene
1785,FUN_000032,gene
1786,FUN_008159,gene
1787,FUN_009913,gene
1788,FUN_011780,gene
1789,FUN_015328,gene
1790,FUN_017186,gene
1791,FUN_017733,gene
1792,FUN_018722,gene
1793,FUN_023087,gene
1794,FUN_023088,gene
1795,FUN_026893,gene
1796,FUN_027876,gene
1797,FUN_028854,gene
1798,FUN_031249,gene
1799,FUN_032154,gene
1800,FUN_032232,gene
1801,FUN_032691,gene
1802,FUN_042799,gene
1803,FUN_042801,gene
1804,FUN_043882,gene
1805,FUN_043896,gene
1806,FUN_043935,gene
1807,FUN_044215,gene
1808,FUN_044219,gene
1809,FUN_044227,gene
1810,FUN_044295,gene
1811,FUN_044303,gene
1812,FUN_001440,gene
1813,FUN_008805,gene
1814,FUN_016529,gene
1815,FUN_019245,gene
1816,FUN_037320,gene
1817,FUN_040132,gene
1818,FUN_005958,gene
1819,FUN_018083,gene
1820,FUN_032331,gene
1821,FUN_001407,gene
1822,FUN_001668,gene
1823,FUN_002087,gene
1824,FUN_002745,gene
1825,FUN_010846,gene
1826,FUN_010632,gene
1827,FUN_036552,gene
1828,FUN_041990,gene
1829,FUN_017256,gene
1830,FUN_019437,gene
1831,FUN_022533,gene
1832,FUN_024070,gene
1833,FUN_035209,gene
1834,FUN_038740,gene
1835,FUN_042379,gene
1836,FUN_003899,gene
1837,FUN_020904,gene
1838,FUN_005821,gene
1839,FUN_012649,gene
1840,FUN_015028,gene
1841,FUN_038633,gene
1842,FUN_001097,gene
1843,FUN_006500,gene
1844,FUN_008007,gene
1845,FUN_013935,gene
1846,FUN_012288,gene
1847,FUN_015710,gene
1848,FUN_015899,gene
1849,FUN_026071,gene
1850,FUN_028935,gene
1851,FUN_031678,gene
1852,FUN_033018,gene
1853,FUN_034394,gene
1854,FUN_038282,gene
1855,FUN_037928,gene
1856,FUN_040142,gene
1857,FUN_041165,gene
1858,FUN_041333,gene
1859,FUN_041568,gene
1860,FUN_043381,gene
1861,lncRNA_1046,lncRNA
1862,lncRNA_11402,lncRNA
1863,lncRNA_12113,lncRNA
1864,lncRNA_12197,lncRNA
1865,lncRNA_206,lncRNA
1866,lncRNA_23602,lncRNA
1867,lncRNA_29576,lncRNA
1868,lncRNA_4601,lncRNA
1869,lncRNA_8473,lncRNA
1870,lncRNA_9216,lncRNA
1871,lncRNA_10629,lncRNA
1872,lncRNA_10734,lncRNA
1873,lncRNA_13183,lncRNA
1874,lncRNA_17522,lncRNA
1875,lncRNA_21501,lncRNA
1876,lncRNA_29005,lncRNA
1877,lncRNA_6974,lncRNA
1878,lncRNA_10893,lncRNA
1879,lncRNA_13381,lncRNA
1880,lncRNA_25171,lncRNA
1881,lncRNA_26023,lncRNA
1882,lncRNA_26031,lncRNA
1883,lncRNA_27443,lncRNA
1884,lncRNA_4988,lncRNA
1885,lncRNA_5906,lncRNA
1886,lncRNA_10909,lncRNA
1887,lncRNA_15924,lncRNA
1888,lncRNA_27344,lncRNA
1889,lncRNA_4207,lncRNA
1890,lncRNA_24451,lncRNA
1891,lncRNA_29680,lncRNA
1892,lncRNA_7339,lncRNA
1893,lncRNA_8239,lncRNA
1894,lncRNA_876,lncRNA
1895,lncRNA_219,lncRNA
1896,lncRNA_24436,lncRNA
1897,lncRNA_25423,lncRNA
1898,lncRNA_4086,lncRNA
1899,lncRNA_17524,lncRNA
1900,lncRNA_1828,lncRNA
1901,lncRNA_1870,lncRNA
1902,lncRNA_24254,lncRNA
1903,lncRNA_30835,lncRNA
1904,lncRNA_6223,lncRNA
1905,lncRNA_12484,lncRNA
1906,lncRNA_20804,lncRNA
1907,lncRNA_21535,lncRNA
1908,lncRNA_2454,lncRNA
1909,lncRNA_31408,lncRNA
1910,lncRNA_7679,lncRNA
1911,lncRNA_9487,lncRNA
1912,lncRNA_1592,lncRNA
1913,lncRNA_18358,lncRNA
1914,lncRNA_13040,lncRNA
1915,lncRNA_1718,lncRNA
1916,lncRNA_17252,lncRNA
1917,lncRNA_18872,lncRNA
1918,lncRNA_20390,lncRNA
1919,lncRNA_21012,lncRNA
1920,lncRNA_21243,lncRNA
1921,lncRNA_2248,lncRNA
1922,lncRNA_23423,lncRNA
1923,lncRNA_23427,lncRNA
1924,lncRNA_249,lncRNA
1925,lncRNA_25283,lncRNA
1926,lncRNA_26019,lncRNA
1927,lncRNA_27205,lncRNA
1928,lncRNA_31327,lncRNA
1929,lncRNA_3974,lncRNA
1930,lncRNA_5961,lncRNA
1931,lncRNA_5962,lncRNA
1932,lncRNA_5970,lncRNA
1933,lncRNA_6155,lncRNA
1934,lncRNA_626,lncRNA
1935,lncRNA_6986,lncRNA
1936,lncRNA_9002,lncRNA
1937,lncRNA_11498,lncRNA
1938,lncRNA_12238,lncRNA
1939,lncRNA_12924,lncRNA
1940,lncRNA_17244,lncRNA
1941,lncRNA_17437,lncRNA
1942,lncRNA_20062,lncRNA
1943,lncRNA_20909,lncRNA
1944,lncRNA_2247,lncRNA
1945,lncRNA_25369,lncRNA
1946,lncRNA_27405,lncRNA
1947,lncRNA_29040,lncRNA
1948,lncRNA_5050,lncRNA
1949,lncRNA_8478,lncRNA
1950,lncRNA_25195,lncRNA
1951,lncRNA_30436,lncRNA
1952,lncRNA_12255,lncRNA
1953,lncRNA_1965,lncRNA
1954,lncRNA_27392,lncRNA
1955,lncRNA_31385,lncRNA
1956,lncRNA_4138,lncRNA
1957,lncRNA_16304,lncRNA
1958,lncRNA_23584,lncRNA
1959,lncRNA_24157,lncRNA
1960,lncRNA_19507,lncRNA
1961,lncRNA_20997,lncRNA
1962,lncRNA_30526,lncRNA
1963,lncRNA_5350,lncRNA
1964,lncRNA_6008,lncRNA
1965,lncRNA_6680,lncRNA
1966,lncRNA_7780,lncRNA
1967,lncRNA_3827,lncRNA
1968,lncRNA_13311,lncRNA
1969,lncRNA_14623,lncRNA
1970,lncRNA_5879,lncRNA
1971,lncRNA_13319,lncRNA
1972,lncRNA_1508,lncRNA
1973,lncRNA_17470,lncRNA
1974,lncRNA_18408,lncRNA
1975,lncRNA_18740,lncRNA
1976,lncRNA_19411,lncRNA
1977,lncRNA_21440,lncRNA
1978,lncRNA_21441,lncRNA
1979,lncRNA_2266,lncRNA
1980,lncRNA_24266,lncRNA
1981,lncRNA_243,lncRNA
1982,lncRNA_5339,lncRNA
1983,lncRNA_7849,lncRNA
1984,lncRNA_15567,lncRNA
1985,lncRNA_21447,lncRNA
1986,lncRNA_2517,lncRNA
1987,lncRNA_2561,lncRNA
1988,lncRNA_26740,lncRNA
1989,lncRNA_6430,lncRNA
1990,lncRNA_7555,lncRNA
1991,lncRNA_11285,lncRNA
1992,lncRNA_13292,lncRNA
1993,lncRNA_18876,lncRNA
1994,lncRNA_23688,lncRNA
1995,lncRNA_29282,lncRNA
1996,lncRNA_463,lncRNA
1997,lncRNA_5318,lncRNA
1998,lncRNA_11636,lncRNA
1999,lncRNA_12347,lncRNA
2000,lncRNA_14567,lncRNA
2001,lncRNA_14602,lncRNA
2002,lncRNA_16686,lncRNA
2003,lncRNA_16687,lncRNA
2004,lncRNA_16710,lncRNA
2005,lncRNA_16711,lncRNA
2006,lncRNA_17525,lncRNA
2007,lncRNA_1860,lncRNA
2008,lncRNA_19987,lncRNA
2009,lncRNA_23684,lncRNA
2010,lncRNA_25297,lncRNA
2011,lncRNA_25377,lncRNA
2012,lncRNA_27521,lncRNA
2013,lncRNA_27864,lncRNA
2014,lncRNA_28135,lncRNA
2015,lncRNA_28137,lncRNA
2016,lncRNA_2987,lncRNA
2017,lncRNA_30315,lncRNA
2018,lncRNA_31043,lncRNA
2019,lncRNA_31079,lncRNA
2020,lncRNA_31112,lncRNA
2021,lncRNA_31148,lncRNA
2022,lncRNA_480,lncRNA
2023,lncRNA_6717,lncRNA
2024,lncRNA_7013,lncRNA
2025,lncRNA_7668,lncRNA
2026,lncRNA_8595,lncRNA
2027,lncRNA_11195,lncRNA
2028,lncRNA_12288,lncRNA
2029,lncRNA_12481,lncRNA
2030,lncRNA_2010,lncRNA
2031,lncRNA_21130,lncRNA
2032,lncRNA_21341,lncRNA
2033,lncRNA_21886,lncRNA
2034,lncRNA_24140,lncRNA
2035,lncRNA_25242,lncRNA
2036,lncRNA_26200,lncRNA
2037,lncRNA_29123,lncRNA
2038,lncRNA_29881,lncRNA
2039,lncRNA_30383,lncRNA
2040,lncRNA_30542,lncRNA
2041,lncRNA_5937,lncRNA
2042,lncRNA_7032,lncRNA
2043,lncRNA_7494,lncRNA
2044,lncRNA_7771,lncRNA
2045,lncRNA_28140,lncRNA
2046,lncRNA_16151,lncRNA
2047,lncRNA_17448,lncRNA
2048,lncRNA_28772,lncRNA
2049,lncRNA_7548,lncRNA
2050,lncRNA_1608,lncRNA
2051,lncRNA_25408,lncRNA
2052,lncRNA_10547,lncRNA
2053,lncRNA_10595,lncRNA
2054,lncRNA_13076,lncRNA
2055,lncRNA_14138,lncRNA
2056,lncRNA_14157,lncRNA
2057,lncRNA_16449,lncRNA
2058,lncRNA_19895,lncRNA
2059,lncRNA_20399,lncRNA
2060,lncRNA_20697,lncRNA
2061,lncRNA_21016,lncRNA
2062,lncRNA_21986,lncRNA
2063,lncRNA_25355,lncRNA
2064,lncRNA_2550,lncRNA
2065,lncRNA_26984,lncRNA
2066,lncRNA_27855,lncRNA
2067,lncRNA_28376,lncRNA
2068,lncRNA_30017,lncRNA
2069,lncRNA_30117,lncRNA
2070,lncRNA_30299,lncRNA
2071,lncRNA_31257,lncRNA
2072,lncRNA_4092,lncRNA
2073,lncRNA_5127,lncRNA
2074,lncRNA_519,lncRNA
2075,lncRNA_5959,lncRNA
2076,lncRNA_6353,lncRNA
2077,lncRNA_8425,lncRNA
2078,lncRNA_9433,lncRNA
2079,lncRNA_11476,lncRNA
2080,lncRNA_19937,lncRNA
2081,lncRNA_27223,lncRNA
2082,lncRNA_27230,lncRNA
2083,lncRNA_30318,lncRNA
2084,lncRNA_350,lncRNA
2085,lncRNA_3959,lncRNA
2086,lncRNA_4265,lncRNA
2087,lncRNA_4954,lncRNA
2088,lncRNA_5002,lncRNA
2089,lncRNA_5120,lncRNA
2090,lncRNA_12480,lncRNA
2091,lncRNA_777,lncRNA
2092,lncRNA_17181,lncRNA
2093,lncRNA_20996,lncRNA
2094,lncRNA_3984,lncRNA
2095,lncRNA_6882,lncRNA
2096,lncRNA_7838,lncRNA
2097,lncRNA_8875,lncRNA
2098,lncRNA_15654,lncRNA
2099,lncRNA_1781,lncRNA
2100,lncRNA_21303,lncRNA
2101,lncRNA_24655,lncRNA
2102,lncRNA_25220,lncRNA
2103,lncRNA_7882,lncRNA
2104,lncRNA_8308,lncRNA
2105,lncRNA_8420,lncRNA
2106,lncRNA_8493,lncRNA
2107,lncRNA_1852,lncRNA
2108,lncRNA_21543,lncRNA
2109,lncRNA_23540,lncRNA
2110,lncRNA_448,lncRNA
2111,lncRNA_5112,lncRNA
2112,lncRNA_10498,lncRNA
2113,lncRNA_1434,lncRNA
