,id,type
2114,lncRNA_16869,lncRNA
2115,lncRNA_23786,lncRNA
2116,lncRNA_27383,lncRNA
2117,lncRNA_12571,lncRNA
2118,lncRNA_13139,lncRNA
2119,lncRNA_13368,lncRNA
2120,lncRNA_14682,lncRNA
2121,lncRNA_16007,lncRNA
2122,lncRNA_16096,lncRNA
2123,lncRNA_17180,lncRNA
2124,lncRNA_18042,lncRNA
2125,lncRNA_1982,lncRNA
2126,lncRNA_20051,lncRNA
2127,lncRNA_20429,lncRNA
2128,lncRNA_20476,lncRNA
2129,lncRNA_22080,lncRNA
2130,lncRNA_22300,lncRNA
2131,lncRNA_22703,lncRNA
2132,lncRNA_23590,lncRNA
2133,lncRNA_24115,lncRNA
2134,lncRNA_24243,lncRNA
2135,lncRNA_24402,lncRNA
2136,lncRNA_24404,lncRNA
2137,lncRNA_24405,lncRNA
2138,lncRNA_25210,lncRNA
2139,lncRNA_26010,lncRNA
2140,lncRNA_28970,lncRNA
2141,lncRNA_30541,lncRNA
2142,lncRNA_30731,lncRNA
2143,lncRNA_4128,lncRNA
2144,lncRNA_7776,lncRNA
2145,lncRNA_7840,lncRNA
2146,lncRNA_7937,lncRNA
2147,lncRNA_8544,lncRNA
