ACR.140	ACR.145	ACR.150	ACR.173	ACR.178
lncRNA_001	0.810255798791255	36.2361831478641	3.80684445449281	9.10805206751367	8.09469921817372
lncRNA_002	0	4.94129770198146	4.75855556811602	7.80690177215458	11.2426378030191
lncRNA_005	16.2051159758251	0	3.80684445449281	0	66.106710281752
lncRNA_006	12.9640927806601	6.58839693597528	12.3722444771016	7.80690177215458	12.5917543393813
lncRNA_007	9.72306958549506	87.2962594016725	0	7.80690177215458	7.64499370605296
lncRNA_008	2.43076739637377	0	4.75855556811602	2.60230059071819	3.5976440969661
lncRNA_012	0	0	0	0	60.7102441363029
lncRNA_016	1.62051159758251	1.64709923399382	0	0	6.29587716969067
lncRNA_017	8.91281378670381	14.8238931059444	19.0342222724641	0	809.919627329493
lncRNA_018	0.810255798791255	0	7.61368890898563	9.10805206751367	6.29587716969067
lncRNA_021	0.810255798791255	0	1.90342222724641	0	2.69823307272457
lncRNA_028	24.3076739637376	9.88259540396293	41.875288999421	7.80690177215458	8.99411024241524
lncRNA_029	1131.92735091138	1569.68556999611	1017.3791804632	1590.00566092882	529.753093278258
lncRNA_030	12.1538369818688	1755.80778343741	229.362378383192	28.6253064979001	114.225200078674
lncRNA_031	68.8717428972567	0	0	46.8414106329275	0
lncRNA_032	37.2717667443977	80.7078624656972	271.237667382613	165.246087510605	40.9232016029894
lncRNA_033	0	0	17.1308000452177	0	0
lncRNA_034	1441.44506604964	2340.52801150522	700.459379626678	2599.69829012747	726.274402075031
lncRNA_035	79.405068281543	21.4122900419197	63.7646446127546	352.611730042315	23.3846866302796
lncRNA_036	136.933229995722	471.070380922233	71.3783335217403	225.099001097124	59.3611275999406
lncRNA_037	4516.36582246246	10907.0911275071	3676.46003192644	4360.15463974833	1428.26470649554
lncRNA_038	170.153717746164	100.473053273623	49.4889779084066	270.639261434692	52.6155449181292
lncRNA_039	0.810255798791255	19.7651908079259	32.3581778631889	1.3011502953591	0.899411024241524
lncRNA_040	983.650539732584	1762.39618037339	642.405001695662	1085.15934632949	419.575242808671
lncRNA_041	244.697251234959	385.421220754554	379.732734335658	1156.72261257424	149.751935536214
lncRNA_042	0.810255798791255	9.88259540396293	19.0342222724641	6.50575147679548	1.34911653636229
lncRNA_045	64.8204639033004	3.29419846798764	0	0	0.449705512120762
lncRNA_046	0	0	31.4064667495657	0	0
lncRNA_048	30.7897203540677	6.58839693597528	30.4547556359425	49.4437112236456	10.7929322908983
lncRNA_049	500.738083652996	622.603510449664	278.851356291599	612.841789114134	200.56865840586
lncRNA_050	73.7332776900042	143.297633357462	117.060466975654	33.8299076793365	73.3019984756842
lncRNA_051	55.0973943178053	0	0	6.50575147679548	1.79882204848305
lncRNA_052	88.3178820682468	312.948854458826	47.5855556811602	0	0.899411024241524
lncRNA_053	1891.13703437879	3030.66259054863	1020.23431380407	1919.19668565467	953.825391208136
lncRNA_054	5162.13969409909	11014.1525777167	3850.62316571948	4461.64436278634	1028.47650622018
lncRNA_055	2527.18783642992	5423.89777754165	1688.33551556756	2574.97643451565	280.616239563356
lncRNA_056	866.163448907852	1358.8568680449	396.863534380876	1056.53403983159	636.783005162999
lncRNA_057	2681.13643820026	5522.72373158128	1754.95529352119	2650.44315164648	728.522929635635
lncRNA_058	34.840999348024	31.2948854458826	25.6962000678265	0	12.5917543393813
lncRNA_059	353.271528272987	378.832823818579	364.505356517687	1272.5249888612	539.646614544915
lncRNA_060	37.2717667443977	59.2955724237776	163.694311543191	180.859891054914	62.0593606726652
lncRNA_064	0	0	0	0	5.39646614544915
lncRNA_073	9.72306958549506	95.5317555716416	14.2756667043481	10.4092023628728	28.7811527757288
lncRNA_074	23.4974181649464	56.0013739557899	8.56540002260883	61.1540638818775	17.5385149727097
lncRNA_075	2324.62388673211	9184.22532874955	1358.09175914031	2062.32321814417	356.616471111764
lncRNA_076	0	4.94129770198146	16.1790889315945	1.3011502953591	40.0237905787478
lncRNA_077	13.7743485794513	0	14.2756667043481	28.6253064979001	0
lncRNA_078	193.65113591111	108.708549443592	1.90342222724641	22.1195550211046	234.746277327038
lncRNA_079	1.62051159758251	0	0	0	3.5976440969661
lncRNA_085	28.3589529576939	0	94.2194002486972	35.1310579746956	51.2664283817669
lncRNA_086	1824.69605887791	5341.54281584196	1097.32291400755	901.697154683854	265.32625215125
lncRNA_089	265.763902003532	105.414350975605	118.9638892029	94.983971561214	136.260770172591
lncRNA_090	35.6512551468152	13.1767938719506	9.51711113623204	10.4092023628728	23.8343921424004
lncRNA_091	4.86153479274753	8.2354961699691	13.3239555907249	27.324156202541	18.4379259969512
lncRNA_092	394.594574011341	39.5303816158517	5.71026668173922	104.092023628728	20.2367480454343
lncRNA_093	35.6512551468152	0	48.5372667947834	14.3126532489501	35.976440969661
lncRNA_094	418.902247975079	836.726410868861	267.43082292812	757.269471898994	296.805637999703
lncRNA_095	9.72306958549506	3.29419846798764	3.80684445449281	1.3011502953591	8.99411024241524
lncRNA_096	35.6512551468152	31.2948854458826	26.6479111814497	48.1425609282866	12.5917543393813
lncRNA_097	140.984508989678	177.886717271333	153.225489293336	294.059966751156	76.8996425726503
lncRNA_098	414.850968981123	764.254044573133	394.960112153629	727.343015105735	422.273475881396
lncRNA_102	73.7332776900042	74.1194655297219	157.984044861452	80.671318312264	102.982562275655
lncRNA_103	107.764021239237	312.948854458826	131.336133680002	75.4667171308276	18.887631509072
lncRNA_104	17.0153717746164	0	19.9859333860873	0	40.0237905787478
lncRNA_105	19.4461391709901	13.1767938719506	59.9578001582618	6.50575147679548	71.9528819393219
lncRNA_106	362.184342059691	387.068319988548	242.686333973917	346.10597856552	263.977135614887
lncRNA_107	42.9435573359365	102.120152507617	309.306111927541	424.174996287065	18.4379259969512
