Orthogroup	Apulchra-genome.pep	Pocillopora_meandrina_HIv1.genes.pep
OG0008300	FUN_000609-T1	Pocillopora_meandrina_HIv1___RNAseq.g1721.t1
OG0008301	FUN_000610-T1	Pocillopora_meandrina_HIv1___RNAseq.g1720.t1
OG0008302	FUN_000612-T1	Pocillopora_meandrina_HIv1___RNAseq.g1719.t1
OG0008303	FUN_000614-T1	Pocillopora_meandrina_HIv1___RNAseq.g1715.t1
OG0008304	FUN_000616-T1	Pocillopora_meandrina_HIv1___RNAseq.g1713.t1
OG0008305	FUN_000617-T3	Pocillopora_meandrina_HIv1___RNAseq.g1710.t1
OG0008306	FUN_000618-T1	Pocillopora_meandrina_HIv1___TS.g4276.t2
OG0008307	FUN_000639-T1	Pocillopora_meandrina_HIv1___RNAseq.g1868.t2
OG0008308	FUN_000641-T1	Pocillopora_meandrina_HIv1___TS.g17921.t4
OG0008309	FUN_000644-T1	Pocillopora_meandrina_HIv1___RNAseq.g1779.t1
OG0008310	FUN_000857-T1	Pocillopora_meandrina_HIv1___RNAseq.g1863.t1
OG0008311	FUN_000859-T2	Pocillopora_meandrina_HIv1___RNAseq.g1862.t1
OG0008312	FUN_000862-T1	Pocillopora_meandrina_HIv1___RNAseq.g1860.t1
OG0008313	FUN_000863-T1	Pocillopora_meandrina_HIv1___RNAseq.g1859.t1
OG0008314	FUN_000876-T1	Pocillopora_meandrina_HIv1___RNAseq.g29425.t1
OG0008315	FUN_000877-T1	Pocillopora_meandrina_HIv1___RNAseq.g29428.t1
OG0008316	FUN_000878-T1	Pocillopora_meandrina_HIv1___RNAseq.g29429.t1
OG0008317	FUN_000879-T1	Pocillopora_meandrina_HIv1___RNAseq.g29430.t1
OG0008318	FUN_000880-T1	Pocillopora_meandrina_HIv1___RNAseq.g29432.t1
OG0008319	FUN_000883-T1	Pocillopora_meandrina_HIv1___RNAseq.g29433.t1
OG0008320	FUN_000889-T1	Pocillopora_meandrina_HIv1___RNAseq.g29438.t1
OG0008321	FUN_000891-T1	Pocillopora_meandrina_HIv1___RNAseq.g29442.t1
OG0008322	FUN_000892-T1	Pocillopora_meandrina_HIv1___RNAseq.g29444.t1
OG0008323	FUN_000894-T1	Pocillopora_meandrina_HIv1___RNAseq.g29445.t1
OG0008324	FUN_000895-T1	Pocillopora_meandrina_HIv1___RNAseq.g29446.t1
OG0008325	FUN_000898-T1	Pocillopora_meandrina_HIv1___RNAseq.g29449.t1
OG0008326	FUN_000899-T1	Pocillopora_meandrina_HIv1___RNAseq.g29450.t1
OG0008327	FUN_000900-T1	Pocillopora_meandrina_HIv1___RNAseq.g29451.t1
OG0008328	FUN_000908-T1	Pocillopora_meandrina_HIv1___RNAseq.g29495.t1
OG0008329	FUN_000909-T1	Pocillopora_meandrina_HIv1___RNAseq.g29494.t1
OG0008330	FUN_000910-T1	Pocillopora_meandrina_HIv1___RNAseq.g29492.t1
OG0008331	FUN_000912-T1	Pocillopora_meandrina_HIv1___RNAseq.g29489.t1
OG0008332	FUN_000913-T1	Pocillopora_meandrina_HIv1___RNAseq.g29488.t1
OG0008333	FUN_000914-T1	Pocillopora_meandrina_HIv1___RNAseq.g29486.t1
OG0008334	FUN_000915-T1	Pocillopora_meandrina_HIv1___RNAseq.g29485.t1
OG0008335	FUN_000916-T1	Pocillopora_meandrina_HIv1___TS.g6672.t1
OG0008336	FUN_000918-T1	Pocillopora_meandrina_HIv1___RNAseq.g29483.t1
OG0008337	FUN_000920-T1	Pocillopora_meandrina_HIv1___TS.g6665.t2
OG0008338	FUN_000922-T1	Pocillopora_meandrina_HIv1___RNAseq.g29474.t1
OG0008339	FUN_000924-T1	Pocillopora_meandrina_HIv1___RNAseq.g29471.t1
OG0008340	FUN_000925-T1	Pocillopora_meandrina_HIv1___RNAseq.g29469.t1
OG0008341	FUN_000926-T1	Pocillopora_meandrina_HIv1___RNAseq.g29467.t1
OG0008342	FUN_000927-T1	Pocillopora_meandrina_HIv1___RNAseq.g29466.t1
OG0008343	FUN_000928-T1	Pocillopora_meandrina_HIv1___RNAseq.g29465.t1
OG0008344	FUN_000929-T1	Pocillopora_meandrina_HIv1___RNAseq.g29464.t1
OG0008345	FUN_000931-T1	Pocillopora_meandrina_HIv1___RNAseq.g29462.t1
OG0008346	FUN_000932-T1	Pocillopora_meandrina_HIv1___RNAseq.g29460.t1
OG0008347	FUN_000934-T1	Pocillopora_meandrina_HIv1___RNAseq.g29458.t1
OG0008348	FUN_000935-T1	Pocillopora_meandrina_HIv1___RNAseq.g29457.t1
OG0008350	FUN_000944-T1	Pocillopora_meandrina_HIv1___RNAseq.g29500.t1
OG0008351	FUN_000945-T1	Pocillopora_meandrina_HIv1___RNAseq.g29501.t1
OG0008352	FUN_000953-T1	Pocillopora_meandrina_HIv1___RNAseq.g29503.t1
OG0008353	FUN_000957-T1	Pocillopora_meandrina_HIv1___RNAseq.g29507.t1
OG0008354	FUN_000959-T1	Pocillopora_meandrina_HIv1___RNAseq.g2549.t1
OG0008355	FUN_000960-T1	Pocillopora_meandrina_HIv1___RNAseq.13437_t
OG0008356	FUN_000961-T1	Pocillopora_meandrina_HIv1___TS.g5059.t2
OG0008357	FUN_000962-T1	Pocillopora_meandrina_HIv1___TS.g5027.t1
OG0008358	FUN_000964-T1	Pocillopora_meandrina_HIv1___RNAseq.g23915.t1
OG0008359	FUN_000967-T1	Pocillopora_meandrina_HIv1___TS.g6347.t1
OG0008360	FUN_000972-T1	Pocillopora_meandrina_HIv1___RNAseq.g29135.t2
OG0008361	FUN_000973-T1	Pocillopora_meandrina_HIv1___RNAseq.g29134.t1
OG0008362	FUN_000980-T1	Pocillopora_meandrina_HIv1___RNAseq.g29142.t1
OG0008363	FUN_000988-T1	Pocillopora_meandrina_HIv1___RNAseq.g29209.t1
OG0008364	FUN_000992-T1	Pocillopora_meandrina_HIv1___RNAseq.g29194.t1
OG0008365	FUN_000994-T1	Pocillopora_meandrina_HIv1___RNAseq.g29192.t1
OG0008366	FUN_000995-T1	Pocillopora_meandrina_HIv1___RNAseq.g29191.t1
OG0008367	FUN_000996-T1	Pocillopora_meandrina_HIv1___RNAseq.g29189.t1
OG0008369	FUN_001004-T1	Pocillopora_meandrina_HIv1___RNAseq.g29176.t1
OG0008370	FUN_001005-T1	Pocillopora_meandrina_HIv1___TS.g6390.t1
OG0008371	FUN_001007-T1	Pocillopora_meandrina_HIv1___RNAseq.g29172.t1
OG0008372	FUN_001010-T1	Pocillopora_meandrina_HIv1___RNAseq.g29165.t1
OG0008373	FUN_001011-T1	Pocillopora_meandrina_HIv1___RNAseq.g29164.t1
OG0008374	FUN_001012-T1	Pocillopora_meandrina_HIv1___TS.g6378.t1
OG0008375	FUN_001013-T1	Pocillopora_meandrina_HIv1___RNAseq.g29162.t1
OG0008376	FUN_001014-T1	Pocillopora_meandrina_HIv1___RNAseq.g29161.t1
OG0008377	FUN_001018-T1	Pocillopora_meandrina_HIv1___RNAseq.g29549.t1
OG0008378	FUN_001019-T1	Pocillopora_meandrina_HIv1___RNAseq.g29550.t1
OG0008379	FUN_001020-T1	Pocillopora_meandrina_HIv1___RNAseq.g29551.t1
OG0008380	FUN_001021-T1	Pocillopora_meandrina_HIv1___RNAseq.g29605.t1
OG0008381	FUN_001026-T1, FUN_001026-T2	Pocillopora_meandrina_HIv1___RNAseq.g29609.t1
OG0008382	FUN_001028-T1	Pocillopora_meandrina_HIv1___RNAseq.g29614.t1
OG0008383	FUN_001031-T1	Pocillopora_meandrina_HIv1___RNAseq.g29618.t2
OG0008384	FUN_001032-T1	Pocillopora_meandrina_HIv1___RNAseq.g29619.t1
OG0008385	FUN_001034-T1	Pocillopora_meandrina_HIv1___RNAseq.g29623.t1
OG0008386	FUN_001035-T1	Pocillopora_meandrina_HIv1___RNAseq.g29642.t1
OG0008387	FUN_001036-T1	Pocillopora_meandrina_HIv1___TS.g6813.t2
OG0008388	FUN_001037-T1, FUN_001037-T2	Pocillopora_meandrina_HIv1___RNAseq.g29638.t1
OG0008389	FUN_001041-T1	Pocillopora_meandrina_HIv1___TS.g6804.t1
OG0008391	FUN_001047-T1	Pocillopora_meandrina_HIv1___RNAseq.g4933.t1
OG0008392	FUN_001048-T1	Pocillopora_meandrina_HIv1___TS.g6801.t1
OG0008393	FUN_001049-T1	Pocillopora_meandrina_HIv1___RNAseq.g29627.t1
OG0008394	FUN_001052-T1	Pocillopora_meandrina_HIv1___RNAseq.g29624.t1
OG0008395	FUN_001053-T1	Pocillopora_meandrina_HIv1___RNAseq.g29644.t1
OG0008396	FUN_001054-T1	Pocillopora_meandrina_HIv1___RNAseq.g29645.t1
OG0008397	FUN_001059-T1	Pocillopora_meandrina_HIv1___RNAseq.g29647.t1
OG0008398	FUN_001062-T1	Pocillopora_meandrina_HIv1___RNAseq.g29651.t1
OG0008399	FUN_001063-T1	Pocillopora_meandrina_HIv1___RNAseq.g29652.t1
OG0008400	FUN_001064-T1	Pocillopora_meandrina_HIv1___RNAseq.g29653.t1
OG0008401	FUN_001065-T2, FUN_001065-T1	Pocillopora_meandrina_HIv1___TS.g6827.t1
OG0008402	FUN_001068-T1	Pocillopora_meandrina_HIv1___RNAseq.g29658.t1
OG0008403	FUN_001072-T1	Pocillopora_meandrina_HIv1___TS.g6834.t1
OG0008404	FUN_001075-T1	Pocillopora_meandrina_HIv1___RNAseq.g29662.t2
OG0008405	FUN_001076-T1	Pocillopora_meandrina_HIv1___RNAseq.g2716.t1
OG0008406	FUN_001077-T1	Pocillopora_meandrina_HIv1___TS.g5224.t1
OG0008407	FUN_001078-T1	Pocillopora_meandrina_HIv1___TS.g5223.t1a
OG0008408	FUN_001081-T1	Pocillopora_meandrina_HIv1___RNAseq.g2712.t1
OG0008409	FUN_001082-T1	Pocillopora_meandrina_HIv1___RNAseq.g2711.t1
OG0008410	FUN_001085-T1	Pocillopora_meandrina_HIv1___RNAseq.g29389.t1
OG0008411	FUN_001087-T1	Pocillopora_meandrina_HIv1___RNAseq.g29386.t1
OG0008412	FUN_001088-T1	Pocillopora_meandrina_HIv1___RNAseq.g29383.t1
OG0008413	FUN_001089-T1	Pocillopora_meandrina_HIv1___RNAseq.g29382.t1
OG0008414	FUN_001098-T1	Pocillopora_meandrina_HIv1___RNAseq.g29379.t1a
OG0008415	FUN_001099-T1	Pocillopora_meandrina_HIv1___RNAseq.g29378.t1
OG0008416	FUN_001101-T1	Pocillopora_meandrina_HIv1___RNAseq.g29377.t1
OG0008417	FUN_001103-T1	Pocillopora_meandrina_HIv1___RNAseq.g29375.t1
OG0008418	FUN_001107-T1	Pocillopora_meandrina_HIv1___RNAseq.g29366.t1
OG0008419	FUN_001108-T1	Pocillopora_meandrina_HIv1___TS.g6556.t1
OG0008420	FUN_001110-T1	Pocillopora_meandrina_HIv1___RNAseq.g29363.t1
OG0008421	FUN_001111-T1	Pocillopora_meandrina_HIv1___RNAseq.g29362.t1
OG0008422	FUN_001112-T1, FUN_001112-T2	Pocillopora_meandrina_HIv1___RNAseq.g29361.t1
OG0008423	FUN_001113-T1	Pocillopora_meandrina_HIv1___RNAseq.g29360.t1
OG0008424	FUN_001114-T1	Pocillopora_meandrina_HIv1___RNAseq.g29359.t2
OG0008425	FUN_001115-T1	Pocillopora_meandrina_HIv1___RNAseq.g29357.t1
OG0008426	FUN_001118-T1	Pocillopora_meandrina_HIv1___RNAseq.g22341.t1
OG0008427	FUN_001122-T1	Pocillopora_meandrina_HIv1___TS.g6543.t1
OG0008428	FUN_001135-T1	Pocillopora_meandrina_HIv1___RNAseq.g29341.t1
OG0008429	FUN_001136-T1	Pocillopora_meandrina_HIv1___RNAseq.g29340.t1
OG0008430	FUN_001137-T1	Pocillopora_meandrina_HIv1___RNAseq.g29339.t1
OG0008431	FUN_001141-T1	Pocillopora_meandrina_HIv1___RNAseq.g29333.t1
OG0008432	FUN_001142-T1	Pocillopora_meandrina_HIv1___RNAseq.g29332.t1
OG0008434	FUN_001144-T1	Pocillopora_meandrina_HIv1___RNAseq.g29331.t1
OG0008435	FUN_001145-T1	Pocillopora_meandrina_HIv1___RNAseq.g29330.t1
OG0008436	FUN_001146-T1	Pocillopora_meandrina_HIv1___RNAseq.g29329.t1
OG0008437	FUN_001148-T1	Pocillopora_meandrina_HIv1___RNAseq.g29326.t1
OG0008438	FUN_001150-T1	Pocillopora_meandrina_HIv1___RNAseq.g29325.t1
OG0008439	FUN_001151-T1	Pocillopora_meandrina_HIv1___RNAseq.g29324.t1
OG0008440	FUN_001152-T1	Pocillopora_meandrina_HIv1___RNAseq.g29323.t1
OG0008441	FUN_001153-T1	Pocillopora_meandrina_HIv1___RNAseq.g29322.t2
OG0008442	FUN_001154-T1	Pocillopora_meandrina_HIv1___RNAseq.g29321.t1
OG0008443	FUN_001155-T1	Pocillopora_meandrina_HIv1___RNAseq.g29319.t1
OG0008444	FUN_001156-T1	Pocillopora_meandrina_HIv1___RNAseq.g29318.t1
OG0008445	FUN_001157-T1	Pocillopora_meandrina_HIv1___RNAseq.g29317.t1
OG0008446	FUN_001158-T1	Pocillopora_meandrina_HIv1___RNAseq.g29220.t1
OG0008447	FUN_001160-T1	Pocillopora_meandrina_HIv1___RNAseq.g29219.t1
OG0008448	FUN_001162-T2, FUN_001162-T1	Pocillopora_meandrina_HIv1___RNAseq.g29218.t1
OG0008449	FUN_001163-T1	Pocillopora_meandrina_HIv1___RNAseq.g29217.t1
OG0008450	FUN_001165-T1	Pocillopora_meandrina_HIv1___RNAseq.g29215.t1
OG0008451	FUN_001166-T1	Pocillopora_meandrina_HIv1___RNAseq.g29155.t1
OG0008452	FUN_001167-T1	Pocillopora_meandrina_HIv1___RNAseq.g29154.t1
OG0008453	FUN_001168-T1	Pocillopora_meandrina_HIv1___RNAseq.g29153.t1
OG0008454	FUN_001171-T1	Pocillopora_meandrina_HIv1___RNAseq.g29143.t1
OG0008455	FUN_001172-T1	Pocillopora_meandrina_HIv1___RNAseq.g29144.t1
OG0008456	FUN_001173-T1	Pocillopora_meandrina_HIv1___RNAseq.g29145.t1
OG0008457	FUN_001174-T1	Pocillopora_meandrina_HIv1___RNAseq.g29214.t1
OG0008458	FUN_001175-T1	Pocillopora_meandrina_HIv1___RNAseq.g29156.t1
OG0008459	FUN_001176-T1	Pocillopora_meandrina_HIv1___TS.g6373.t1
OG0008460	FUN_001178-T1	Pocillopora_meandrina_HIv1___RNAseq.g29546.t1
OG0008461	FUN_001181-T1	Pocillopora_meandrina_HIv1___RNAseq.g29543.t1
OG0008462	FUN_001184-T1	Pocillopora_meandrina_HIv1___RNAseq.g29541.t1
OG0008463	FUN_001190-T1	Pocillopora_meandrina_HIv1___TS.g6722.t2
OG0008464	FUN_001192-T1	Pocillopora_meandrina_HIv1___RNAseq.g29528.t2
OG0008465	FUN_001193-T1	Pocillopora_meandrina_HIv1___RNAseq.g29527.t1
OG0008466	FUN_001194-T1	Pocillopora_meandrina_HIv1___RNAseq.g29526.t1
OG0008467	FUN_001195-T1	Pocillopora_meandrina_HIv1___RNAseq.g29525.t1
OG0008468	FUN_001196-T1	Pocillopora_meandrina_HIv1___TS.g6709.t1
OG0008469	FUN_001197-T1	Pocillopora_meandrina_HIv1___RNAseq.g29523.t1
OG0008470	FUN_001198-T1	Pocillopora_meandrina_HIv1___RNAseq.g29522.t1
OG0008471	FUN_001200-T1	Pocillopora_meandrina_HIv1___RNAseq.g29521.t1
OG0008472	FUN_001204-T1	Pocillopora_meandrina_HIv1___RNAseq.g29520.t1
OG0008473	FUN_001206-T1	Pocillopora_meandrina_HIv1___RNAseq.g29519.t1
OG0008474	FUN_001207-T1	Pocillopora_meandrina_HIv1___RNAseq.g29518.t1
OG0008475	FUN_001208-T1	Pocillopora_meandrina_HIv1___RNAseq.g29517.t1
OG0008476	FUN_001209-T1	Pocillopora_meandrina_HIv1___RNAseq.g29516.t1
OG0008477	FUN_001210-T1	Pocillopora_meandrina_HIv1___RNAseq.g29515.t1
OG0008478	FUN_001211-T1	Pocillopora_meandrina_HIv1___RNAseq.g29514.t2c
OG0008479	FUN_001212-T1	Pocillopora_meandrina_HIv1___RNAseq.g29513.t1
OG0008480	FUN_001213-T1	Pocillopora_meandrina_HIv1___RNAseq.g29512.t1
OG0008481	FUN_001214-T1	Pocillopora_meandrina_HIv1___RNAseq.g29511.t1
OG0008482	FUN_001215-T1	Pocillopora_meandrina_HIv1___RNAseq.g29508.t1
OG0008483	FUN_001216-T1	Pocillopora_meandrina_HIv1___RNAseq.g2550.t1
OG0008484	FUN_001217-T1	Pocillopora_meandrina_HIv1___RNAseq.g2551.t1
OG0008485	FUN_001218-T1	Pocillopora_meandrina_HIv1___RNAseq.g2553.t1
OG0008486	FUN_001219-T1	Pocillopora_meandrina_HIv1___RNAseq.g2554.t1
OG0008487	FUN_001222-T1	Pocillopora_meandrina_HIv1___TS.g6449.t1
OG0008488	FUN_001224-T1	Pocillopora_meandrina_HIv1___TS.g6450.t1
OG0008489	FUN_001225-T1	Pocillopora_meandrina_HIv1___RNAseq.g29243.t1
OG0008490	FUN_001227-T1	Pocillopora_meandrina_HIv1___RNAseq.g29244.t2
OG0008491	FUN_001233-T1	Pocillopora_meandrina_HIv1___RNAseq.g29020.t1
OG0008492	FUN_001235-T1	Pocillopora_meandrina_HIv1___TS.g5021.t3
OG0008493	FUN_001238-T1	Pocillopora_meandrina_HIv1___RNAseq.g2515.t2
OG0008494	FUN_001240-T1	Pocillopora_meandrina_HIv1___RNAseq.g2312.t1
OG0008495	FUN_001241-T1	Pocillopora_meandrina_HIv1___TS.g4819.t1
OG0008496	FUN_001249-T1	Pocillopora_meandrina_HIv1___RNAseq.g2306.t1
OG0008497	FUN_001252-T1	Pocillopora_meandrina_HIv1___RNAseq.g2310.t1a
OG0008498	FUN_001255-T1	Pocillopora_meandrina_HIv1___RNAseq.g2172.t1
OG0008499	FUN_001256-T1	Pocillopora_meandrina_HIv1___RNAseq.g2171.t1
OG0008500	FUN_001264-T1	Pocillopora_meandrina_HIv1___RNAseq.g2179.t1
OG0008501	FUN_001267-T1	Pocillopora_meandrina_HIv1___RNAseq.13067_t
OG0008502	FUN_001268-T1	Pocillopora_meandrina_HIv1___RNAseq.g2181.t1
OG0008504	FUN_001270-T1	Pocillopora_meandrina_HIv1___RNAseq.g2183.t1
OG0008505	FUN_001271-T1	Pocillopora_meandrina_HIv1___RNAseq.g2184.t1
OG0008506	FUN_001272-T1	Pocillopora_meandrina_HIv1___RNAseq.g2185.t1
OG0008508	FUN_001289-T1	Pocillopora_meandrina_HIv1___TS.g4708.t1a
OG0008509	FUN_001290-T1	Pocillopora_meandrina_HIv1___TS.g4708.t1b
OG0008510	FUN_001292-T1	Pocillopora_meandrina_HIv1___RNAseq.g2226.t1
OG0008511	FUN_001294-T1	Pocillopora_meandrina_HIv1___RNAseq.g2227.t1
OG0008512	FUN_001295-T1	Pocillopora_meandrina_HIv1___RNAseq.g2228.t1
OG0008513	FUN_001296-T1	Pocillopora_meandrina_HIv1___RNAseq.g2229.t1
OG0008514	FUN_001298-T1	Pocillopora_meandrina_HIv1___RNAseq.g2230.t1
OG0008515	FUN_001299-T1	Pocillopora_meandrina_HIv1___RNAseq.g2232.t1
OG0008516	FUN_001300-T1	Pocillopora_meandrina_HIv1___RNAseq.g2233.t1
OG0008517	FUN_001307-T1	Pocillopora_meandrina_HIv1___RNAseq.g2244.t1
OG0008518	FUN_001308-T1	Pocillopora_meandrina_HIv1___RNAseq.g2247.t1
OG0008519	FUN_001309-T1	Pocillopora_meandrina_HIv1___RNAseq.g2248.t1
OG0008520	FUN_001310-T1	Pocillopora_meandrina_HIv1___RNAseq.g2249.t1
OG0008521	FUN_001312-T1	Pocillopora_meandrina_HIv1___RNAseq.g2250.t1
OG0008522	FUN_001316-T1	Pocillopora_meandrina_HIv1___RNAseq.g2261.t1
OG0008523	FUN_001317-T1	Pocillopora_meandrina_HIv1___TS.g4770.t2
OG0008524	FUN_001320-T1	Pocillopora_meandrina_HIv1___RNAseq.g5443.t1
OG0008525	FUN_001324-T1	Pocillopora_meandrina_HIv1___RNAseq.g2267.t1
OG0008526	FUN_001325-T1	Pocillopora_meandrina_HIv1___RNAseq.g2268.t1
OG0008527	FUN_001328-T1	Pocillopora_meandrina_HIv1___RNAseq.g2270.t1b
OG0008528	FUN_001330-T1	Pocillopora_meandrina_HIv1___TS.g21139.t2a
OG0008529	FUN_001331-T1	Pocillopora_meandrina_HIv1___RNAseq.g2277.t1
OG0008530	FUN_001334-T1	Pocillopora_meandrina_HIv1___RNAseq.g2284.t1
OG0008531	FUN_001335-T1	Pocillopora_meandrina_HIv1___RNAseq.g2285.t1
OG0008532	FUN_001336-T1	Pocillopora_meandrina_HIv1___RNAseq.g2286.t1
OG0008533	FUN_001337-T1	Pocillopora_meandrina_HIv1___RNAseq.g2287.t1
OG0008534	FUN_001341-T1	Pocillopora_meandrina_HIv1___RNAseq.g2290.t1
OG0008535	FUN_001343-T1	Pocillopora_meandrina_HIv1___RNAseq.g2294.t1
OG0008536	FUN_001344-T1	Pocillopora_meandrina_HIv1___TS.g4804.t1
OG0008537	FUN_001345-T1	Pocillopora_meandrina_HIv1___RNAseq.g1880.t1
OG0008538	FUN_001347-T1	Pocillopora_meandrina_HIv1___RNAseq.g1879.t1
OG0008539	FUN_001348-T1	Pocillopora_meandrina_HIv1___RNAseq.g1877.t1
OG0008540	FUN_001349-T1	Pocillopora_meandrina_HIv1___RNAseq.g1876.t1
OG0008541	FUN_001351-T1	Pocillopora_meandrina_HIv1___RNAseq.g1874.t1
OG0008542	FUN_001354-T1	Pocillopora_meandrina_HIv1___RNAseq.g1872.t2
OG0008543	FUN_001355-T1	Pocillopora_meandrina_HIv1___TS.g4661.t1a
OG0008544	FUN_001356-T1	Pocillopora_meandrina_HIv1___RNAseq.g2154.t1
OG0008546	FUN_001364-T1	Pocillopora_meandrina_HIv1___RNAseq.g2147.t1
OG0008547	FUN_001365-T1	Pocillopora_meandrina_HIv1___RNAseq.g2146.t1
OG0008548	FUN_001367-T1	Pocillopora_meandrina_HIv1___RNAseq.g2144.t1
OG0008549	FUN_001368-T1	Pocillopora_meandrina_HIv1___RNAseq.g2143.t1
OG0008550	FUN_001369-T1	Pocillopora_meandrina_HIv1___RNAseq.g2141.t1
OG0008551	FUN_001372-T1	Pocillopora_meandrina_HIv1___RNAseq.g2138.t1
OG0008552	FUN_001384-T1	Pocillopora_meandrina_HIv1___TS.g4636.t2
OG0008553	FUN_001385-T1	Pocillopora_meandrina_HIv1___RNAseq.g2129.t1
OG0008554	FUN_001388-T1	Pocillopora_meandrina_HIv1___RNAseq.g2127.t1
OG0008555	FUN_001389-T1	Pocillopora_meandrina_HIv1___RNAseq.g2126.t1
OG0008556	FUN_001390-T1	Pocillopora_meandrina_HIv1___RNAseq.g2125.t1
OG0008557	FUN_001392-T1	Pocillopora_meandrina_HIv1___RNAseq.g2123.t1
OG0008558	FUN_001393-T1	Pocillopora_meandrina_HIv1___RNAseq.g2122.t1
OG0008559	FUN_001394-T1	Pocillopora_meandrina_HIv1___RNAseq.g2121.t1
OG0008560	FUN_001395-T1	Pocillopora_meandrina_HIv1___RNAseq.g2119.t1
OG0008561	FUN_001397-T1	Pocillopora_meandrina_HIv1___RNAseq.g2114.t1
OG0008562	FUN_001401-T1	Pocillopora_meandrina_HIv1___RNAseq.g2113.t1
OG0008563	FUN_001402-T1	Pocillopora_meandrina_HIv1___TS.g4618.t1
OG0008564	FUN_001403-T1	Pocillopora_meandrina_HIv1___RNAseq.g2111.t1
OG0008565	FUN_001404-T1	Pocillopora_meandrina_HIv1___RNAseq.g2109.t1
OG0008566	FUN_001405-T1	Pocillopora_meandrina_HIv1___RNAseq.g2108.t1
OG0008567	FUN_001406-T1	Pocillopora_meandrina_HIv1___RNAseq.g2107.t1
OG0008568	FUN_001407-T1	Pocillopora_meandrina_HIv1___RNAseq.g2106.t1
OG0008569	FUN_001411-T1	Pocillopora_meandrina_HIv1___RNAseq.g2103.t1
OG0008570	FUN_001412-T1	Pocillopora_meandrina_HIv1___RNAseq.g2102.t1
OG0008571	FUN_001414-T1	Pocillopora_meandrina_HIv1___RNAseq.g2100.t1
OG0008572	FUN_001415-T1	Pocillopora_meandrina_HIv1___RNAseq.g2099.t2
OG0008573	FUN_001416-T1	Pocillopora_meandrina_HIv1___RNAseq.g2098.t1
OG0008574	FUN_001417-T1	Pocillopora_meandrina_HIv1___RNAseq.g2096.t1
OG0008575	FUN_001418-T1	Pocillopora_meandrina_HIv1___RNAseq.g2097.t1
OG0008576	FUN_001421-T1	Pocillopora_meandrina_HIv1___RNAseq.g2095.t1
OG0008577	FUN_001422-T3	Pocillopora_meandrina_HIv1___RNAseq.g2170.t1
OG0008578	FUN_001423-T1	Pocillopora_meandrina_HIv1___RNAseq.g2174.t1
OG0008579	FUN_001424-T1	Pocillopora_meandrina_HIv1___TS.g4679.t3
OG0008580	FUN_001431-T1	Pocillopora_meandrina_HIv1___RNAseq.g28368.t1, Pocillopora_meandrina_HIv1___TS.g4342.t1
OG0008583	FUN_001448-T1	Pocillopora_meandrina_HIv1___RNAseq.g1951.t1
OG0008584	FUN_001450-T1	Pocillopora_meandrina_HIv1___RNAseq.g1956.t1
OG0008585	FUN_001452-T1	Pocillopora_meandrina_HIv1___RNAseq.g1955.t1
OG0008586	FUN_001453-T1	Pocillopora_meandrina_HIv1___RNAseq.g1954.t1
OG0008587	FUN_001454-T1	Pocillopora_meandrina_HIv1___RNAseq.g27059.t1
OG0008588	FUN_001455-T1	Pocillopora_meandrina_HIv1___RNAseq.g1953.t1
OG0008589	FUN_001456-T1	Pocillopora_meandrina_HIv1___RNAseq.g1958.t1
OG0008590	FUN_001461-T1	Pocillopora_meandrina_HIv1___TS.g4468.t1
OG0008591	FUN_001462-T1	Pocillopora_meandrina_HIv1___RNAseq.g1962.t1
OG0008592	FUN_001463-T1	Pocillopora_meandrina_HIv1___RNAseq.g1963.t1
OG0008593	FUN_001464-T1	Pocillopora_meandrina_HIv1___RNAseq.g1964.t1
OG0008594	FUN_001465-T1	Pocillopora_meandrina_HIv1___RNAseq.g1965.t1
OG0008595	FUN_001466-T1	Pocillopora_meandrina_HIv1___RNAseq.g1967.t1
OG0008596	FUN_001467-T3	Pocillopora_meandrina_HIv1___RNAseq.g1968.t1
OG0008597	FUN_001471-T1	Pocillopora_meandrina_HIv1___RNAseq.g22905.t1
OG0008598	FUN_001473-T1	Pocillopora_meandrina_HIv1___TS.g4480.t1
OG0008599	FUN_001474-T1	Pocillopora_meandrina_HIv1___RNAseq.g1973.t1
OG0008600	FUN_001476-T1	Pocillopora_meandrina_HIv1___RNAseq.g1913.t1
OG0008601	FUN_001477-T1	Pocillopora_meandrina_HIv1___RNAseq.g1914.t1
OG0008602	FUN_001479-T1	Pocillopora_meandrina_HIv1___RNAseq.g1915.t1
OG0008603	FUN_001480-T1	Pocillopora_meandrina_HIv1___RNAseq.g1916.t1
OG0008604	FUN_001481-T1	Pocillopora_meandrina_HIv1___TS.g4427.t1
OG0008605	FUN_001482-T1	Pocillopora_meandrina_HIv1___TS.g4428.t1
OG0008606	FUN_001483-T1	Pocillopora_meandrina_HIv1___RNAseq.g1919.t1
OG0008607	FUN_001484-T1	Pocillopora_meandrina_HIv1___RNAseq.g1910.t1
OG0008608	FUN_001493-T1	Pocillopora_meandrina_HIv1___RNAseq.g1906.t1
OG0008609	FUN_001504-T1	Pocillopora_meandrina_HIv1___RNAseq.g1890.t1
OG0008610	FUN_001505-T1	Pocillopora_meandrina_HIv1___RNAseq.g1889.t1
OG0008611	FUN_001507-T1	Pocillopora_meandrina_HIv1___TS.g4396.t1a
OG0008612	FUN_001508-T1	Pocillopora_meandrina_HIv1___TS.g4395.t1
