sample140	sample145	sample150	sample173	sample178
XM_044324224.1	7.46562538308464	10.6471964300875	10.5164777939091	10.2187876324589	9.11420709057671
XM_044307213.1	11.2826846730411	10.6342680234831	8.57026577997985	9.86264027040453	8.7841864049445
XM_044325234.1	9.86405011632445	9.62681997621557	9.13363201990271	6.2971018992139	6.2971018992139
XM_044324657.1	8.22074951298807	7.82396957697762	9.92343822468429	8.78737177522729	10.2511667579276
XM_029349234.2	8.53396166112006	6.2971018992139	7.82080497714102	6.2971018992139	6.2971018992139
XR_006395972.1	6.2971018992139	8.59703126428714	8.85540600330345	8.52157846192821	9.06866675147441
XR_006397934.1	7.09053130795742	9.70552694455801	8.662340723766	10.1508991963596	9.12313816032955
XM_044307116.1	6.2971018992139	6.46747090534689	8.72510340850693	8.99134365052728	7.13051793038906
XM_029335948.2	8.29857554836418	8.18978369171521	9.06181145319335	8.89455623661275	6.2971018992139
XM_044308194.1	9.00190815472014	6.46747090534689	9.57418431457307	8.25291595237149	9.76658196984066
XM_044323024.1	9.61379922727491	6.2971018992139	6.9938662401057	6.82696396324214	6.2971018992139
XM_029329437.2	10.1208552879771	10.6212221343352	8.80299859606582	11.0474346605533	8.56826267729227
XM_029328616.2	6.2971018992139	8.35406050225587	6.2971018992139	6.2971018992139	9.19470574575554
XM_044307378.1	10.9572841968082	7.65242554418018	12.7516998181024	11.6542831266754	9.16263132624748
XM_044307690.1	11.0598862483956	11.0085557991145	8.14847858614464	11.1640071053131	8.20359342132077
XM_044328747.1	12.4616228717192	11.8428145184543	10.8977811290043	13.7084918431115	13.682775200285
XM_029337984.2	7.423341328387	7.43596996948775	8.99381743113834	10.4482724135768	9.33342680814597
XM_029346916.2	9.30195115804972	12.7058530839654	8.99381743113834	10.0627510686227	12.2206372183765
XM_029341928.2	9.01124794379179	7.99363754037283	6.2971018992139	6.2971018992139	6.2971018992139
XM_044324619.1	6.2971018992139	8.02079936789851	6.2971018992139	6.2971018992139	8.66509248179989
XM_044310075.1	9.3151015375036	6.53790047222735	7.20330160614375	6.51442946055221	6.55549992842325
XM_044308234.1	8.4270028568133	9.59820464062617	9.55618300723843	8.33616556885252	6.2971018992139
XM_044328570.1	7.22054542379049	6.2971018992139	8.89342861489583	8.4766888803641	9.0191771817885
XM_044308333.1	6.2971018992139	6.2971018992139	6.2971018992139	9.37839595910443	6.95934531852249
XM_044327150.1	7.58984644067127	6.2971018992139	8.37657668543149	8.19262435432214	9.27679295642674
XM_044312921.1	12.3976219511061	10.6910705559038	10.5400332295674	11.995922655808	8.65258104449052
XM_029334470.2	6.50437772945545	8.35406050225587	6.2971018992139	6.2971018992139	8.40065543453475
XM_044307652.1	8.40524861054057	8.06042451804204	6.2971018992139	6.2971018992139	6.2971018992139
XM_029344675.2	9.41608417765754	12.2406517293794	11.4985961266425	12.3082249200765	11.2103767261565
XM_044325727.1	8.66629410738342	7.9445588391794	10.7874127418311	10.7502649981115	11.1262556959915
XM_029350179.2	9.72569688432364	6.2971018992139	10.4572147447557	9.7188820063802	8.83453425136742
XM_044317361.1	9.51029214858154	10.5594244497771	6.48500226249626	10.2721265648575	6.50817682111623
XM_044307631.1	6.9633928692607	11.1074773494623	9.16134967186505	8.49932556459214	9.83125898771921
XM_029328869.2	6.2971018992139	8.43374681849957	9.29221649724618	6.2971018992139	9.16046648690714
XM_029329101.2	6.2971018992139	7.61458639159027	8.85968348314829	6.2971018992139	8.26005196917991
XR_006396389.1	7.23136564130622	11.2787249179543	6.9938662401057	6.60416027494879	9.34106156479646
XM_044323861.1	6.2971018992139	6.2971018992139	7.16586959759719	9.00939618565975	7.21448113277878
XM_029354066.2	10.1134255458277	10.3538177930337	6.2971018992139	10.0271526317461	9.95116858196266
XM_044325711.1	8.16899218772835	6.2971018992139	6.2971018992139	6.2971018992139	8.67748803773815
XM_029350881.2	6.2971018992139	6.2971018992139	7.23906567730853	6.2971018992139	8.84001493733212
XM_029331277.2	6.2971018992139	9.3845948635082	9.23484147666688	10.0951147529939	9.18834976657979
XM_044307262.1	7.49816617533733	7.80796261879997	9.34432369432602	9.2722911893346	6.69111354423175
XM_044325421.1	7.1641476210223	6.2971018992139	7.53415801263285	6.2971018992139	9.85923228183118
XM_044310753.1	6.9476050399498	9.71316235191648	9.33829314914476	8.20209075786677	9.58827953071847
XM_044314540.1	6.82309024776058	8.08613877788676	7.08502999080669	11.1724228599457	6.2971018992139
XM_044320485.1	8.94205145154205	6.2971018992139	8.62728619441054	8.19262435432214	6.2971018992139
XM_044322397.1	8.79218122539344	8.76518137334454	6.2971018992139	6.2971018992139	6.79015508078629
XM_044313418.1	9.2943807694925	11.5989718565427	10.4210085529083	12.3591995148218	10.9993208635846
XM_029347619.2	9.64076031412717	9.20266241316648	6.62209733571764	9.19380982440686	8.88043155948096
XM_029339769.2	9.81504620684706	9.05555830838577	6.2971018992139	8.84057101840439	9.85791262560765
XM_029347378.2	6.2971018992139	6.2971018992139	6.2971018992139	8.50306064866264	9.61203111632353
XR_006391832.1	6.50437772945545	8.48117692692079	6.2971018992139	9.12955450438914	7.91434362523077
XM_044307111.1	9.60164951878667	7.62417477648129	6.82597376184098	7.48422769326609	6.76741548850641
XM_029340760.2	6.2971018992139	6.2971018992139	9.06181145319335	6.2971018992139	6.2971018992139
XM_029355681.2	6.2971018992139	6.2971018992139	6.2971018992139	6.2971018992139	9.22605753641269
XM_044306972.1	6.2971018992139	8.96760292486229	6.2971018992139	7.56144911133859	6.2971018992139
XR_006397242.1	9.76293117905358	8.26910266900697	6.2971018992139	7.24078813980432	8.26429196762896
XM_029347271.2	7.60435455632597	9.03099587696375	10.3590458579608	10.429632332951	9.73670316591907
XR_006394455.1	9.68026262214814	9.73395013261199	12.5242344782699	11.5019866776576	12.6600109122742
XM_044315694.1	7.00851438941176	8.16616661411878	6.2971018992139	8.97830237351449	9.25064084942863
XM_044328224.1	7.24204533757757	8.82048547471459	8.08817280148548	10.1406041974185	10.1612025776441
XM_029332424.2	6.55085309058955	6.63724954021237	9.14409110209172	6.2971018992139	6.74347627074741
XM_044307832.1	8.54386467355835	9.04333174022623	6.2971018992139	7.05736987978314	8.59149494149467
XM_029351238.2	6.2971018992139	6.2971018992139	8.93850793245946	8.87208561193936	6.2971018992139
XM_044315131.1	7.44893574118875	10.3280779889944	8.61709908010771	7.68581500585162	8.33027499021551
XM_044323388.1	6.2971018992139	6.2971018992139	6.2971018992139	9.23795472674914	8.98762581191836
XM_044313678.1	6.2971018992139	6.83308141558058	6.48500226249626	9.37446019885036	7.36996500608202
XM_029327852.2	8.92233233529674	6.2971018992139	6.2971018992139	6.2971018992139	6.2971018992139
XM_029335226.2	9.92848446878042	9.36767291006039	7.10607926956873	7.9461221217208	6.4464209041903
XM_029341287.2	6.2971018992139	8.92142039866943	6.2971018992139	6.2971018992139	6.2971018992139
XM_044323993.1	9.39151184278301	10.6039812484778	9.65849878780563	7.07207741269838	7.07800838685462
XM_044326235.1	8.74775272813446	10.0743318886956	8.33918519640255	6.45084827006569	8.68056908796488
XR_006397918.1	10.3256561581093	10.1630870995081	10.2678458016636	7.1801639620389	10.5331759492174
XM_029352717.2	6.2971018992139	6.2971018992139	8.8808718006071	9.4171582333556	6.2971018992139
XM_029334019.2	6.2971018992139	6.46747090534689	6.2971018992139	8.88897316336904	7.46900187750047
XM_029345439.2	9.54723064659104	8.20720753624948	6.56264599733798	8.10910620142262	7.98015930248185
XM_044325185.1	7.17575316009438	6.2971018992139	9.6704848041998	6.2971018992139	8.60459016613075
XM_044312453.1	9.05025066176821	6.2971018992139	8.48267583883321	6.2971018992139	6.2971018992139
XM_029349777.2	9.7130650144901	6.46747090534689	7.93162137809251	10.4721477444297	9.28474222545609
XM_044317559.1	7.27328771548183	9.48429702584692	9.37703571232788	10.0046017299929	9.5722203950914
XM_044325659.1	6.2971018992139	8.24134493768503	6.2971018992139	8.23467086798276	6.2971018992139
XM_029330339.2	8.19944394533043	9.0676775806332	6.2971018992139	9.34458453060567	9.98658448436714
XM_044318985.1	8.53396166112006	6.2971018992139	8.12620911351585	6.2971018992139	6.50817682111623
XM_029343909.2	7.49013208644536	6.2971018992139	9.33526811273275	6.51442946055221	7.66978280503809
XR_006393643.1	7.32294558650824	9.31058839501758	10.1415844514446	8.59315502162704	8.2256092655202
XM_029336179.2	8.64208159613488	9.93153679168902	8.70610237340381	7.07207741269838	6.2971018992139
XM_044328212.1	6.44373101649577	9.77280935700654	9.42897225859981	9.37642945920833	10.0548814991655
XM_029344765.2	6.2971018992139	8.36938101228684	9.29221649724618	9.09145545499049	9.38785906520693
XM_029328783.2	6.2971018992139	8.85965602076983	6.2971018992139	9.0670998435729	7.61946503199312
XM_044319784.1	9.70458079996294	9.34066166180815	9.91743267806911	6.67281765224529	9.05704344284761
XR_006397988.1	6.2971018992139	11.4300296824985	9.48723495648857	8.77526076935183	9.85262172046864
XM_029352639.2	8.73641343548749	6.2971018992139	7.99171035820656	9.71733738379276	7.99605620134946
XM_029327632.2	9.02513994045962	9.14396672120736	8.8338146289149	8.70343207322926	6.2971018992139
XR_006392380.1	8.44839892047379	6.2971018992139	6.2971018992139	8.41033512405236	6.2971018992139
XM_029335714.2	7.14040029956935	9.75073456510128	10.1937650017085	10.5440783326933	10.403159683287
XM_044317187.1	7.28345048684314	6.46747090534689	8.63235069798084	8.11417862996798	9.27080118093587
XM_044317204.1	6.2971018992139	9.05555830838577	6.2971018992139	6.2971018992139	6.2971018992139
XM_044310435.1	7.6536006050051	10.1165337643018	10.8504687625889	6.80464093574637	8.36984909631743
XM_044325176.1	9.8018646008535	9.85266214017638	9.68000110154786	9.332453622859	7.32116654243045
XM_044327141.1	6.8616299786356	6.92985113139187	8.18472674199126	6.2971018992139	9.26478358989157
XM_044318521.1	8.47292512355021	6.46747090534689	6.2971018992139	8.4143333991955	8.25579770654605
XM_044311658.1	9.22433506100015	6.46747090534689	8.21995027696428	7.92260364644063	6.2971018992139
XM_044324471.1	6.2971018992139	8.33334475835104	8.78055042242144	8.76304034665049	8.81517589923176
XM_044308640.1	8.28258392205337	10.2492670891098	10.4378328086068	10.6636768680178	8.55141507367497
XM_029344462.2	8.91486383166453	6.2971018992139	9.45979146662616	8.6905392857742	6.2971018992139
XM_044306941.1	9.87163549516595	11.5611820771846	11.6829091230702	9.70803413809522	9.15395165243456
XM_044307969.1	8.99014357668357	9.58784284810322	8.67708723139472	9.80134619943821	6.89045376568505
XM_044317323.1	8.45545355206586	9.19717787069184	8.05686687274314	8.52157846192821	6.2971018992139
XR_006398144.1	10.5015522210426	7.28612344618888	7.41284868841634	7.1545580157476	7.95862673633176
XM_044329336.1	8.57634870438825	9.69592447451228	11.4470289436559	12.5324907261981	11.4363032846618
XM_044321356.1	6.2971018992139	9.34561167867504	8.89758869219256	6.2971018992139	6.2971018992139
XM_029333987.2	6.2971018992139	7.6616771901607	8.85111504590892	6.2971018992139	7.71110044315307
XM_029323947.2	9.01589419052564	6.2971018992139	9.86637584826716	9.84438664319057	6.2971018992139
XM_029327389.2	6.44373101649577	6.2971018992139	9.16477580034734	6.82696396324214	10.5737545081685
XM_044325270.1	7.8482037096459	6.2971018992139	8.04891255502259	7.2170803821333	9.57705733551588
XM_029332192.2	6.65550072131928	6.63724954021237	6.2971018992139	8.92758412225318	8.93507682208012
XM_044309175.1	6.9476050399498	10.1421143379992	6.2971018992139	6.2971018992139	6.2971018992139
XM_029349953.2	10.0691146410353	6.2971018992139	8.00005121180691	6.2971018992139	6.2971018992139
XM_029329773.2	8.54386467355835	6.59184829214027	10.2552346677087	8.11923018594425	10.1644008931183
XM_029335229.2	7.07751384346994	9.67064913791401	10.0385210228658	10.7329043540385	10.5438372763997
XM_029338982.2	9.57547927120059	7.20027898826044	6.2971018992139	7.44785916271506	6.2971018992139
XR_006394154.1	6.44373101649577	6.46747090534689	10.8577696840349	6.45084827006569	6.4464209041903
XM_029357776.2	8.21651727890515	6.95169224357703	6.2971018992139	9.10825285400625	6.2971018992139
XM_044328621.1	9.19815052223004	6.46747090534689	7.10607926956873	6.92631562693083	6.55549992842325
XM_044318879.1	6.2971018992139	8.86316170597608	7.70870185288613	9.16663486256335	6.2971018992139
XM_029336982.2	11.7420081731476	12.3233505409795	10.4911867853315	11.6582810081674	9.39520388411762
XM_044313636.1	6.2971018992139	10.1350544476733	9.53794916296691	9.26165149899161	8.64312001213968
XM_044307630.1	7.06425400479877	12.6539522654443	9.96089631663522	10.6604857681494	11.0587734428983
XM_029358301.2	8.97110835426622	9.41783875992281	6.2971018992139	9.55195077018899	6.55549992842325
XM_044308762.1	6.2971018992139	6.2971018992139	8.15581343352877	6.2971018992139	8.57494212076445
XM_044318496.1	8.76458499480612	9.76732276383882	8.1035292981094	10.4776014316438	7.75090388891818
XR_006397246.1	8.66329141033053	6.2971018992139	6.2971018992139	6.2971018992139	6.2971018992139
XM_029352475.2	6.2971018992139	8.75004370127604	6.2971018992139	7.80385838576933	7.77666219572508
XM_029331868.2	9.19203735976078	8.50426222401717	6.2971018992139	7.78392161688874	9.61673391669607
XM_029348993.2	8.84836703802489	8.60553661913725	6.2971018992139	6.2971018992139	8.16754099213698
XM_044318863.1	7.61866261547924	8.38452146487936	9.37114455505592	6.2971018992139	8.41954340998654
XM_044308676.1	8.40158714985458	9.90683574590567	6.2971018992139	6.2971018992139	6.2971018992139
XM_044318953.1	8.72210382372812	6.2971018992139	8.55962989097118	9.23578038055713	8.21244621125429
XM_029327486.2	8.43417403653917	10.1208291313166	11.0539125179125	10.4380503774288	7.02131137571651
XM_029348598.2	6.2971018992139	6.2971018992139	6.2971018992139	7.78392161688874	9.14521738902144
XM_044324715.1	6.2971018992139	8.31228843699846	8.26095416573968	9.14124887111674	12.1972511128651
XM_029349952.2	7.7457586363475	9.63287721932704	8.77601577921162	10.5036724286523	9.79170108891732
XM_029335656.2	11.5325580338485	12.7098782877265	12.8129790051606	12.0583543275425	10.2094740305514
XR_003825190.2	10.0636155562152	12.2883063147199	11.2440993945669	10.726053535821	9.16695091215316
XM_044316353.1	10.6138840644048	11.662931204059	11.5827373306806	11.009097596697	7.75090388891818
XM_044326550.1	9.29058014883032	7.51343500099714	6.48500226249626	6.64024254064458	8.46015516672466
XM_029332861.2	6.2971018992139	6.2971018992139	7.3983684078401	8.47287776842888	8.77847499040108
XM_044320464.1	8.8138603966063	6.2971018992139	6.2971018992139	6.60416027494879	6.2971018992139
XM_029351990.2	8.46596450688598	7.82396957697762	9.96478258045372	7.89860201267745	10.0045634701767
XM_029346841.2	8.39054020189102	8.29626510878426	6.2971018992139	9.15975729968557	8.67439988721348
XM_029338127.2	7.47386313099782	6.2971018992139	9.0053853160132	7.81695575285274	6.2971018992139
XM_044324188.1	8.89221043857939	8.76141283104413	6.2971018992139	9.09627554266643	9.44909898185912
XM_044319510.1	11.3143791019098	11.4380504736551	6.75575337918579	7.11446761414287	10.267113082448
XM_044323604.1	6.62441328112409	8.73857797926838	8.64242238204389	6.2971018992139	6.2971018992139
XM_029330710.2	8.00428287220975	8.09879523639962	9.50613208636882	6.2971018992139	6.2971018992139
XM_044325990.1	10.5595966032518	6.2971018992139	6.2971018992139	8.70022046269719	8.90411888307515
XR_003825374.2	6.2971018992139	6.2971018992139	9.81341780457165	6.2971018992139	6.2971018992139
XM_029348938.2	8.4270028568133	6.6771798693634	6.2971018992139	9.41332980078178	7.51083966143576
XM_029329086.2	6.71059347264072	7.21522197182753	9.27018325264302	9.72504372411236	6.9910728072075
XR_006395491.1	11.5697139339448	10.5520382579998	8.40091496775177	11.1538428120987	10.3545769638
XM_029342213.2	6.2971018992139	8.87709497376884	9.02823357125576	8.88617304330106	9.50778349607128
XM_029339805.2	6.2971018992139	6.2971018992139	8.72981204290909	6.2971018992139	6.2971018992139
XM_044322029.1	6.2971018992139	6.6771798693634	9.00154014806526	9.50245287682112	9.64001617166381
XM_029329096.2	9.93934640130334	6.2971018992139	7.32231808154843	8.65443123083253	8.57160660961685
XM_029342994.2	8.94205145154205	8.5668258411031	6.2971018992139	6.51442946055221	10.8918604344674
XM_029334079.2	8.7701494637072	6.2971018992139	6.2971018992139	8.56854135385822	6.2971018992139
XM_029345490.2	8.47639158789792	8.32285994320989	6.2971018992139	9.31611385477768	6.9910728072075
XM_029331499.2	6.2971018992139	6.2971018992139	8.72037824908478	7.53636607187118	6.2971018992139
XM_029344668.2	9.13577452403846	8.09879523639962	6.2971018992139	8.96513614834685	8.76986240460567
XM_029325809.2	6.62441328112409	6.2971018992139	6.2971018992139	6.70273168583728	8.83727735547154
XM_044308072.1	9.4740301727078	6.6771798693634	6.2971018992139	9.02721511637507	9.00954585766017
XM_029334457.2	6.2971018992139	6.2971018992139	6.2971018992139	8.83766954494801	10.2350406973114
XM_044317948.1	10.0142873284823	6.80586559338356	10.7961265783346	6.82696396324214	9.16695091215316
XM_029337790.2	9.38974011036078	7.87828380453443	7.59564746724444	6.2971018992139	9.34676044915233
XM_029343109.2	11.3770736237212	14.2129454494811	10.9426056968401	13.9958862345234	13.9063234236416
XM_044316950.1	6.2971018992139	6.2971018992139	7.82080497714102	8.5649874942101	8.47101503271503
XM_029331968.2	10.3229013160985	11.004700950795	10.7653941271874	13.1014741990608	12.6545495506781
XM_029331511.2	8.76737009263185	6.2971018992139	6.2971018992139	7.82344789586003	6.2971018992139
XR_006392332.1	9.99476227002887	7.0129697185106	7.90489769139382	8.28422450823886	8.2811114258641
XM_044310482.1	7.23136564130622	9.32319752491159	6.56264599733798	8.26194053781055	6.2971018992139
XM_044324655.1	6.2971018992139	9.10634731996239	6.2971018992139	6.92631562693083	6.2971018992139
XM_044323479.1	9.7938965226355	7.68896046228477	7.69792044152325	9.0597086938868	7.26950277602169
XM_044307079.1	9.68602221193486	9.52402277964467	6.2971018992139	9.37839595910443	9.66443544301128
XM_029334725.2	10.1229709923125	6.2971018992139	6.2971018992139	6.2971018992139	6.2971018992139
XM_029349587.2	6.2971018992139	6.90717731748215	6.2971018992139	8.3942174799306	8.73780470825442
XR_003827428.2	8.78944678499491	7.58527883240383	9.15447196103659	7.90464899562601	10.3167877279494
XM_029341853.2	6.2971018992139	8.63902470928907	7.67602899088572	10.2846373888328	9.52124345133951
XM_029350114.2	6.2971018992139	6.2971018992139	8.60167072635994	7.86788380438811	6.2971018992139
XM_029352122.2	10.457051356658	10.0505027370306	9.54318291906869	8.31477977856584	7.56659979564755
XM_029350866.2	6.2971018992139	8.01406647944966	8.88925582864606	6.84834527181694	6.2971018992139
XM_044321738.1	8.5206408462975	6.2971018992139	8.72037824908478	8.62754459487286	6.2971018992139
XM_044329165.1	6.2971018992139	8.84199093345162	8.15581343352877	9.10107890567608	8.22123690282324
XR_006396253.1	6.2971018992139	8.57985536512651	8.43070830433157	6.2971018992139	8.46740509600642
XM_044313260.1	6.2971018992139	6.2971018992139	6.88758488238466	8.79338689182965	6.2971018992139
XM_044317486.1	8.85359889433453	9.61462710596693	10.2834550203995	6.2971018992139	8.93507682208012
XR_006396991.1	6.2971018992139	7.08677302888489	6.2971018992139	8.75380195252343	6.2971018992139
XM_029333407.2	9.35200732124657	7.97982120849602	9.23484147666688	6.2971018992139	7.03593004678199
XM_029335364.2	8.69007639529434	8.0669042641054	6.2971018992139	6.2971018992139	7.59713899753848
XM_029337110.2	10.9766507158717	9.75813104653812	10.3605177097163	10.9651953559996	8.20359342132077
XM_044312215.1	8.33383963450639	7.89334158505822	6.2971018992139	8.06775100917409	9.73382447003461
XM_044325284.1	8.99014357668357	9.59199668726338	11.6095210488589	10.495632032208	11.5409128450783
XM_044315301.1	11.141690592034	10.495945472279	6.2971018992139	11.2863859546415	10.7117415770561
XM_029329752.2	9.92848446878042	10.5615278254983	10.1243372546584	7.01126351869497	9.60888720331487
XM_044321449.1	8.35301890333149	6.95169224357703	9.70118186851639	9.10586566421638	7.46900187750047
