POR.71	POR.73	POR.76	POR.79	POR.82
lncRNA_744	4.04361933555739	2.91159056955	4.94985218400036	4.92116501146985	6.67733384625014
lncRNA_747	6.39674039027641	7.64571750858177	4.27069125936291	8.82292197420119	7.37638006793836
lncRNA_751	2.91159056955	4.58806019480081	2.91159056955	2.91159056955	5.70003106477085
lncRNA_753	6.21758446550991	8.21374462382854	3.77312592171515	7.05553228862489	3.33591238883686
lncRNA_755	4.28179693445021	2.91159056955	5.2650144362042	5.58820861975637	2.91159056955
lncRNA_759	2.91159056955	5.4610041760932	5.98538339624628	4.92116501146985	2.91159056955
lncRNA_760	2.91159056955	2.91159056955	6.13081152264649	6.76390474466255	3.33591238883686
lncRNA_774	9.08942392040032	11.687811703591	6.92870463319078	7.31078635757133	8.19070676587663
lncRNA_777	2.91159056955	3.91456550627732	6.34414225911307	4.1312693508544	4.57392895678812
lncRNA_783	7.4958497590429	7.08501615182282	2.91159056955	7.79205079773134	8.44810982922035
lncRNA_784	10.6987846620841	9.18681839885937	7.09597522224459	8.07779497107978	9.39348178501098
lncRNA_787	5.17945191567023	2.91159056955	7.28216425219462	6.42145102695051	5.93851559912773
lncRNA_795	6.69886487925128	2.91159056955	3.68439946549527	5.34920835960144	4.21361619960862
lncRNA_796	4.5893436901505	2.91159056955	6.119250292973	6.26829463204577	4.08359035993083
lncRNA_806	3.84349699047896	3.62779260287563	5.93335611637784	2.91159056955	2.91159056955
lncRNA_807	8.04155053772406	10.0977318778302	8.14162537784758	10.7322875952725	7.59796690873353
lncRNA_818	3.84349699047896	2.91159056955	6.38320627972202	3.78648028173444	4.48219424193685
lncRNA_822	5.50762480924139	2.91159056955	3.46127493295422	4.1312693508544	6.4782201705566
lncRNA_829	6.16901276885948	10.6601694146842	8.11883764483247	9.77105806328155	9.72836910760413
lncRNA_830	4.35043655675275	6.93634179703521	7.17004505717236	4.26592635734076	3.50954823145356
lncRNA_833	3.94919397973554	9.44761997804716	3.30144420015574	2.91159056955	7.88912205818445
lncRNA_834	4.41503108712107	5.00985981855357	5.68765244933362	2.91159056955	2.91159056955
lncRNA_836	3.38357917975982	10.8015160747735	6.57233502259565	4.76739649730317	9.68880194991212
lncRNA_837	9.05015029029042	4.91694339463099	6.25210147631673	3.53489509492633	4.27291578876788
lncRNA_840	2.91159056955	6.15046152545549	5.10476131423676	2.91159056955	4.21361619960862
lncRNA_844	9.19522045342507	5.74802514363803	7.78058447274673	5.29589859098301	7.31817391946833
lncRNA_852	5.50762480924139	2.91159056955	5.1525630955435	4.76739649730317	2.91159056955
lncRNA_853	13.7974020832545	10.705028076293	7.46967409551334	10.7017209405835	12.9014217860233
lncRNA_854	9.95612197127523	6.91378457044392	8.11596366526425	8.65433930900517	10.4386437709351
lncRNA_856	5.77191785119203	2.91159056955	5.32819899312298	2.91159056955	4.0114614851794
lncRNA_864	7.46294603472441	4.58806019480081	7.53574448343948	9.15806895948722	8.76542029822946
lncRNA_867	9.02336080080076	8.24109491989785	5.63938708430054	7.80131713803208	8.80826116343798
lncRNA_868	2.91159056955	2.91159056955	6.15365341783658	2.91159056955	2.91159056955
lncRNA_869	2.91159056955	2.91159056955	6.18723753844545	3.78648028173444	3.33591238883686
lncRNA_872	2.91159056955	5.17784385082861	7.18110846968152	6.44544408466779	3.93323174388369
lncRNA_874	8.07674021511333	6.46312286866372	5.2650144362042	4.84662961631822	6.67733384625014
lncRNA_885	4.1294480663812	3.91456550627732	6.96119031778328	8.54834552705261	2.91159056955
lncRNA_886	5.2128346745176	3.91456550627732	5.51971435467552	2.91159056955	2.91159056955
lncRNA_887	6.65275262869531	2.91159056955	6.08398625399127	2.91159056955	3.64138343039457
lncRNA_891	5.85675348260109	9.26436434842753	4.976993211587	2.91159056955	5.64312372423398
lncRNA_893	6.75448660059593	3.91456550627732	4.27069125936291	2.91159056955	6.39005945435537
lncRNA_899	2.91159056955	6.29799372930206	6.80524382699079	7.1013543434699	5.82437290597991
lncRNA_904	6.20157875131141	7.48707475438419	3.58282261966816	5.63137550318969	5.78996783351625
lncRNA_906	7.37369504645185	6.18881335436372	2.91159056955	3.78648028173444	4.88368756613206
lncRNA_908	2.91159056955	4.91694339463099	3.68439946549527	2.91159056955	5.68132122316871
lncRNA_914	6.1187098426467	2.91159056955	2.91159056955	2.91159056955	6.76735287197737
lncRNA_916	5.14520522468208	7.71242279977712	2.91159056955	4.1312693508544	2.91159056955
lncRNA_917	6.4916718623538	5.79890681248283	3.46127493295422	6.89125729548517	7.28208332018921
lncRNA_922	7.04033076141244	4.7077317472199	2.91159056955	6.24107825037253	5.47874561919825
lncRNA_927	2.91159056955	3.91456550627732	10.2767876853068	10.0331239205753	3.50954823145356
lncRNA_930	6.08414867597936	2.91159056955	7.75493803398554	6.15613648862648	6.89256795578763
lncRNA_936	5.3082376179654	3.91456550627732	2.91159056955	6.21332787435916	5.68132122316871
lncRNA_937	8.74866267940769	9.44761997804716	6.55536770325542	10.2138167334905	9.93960490159493
lncRNA_939	3.72205042109823	4.81671016718112	2.91159056955	2.91159056955	5.78996783351625
lncRNA_944	2.91159056955	7.8131093852536	3.30144420015574	4.68274108471068	8.02253269626566
lncRNA_952	5.63406806954415	3.91456550627732	6.50321795654262	8.09296083857583	4.88368756613206
lncRNA_954	3.72205042109823	2.91159056955	3.58282261966816	4.59173602366875	7.41576527457937
lncRNA_958	4.99850681001876	2.91159056955	5.19869289863191	7.3989639206259	4.21361619960862
lncRNA_959	3.94919397973554	3.91456550627732	7.09011590155262	6.85601308987476	5.77244075582652
lncRNA_961	5.03675866923497	6.11103780983614	6.30397162691244	2.91159056955	5.04446734317878
lncRNA_971	5.50762480924139	2.91159056955	7.53574448343948	3.78648028173444	5.10357154512729
lncRNA_974	3.94919397973554	7.63199712644967	7.95801572901675	3.97534079542819	4.81322442749051
lncRNA_975	7.42244081632882	5.58309289154598	5.48350990560949	4.38535021773738	6.93973863306234
lncRNA_976	2.91159056955	3.91456550627732	3.68439946549527	8.48079455997294	2.91159056955
lncRNA_982	6.06654464387851	5.09654427853507	6.25210147631673	5.58820861975637	2.91159056955
lncRNA_986	6.04871752454634	2.91159056955	4.31833584033933	6.85601308987476	6.68659546395181
lncRNA_990	7.64408429616473	5.58309289154598	8.98722399842777	8.69960710912489	7.98565964041882
lncRNA_997	4.35043655675275	5.25443497221007	6.55536770325542	2.91159056955	6.04404791425828
lncRNA_1009	5.9750570190179	6.18881335436372	2.91159056955	6.15613648862648	6.82715313196407
lncRNA_1013	2.91159056955	2.91159056955	2.91159056955	4.76739649730317	6.39005945435537
lncRNA_1024	2.91159056955	4.58806019480081	5.71891763150871	4.84662961631822	2.91159056955
lncRNA_1029	5.24539914686109	2.91159056955	6.86143438495616	4.1312693508544	5.80727669986738
lncRNA_1041	4.04361933555739	3.91456550627732	7.6193660068712	4.76739649730317	2.91159056955
lncRNA_1042	12.8057357877182	11.8848027156793	9.18929947533089	12.4500556807107	12.6784714941849
lncRNA_1049	5.48087201600156	2.91159056955	4.56790443580644	2.91159056955	6.02944904275993
lncRNA_1057	10.186854610841	4.91694339463099	4.60471431839829	9.21459521810291	3.50954823145356
lncRNA_1059	5.58487952244681	4.3040651443475	6.09583931285434	6.39704577655037	8.11078557873561
lncRNA_1064	6.99494343521335	2.91159056955	6.18723753844545	6.15613648862648	5.954086700302
lncRNA_1065	9.39477497819675	4.7077317472199	3.9252104338876	8.76731469453593	9.17030985731676
lncRNA_1066	3.84349699047896	2.91159056955	6.08398625399127	2.91159056955	3.84733742796277
lncRNA_1067	7.71284078429913	2.91159056955	5.46504080930786	6.9920646188557	7.69257557386051
lncRNA_1070	2.91159056955	2.91159056955	5.7342893950799	2.91159056955	2.91159056955
lncRNA_1072	5.24539914686109	2.91159056955	6.94828434379442	4.38535021773738	4.57392895678812
lncRNA_1089	5.14520522468208	2.91159056955	6.89546470530415	6.87374370426597	4.08359035993083
lncRNA_1098	5.24539914686109	2.91159056955	5.40807907423875	4.4931606614107	6.22122497083485
lncRNA_1101	3.57617239538529	6.69295931408521	5.12887937791135	2.91159056955	6.32014977962489
lncRNA_1102	8.08540493058664	5.58309289154598	3.46127493295422	5.40048912510232	5.68132122316871
lncRNA_1106	2.91159056955	2.91159056955	5.99809400948724	3.53489509492633	4.88368756613206
lncRNA_1110	5.3082376179654	2.91159056955	5.62291587665452	6.46903883988743	4.48219424193685
lncRNA_1120	4.74123675000415	5.39559741635735	2.91159056955	5.96915659883139	6.4782201705566
lncRNA_1128	6.06654464387851	8.25009752300097	4.5299078303158	5.63137550318969	6.20835845994163
lncRNA_1131	3.57617239538529	2.91159056955	6.71658618725918	2.91159056955	3.75138928878803
lncRNA_1134	10.5534613367479	8.78396385085882	8.14444866611184	10.9642391727915	10.4256361244773
lncRNA_1136	5.3082376179654	4.4549141649719	6.7908442705163	7.60360536214634	4.88368756613206
lncRNA_1142	4.87640732407492	2.91159056955	5.68765244933362	2.91159056955	3.50954823145356
lncRNA_1147	7.90625649159239	5.39559741635735	5.51971435467552	8.70455023833699	8.10735735174462
lncRNA_1163	7.62041535150086	8.42721799042898	5.67175072804995	6.90855915341859	2.91159056955
lncRNA_1171	6.80802382079823	6.02871637377302	2.91159056955	5.90085335642726	3.50954823145356
lncRNA_1172	2.91159056955	2.91159056955	5.48350990560949	2.91159056955	5.41161960706588
lncRNA_1181	2.91159056955	6.33259287517273	2.91159056955	6.66544728822356	2.91159056955
lncRNA_1185	7.27853038675909	4.12847107793784	2.91159056955	4.4931606614107	6.80183012331887
lncRNA_1186	6.46518927179812	5.00985981855357	2.91159056955	3.97534079542819	6.63010199420925
lncRNA_1190	4.47611101867247	8.66787162748372	3.46127493295422	5.63137550318969	5.84126178747258
lncRNA_1191	6.08414867597936	3.62779260287563	5.0035736040734	5.29589859098301	7.60771272594851
lncRNA_1200	8.79955177142939	8.45083333752523	2.91159056955	3.78648028173444	8.99784480253465
lncRNA_1205	6.1187098426467	2.91159056955	6.71658618725918	6.70564854140298	7.28208332018921
lncRNA_1211	6.82888964484486	4.81671016718112	4.77356814744222	7.7638883739953	6.44579742043481
lncRNA_1214	4.35043655675275	5.98567400919295	6.08398625399127	2.91159056955	5.10357154512729
lncRNA_1215	6.33950172095495	4.4549141649719	2.91159056955	5.05835169813235	7.82793157250231
lncRNA_1226	2.91159056955	2.91159056955	5.85149705172978	2.91159056955	3.75138928878803
lncRNA_1227	4.28179693445021	5.32686792854306	6.10759343392688	2.91159056955	3.93323174388369
lncRNA_1228	4.95908698043493	6.63888043140405	6.80524382699079	3.97534079542819	4.38248546720661
lncRNA_1234	5.50762480924139	10.2953837913929	4.4906309203746	3.97534079542819	5.36494881169584
lncRNA_1245	5.85675348260109	4.3040651443475	2.91159056955	2.91159056955	4.32907995758049
lncRNA_1254	6.13567763003872	4.12847107793784	7.69454240731598	6.51508555175212	5.80727669986738
lncRNA_1272	2.91159056955	4.3040651443475	7.04841617691537	6.15613648862648	7.5782749018126
lncRNA_1274	3.38357917975982	6.22615119323109	6.25210147631673	2.91159056955	5.10357154512729
lncRNA_1275	2.91159056955	2.91159056955	6.0478160130341	4.59173602366875	4.43343899374838
lncRNA_1279	2.91159056955	6.33259287517273	3.46127493295422	3.53489509492633	6.4674945254265
lncRNA_1286	2.91159056955	4.12847107793784	6.63825363198432	5.40048912510232	4.08359035993083
lncRNA_1288	2.91159056955	2.91159056955	3.68439946549527	3.78648028173444	8.74351286996627
lncRNA_1291	2.91159056955	2.91159056955	5.85149705172978	5.90085335642726	4.81322442749051
lncRNA_1301	6.8494554013216	2.91159056955	5.08019122526968	2.91159056955	6.58125212910631
lncRNA_1302	5.36826505520858	2.91159056955	4.8351123767063	2.91159056955	5.45673648912655
lncRNA_1303	3.57617239538529	6.26252828855251	3.9252104338876	3.78648028173444	2.91159056955
lncRNA_1304	2.91159056955	5.4610041760932	5.44631769080583	2.91159056955	2.91159056955
lncRNA_1305	9.35772695676547	6.89086619396226	3.9252104338876	7.68597760692532	8.31775175182599
lncRNA_1306	7.79968632641592	5.58309289154598	2.91159056955	5.29589859098301	7.3241018208008
lncRNA_1309	10.0619083601373	7.30872813530233	6.82657483803414	8.4219783669238	8.6310741959273
lncRNA_1325	6.21758446550991	7.34284494448109	7.7288262720717	5.96915659883139	4.43343899374838
lncRNA_1327	3.57617239538529	4.3040651443475	7.18110846968152	4.1312693508544	3.75138928878803
lncRNA_1332	5.63406806954415	2.91159056955	4.89377892147855	5.5436411794223	2.91159056955
lncRNA_1335	4.47611101867247	5.00985981855357	6.66220814084112	2.91159056955	6.4674945254265
lncRNA_1341	2.91159056955	2.91159056955	5.87931984300526	3.97534079542819	3.33591238883686
lncRNA_1345	6.85962844969693	2.91159056955	6.81238958028783	5.44989817455058	5.77244075582652
lncRNA_1349	6.39674039027641	2.91159056955	6.76160251648463	5.79169575131372	6.29605898272918
lncRNA_1352	8.3776147641707	7.82521404163648	5.32819899312298	5.12186489468587	4.52896401614159
lncRNA_1354	2.91159056955	2.91159056955	7.80934581641823	3.78648028173444	3.64138343039457
lncRNA_1357	6.97637813642078	6.69295931408521	5.34861675423439	3.78648028173444	5.71849125111034
lncRNA_1359	2.91159056955	2.91159056955	2.91159056955	6.7253324709081	4.69944382855912
lncRNA_1363	6.36840965282214	2.91159056955	5.0035736040734	2.91159056955	5.68132122316871
lncRNA_1375	5.63406806954415	5.17784385082861	6.0106905229448	8.74349675986783	4.61724400535744
lncRNA_1382	8.57811591430309	5.64028888195303	9.68312482103393	9.0418122911788	8.95273405263724
lncRNA_1386	4.47611101867247	2.91159056955	3.30144420015574	6.21332787435916	3.75138928878803
lncRNA_1399	3.72205042109823	6.22615119323109	2.91159056955	4.59173602366875	6.64918278707218
lncRNA_1407	3.38357917975982	2.91159056955	3.46127493295422	9.40878794084531	2.91159056955
lncRNA_1414	7.65577431955691	5.69520581556316	5.32819899312298	2.91159056955	4.95043567944706
lncRNA_1416	2.91159056955	2.91159056955	5.71891763150871	2.91159056955	2.91159056955
lncRNA_1420	2.91159056955	6.29799372930206	6.53819582328732	4.59173602366875	3.84733742796277
lncRNA_1427	3.38357917975982	7.08501615182282	4.44996722989128	4.76739649730317	3.75138928878803
lncRNA_1437	7.98709952283937	16.6678556656789	7.32765860325106	7.9586557953302	9.01988179702858
lncRNA_1442	7.01327123228033	2.91159056955	2.91159056955	2.91159056955	2.91159056955
lncRNA_1444	3.57617239538529	7.3925474411564	8.25829207769138	3.78648028173444	2.91159056955
lncRNA_1446	2.91159056955	5.00985981855357	7.09597522224459	2.91159056955	3.33591238883686
lncRNA_1455	2.91159056955	2.91159056955	2.91159056955	5.93542157163289	6.61076244680888
lncRNA_1457	4.20843266361047	3.91456550627732	7.94511703137414	3.78648028173444	4.69944382855912
lncRNA_1458	7.77310573407159	6.11103780983614	5.1525630955435	8.11541440119917	8.52204648132189
lncRNA_1465	2.91159056955	2.91159056955	2.91159056955	2.91159056955	5.71849125111034
lncRNA_1468	8.15702376515571	4.7077317472199	9.73458777949947	9.08793310877359	9.38643183068778
lncRNA_1478	3.57617239538529	6.46312286866372	6.94828434379442	5.93542157163289	5.9227693507585
lncRNA_1481	2.91159056955	9.00739624637555	6.86830550367991	7.61416355050746	2.91159056955
lncRNA_1487	2.91159056955	2.91159056955	6.36380870910614	7.61416355050746	3.50954823145356
lncRNA_1490	6.85962844969693	9.3547353732534	3.58282261966816	8.49227518579045	7.02237847717733
lncRNA_1511	7.63229850239362	5.84799261501204	9.72425244683677	7.68597760692532	8.8802999452783
lncRNA_1526	5.9750570190179	2.91159056955	2.91159056955	6.44544408466779	4.91749864573279
lncRNA_1534	5.63406806954415	4.3040651443475	2.91159056955	7.9503515131275	7.79846082185264
lncRNA_1535	2.91159056955	5.58309289154598	5.83737472804485	2.91159056955	2.91159056955
lncRNA_1536	2.91159056955	5.94126879404746	6.26262866748886	2.91159056955	5.24066121907552
lncRNA_1537	5.17945191567023	5.25443497221007	6.86143438495616	3.97534079542819	6.90053847260026
lncRNA_1539	6.948071063455	2.91159056955	5.30746647010815	4.92116501146985	4.52896401614159
