Unnamed: 0	Unnamed: 1	Unnamed: 2	Unnamed: 3	Unnamed: 4	Unnamed: 5	Unnamed: 6	Unnamed: 7	Unnamed: 8	Unnamed: 9	"# Program:featureCounts v2.0.5; Command:""/home/shared/subread-2.0.5-Linux-x86_64/bin/featureCounts"" ""-T"" ""42"" ""-a"" ""../output/01.6-lncRNA-pipeline/Apul_lncRNA_fixed.gtf"" ""-o"" ""../output/01.6-lncRNA-pipeline/Apul_counts.txt"" ""-t"" ""lncRNA"" ""-g"" ""gene_id"" ""-p"" ""../output/01.6-lncRNA-pipeline/RNA-ACR-140-S1-TP2.sorted.bam"" ""../output/01.6-lncRNA-pipeline/RNA-ACR-145-S1-TP2.sorted.bam"" ""../output/01.6-lncRNA-pipeline/RNA-ACR-150-S1-TP2.sorted.bam"" ""../output/01.6-lncRNA-pipeline/RNA-ACR-173-S1-TP2.sorted.bam"" ""../output/01.6-lncRNA-pipeline/RNA-ACR-178-S1-TP2.sorted.bam"" "
Geneid	Chr	Start	End	Strand	Length	../output/01.6-lncRNA-pipeline/RNA-ACR-140-S1-TP2.sorted.bam	../output/01.6-lncRNA-pipeline/RNA-ACR-145-S1-TP2.sorted.bam	../output/01.6-lncRNA-pipeline/RNA-ACR-150-S1-TP2.sorted.bam	../output/01.6-lncRNA-pipeline/RNA-ACR-173-S1-TP2.sorted.bam	../output/01.6-lncRNA-pipeline/RNA-ACR-178-S1-TP2.sorted.bam
lncRNA_4907	ntLink_8	25277651	25283075	+	5425	14694	11741	11188	16227	13421
lncRNA_4908	ntLink_8	25283427	25284784	+	1358	399	280	297	452	576
lncRNA_4909	ntLink_8	25305309	25307229	+	1921	6911	8413	7422	5722	3380
lncRNA_4913	ntLink_8	25356717	25358779	+	2063	1431	3100	2123	2784	2232
lncRNA_4922	ntLink_8	25641241	25643979	+	2739	260	190	273	655	593
lncRNA_4933	ntLink_8	25784185	25811440	+	27256	3843	2782	2582	4399	4414
lncRNA_4940	ntLink_8	25973474	25979879	+	6406	717	285	210	329	538
lncRNA_4949	ntLink_8	26244887	26247544	+	2658	4264	4531	3022	3385	3233
lncRNA_4977	ntLink_8	26577857	26596328	+	18472	1962	695	1342	3825	1504
lncRNA_4979	ntLink_8	26657619	26668723	+	11105	2465	462	306	1475	654
lncRNA_4980	ntLink_8	26667060	26825615	+	158556	5289	339	222	667	1406
lncRNA_4996	ntLink_8	26980424	26982088	+	1665	6466	13470	3974	7748	2963
lncRNA_4999	ntLink_8	27016416	27039510	+	23095	748	321	371	1033	1220
lncRNA_5001	ntLink_8	27093920	27098450	+	4531	635	575	414	351	306
lncRNA_5013	ntLink_8	27377968	27379913	+	1946	54	10	64	5	397
lncRNA_5023	ntLink_8	27417513	27419980	+	2468	104	22	110	81	385
lncRNA_5037	ntLink_8	27457376	27466267	+	8892	465	239	453	696	565
lncRNA_5039	ntLink_8	27643275	27666376	+	23102	449	348	209	462	495
lncRNA_5040	ntLink_8	27667633	27671340	+	3708	2554	2093	1187	2207	1234
lncRNA_5052	ntLink_8	27925570	27926771	+	1202	1130	864	393	637	860
lncRNA_5053	ntLink_8	27931776	27933403	+	1628	545	524	314	193	447
lncRNA_5057	ntLink_8	27993153	28000860	+	7708	75	23477	7387	907	416
lncRNA_5060	ntLink_8	28043406	28055309	+	11904	560	253	266	393	439
lncRNA_5069	ntLink_8	28225050	28231688	+	6639	1247	2339	1940	2902	727
lncRNA_5075	ntLink_8	28280734	28321572	+	40839	1371	617	746	1895	1713
lncRNA_5086	ntLink_8	28551781	28596351	+	44571	196	55	47	178	345
lncRNA_5091	ntLink_8	28695672	28708054	+	12383	472	447	272	494	600
lncRNA_5094	ntLink_8	28821233	28838830	+	17598	5157	6941	4896	10935	9244
lncRNA_5102	ntLink_8	28974005	28983475	+	9471	2811	1303	1023	1622	2126
lncRNA_5104	ntLink_8	29084103	29105980	+	21878	8383	5675	3741	7192	7509
lncRNA_5107	ntLink_8	29111987	29116705	+	4719	759	1120	458	678	691
lncRNA_5148	ntLink_8	30254411	30262425	+	8015	1596	2082	934	1272	1587
lncRNA_5149	ntLink_8	30270042	30276149	+	6108	582	1543	901	483	490
lncRNA_5154	ntLink_8	30348169	30376428	+	28260	4007	3439	2878	2236	3103
lncRNA_5155	ntLink_8	30417277	30427422	+	10146	1263	858	622	1121	770
lncRNA_5167	ntLink_8	30783506	30789769	+	6264	110	14	477	366	929
lncRNA_5179	ntLink_8	30889235	30964407	+	75173	635	1093	1019	3218	614
lncRNA_5195	ntLink_8	31151614	31165492	+	13879	668	243	187	473	445
lncRNA_5199	ntLink_8	31263466	31265439	+	1974	2780	1902	1272	2031	1625
lncRNA_5202	ntLink_8	31416900	31424519	+	7620	4695	3606	3154	3290	2953
lncRNA_5206	ntLink_8	31590903	31595702	+	4800	766	586	645	674	7801
lncRNA_5211	ntLink_8	31750471	31756345	+	5875	305	87	3	208	158
lncRNA_5223	ntLink_8	32043847	32063350	+	19504	1090	393	586	357	555
lncRNA_5227	ntLink_8	32096671	32099716	+	3046	1949	2124	1700	1018	1195
lncRNA_5237	ntLink_8	32389713	32400386	+	10674	2390	2858	1092	3096	1987
lncRNA_5254	ntLink_8	32659494	32673762	+	14269	866	558	487	976	1392
lncRNA_5258	ntLink_8	32885971	32889428	+	3458	2493	3578	1585	1954	1204
lncRNA_5259	ntLink_8	32896398	32911257	+	14860	22610	20130	14241	20024	20107
lncRNA_5266	ntLink_8	32935026	32941622	+	6597	1435	1038	1166	1797	910
lncRNA_5267	ntLink_8	32949224	32965042	+	15819	861	476	464	723	878
lncRNA_5277	ntLink_8	33053889	33058906	+	5018	5481	5359	3745	5695	4375
lncRNA_5288	ntLink_8	33228652	33236195	+	7544	9339	7352	4960	5371	4073
lncRNA_5299	ntLink_8	33295304	33295625	+	322	3427	6956	4882	6583	2312
lncRNA_5300	ntLink_8	33305639	33326234	+	20596	1272	951	842	1459	1564
lncRNA_5320	ntLink_8	33857947	33862392	+	4446	1141	2040	1627	1578	1512
lncRNA_5355	ntLink_8	34369330	34378665	+	9336	1135	969	683	1025	809
lncRNA_5357	ntLink_8	34402522	34408964	+	6443	100	44	74	49	338
lncRNA_5359	ntLink_8	34516035	34523906	+	7872	7956	13729	5978	11107	9638
lncRNA_5360	ntLink_8	34542263	34561092	+	18830	1065	527	417	696	898
lncRNA_5365	ntLink_8	34769297	34773141	+	3845	873	688	269	764	796
lncRNA_5366	ntLink_8	34779195	34786385	+	7191	3060	2134	2786	3888	5921
lncRNA_5390	ntLink_8	35394901	35400841	+	5941	1993	1352	934	1374	1045
lncRNA_5395	ntLink_8	35675974	35685598	+	9625	1244	2075	917	1567	628
lncRNA_5396	ntLink_8	35793684	35797934	+	4251	442	199	324	388	549
lncRNA_5398	ntLink_8	35848749	35850628	+	1880	8022	11318	6020	9466	6447
lncRNA_5399	ntLink_8	35889380	35911670	+	22291	1055	1001	1023	1341	1809
lncRNA_5470	ntLink_8	269857	274198	+	4342	310	1	22	316	283
lncRNA_5477	ntLink_8	405826	415722	+	9897	650	314	308	425	457
lncRNA_5479	ntLink_8	432612	459553	+	26942	1336	1365	1300	1998	1751
lncRNA_5490	ntLink_8	492560	533667	+	41108	1760	936	687	825	1679
lncRNA_5491	ntLink_8	539634	544937	+	5304	18539	22895	9401	18038	11390
lncRNA_5508	ntLink_8	849423	853868	+	4446	540	317	169	756	824
lncRNA_5537	ntLink_8	1121005	1152786	+	31782	11255	6850	5485	7773	4989
lncRNA_5562	ntLink_8	1430211	1433464	+	3254	1167	181	89	16	952
lncRNA_5568	ntLink_8	1408685	1415018	+	6334	296	1	191	10	428
lncRNA_5579	ntLink_8	1493542	1509343	+	15802	1166	783	673	1059	776
lncRNA_5591	ntLink_8	1632216	1649150	+	16935	518	190	1529	165	791
lncRNA_5594	ntLink_8	1751950	1752611	+	662	4973	4388	2401	4698	2162
lncRNA_5595	ntLink_8	1786802	1795806	+	9005	918	572	458	596	826
lncRNA_5601	ntLink_8	1896670	1919828	+	23159	361	224	163	310	375
lncRNA_5603	ntLink_8	1940731	1980943	+	40213	866	441	566	764	1035
lncRNA_5638	ntLink_8	3940960	3945032	+	4073	2179	1158	722	980	623
lncRNA_5640	ntLink_8	3977316	3990342	+	13027	1986	2545	1448	2567	2709
lncRNA_5652	ntLink_8	4347124	4348122	+	999	16	155	124	35	1029
lncRNA_5677	ntLink_8	4504193	4514382	+	10190	2273	214	1229	2151	480
lncRNA_5703	ntLink_8	4821040	4836651	+	15612	81	26	56	49	533
lncRNA_5710	ntLink_8	5030623	5042169	+	11547	274	94	328	85	1531
lncRNA_5711	ntLink_8	5042434	5047479	+	5046	76	46	38	56	293
lncRNA_5715	ntLink_8	5089633	5101959	+	12327	85	35	99	48	235
lncRNA_5718	ntLink_8	5143148	5159411	+	16264	11520	11657	8646	14054	15027
lncRNA_5719	ntLink_8	5144663	5166881	+	22219	776	466	480	757	855
lncRNA_5730	ntLink_8	5267973	5278360	+	10388	20524	11379	14457	33954	23589
lncRNA_5736	ntLink_8	5309719	5312885	+	3167	1943	1008	1732	2080	1632
lncRNA_5737	ntLink_8	5325541	5327575	+	2035	693	290	579	896	421
lncRNA_5738	ntLink_8	5369116	5375479	+	6364	104	98	498	106	1314
lncRNA_5741	ntLink_8	5395662	5402477	+	6816	3640	1137	764	5025	3271
lncRNA_5747	ntLink_8	5488139	5525173	+	37035	272	175	182	134	515
lncRNA_5767	ntLink_8	5634340	5642099	+	7760	623	769	879	1179	902
lncRNA_5782	ntLink_8	5791889	5796783	+	4895	176	172	173	291	429
lncRNA_5854	ntLink_8	7075863	7076692	+	830	45	16	150	3	275
lncRNA_5863	ntLink_8	7165417	7171616	+	6200	960	481	209	834	1357
lncRNA_5904	ntLink_8	8341298	8343909	+	2612	1429	1754	1142	974	1055
lncRNA_5906	ntLink_8	8348258	8364118	+	15861	1808	2453	1623	1996	3006
lncRNA_5907	ntLink_8	8349892	8369787	+	19896	275	222	179	312	188
lncRNA_5911	ntLink_8	8506773	8512042	+	5270	307	49	364	437	2715
lncRNA_5955	ntLink_8	9435484	9435912	+	429	137	0	83	5	269
lncRNA_5970	ntLink_8	10071965	10085235	+	13271	451	432	254	457	541
lncRNA_6007	ntLink_8	11651699	11656508	+	4810	1373	1375	336	1326	1096
lncRNA_6038	ntLink_8	12051450	12065479	+	14030	946	694	694	2014	3488
lncRNA_6227	ntLink_8	14553739	14562395	+	8657	1828	1833	2420	3069	1829
lncRNA_6229	ntLink_8	14599181	14607075	+	7895	885	725	677	668	597
lncRNA_6230	ntLink_8	14611810	14624727	+	12918	6875	6213	2186	5229	4408
lncRNA_6249	ntLink_8	14933933	14934874	+	942	129	8	130	24	814
lncRNA_6274	ntLink_8	15153642	15154140	+	499	83	23	103	8	386
lncRNA_6372	ntLink_8	16660499	16693812	+	33314	1233	761	769	1123	1460
lncRNA_6421	ntLink_8	17174188	17223512	+	49325	357	84	282	684	505
lncRNA_6426	ntLink_8	17266280	17272941	+	6662	3041	485	2052	5288	2880
lncRNA_6442	ntLink_8	17470916	17473452	+	2537	111	438	96	220	219
lncRNA_6446	ntLink_8	17650633	17674254	+	23622	95	41	66	92	367
lncRNA_6461	ntLink_8	17935453	17936570	+	1118	6964	14187	4995	9878	3181
lncRNA_6474	ntLink_8	18129545	18162087	+	32543	1403	425	900	1459	1594
lncRNA_6480	ntLink_8	18248427	18265863	+	17437	42	2	4	46	352
lncRNA_6483	ntLink_8	18418167	18419849	+	1683	1410	1116	584	939	1128
lncRNA_6490	ntLink_8	18529469	18539951	+	10483	2067	1483	807	1216	1485
lncRNA_6525	ntLink_8	18944455	18971357	+	26903	188	452	191	286	1011
lncRNA_6532	ntLink_8	18989336	18999141	+	9806	2096	1356	1287	1240	1275
lncRNA_6533	ntLink_8	19068969	19074656	+	5688	396	168	286	479	574
lncRNA_6540	ntLink_8	19108155	19111697	+	3543	4490	4644	1094	3220	3993
lncRNA_6552	ntLink_8	19271258	19276873	+	5616	756	689	1316	1809	3263
lncRNA_6587	ntLink_8	19525772	19536749	+	10978	121	48	99	64	354
lncRNA_6589	ntLink_8	19568825	19579651	+	10827	312	275	297	540	632
lncRNA_6612	ntLink_8	19773932	19788410	+	14479	679	296	508	983	391
lncRNA_6625	ntLink_8	19897959	19903244	+	5286	1534	776	1184	1496	649
lncRNA_6631	ntLink_8	19977849	19979004	+	1156	776	909	411	1212	958
lncRNA_6635	ntLink_8	20085972	20092549	+	6578	647	237	391	516	472
lncRNA_6637	ntLink_8	20094963	20097314	+	2352	55622	63520	63778	63191	23656
lncRNA_6638	ntLink_8	20104422	20111550	+	7129	1358	1684	933	1641	1959
lncRNA_6639	ntLink_8	20106414	20142052	+	35639	1005	860	668	1137	1015
lncRNA_6693	ntLink_8	20755082	20763793	+	8712	440	684	508	408	806
lncRNA_6707	ntLink_8	20799184	20800413	+	1230	1014	368	249	423	493
lncRNA_6760	ntLink_8	21273499	21289260	+	15762	1038	920	476	910	1495
lncRNA_6769	ntLink_8	21332266	21349072	+	16807	1522	1255	558	1109	1977
lncRNA_6773	ntLink_8	21396541	21398354	+	1814	22649	34946	16471	22563	18749
lncRNA_6775	ntLink_8	21416515	21417074	+	560	1637	1382	1227	1538	2699
lncRNA_6787	ntLink_8	21498264	21500708	+	2445	1727	1535	1111	1358	1317
lncRNA_6795	ntLink_8	21535440	21551717	+	16278	1760	1784	1825	1571	1533
lncRNA_6803	ntLink_8	21580455	21587153	+	6699	9526	11977	7071	5169	3673
lncRNA_6805	ntLink_8	21642400	21645483	+	3084	1095	2387	982	1423	736
lncRNA_6825	ntLink_8	21868309	21876484	+	8176	956	846	783	870	772
lncRNA_6828	ntLink_8	21917437	21925702	+	8266	2932	3079	2907	3511	3529
lncRNA_6850	ntLink_8	22165444	22174653	+	9210	2253	1008	1049	1757	1451
lncRNA_6853	ntLink_8	22233408	22252513	+	19106	1464	958	790	1110	1746
lncRNA_6854	ntLink_8	22255597	22257470	+	1874	5091	4860	3253	3956	1436
lncRNA_6856	ntLink_8	22283832	22300809	+	16978	5342	3482	2783	3458	2549
lncRNA_6858	ntLink_8	22313999	22324210	+	10212	7193	7288	4099	6259	3334
lncRNA_6859	ntLink_8	22351037	22353204	+	2168	18734	17057	13688	16501	18708
lncRNA_6909	ntLink_8	23179623	23186553	+	6931	956	831	556	427	617
lncRNA_6921	ntLink_8	23260776	23266640	+	5865	1855	1502	1531	1511	870
lncRNA_6937	ntLink_8	23393748	23419158	+	25411	8027	9258	8268	7003	8678
lncRNA_6952	ntLink_8	23558365	23561642	+	3278	2074	2100	2012	2721	2206
lncRNA_6962	ntLink_8	23704322	23709825	+	5504	181	65	78	99	313
lncRNA_6976	ntLink_8	23801518	23803405	+	1888	2300	1953	1224	1254	1497
lncRNA_6982	ntLink_8	23862063	23864594	+	2532	6547	6415	3007	3211	2901
lncRNA_7002	ntLink_8	24067481	24070187	+	2707	707	440	537	571	771
lncRNA_7040	ntLink_8	24298660	24307757	+	9098	418	437	149	431	406
lncRNA_7043	ntLink_8	24309346	24313525	+	4180	2453	3008	1180	2647	2834
lncRNA_7044	ntLink_8	24310033	24317985	+	7953	992	690	572	475	263
lncRNA_7068	ntLink_8	24404768	24414859	+	10092	4617	2585	1927	4714	5566
lncRNA_7069	ntLink_8	24417791	24433602	+	15812	1815	854	890	1842	2107
lncRNA_7071	ntLink_8	24481522	24492328	+	10807	2063	1667	1018	1923	2460
lncRNA_7083	ntLink_8	24566654	24569634	+	2981	486	418	260	669	453
lncRNA_7089	ntLink_8	24637551	24639351	+	1801	476	564	628	969	700
lncRNA_7091	ntLink_8	24653934	24663239	+	9306	6759	5140	1252	3357	1877
lncRNA_7111	ntLink_8	24977590	25001551	+	23962	3099	2055	1875	3103	2495
lncRNA_7112	ntLink_8	25037737	25041187	+	3451	59963	55237	31484	40072	15698
lncRNA_7117	ntLink_8	25240810	25245632	+	4823	348	215	575	1283	747
lncRNA_7121	ntLink_8	25315812	25318268	+	2457	183	49	94	118	319
lncRNA_7124	ntLink_8	25379283	25389269	+	9987	1598	1476	877	1278	1070
lncRNA_7125	ntLink_8	25390988	25391883	+	896	357	205	172	302	364
lncRNA_7150	ntLink_8	25878531	25882079	+	3549	832	547	708	984	1342
lncRNA_7151	ntLink_8	25893339	25922517	+	29179	2590	1703	1357	2262	2465
lncRNA_7158	ntLink_8	26071846	26106260	+	34415	992	466	595	934	1368
lncRNA_7170	ntLink_8	26232266	26240059	+	7794	2041	2842	2160	3207	2373
lncRNA_7176	ntLink_8	26386620	26396200	+	9581	8288	7859	6232	11956	8207
lncRNA_7178	ntLink_8	26405465	26409434	+	3970	7164	3732	2870	3611	2203
lncRNA_7183	ntLink_8	26447998	26468397	+	20400	984	751	740	1052	1279
lncRNA_7184	ntLink_8	26496523	26506428	+	9906	2709	742	542	1447	987
lncRNA_7187	ntLink_8	26522693	26535105	+	12413	623	338	314	431	432
lncRNA_7213	ntLink_8	26916675	26931532	+	14858	25415	24487	15912	22605	25077
lncRNA_7215	ntLink_8	26938540	26952590	+	14051	35611	28315	15892	32718	29637
lncRNA_7220	ntLink_8	26997065	27012835	+	15771	1471	1449	898	1938	2014
lncRNA_7224	ntLink_8	27060806	27076852	+	16047	843	886	493	1029	1136
lncRNA_7230	ntLink_8	27109536	27111780	+	2245	1677	1227	1330	1761	1518
lncRNA_7241	ntLink_8	27363503	27369014	+	5512	275	627	218	460	450
lncRNA_7242	ntLink_8	27471735	27495088	+	23354	125	720	920	937	746
lncRNA_7245	ntLink_8	27562171	27638515	+	76345	3111	1303	1790	3300	3569
lncRNA_7246	ntLink_8	27672387	27694524	+	22138	1667	1158	1213	1610	1658
lncRNA_7250	ntLink_8	27785502	27785910	+	409	2322	4295	2620	2738	3526
lncRNA_7251	ntLink_8	27793589	27830242	+	36654	175	133	138	286	359
lncRNA_7255	ntLink_8	27865587	27869508	+	3922	1101	1021	703	1421	955
lncRNA_7280	ntLink_8	28331631	28336339	+	4709	1151	2245	1265	560	1536
lncRNA_7284	ntLink_8	28407530	28412026	+	4497	4114	4685	2645	3126	3224
lncRNA_7285	ntLink_8	28413829	28419393	+	5565	502	1164	690	653	591
lncRNA_7287	ntLink_8	28421558	28422939	+	1382	50230	94131	70966	49729	54295
lncRNA_7306	ntLink_8	28497719	28513706	+	15988	2203	2690	1555	3240	4052
lncRNA_7309	ntLink_8	28539553	28543234	+	3682	10402	28224	6189	18310	8425
lncRNA_7310	ntLink_8	28544486	28549342	+	4857	1525	1039	657	1251	1634
lncRNA_7313	ntLink_8	28615099	28625263	+	10165	827	778	261	315	662
lncRNA_7314	ntLink_8	28629761	28638289	+	8529	2333	735	577	905	1197
lncRNA_7320	ntLink_8	28675968	28695549	+	19582	5434	3231	3226	4141	5237
lncRNA_7321	ntLink_8	28737134	28760773	+	23640	665	954	490	1265	1915
lncRNA_7333	ntLink_8	28916641	28923480	+	6840	1062	960	504	1109	1040
lncRNA_7369	ntLink_8	29445491	29457261	+	11771	1847	641	1817	3570	2236
lncRNA_7387	ntLink_8	29505125	29517569	+	12445	244	166	78	158	378
lncRNA_7389	ntLink_8	29533851	29547551	+	13701	360	144	186	448	340
lncRNA_7392	ntLink_8	29585262	29590450	+	5189	1928	1589	867	1694	1759
lncRNA_7403	ntLink_8	30074134	30091201	+	17068	6853	3586	4084	6187	5667
lncRNA_7408	ntLink_8	30113713	30139921	+	26209	101	25	43	59	187
lncRNA_7454	ntLink_8	30538105	30543024	+	4920	53	25	41	119	326
lncRNA_7455	ntLink_8	30538640	30559286	+	20647	523	159	226	630	660
lncRNA_7457	ntLink_8	30559926	30571036	+	11111	2856	1727	952	3249	3058
lncRNA_7459	ntLink_8	30572366	30576247	+	3882	3653	6332	2347	4644	2661
lncRNA_7464	ntLink_8	30680424	30713861	+	33438	4299	3988	1415	647	1371
lncRNA_7498	ntLink_8	31045341	31048716	+	3376	247	23	133	275	302
lncRNA_7499	ntLink_8	31049884	31051997	+	2114	1201	1492	614	1336	977
lncRNA_7500	ntLink_8	31102500	31118060	+	15561	183	176	145	157	348
lncRNA_7510	ntLink_8	31205295	31209535	+	4241	2330	1637	1130	2058	2322
lncRNA_7534	ntLink_8	31655029	31656776	+	1748	2120	11	4	2845	301
lncRNA_7542	ntLink_8	31866837	31868649	+	1813	357	213	167	382	618
lncRNA_7543	ntLink_8	31879466	31908404	+	28939	2077	2192	1537	2196	1343
lncRNA_7547	ntLink_8	31921122	31932882	+	11761	975	526	578	675	1472
lncRNA_7559	ntLink_8	32111809	32131064	+	19256	1189	852	482	623	853
lncRNA_7561	ntLink_8	32179247	32189212	+	9966	2445	2021	1972	2048	2205
lncRNA_7604	ntLink_8	32942515	32949023	+	6509	2339	2618	1059	1850	1394
lncRNA_7618	ntLink_8	33085115	33118876	+	33762	1849	1305	1650	3156	2214
lncRNA_7686	ntLink_8	34078994	34081421	+	2428	235	91	127	92	212
lncRNA_7692	ntLink_8	34108384	34110630	+	2247	730	943	900	862	874
lncRNA_7697	ntLink_8	34195472	34204749	+	9278	943	1084	241	723	1162
lncRNA_7701	ntLink_8	34213454	34221051	+	7598	989	447	479	1713	2272
lncRNA_7702	ntLink_8	34227142	34233902	+	6761	47301	42848	18760	28887	21763
lncRNA_7732	ntLink_8	34419191	34421202	+	2012	34825	34626	15465	30803	27035
lncRNA_7738	ntLink_8	34459962	34486477	+	26516	2123	1468	1215	1508	2123
lncRNA_7793	ntLink_8	35935739	35936474	+	736	2684	2055	1264	1535	1489
lncRNA_7829	ntLink_8	36811049	36823276	+	12228	219	1	208	19	559
lncRNA_7864	ntLink_8	1161481	1162752	+	1272	625	1657	1451	799	875
lncRNA_7867	ntLink_8	1227560	1228532	+	973	9	0	8	7	247
lncRNA_7888	ntLink_8	1872100	1873063	+	964	0	0	24	5	210
lncRNA_7914	ntLink_8	3937362	3939865	+	2504	1718	1258	1343	1633	2248
lncRNA_7919	ntLink_8	4521993	4522800	+	808	451	171	83	165	2082
lncRNA_7932	ntLink_8	4905198	4905897	+	700	56	0	0	4	384
lncRNA_7951	ntLink_8	5174310	5175799	+	1490	2	0	64	7	360
lncRNA_7962	ntLink_8	5237241	5239531	+	2291	2	0	127	2	381
lncRNA_8115	ntLink_8	7516967	7517401	+	435	34	35	12	10	131
lncRNA_8186	ntLink_8	8275374	8277777	+	2404	58	17	106	12	621
lncRNA_8237	ntLink_8	8861788	8862075	+	288	63	4	5	4	297
lncRNA_8349	ntLink_8	10119434	10120204	+	771	108	35	117	31	312
lncRNA_8447	ntLink_8	12655048	12656109	+	1062	23	0	73	0	208
lncRNA_8499	ntLink_8	13072958	13074118	+	1161	74	0	59	29	456
lncRNA_8632	ntLink_8	14787896	14793249	+	5354	734	391	171	721	374
lncRNA_8644	ntLink_8	14943420	14944499	+	1080	175	3	96	30	676
lncRNA_8664	ntLink_8	15149864	15150367	+	504	776	4437	22636	550	1307
lncRNA_8712	ntLink_8	16659346	16659945	+	600	430	257	170	564	768
lncRNA_8793	ntLink_8	17776876	17778651	+	1776	0	2	59	0	337
lncRNA_8918	ntLink_8	21503423	21504594	+	1172	2786	2082	613	1160	943
lncRNA_8940	ntLink_8	22020094	22021563	+	1470	94	2	107	16	475
lncRNA_8958	ntLink_8	22349744	22350834	+	1091	20332	32924	16331	38821	42114
lncRNA_9034	ntLink_8	24956295	24960708	+	4414	559	72	24	916	1452
lncRNA_9118	ntLink_8	27640218	27641176	+	959	103	20	191	14	779
lncRNA_9149	ntLink_8	28882903	28883464	+	562	2	6	38	4	252
lncRNA_9217	ntLink_8	29800049	29800708	+	660	8	0	6	17	274
lncRNA_9281	ntLink_8	31266072	31267483	+	1412	2524	1733	1402	2892	3138
lncRNA_9313	ntLink_8	32401377	32402083	+	707	1159	1946	1210	1513	1601
lncRNA_9318	ntLink_8	32655120	32655935	+	816	16	0	41	0	479
lncRNA_9339	ntLink_8	33080688	33081199	+	512	911	1419	1693	3298	1754
lncRNA_9344	ntLink_8	33236854	33237061	+	208	3258	1774	1718	775	2331
lncRNA_9358	ntLink_8	33579394	33580823	+	1430	16	491	2	628	793
lncRNA_9361	ntLink_8	33735040	33736437	+	1398	181	6	51	16	344
lncRNA_9376	ntLink_8	33927333	33929379	+	2047	177	348	147	371	316
lncRNA_9579	ptg000001l	3021906	3028895	+	6990	794	926	828	859	1194
lncRNA_9580	ptg000001l	3143073	3189494	+	46422	2517	1678	1229	2425	2952
lncRNA_9603	ptg000001l	4465596	4475159	+	9564	3255	2159	1219	1681	2234
lncRNA_9635	ptg000001l	5579931	5582290	+	2360	851	1305	583	772	794
lncRNA_9636	ptg000001l	5627425	5637166	+	9742	2456	1284	1272	1270	869
lncRNA_9638	ptg000001l	5666147	5667870	+	1724	27082	16604	13138	36298	15705
lncRNA_9730	ptg000001l	8157923	8163528	+	5606	185	1016	53	914	635
lncRNA_9741	ptg000001l	8578643	8587132	+	8490	8713	12157	8756	18745	8485
lncRNA_9792	ptg000001l	9513422	9527093	+	13672	1066	690	633	1393	1942
lncRNA_9793	ptg000001l	9531361	9548273	+	16913	684	342	416	480	1013
lncRNA_9801	ptg000001l	9708285	9724426	+	16142	2606	1772	1292	2397	2572
lncRNA_9804	ptg000001l	9731469	9737864	+	6396	2686	2284	1418	2423	1477
lncRNA_9814	ptg000001l	10270425	10278924	+	8500	71	2	356	50	919
lncRNA_9846	ptg000001l	11380713	11383967	+	3255	637	63	132	81	309
lncRNA_9858	ptg000001l	12164041	12187052	+	23012	364	177	243	339	730
lncRNA_9903	ptg000001l	14249364	14257564	+	8201	635	457	146	481	708
lncRNA_9907	ptg000001l	14329678	14339113	+	9436	1213	826	542	1011	1146
lncRNA_9950	ptg000001l	15031238	15040943	+	9706	4126	2795	2596	4227	3691
lncRNA_9981	ptg000001l	15500113	15501164	+	1052	73	4	0	0	341
lncRNA_9982	ptg000001l	15504406	15507973	+	3568	162	8	1	83	1474
lncRNA_10003	ptg000001l	15694704	15697902	+	3199	858	488	157	715	682
lncRNA_10014	ptg000001l	15989994	16002549	+	12556	1906	1673	1287	976	1581
lncRNA_10019	ptg000001l	16108031	16108709	+	679	210	230	47	121	369
lncRNA_10020	ptg000001l	16174851	16181050	+	6200	5196	5347	2499	5136	4586
lncRNA_10021	ptg000001l	16182396	16185816	+	3421	1906	2951	1237	1671	1621
lncRNA_10037	ptg000001l	16372589	16374901	+	2313	1234	3729	1563	4847	3387
lncRNA_10039	ptg000001l	16452120	16477749	+	25630	767	605	224	730	400
lncRNA_10068	ptg000001l	16953335	16954265	+	931	19	16	1069	31	3323
lncRNA_10080	ptg000001l	17291288	17295443	+	4156	1698	1249	551	2406	1586
lncRNA_10083	ptg000001l	17311030	17314428	+	3399	943	1328	1061	1684	2020
lncRNA_10100	ptg000001l	17877053	17885006	+	7954	545	381	122	297	598
lncRNA_10119	ptg000001l	18290248	18298010	+	7763	6795	5156	3586	3707	4227
lncRNA_10123	ptg000001l	18328385	18336579	+	8195	2769	2042	1584	2312	2616
lncRNA_10135	ptg000001l	18627958	18650878	+	22921	826	404	608	404	1112
lncRNA_10138	ptg000001l	18672801	18676696	+	3896	21271	26758	18222	22813	20701
lncRNA_10139	ptg000001l	18683489	18689273	+	5785	2900	13259	3891	7393	4141
lncRNA_10159	ptg000001l	18984094	18993566	+	9473	1726	1450	1151	2136	2333
lncRNA_10161	ptg000001l	19075408	19082478	+	7071	1833	1369	1176	1964	2011
lncRNA_10162	ptg000001l	19085419	19091835	+	6417	806	578	397	710	832
lncRNA_10197	ptg000001l	19892863	19910887	+	18025	3184	2336	1380	2749	2529
lncRNA_10240	ptg000001l	20725085	20727813	+	2729	4202	5754	3077	3389	2131
lncRNA_10242	ptg000001l	20779541	20783271	+	3731	768	451	537	613	1390
