# Program:featureCounts v2.0.5; Command:"/home/shared/subread-2.0.5-Linux-x86_64/bin/featureCounts" "-T" "42" "-a" "../output/31-Apul-lncRNA/Apul-lncRNA.gtf" "-o" "../output/32-Apul-lncRNA-matrix/Apul-lncRNA-counts.txt" "-t" "lncRNA" "-g" "gene_id" "-p" "../data/32-Apul-lncRNA-matrix/RNA-ACR-140.sorted.bam" "../data/32-Apul-lncRNA-matrix/RNA-ACR-145.sorted.bam" "../data/32-Apul-lncRNA-matrix/RNA-ACR-150.sorted.bam" "../data/32-Apul-lncRNA-matrix/RNA-ACR-173.sorted.bam" "../data/32-Apul-lncRNA-matrix/RNA-ACR-178.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	../data/32-Apul-lncRNA-matrix/RNA-ACR-140.sorted.bam	../data/32-Apul-lncRNA-matrix/RNA-ACR-145.sorted.bam	../data/32-Apul-lncRNA-matrix/RNA-ACR-150.sorted.bam	../data/32-Apul-lncRNA-matrix/RNA-ACR-173.sorted.bam	../data/32-Apul-lncRNA-matrix/RNA-ACR-178.sorted.bam
lncRNA_20676	ptg000023l	24053622	24054859	+	1238	0	0	0	0	0
lncRNA_20677	ptg000023l	24186262	24187829	+	1568	8	3	25	2	123
lncRNA_20678	ptg000023l	24235306	24245073	+	9768	29	94	28	140	54
lncRNA_20679	ptg000023l	24267991	24269064	+	1074	84	71	21	64	41
lncRNA_20680	ptg000023l	24279144	24281742	+	2599	8	11	28	26	45
lncRNA_20681	ptg000023l	24279898	24281742	+	1845	0	0	0	0	0
lncRNA_20682	ptg000023l	24286396	24291577	+	5182	72	92	112	113	220
lncRNA_20683	ptg000023l	24440651	24449753	+	9103	159	135	56	71	146
lncRNA_20684	ptg000023l	24443527	24453634	+	10108	97	101	126	50	185
lncRNA_20685	ptg000023l	24930794	24932826	+	2033	33	2	3	0	115
lncRNA_20686	ptg000023l	25053493	25055533	+	2041	349	30	0	258	109
lncRNA_20687	ptg000023l	25037332	25038586	+	1255	316	229	32	88	241
lncRNA_20688	ptg000023l	25071497	25073155	+	1659	139	0	0	15	7
lncRNA_20689	ptg000023l	25107169	25108773	+	1605	26	43	55	82	26
lncRNA_20690	ptg000023l	25246368	25248140	+	1773	0	0	28	0	0
lncRNA_20691	ptg000023l	25358115	25358681	+	567	19	0	6	7	54
lncRNA_20692	ptg000023l	25488218	25489211	+	994	16	0	21	4	18
lncRNA_20693	ptg000023l	25512142	25523522	+	11381	0	0	0	0	0
lncRNA_20694	ptg000023l	25512142	25523522	+	11381	0	0	0	0	0
lncRNA_20695	ptg000023l	25512362	25523522	+	11161	0	0	0	0	0
lncRNA_20696	ptg000023l	25512373	25523522	+	11150	0	0	0	0	0
lncRNA_20697	ptg000023l	25527775	25533111	+	5337	1613	1300	1256	2440	773
lncRNA_20698	ptg000023l	25556640	25558108	+	1469	0	0	0	0	0
lncRNA_20699	ptg000023l	25687213	25687722	+	510	0	0	0	0	0
lncRNA_20700	ptg000023l	25687974	25689984	+	2011	0	0	0	0	0
lncRNA_20701	ptg000023l	25687974	25689984	+	2011	0	0	0	0	0
lncRNA_20702	ptg000023l	25688054	25695280	+	7227	29	15	322	9	206
lncRNA_20703	ptg000023l	25690817	25695280	+	4464	0	0	0	0	0
lncRNA_20704	ptg000023l	25691400	25695280	+	3881	0	0	0	0	0
lncRNA_20705	ptg000023l	25691400	25695280	+	3881	0	0	0	0	0
lncRNA_20706	ptg000023l	25691753	25695280	+	3528	0	0	0	0	0
lncRNA_20707	ptg000023l	25692249	25695280	+	3032	0	0	0	0	0
lncRNA_20708	ptg000023l	25960553	25980767	+	20215	162	77	97	134	378
lncRNA_20709	ptg000023l	26136523	26139031	+	2509	77	0	63	5	347
lncRNA_20710	ptg000023l	26347771	26348464	+	694	170	124	35	55	83
lncRNA_20711	ptg000023l	26442228	26444986	+	2759	0	0	0	0	0
lncRNA_20712	ptg000023l	26442325	26444986	+	2662	0	0	0	0	0
lncRNA_20713	ptg000023l	26677368	26678091	+	724	23	0	11	1	71
lncRNA_20714	ptg000023l	26714148	26715277	+	1130	0	0	0	0	5
lncRNA_20715	ptg000023l	26834789	26836693	+	1905	67	44	132	137	366
lncRNA_20716	ptg000023l	27069739	27070159	+	421	70	0	11	0	18
lncRNA_20717	ptg000023l	27092886	27097304	+	4419	0	0	0	0	0
lncRNA_20718	ptg000023l	27536142	27539378	+	3237	0	0	0	0	0
lncRNA_20719	ptg000023l	27536145	27539378	+	3234	0	0	0	0	0
lncRNA_20720	ptg000023l	27555126	27561997	+	6872	27	0	1	121	243
lncRNA_20721	ptg000023l	27580363	27582742	+	2380	13	7	15	63	53
lncRNA_20722	ptg000023l	27634826	27642382	+	7557	145	119	11	173	297
lncRNA_20723	ptg000023l	27679867	27685565	+	5699	3	0	0	4	0
lncRNA_20724	ptg000023l	27681143	27690925	+	9783	0	0	0	0	0
lncRNA_20725	ptg000023l	27681571	27702081	+	20511	9	0	0	54	262
lncRNA_20726	ptg000023l	27699589	27704821	+	5233	14	10	3	42	69
lncRNA_20727	ptg000023l	27708767	27710272	+	1506	0	2	16	4	44
lncRNA_20728	ptg000023l	27760991	27763486	+	2496	22	6	10	147	59
lncRNA_20729	ptg000023l	27868512	27869317	+	806	126	62	49	29	33
lncRNA_20730	ptg000023l	28056212	28072122	+	15911	0	0	0	0	0
lncRNA_20731	ptg000023l	28056246	28070412	+	14167	0	0	0	0	0
lncRNA_20732	ptg000023l	28056246	28070752	+	14507	0	0	0	0	0
lncRNA_20733	ptg000023l	28056246	28072122	+	15877	0	0	0	0	0
lncRNA_20734	ptg000023l	28067887	28070412	+	2526	0	0	0	0	0
lncRNA_20735	ptg000023l	28067888	28072122	+	4235	0	0	0	0	0
lncRNA_20736	ptg000023l	28086146	28092109	+	5964	0	0	0	0	0
lncRNA_20737	ptg000023l	28086463	28093948	+	7486	246	220	181	118	43
lncRNA_20738	ptg000023l	28089436	28090826	+	1391	0	0	0	0	0
lncRNA_20739	ptg000023l	28261571	28262945	+	1375	0	5	2	0	3
lncRNA_20740	ptg000023l	28262382	28262945	+	564	0	0	0	0	0
lncRNA_20741	ptg000023l	28343148	28345271	+	2124	676	379	305	325	304
lncRNA_20742	ptg000023l	28621138	28622351	+	1214	45	60	0	2	15
lncRNA_20743	ptg000023l	28662202	28663426	+	1225	1124	1299	674	1203	1539
lncRNA_20744	ptg000023l	28717314	28718335	+	1022	14	19	7	40	18
lncRNA_20745	ptg000023l	28733451	28733906	+	456	0	13	7	2	24
lncRNA_20746	ptg000023l	28904637	28910094	+	5458	1112	933	668	1512	1133
lncRNA_20747	ptg000023l	28934385	28935622	+	1238	112	279	168	260	232
lncRNA_20748	ptg000023l	28940236	28951228	+	10993	0	0	0	0	0
lncRNA_20749	ptg000023l	28940249	28951228	+	10980	0	0	0	0	0
lncRNA_20750	ptg000023l	29054185	29054399	+	215	21	35	24	23	54
lncRNA_20751	ptg000023l	29096159	29100973	+	4815	272	201	171	149	478
lncRNA_20752	ptg000023l	29130380	29131184	+	805	29	22	28	12	52
lncRNA_20753	ptg000023l	29206940	29208535	+	1596	0	0	0	0	0
lncRNA_20754	ptg000023l	29206940	29208535	+	1596	0	0	0	0	0
lncRNA_20755	ptg000023l	29206951	29208535	+	1585	0	0	0	0	0
lncRNA_20756	ptg000023l	29237471	29241298	+	3828	123	245	133	89	202
lncRNA_20757	ptg000023l	29278000	29278554	+	555	66	90	59	43	22
lncRNA_20758	ptg000023l	29510967	29513405	+	2439	233	29	146	14	28
lncRNA_20759	ptg000023l	29538005	29540058	+	2054	228	170	96	82	223
lncRNA_20760	ptg000023l	29734511	29734817	+	307	0	0	0	0	21
lncRNA_20761	ptg000023l	29760435	29762149	+	1715	17	22	4	0	13
lncRNA_20762	ptg000023l	29889160	29891230	+	2071	110	1	23	81	102
lncRNA_20763	ptg000023l	29985417	29985783	+	367	22	20	22	26	9
lncRNA_20764	ptg000023l	30072834	30074964	+	2131	77	150	59	34	16
lncRNA_20765	ptg000023l	30328512	30328742	+	231	0	0	0	0	0
lncRNA_20766	ptg000023l	30558945	30561868	+	2924	251	437	10	321	2
lncRNA_20767	ptg000023l	30560377	30561868	+	1492	0	0	0	0	0
lncRNA_20768	ptg000023l	30560377	30561868	+	1492	0	0	0	0	0
lncRNA_20769	ptg000023l	30574854	30589296	+	14443	0	0	0	0	0
lncRNA_20770	ptg000023l	30574854	30598877	+	24024	142	151	99	222	168
lncRNA_20771	ptg000023l	30574871	30582176	+	7306	0	0	0	0	0
lncRNA_20772	ptg000023l	30583560	30589246	+	5687	0	0	0	0	0
lncRNA_20773	ptg000023l	30586055	30590845	+	4791	0	0	0	0	0
lncRNA_20774	ptg000023l	30840566	30840920	+	355	0	0	0	0	0
lncRNA_20775	ptg000023l	30996861	30998513	+	1653	0	0	0	0	0
lncRNA_20776	ptg000023l	30996871	30998513	+	1643	0	0	0	0	0
lncRNA_20777	ptg000023l	31267297	31273456	+	6160	37	0	22	0	8
lncRNA_20778	ptg000023l	31501013	31505981	+	4969	29	39	7	36	29
lncRNA_20779	ptg000023l	31501196	31504221	+	3026	0	0	0	0	0
lncRNA_20780	ptg000023l	31656496	31656941	+	446	18	0	0	7	0
lncRNA_20781	ptg000023l	31679026	31679884	+	859	17	231	146	284	45
lncRNA_20782	ptg000023l	31763405	31767396	+	3992	370	281	205	266	410
lncRNA_20783	ptg000023l	31795111	31802308	+	7198	0	0	0	0	0
lncRNA_20784	ptg000023l	31795111	31802308	+	7198	0	0	0	0	0
lncRNA_20785	ptg000023l	31903196	31906538	+	3343	0	0	0	0	0
lncRNA_20786	ptg000023l	31903209	31906538	+	3330	0	0	0	0	0
lncRNA_20787	ptg000023l	31970851	31971674	+	824	2	0	18	9	136
lncRNA_20788	ptg000023l	32032272	32036265	+	3994	0	0	0	0	0
lncRNA_20789	ptg000023l	32032283	32036265	+	3983	0	0	0	0	0
lncRNA_20790	ptg000023l	32051393	32054335	+	2943	252	212	236	233	465
lncRNA_20791	ptg000023l	32663673	32665593	+	1921	94	36	160	85	168
lncRNA_20792	ptg000023l	32703510	32717421	+	13912	45	9	30	8	162
lncRNA_20793	ptg000023l	32713376	32729625	+	16250	0	0	0	0	0
lncRNA_20794	ptg000023l	32713376	32731469	+	18094	0	8	4	4	421
lncRNA_20795	ptg000023l	32732986	32751394	+	18409	777	78	282	35	667
lncRNA_20796	ptg000023l	32846668	32860106	+	13439	6	11	8	35	1
lncRNA_20797	ptg000023l	32857894	32869632	+	11739	6	57	114	119	26
lncRNA_20798	ptg000023l	32873878	32882270	+	8393	0	0	0	0	0
lncRNA_20799	ptg000023l	32873880	32884000	+	10121	11	0	13	0	4
lncRNA_20800	ptg000023l	32880446	32882270	+	1825	0	0	0	0	0
lncRNA_20801	ptg000023l	32895342	32896218	+	877	20	17	6	30	73
lncRNA_20802	ptg000023l	32958214	32960143	+	1930	188	102	202	242	112
lncRNA_20803	ptg000023l	33033693	33040221	+	6529	59	32	4	208	19
lncRNA_20804	ptg000023l	33039201	33046804	+	7604	659	1851	31	2628	509
lncRNA_20805	ptg000023l	33048942	33056758	+	7817	0	0	5	88	24
lncRNA_20806	ptg000023l	33058257	33058712	+	456	0	0	0	0	0
lncRNA_20807	ptg000023l	33195633	33212863	+	17231	835	37	7	89	34
lncRNA_20808	ptg000023l	33223714	33224617	+	904	905	34	4	60	2
lncRNA_20809	ptg000023l	33236049	33239524	+	3476	0	0	0	0	0
lncRNA_20810	ptg000023l	33236059	33239524	+	3466	0	0	0	0	0
lncRNA_20811	ptg000023l	33236059	33239524	+	3466	0	0	0	0	0
lncRNA_20812	ptg000023l	33237658	33239524	+	1867	0	0	0	0	0
lncRNA_20813	ptg000023l	33314552	33315523	+	972	49	17	46	9	25
lncRNA_20814	ptg000023l	33375315	33383747	+	8433	2645	2	1374	5	5
lncRNA_20815	ptg000023l	33386408	33389414	+	3007	5823	5070	5494	11405	3343
lncRNA_20816	ptg000023l	33456085	33460731	+	4647	28	6	1	16	118
lncRNA_20817	ptg000023l	33456571	33460731	+	4161	0	0	0	0	0
lncRNA_20818	ptg000023l	33592536	33592807	+	272	8	0	0	0	0
lncRNA_20819	ptg000023l	33628187	33630058	+	1872	110	47	1	67	24
lncRNA_20820	ptg000023l	33646755	33647189	+	435	0	0	0	15	0
lncRNA_20821	ptg000023l	33685442	33685665	+	224	10	0	0	0	30
lncRNA_20822	ptg000023l	33721625	33724326	+	2702	174	0	7	1	87
lncRNA_20823	ptg000023l	33737853	33738287	+	435	0	0	0	12	0
lncRNA_20824	ptg000023l	33791969	33792268	+	300	82	6	84	32	223
lncRNA_20825	ptg000023l	33974348	33979521	+	5174	302	239	164	176	200
lncRNA_20826	ptg000023l	34081032	34083053	+	2022	392	98	552	479	362
lncRNA_20827	ptg000023l	34101724	34102884	+	1161	47	9	12	38	23
lncRNA_20828	ptg000023l	34488874	34492060	+	3187	0	0	0	0	0
lncRNA_20829	ptg000023l	34488886	34492060	+	3175	0	0	0	0	0
lncRNA_20830	ptg000023l	34488886	34492060	+	3175	0	0	0	0	0
lncRNA_20831	ptg000023l	34488886	34492060	+	3175	0	0	0	0	0
lncRNA_20832	ptg000023l	34520033	34520947	+	915	26	42	37	40	58
lncRNA_20833	ptg000023l	34638801	34642588	+	3788	6	0	13	2	71
lncRNA_20834	ptg000023l	34639430	34642588	+	3159	0	0	0	0	0
lncRNA_20835	ptg000023l	34792460	34794690	+	2231	0	0	0	0	0
lncRNA_20836	ptg000023l	34803124	34804324	+	1201	79	0	199	16	39
lncRNA_20837	ptg000023l	34805084	34807228	+	2145	90	4	73	9	0
lncRNA_20838	ptg000023l	34900786	34914476	+	13691	0	0	0	0	0
lncRNA_20839	ptg000023l	34900789	34914476	+	13688	0	0	0	0	0
lncRNA_20840	ptg000023l	34949343	34955659	+	6317	0	0	0	0	0
lncRNA_20841	ptg000023l	34949343	34955659	+	6317	0	0	0	0	0
lncRNA_20842	ptg000023l	34951881	34957733	+	5853	0	0	0	0	0
lncRNA_20843	ptg000023l	35164033	35166078	+	2046	18	3	91	5	59
lncRNA_20844	ptg000023l	35210120	35245858	+	35739	75	90	112	90	266
lncRNA_20845	ptg000023l	35459110	35464629	+	5520	14	14	45	22	205
lncRNA_20846	ptg000023l	35556701	35558724	+	2024	0	0	0	0	0
lncRNA_20847	ptg000023l	35854261	35856185	+	1925	0	0	3	0	0
lncRNA_20848	ptg000023l	35854394	35856185	+	1792	0	0	0	0	0
lncRNA_20849	ptg000023l	35978748	35982283	+	3536	506	396	296	466	788
lncRNA_20850	ptg000023l	36062184	36067112	+	4929	60	42	39	55	58
lncRNA_20851	ptg000023l	36063757	36067112	+	3356	0	0	0	0	0
lncRNA_20852	ptg000023l	36108415	36110059	+	1645	0	0	0	0	0
lncRNA_20853	ptg000023l	36158690	36166867	+	8178	71	4	107	17	139
lncRNA_20854	ptg000023l	36165225	36166867	+	1643	0	0	0	0	0
lncRNA_20855	ptg000023l	36206457	36208267	+	1811	43	7	13	48	6
lncRNA_20856	ptg000023l	36409646	36438496	+	28851	142	148	80	129	120
lncRNA_20857	ptg000023l	36410114	36427596	+	17483	0	0	0	0	0
lncRNA_20858	ptg000023l	36426063	36427596	+	1534	0	0	0	0	0
lncRNA_20859	ptg000023l	36436326	36438496	+	2171	0	0	0	0	0
lncRNA_20860	ptg000023l	36531862	36533673	+	1812	20	119	18	87	7
lncRNA_20861	ptg000023l	36631024	36632712	+	1689	136	19	110	23	58
lncRNA_20862	ptg000023l	36632888	36633574	+	687	39	11	1	3	4
lncRNA_20863	ptg000023l	36681678	36682274	+	597	3	0	0	0	0
lncRNA_20864	ptg000023l	36892990	36893244	+	255	4	6	21	0	12
lncRNA_20865	ptg000023l	36952817	36953019	+	203	14	2	22	0	15
lncRNA_20866	ptg000023l	37062393	37062790	+	398	18	0	3	0	90
lncRNA_20867	ptg000023l	37247374	37247818	+	445	4	2	3	0	28
lncRNA_20868	ptg000023l	37419885	37420955	+	1071	183	115	128	69	53
lncRNA_20869	ptg000023l	37627870	37628436	+	567	0	0	0	0	0
lncRNA_20870	ptg000023l	37665015	37732281	+	67267	348	206	387	169	646
lncRNA_20871	ptg000023l	37711108	37732281	+	21174	0	0	0	0	0
lncRNA_20872	ptg000023l	37632964	37633359	+	396	0	0	0	0	0
lncRNA_20873	ptg000023l	37638607	37639146	+	540	48	47	26	13	5
lncRNA_20874	ptg000023l	37737187	37739353	+	2167	0	0	0	0	0
lncRNA_20875	ptg000023l	37823233	37823450	+	218	6	0	4	0	12
lncRNA_20876	ptg000023l	37835224	37838477	+	3254	0	0	0	0	0
lncRNA_20877	ptg000023l	37835224	37838477	+	3254	0	0	0	0	0
lncRNA_20878	ptg000023l	37835959	37838477	+	2519	0	0	0	0	0
lncRNA_20879	ptg000023l	37866163	37867341	+	1179	0	2	178	5	66
lncRNA_20880	ptg000023l	37964179	37968910	+	4732	181	65	38	64	81
lncRNA_20881	ptg000023l	38035264	38040884	+	5621	124	50	30	37	135
lncRNA_20882	ptg000023l	38067757	38068654	+	898	0	0	0	0	0
lncRNA_20883	ptg000023l	38098002	38098858	+	857	0	0	0	0	0
lncRNA_20884	ptg000023l	38098009	38099051	+	1043	4	1	0	3	0
lncRNA_20885	ptg000023l	38204867	38206881	+	2015	0	0	0	0	0
lncRNA_20886	ptg000023l	38204867	38210551	+	5685	110	10	30	37	2
lncRNA_20887	ptg000023l	38217701	38232654	+	14954	2	4	80	10	349
lncRNA_20888	ptg000023l	38227163	38232654	+	5492	0	0	0	0	0
lncRNA_20889	ptg000023l	38272996	38279484	+	6489	28	17	24	17	175
lncRNA_20890	ptg000023l	38318386	38322610	+	4225	827	1034	650	542	549
lncRNA_20891	ptg000023l	38322996	38325263	+	2268	28	180	103	27	136
lncRNA_20892	ptg000023l	38329704	38331504	+	1801	7	0	1	0	11
lncRNA_20893	ptg000023l	38329846	38331504	+	1659	0	0	0	0	0
lncRNA_20894	ptg000023l	38565370	38566835	+	1466	54	29	90	26	176
lncRNA_20895	ptg000023l	38574401	38575988	+	1588	19	1	0	64	8
lncRNA_20896	ptg000023l	38744010	38745064	+	1055	58	5	0	9	0
lncRNA_20897	ptg000023l	38815402	38816929	+	1528	0	0	0	0	0
lncRNA_20898	ptg000023l	38825368	38826747	+	1380	124	85	136	179	365
lncRNA_20899	ptg000023l	39045081	39064661	+	19581	158	144	172	120	216
lncRNA_20900	ptg000023l	39458246	39459564	+	1319	0	0	0	0	0
lncRNA_20901	ptg000023l	39458323	39459564	+	1242	0	0	0	0	0
lncRNA_20902	ptg000023l	39606738	39608813	+	2076	47	75	4	0	121
lncRNA_20903	ptg000023l	39638245	39640413	+	2169	0	0	0	0	0
lncRNA_20904	ptg000023l	39638271	39640413	+	2143	0	0	0	0	0
lncRNA_20905	ptg000023l	39903209	39904232	+	1024	0	0	0	0	0
lncRNA_20906	ptg000023l	40091975	40092345	+	371	0	0	6	0	29
lncRNA_20907	ptg000023l	40267662	40268560	+	899	10	98	137	110	92
lncRNA_20908	ptg000023l	40418956	40420566	+	1611	0	0	0	0	0
lncRNA_20909	ptg000023l	40441079	40507501	+	66423	3910	2336	1904	1898	2528
lncRNA_20910	ptg000023l	40643250	40643804	+	555	38	41	11	37	91
lncRNA_20911	ptg000023l	40750094	40750656	+	563	1	2	0	41	12
lncRNA_20912	ptg000023l	40870796	40871193	+	398	0	0	0	0	30
lncRNA_20913	ptg000023l	41074477	41082535	+	8059	0	0	0	0	0
lncRNA_20914	ptg000023l	41074477	41082535	+	8059	0	0	0	0	0
lncRNA_20915	ptg000023l	41075160	41082535	+	7376	0	0	0	0	0
lncRNA_20916	ptg000023l	41075160	41082535	+	7376	0	0	0	0	0
lncRNA_20917	ptg000023l	41075160	41082535	+	7376	0	0	0	0	0
lncRNA_20918	ptg000023l	41075160	41082535	+	7376	0	0	0	0	0
lncRNA_20919	ptg000023l	41075160	41082535	+	7376	0	0	0	0	0
lncRNA_20920	ptg000023l	41075160	41082535	+	7376	0	0	0	0	0
lncRNA_20921	ptg000023l	41075167	41082535	+	7369	0	0	0	0	0
lncRNA_20922	ptg000023l	41075167	41082535	+	7369	0	0	0	0	0
lncRNA_20923	ptg000023l	41077579	41082535	+	4957	0	0	0	0	0
lncRNA_20924	ptg000023l	41082832	41086357	+	3526	13	236	28	235	689
lncRNA_20925	ptg000023l	41160315	41161858	+	1544	21	28	120	12	47
lncRNA_20926	ptg000023l	41583102	41593671	+	10570	0	21	0	14	0
lncRNA_20927	ptg000023l	41588743	41594287	+	5545	0	29	0	27	0
lncRNA_20928	ptg000023l	41632681	41635526	+	2846	78	21	47	111	37
lncRNA_20929	ptg000023l	41654360	41654581	+	222	0	8	1	0	15
lncRNA_20930	ptg000023l	41658505	41658718	+	214	132	70	53	2	37
lncRNA_20931	ptg000023l	41672436	41674452	+	2017	78	37	39	28	56
lncRNA_20932	ptg000023l	41849719	41850163	+	445	53	28	0	7	6
lncRNA_20933	ptg000023l	41939870	41942126	+	2257	31	3	44	15	67
lncRNA_20934	ptg000023l	42091693	42093766	+	2074	204	2	66	599	97
lncRNA_20935	ptg000023l	42119682	42120905	+	1224	38	1	21	31	273
lncRNA_20936	ptg000023l	42327910	42331517	+	3608	62	0	14	0	165
lncRNA_20937	ptg000023l	42378839	42379228	+	390	14	6	16	50	81
lncRNA_20938	ptg000023l	42531848	42535850	+	4003	0	0	0	0	0
lncRNA_20939	ptg000023l	42531870	42535850	+	3981	0	0	0	0	0
lncRNA_20940	ptg000023l	43466673	43467159	+	487	2	0	0	0	32
lncRNA_20941	ptg000023l	43467303	43473104	+	5802	22	0	30	33	2
lncRNA_20942	ptg000023l	43518526	43525238	+	6713	12	55	3	0	136
lncRNA_20943	ptg000023l	43934304	43935969	+	1666	2	2	4	4	54
lncRNA_20944	ptg000023l	43940195	43941304	+	1110	4	0	1	0	39
lncRNA_20945	ptg000023l	44174061	44179972	+	5912	23	0	1	3	78
lncRNA_20946	ptg000023l	44188665	44188984	+	320	0	0	0	0	0
lncRNA_20947	ptg000023l	44252171	44256662	+	4492	54	5	1	1	31
lncRNA_20948	ptg000023l	44282810	44289396	+	6587	1	0	0	0	7
lncRNA_20949	ptg000023l	44320870	44323100	+	2231	0	0	0	0	0
lncRNA_20950	ptg000023l	44320870	44330604	+	9735	2	0	0	0	8
lncRNA_20951	ptg000023l	44324758	44329230	+	4473	0	0	0	0	0
lncRNA_20952	ptg000023l	44359604	44360759	+	1156	2	0	0	0	3
lncRNA_20953	ptg000023l	44415288	44432480	+	17193	0	0	0	0	2
lncRNA_20954	ptg000023l	44427413	44435265	+	7853	11	0	1	0	10
lncRNA_20955	ptg000023l	44481676	44482690	+	1015	15	0	0	4	10
lncRNA_20956	ptg000023l	44489658	44492031	+	2374	0	0	0	0	2
lncRNA_20957	ptg000023l	44490331	44492668	+	2338	0	0	0	0	0
lncRNA_20958	ptg000023l	44490995	44492668	+	1674	0	0	0	0	0
lncRNA_20959	ptg000023l	44493666	44498722	+	5057	1	0	0	0	7
lncRNA_20960	ptg000023l	44499020	44499380	+	361	0	0	4	0	0
lncRNA_20961	ptg000023l	44547783	44548062	+	280	0	0	0	0	3
lncRNA_20962	ptg000023l	44567025	44595146	+	28122	225	8	2	6	862
lncRNA_20963	ptg000023l	44579607	44585328	+	5722	0	0	0	0	0
lncRNA_20964	ptg000023l	44603588	44618377	+	14790	47	7	3	8	85
lncRNA_20965	ptg000023l	44614457	44614773	+	317	0	0	0	0	0
lncRNA_20966	ptg000023l	44626017	44626397	+	381	0	0	0	0	0
lncRNA_20967	ptg000023l	44675377	44683285	+	7909	25	0	0	1	48
lncRNA_20968	ptg000023l	44723238	44723497	+	260	1	0	0	0	0
lncRNA_20969	ptg000023l	44733133	44733447	+	315	0	0	1	0	4
lncRNA_20970	ptg000023l	44749265	44755784	+	6520	0	0	0	0	4
lncRNA_20971	ptg000023l	44834207	44838878	+	4672	0	0	0	0	0
lncRNA_20972	ptg000023l	44835730	44838878	+	3149	0	0	0	0	0
lncRNA_20973	ptg000023l	44864334	44868106	+	3773	1	0	0	0	8
lncRNA_20974	ptg000023l	44925242	44932190	+	6949	8	0	0	0	13
lncRNA_20975	ptg000023l	44963763	44964403	+	641	11	0	1	0	12
lncRNA_20976	ptg000023l	44985990	44988754	+	2765	5	0	0	0	27
lncRNA_20977	ptg000023l	45008626	45011091	+	2466	0	0	0	0	0
lncRNA_20978	ptg000023l	45008652	45036321	+	27670	11	0	1	2	12
lncRNA_20979	ptg000023l	13741	15588	+	1848	204	144	115	27	347
lncRNA_20980	ptg000023l	135764	145265	+	9502	833	748	286	220	996
lncRNA_20981	ptg000023l	164126	170707	+	6582	2025	1729	1283	1996	1542
lncRNA_20982	ptg000023l	253481	253795	+	315	0	0	13	0	8
lncRNA_20983	ptg000023l	459873	462119	+	2247	22	358	15	59	117
lncRNA_20984	ptg000023l	586108	596071	+	9964	1834	676	787	486	1080
lncRNA_20985	ptg000023l	593743	596071	+	2329	0	0	0	0	0
lncRNA_20986	ptg000023l	715589	718910	+	3322	76	65	58	27	101
lncRNA_20987	ptg000023l	912378	914791	+	2414	321	965	469	284	308
lncRNA_20988	ptg000023l	1040968	1041273	+	306	0	0	0	0	41
lncRNA_20989	ptg000023l	1050774	1114607	+	63834	0	0	0	0	0
lncRNA_20990	ptg000023l	1086665	1145477	+	58813	0	0	0	0	0
lncRNA_20991	ptg000023l	1088925	1135426	+	46502	0	0	0	0	0
lncRNA_20992	ptg000023l	1108238	1111378	+	3141	0	0	0	0	0
lncRNA_20993	ptg000023l	1129049	1177006	+	47958	652	299	254	450	398
lncRNA_20994	ptg000023l	1201874	1205520	+	3647	154	243	2	68	168
lncRNA_20995	ptg000023l	1241461	1245800	+	4340	12	731	37	48	393
lncRNA_20996	ptg000023l	1291226	1332210	+	40985	239	204	193	288	237
lncRNA_20997	ptg000023l	1391506	1416005	+	24500	1819	198	174	671	606
lncRNA_20998	ptg000023l	1516577	1517186	+	610	47	6	31	9	0
lncRNA_20999	ptg000023l	1616392	1616643	+	252	6	3	2	11	84
lncRNA_21000	ptg000023l	1616709	1617801	+	1093	0	3	1	15	51
lncRNA_21001	ptg000023l	1710703	1716468	+	5766	1409	597	262	114	1020
lncRNA_21002	ptg000023l	1677068	1682506	+	5439	0	0	0	0	0
lncRNA_21003	ptg000023l	1677068	1682506	+	5439	0	0	0	0	0
lncRNA_21004	ptg000023l	1701452	1707947	+	6496	2	0	0	3	33
lncRNA_21005	ptg000023l	1702058	1707947	+	5890	0	0	0	0	0
lncRNA_21006	ptg000023l	1831337	1832909	+	1573	73	39	12	10	20
lncRNA_21007	ptg000023l	2050763	2066470	+	15708	97	86	135	142	38
lncRNA_21008	ptg000023l	2130706	2130937	+	232	0	0	27	14	0
lncRNA_21009	ptg000023l	2203925	2206113	+	2189	2	315	44	1	37
lncRNA_21010	ptg000023l	2419457	2420691	+	1235	27	5	21	13	29
lncRNA_21011	ptg000023l	2624063	2624886	+	824	236	195	124	111	400
lncRNA_21012	ptg000023l	2679580	2683647	+	4068	94	16	4	57	27
lncRNA_21013	ptg000023l	2851645	2854720	+	3076	35	27	62	51	53
lncRNA_21014	ptg000023l	2874926	2875894	+	969	32	15	39	3	6
lncRNA_21015	ptg000023l	3057167	3061034	+	3868	3	331	20	1	158
lncRNA_21016	ptg000023l	3080741	3083312	+	2572	0	0	0	0	43
lncRNA_21017	ptg000023l	3081222	3086157	+	4936	0	0	0	0	0
lncRNA_21018	ptg000023l	3083900	3086157	+	2258	0	0	0	0	0
lncRNA_21019	ptg000023l	3083900	3086157	+	2258	0	0	0	0	0
lncRNA_21020	ptg000023l	3188254	3189703	+	1450	33	18	0	12	11
lncRNA_21021	ptg000023l	3368208	3371626	+	3419	0	0	0	0	0
