# Program:featureCounts v2.0.5; Command:"/home/shared/subread-2.0.5-Linux-x86_64/bin/featureCounts" "-T" "24" "-M" "-O" "--fraction" "-a" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/output/01.6-Apul-lncRNA-pipeline/Apul-lncRNA.gtf" "-o" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/output/01.6-lncRNA-pipeline/Apul-lncRNA-counts.txt" "-t" "lncRNA" "-g" "gene_id" "-p" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Apul-lncRNA-pipeline/RNA-ACR-140.sorted.bam" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Apul-lncRNA-pipeline/RNA-ACR-145.sorted.bam" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Apul-lncRNA-pipeline/RNA-ACR-150.sorted.bam" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Apul-lncRNA-pipeline/RNA-ACR-173.sorted.bam" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Apul-lncRNA-pipeline/RNA-ACR-178.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Apul-lncRNA-pipeline/RNA-ACR-140.sorted.bam	/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Apul-lncRNA-pipeline/RNA-ACR-145.sorted.bam	/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Apul-lncRNA-pipeline/RNA-ACR-150.sorted.bam	/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Apul-lncRNA-pipeline/RNA-ACR-173.sorted.bam	/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Apul-lncRNA-pipeline/RNA-ACR-178.sorted.bam
lncRNA_6715	ptg000006l	782141	783897	+	1757	31.99	0.43	25.43	0.07	10.24
lncRNA_6716	ptg000006l	782261	788655	+	6395	72.45	0.93	54.63	0.07	42.39
lncRNA_6717	ptg000006l	803349	808509	+	5161	61.27	6.43	96.15	15.83	151.52
lncRNA_6718	ptg000006l	805320	808509	+	3190	48.84	5.32	76.27	12.83	104.93
lncRNA_6719	ptg000006l	825101	825446	+	346	0.10	0.60	17.91	2	41.75
lncRNA_6720	ptg000006l	956041	957564	+	1524	9.01	0	21.92	0.10	68.71
lncRNA_6721	ptg000006l	1014407	1014671	+	265	10.06	0.10	12.20	0	30.37
lncRNA_6722	ptg000006l	1044047	1044293	+	247	5.05	0.77	10.52	0.21	21.70
lncRNA_6723	ptg000006l	1170539	1220550	+	50012	245.19	0	286.74	16.43	417.50
lncRNA_6724	ptg000006l	1222007	1227166	+	5160	10.50	0	8.93	5.33	126.95
lncRNA_6725	ptg000006l	1251739	1252485	+	747	15.50	0	20.75	2.50	197.23
lncRNA_6726	ptg000006l	1271071	1271943	+	873	48.12	93.40	42.75	129.01	111.83
lncRNA_6727	ptg000006l	1271119	1271737	+	619	42.12	68.34	37.97	88.84	68.72
lncRNA_6728	ptg000006l	1271226	1271943	+	718	48.12	93.40	41.25	128.84	103.08
lncRNA_6729	ptg000006l	1279653	1280443	+	791	123.10	145.43	2.24	0.45	163.24
lncRNA_6730	ptg000006l	1279653	1280443	+	791	123.10	145.43	2.24	0.45	163.24
lncRNA_6731	ptg000006l	1279653	1280443	+	791	123.10	145.43	2.24	0.45	163.24
lncRNA_6732	ptg000006l	1279653	1281173	+	1521	207.53	270.68	2.61	1.20	291.66
lncRNA_6733	ptg000006l	1279653	1281173	+	1521	207.53	270.68	2.61	1.20	291.66
lncRNA_6734	ptg000006l	1285914	1294335	+	8422	0.78	0.33	5.95	32.49	389.03
lncRNA_6735	ptg000006l	1285914	1296256	+	10343	0.86	0.33	7.95	32.49	397.43
lncRNA_6736	ptg000006l	1290476	1295376	+	4901	0	0	4.40	0.70	115.83
lncRNA_6737	ptg000006l	1290476	1297431	+	6956	0.08	0	8.40	0.70	121.59
lncRNA_6738	ptg000006l	1308623	1315893	+	7271	39.25	0	123.50	6	119.26
lncRNA_6739	ptg000006l	1804338	1807437	+	3100	26.50	121.83	0	0	0
lncRNA_6740	ptg000006l	2002194	2003449	+	1256	174.83	1528.67	459.33	913.50	292.50
lncRNA_6741	ptg000006l	5230	12996	+	7767	193.14	9.96	216.74	56.10	459.20
lncRNA_6742	ptg000006l	91590	93114	+	1525	6.97	1.03	14.27	0	45.28
lncRNA_6743	ptg000006l	121534	220007	+	98474	282.63	32.86	273.58	52.45	475.26
lncRNA_6744	ptg000006l	147131	220007	+	72877	156.37	12.72	175.50	7.23	223.74
lncRNA_6745	ptg000006l	226294	229246	+	2953	58.92	1.25	80.90	0	52.39
lncRNA_6746	ptg000006l	258069	260103	+	2035	71.21	7.00	65.30	29.07	234.67
lncRNA_6747	ptg000006l	258069	260103	+	2035	71.21	7.00	65.30	29.07	234.67
lncRNA_6748	ptg000006l	258486	260103	+	1618	68.46	7.00	55.55	27.57	187.08
lncRNA_6749	ptg000006l	551918	552125	+	208	5.00	0.60	12.20	0.72	13.75
lncRNA_6750	ptg000006l	781659	799749	+	18091	200.12	13.23	224.99	7.13	348.12
lncRNA_6751	ptg000006l	844219	865807	+	21589	49.69	3.00	102.58	1.10	88.68
lncRNA_6752	ptg000006l	928624	928853	+	230	0.79	0.20	1.50	0	19.99
lncRNA_6753	ptg000006l	1044033	1054539	+	10507	42.63	11.77	57.78	10.83	85.31
lncRNA_6754	ptg000006l	1271657	1275567	+	3911	229.12	131.26	107.44	120.29	277.22
lncRNA_6755	ptg000006l	1275594	1283373	+	7780	608.06	613.94	198.63	75.56	1077.42
lncRNA_6756	ptg000006l	1275644	1284159	+	8516	608.97	616.94	201.13	76.22	1093.09
lncRNA_6757	ptg000006l	1277288	1284159	+	6872	427.35	473.10	85.29	16.68	881.69
lncRNA_6758	ptg000006l	1280595	1281110	+	516	86.32	120.26	0.37	0.75	126.42
lncRNA_6759	ptg000006l	1280595	1281110	+	516	86.32	120.26	0.37	0.75	126.42
lncRNA_6760	ptg000006l	1421818	1424087	+	2270	16.90	1	75.42	5.10	82.86
lncRNA_6761	ptg000006l	1437937	1438567	+	631	0	12.50	0	58.17	74.83
lncRNA_6762	ptg000006l	1559161	1562656	+	3496	77.50	124	57	59	26
lncRNA_6763	ptg000006l	1636007	1637210	+	1204	32.21	15.89	179.02	34.17	66.23
lncRNA_6764	ptg000006l	1812106	1813491	+	1386	45.50	0	48	10	205.43
lncRNA_6765	ptg000006l	1822323	1823576	+	1254	0	2	0	0	208
lncRNA_6766	ptg000006l	1824767	1827424	+	2658	16	1.50	4.50	0	316.50
lncRNA_6767	ptg000006l	1947566	1953805	+	6240	47.66	44.62	77.80	12.72	35.30
lncRNA_6768	ptg000006l	57485	57726	+	242	2	0	20	0	1
lncRNA_6769	ptg000006l	65363	65614	+	252	10.56	0	19.00	1.70	17.84
lncRNA_6770	ptg000006l	75208	75409	+	202	0	0.43	20.43	0	9.80
lncRNA_6771	ptg000006l	81764	81965	+	202	0	0.63	16.43	0	7.14
lncRNA_6772	ptg000006l	88166	88387	+	222	0	0	1.10	0	14.13
lncRNA_6773	ptg000006l	138735	139045	+	311	14.42	0.33	13.33	2.25	19.67
lncRNA_6774	ptg000006l	240915	241222	+	308	0	0	11.94	0	29.70
lncRNA_6775	ptg000006l	284013	284223	+	211	5.15	0	11.01	0	0.33
lncRNA_6776	ptg000006l	312789	313053	+	265	17.00	0	47.10	0	4.70
lncRNA_6777	ptg000006l	348464	348666	+	203	18.44	0	4.31	0	4.77
lncRNA_6778	ptg000006l	349505	349862	+	358	0.20	0	20.50	4	2.83
lncRNA_6779	ptg000006l	370659	371032	+	374	20.68	0	33.10	0.50	9.45
lncRNA_6780	ptg000006l	387097	387322	+	226	46.21	0.33	18	0.50	0.60
lncRNA_6781	ptg000006l	443635	443897	+	263	5.50	1.30	10.79	0.10	18.10
lncRNA_6782	ptg000006l	467307	467531	+	225	18.30	0	1.92	0	3.16
lncRNA_6783	ptg000006l	498027	498271	+	245	1.85	0	11.78	0	24.04
lncRNA_6784	ptg000006l	532832	533098	+	267	17.49	7.70	36.57	0.50	60.16
lncRNA_6785	ptg000006l	537428	537680	+	253	6.38	1.30	12.22	0.20	16.76
lncRNA_6786	ptg000006l	583441	583649	+	209	3.61	0.30	12.06	1.46	14.88
lncRNA_6787	ptg000006l	656417	656671	+	255	10.00	0	26.38	0	0.74
lncRNA_6788	ptg000006l	683381	683657	+	277	13.40	0	35.37	1.40	0.57
lncRNA_6789	ptg000006l	688020	688291	+	272	0	0	19	0	0
lncRNA_6790	ptg000006l	691139	691397	+	259	21.94	0	13.44	0.10	1.20
lncRNA_6791	ptg000006l	718732	719011	+	280	13.62	0	33.34	0	0.10
lncRNA_6792	ptg000006l	725102	725518	+	417	9.53	4.00	38.26	10	20.20
lncRNA_6793	ptg000006l	770526	770852	+	327	32.97	0	21.96	0.70	4.45
lncRNA_6794	ptg000006l	772501	772746	+	246	20.37	0.95	19.91	0.22	17.74
lncRNA_6795	ptg000006l	777095	777342	+	248	50.23	0	10.15	0.20	8.08
lncRNA_6796	ptg000006l	778526	778758	+	233	25.08	0	2.15	0	0.50
lncRNA_6797	ptg000006l	801509	801723	+	215	2.90	1.02	14.70	0	27.06
lncRNA_6798	ptg000006l	803414	803694	+	281	10.89	0.82	19.04	3.00	39.97
lncRNA_6799	ptg000006l	808735	808986	+	252	2	0	61.47	1	73.95
lncRNA_6800	ptg000006l	825919	826198	+	280	24.12	2.80	41.73	0	128.41
lncRNA_6801	ptg000006l	830954	831296	+	343	23.50	0	30	0	2.90
lncRNA_6802	ptg000006l	831771	831973	+	203	16.50	0.20	3.57	0	0.50
lncRNA_6803	ptg000006l	838194	838627	+	434	0	0	28.33	0	0.25
lncRNA_6804	ptg000006l	871497	871725	+	229	2.00	0	6.20	0	23.45
lncRNA_6805	ptg000006l	910779	911064	+	286	4.40	0	16.63	6	38.35
lncRNA_6806	ptg000006l	918464	918937	+	474	3.14	0.35	9.98	0	41.36
lncRNA_6807	ptg000006l	928003	928259	+	257	6.83	1	16.47	0.10	23.12
lncRNA_6808	ptg000006l	940838	941125	+	288	46.23	1	27.47	0	15.11
lncRNA_6809	ptg000006l	981013	981618	+	606	57.00	0	28	0	0
lncRNA_6810	ptg000006l	986949	987863	+	915	71.10	0	91.42	0	30.60
lncRNA_6811	ptg000006l	995796	996110	+	315	59.50	0	29.42	20	0.50
lncRNA_6812	ptg000006l	998238	998487	+	250	9.68	2	16.88	0	7.73
lncRNA_6813	ptg000006l	1035424	1035653	+	230	23	0	8	0	3
lncRNA_6814	ptg000006l	1060997	1061555	+	559	134.02	12.20	145.82	2.83	228.47
lncRNA_6815	ptg000006l	1086202	1086447	+	246	30.00	0	8	0	3
lncRNA_6816	ptg000006l	1256706	1257001	+	296	2.14	38.78	19.82	46.33	36.45
lncRNA_6817	ptg000006l	1281448	1281943	+	496	93.89	131.23	1.58	0.87	117.66
lncRNA_6818	ptg000006l	1310428	1310941	+	514	21	0	77.33	4	10.34
lncRNA_6819	ptg000006l	1322512	1323017	+	506	24	0	32	10	36
lncRNA_6820	ptg000006l	1339912	1340114	+	203	1.33	0	10.17	0	6.03
lncRNA_6821	ptg000006l	1351124	1351432	+	309	1	1.33	25.45	27.78	4.67
lncRNA_6822	ptg000006l	1352422	1352835	+	414	8.35	4.73	35.73	54.87	15.88
lncRNA_6823	ptg000006l	1364999	1365269	+	271	3.50	50	17.50	6	14.10
lncRNA_6824	ptg000006l	1370829	1371254	+	426	10	0	37.50	0	39.50
lncRNA_6825	ptg000006l	1442764	1443389	+	626	0	0	0	52.47	4
lncRNA_6826	ptg000006l	1457274	1457483	+	210	13.50	8	0.50	26.83	6
lncRNA_6827	ptg000006l	1459509	1459714	+	206	17	18	0	0	0
lncRNA_6828	ptg000006l	1468739	1468955	+	217	8	0	18	2	6
lncRNA_6829	ptg000006l	1469322	1469733	+	412	8	30.50	1	1.50	0
lncRNA_6830	ptg000006l	1495961	1498967	+	3007	191.50	143.65	40.82	226.46	199.59
lncRNA_6831	ptg000006l	1508099	1508735	+	637	84.00	57.39	27.73	58.20	5.44
lncRNA_6832	ptg000006l	1511071	1511441	+	371	31	0	0	0	0
lncRNA_6833	ptg000006l	1582681	1583149	+	469	3.50	0	23.50	2	59
lncRNA_6834	ptg000006l	1595488	1596028	+	541	57.37	0	20.20	16.03	143.23
lncRNA_6835	ptg000006l	1655291	1656154	+	864	8.14	11	32	6.00	59.83
lncRNA_6836	ptg000006l	1658501	1659462	+	962	122.40	5	2.00	25.33	28
lncRNA_6837	ptg000006l	1727738	1728409	+	672	23	0	28.50	1	98
lncRNA_6838	ptg000006l	1739088	1739514	+	427	30.50	1.30	43.80	2.20	47.00
lncRNA_6839	ptg000006l	1799511	1799732	+	222	0	0	13	1	0
lncRNA_6840	ptg000006l	1801375	1801801	+	427	39.50	7.50	17.50	1	43
lncRNA_6841	ptg000006l	1817026	1817434	+	409	6	10	19	0	38.50
lncRNA_6842	ptg000006l	1830441	1830687	+	247	15.03	6	3.06	0	83.67
lncRNA_6843	ptg000006l	1837544	1839211	+	1668	35	24.83	48.33	41.33	105.33
lncRNA_6844	ptg000006l	1841640	1842114	+	475	5	38	0	14	30.50
lncRNA_6845	ptg000006l	1844312	1844667	+	356	0	0	21	8	1.10
lncRNA_6846	ptg000006l	1851591	1852129	+	539	36.95	0	42.41	0.11	159.84
lncRNA_6847	ptg000006l	1865723	1866351	+	629	15.93	0.33	10.95	5.80	77.21
lncRNA_6848	ptg000006l	1870905	1871211	+	307	15	0	24	6	20.00
lncRNA_6849	ptg000006l	1880222	1881322	+	1101	45.14	3.23	26.93	8.39	239.46
lncRNA_6850	ptg000006l	1887282	1888255	+	974	14.55	1.70	14.78	7.70	116.70
lncRNA_6851	ptg000006l	1893986	1894243	+	258	3.53	0	1.20	4.50	17.53
lncRNA_6852	ptg000006l	1944173	1944594	+	422	7.57	0	25.21	3.53	12.80
lncRNA_6853	ptg000006l	1960203	1960513	+	311	50.44	24.67	30.33	4	6
lncRNA_6854	ptg000006l	1981972	1982222	+	251	6.38	3	0.50	1.12	18.81
lncRNA_6855	ptg000006l	2020835	2021298	+	464	5.80	0	5.41	0	32.23
lncRNA_6856	ptg000006l	2030200	2030689	+	490	10.40	0.70	30.65	5.93	54.11
lncRNA_6857	ptg000006l	2047728	2048146	+	419	3	0	9.00	0.10	62.07
lncRNA_6858	ptg000006l	2079276	2079915	+	640	94.32	1.00	65.88	10.55	82.04
lncRNA_6859	ptg000006l	2082857	2083291	+	435	11.84	12.71	41.25	1.27	5.25
lncRNA_6860	ptg000007l	252008	252369	+	362	40	26	27	60	61
lncRNA_6861	ptg000007l	274269	274523	+	255	1	4	21	20	0
lncRNA_6862	ptg000007l	280683	280979	+	297	86.50	17	1	17	30.50
lncRNA_6863	ptg000007l	304200	305775	+	1576	88	64	49	100	200
lncRNA_6864	ptg000007l	391733	394330	+	2598	86.00	318.25	153.25	170.56	146.29
lncRNA_6865	ptg000007l	391737	394330	+	2594	86.00	318.25	153.25	170.56	146.29
lncRNA_6866	ptg000007l	865789	867493	+	1705	48	75	73	175	46
lncRNA_6867	ptg000007l	911162	913308	+	2147	575.18	369.51	210.23	337.60	487.12
lncRNA_6868	ptg000007l	945359	946629	+	1271	173	90	98	196	55
lncRNA_6869	ptg000007l	1377568	1379060	+	1493	76	0	151	32	551
lncRNA_6870	ptg000007l	1571303	1576108	+	4806	28.33	40.98	65.67	16.67	140.61
lncRNA_6871	ptg000007l	1571306	1574328	+	3023	2.33	22.48	19.67	11.67	21.61
lncRNA_6872	ptg000007l	1572848	1576108	+	3261	28.33	40.98	65.67	15.17	140.61
lncRNA_6873	ptg000007l	1583037	1588188	+	5152	118	279.34	78.50	88.75	187.76
lncRNA_6874	ptg000007l	1583117	1588188	+	5072	118	275.34	78.50	88.75	187.76
lncRNA_6875	ptg000007l	1583134	1588188	+	5055	118	275.34	78.50	88.75	187.76
lncRNA_6876	ptg000007l	1583134	1588188	+	5055	118	275.34	78.50	88.75	187.76
lncRNA_6877	ptg000007l	1588838	1593378	+	4541	2695.67	2834.20	1392	2157.50	1994.15
lncRNA_6878	ptg000007l	1645811	1647874	+	2064	57.57	140.17	0.12	28.42	163.97
lncRNA_6879	ptg000007l	1655858	1668091	+	12234	134.23	178.17	162.83	104.29	163.27
lncRNA_6880	ptg000007l	1671349	1671629	+	281	0	112	0	83.50	0
lncRNA_6881	ptg000007l	1883884	1898113	+	14230	119.67	132.33	73.83	390.08	240.00
lncRNA_6882	ptg000007l	1884969	1901456	+	16488	261.67	252.33	196.83	622.08	338.00
lncRNA_6883	ptg000007l	1886367	1894786	+	8420	32.67	50.33	12.33	216.33	124.50
lncRNA_6884	ptg000007l	1911338	1913356	+	2019	146	212	158	247	261.50
lncRNA_6885	ptg000007l	1911398	1913356	+	1959	146	212	158	247	261.50
lncRNA_6886	ptg000007l	1999880	2001504	+	1625	43	3	47	14	12
lncRNA_6887	ptg000007l	2100282	2103724	+	3443	399.16	213.33	172.66	202.33	151.44
lncRNA_6888	ptg000007l	2101076	2103724	+	2649	253.16	182.33	110.66	114.33	109.44
lncRNA_6889	ptg000007l	2101139	2103724	+	2586	245.66	182.33	110.66	113.83	108.44
lncRNA_6890	ptg000007l	2104130	2110172	+	6043	324	533	492	542.50	538
lncRNA_6891	ptg000007l	2398060	2399607	+	1548	117.39	35.75	23.19	81.95	75.42
lncRNA_6892	ptg000007l	2504524	2505344	+	821	54	34	3	2	37
lncRNA_6893	ptg000007l	2600046	2601088	+	1043	231	147	208	203	275
lncRNA_6894	ptg000007l	2659051	2661708	+	2658	137.17	62.17	77.81	157.57	280.83
lncRNA_6895	ptg000007l	2750783	2752659	+	1877	7596.50	9289	4599	6433.17	3624.83
lncRNA_6896	ptg000007l	2750796	2752659	+	1864	7596.50	9289	4599	6433.17	3618.83
lncRNA_6897	ptg000007l	2809053	2815427	+	6375	347.00	773.75	39.50	407.75	180.50
lncRNA_6898	ptg000007l	2852273	2874199	+	21927	944.93	1123.59	1580.80	1166.84	5618.71
lncRNA_6899	ptg000007l	2852285	2874456	+	22172	1322.68	1497.09	1714.30	1698.84	14129.96
lncRNA_6900	ptg000007l	3215924	3219395	+	3472	179.49	26.32	28.00	108.28	16.50
lncRNA_6901	ptg000007l	3215924	3219395	+	3472	179.49	26.32	28.00	108.28	16.50
lncRNA_6902	ptg000007l	3215924	3219395	+	3472	179.49	26.32	28.00	108.28	16.50
lncRNA_6903	ptg000007l	3215926	3219395	+	3470	179.49	26.32	28.00	108.28	16.50
lncRNA_6904	ptg000007l	3216528	3218817	+	2290	125.74	16.57	18.00	69.28	8.00
lncRNA_6905	ptg000007l	3216538	3218616	+	2079	112.14	16.57	18.00	58.28	8.00
lncRNA_6906	ptg000007l	3216538	3218616	+	2079	112.14	16.57	18.00	58.28	8.00
lncRNA_6907	ptg000007l	3253589	3254514	+	926	1107	2203	1362	2073	1459
lncRNA_6908	ptg000007l	3270645	3275491	+	4847	96.00	256.00	192	57	200
lncRNA_6909	ptg000007l	3391896	3392350	+	455	22	8	18	10	8
lncRNA_6910	ptg000007l	3481034	3483290	+	2257	428.15	160.60	103.28	173.48	115.28
lncRNA_6911	ptg000007l	3815538	3816741	+	1204	290	391	155	369.50	370
lncRNA_6912	ptg000007l	3871336	3873657	+	2322	24	15.25	8.75	6.25	8
lncRNA_6913	ptg000007l	3975918	3978118	+	2201	25.50	26	56	33	62
lncRNA_6914	ptg000007l	3976027	3981340	+	5314	591.50	614	427	574	875
lncRNA_6915	ptg000007l	4294727	4295491	+	765	129	48	13	30	47.33
lncRNA_6916	ptg000007l	4407903	4409563	+	1661	122	206	130	114	767
lncRNA_6917	ptg000007l	4417268	4418980	+	1713	150.27	589.03	55.94	94.93	18.70
lncRNA_6918	ptg000007l	4459853	4462217	+	2365	0	231	2	0	0
lncRNA_6919	ptg000007l	4487696	4488082	+	387	246.50	111.50	179.50	236	11.50
lncRNA_6920	ptg000007l	4610477	4613231	+	2755	88.00	611.91	176.26	474.62	465.83
lncRNA_6921	ptg000007l	4706632	4707488	+	857	37	48.50	69	0	39
lncRNA_6922	ptg000007l	4732978	4737417	+	4440	46.25	3.17	83.50	5	272.33
lncRNA_6923	ptg000007l	4741496	4743875	+	2380	38	2.50	17	111	164
lncRNA_6924	ptg000007l	4757564	4758253	+	690	22	5	0	16	8
lncRNA_6925	ptg000007l	4759664	4762774	+	3111	31	14	12	65.50	28
lncRNA_6926	ptg000007l	4779784	4781422	+	1639	344.05	231.43	64.28	236.88	180.38
lncRNA_6927	ptg000007l	5083721	5084373	+	653	28	84	26	40	39
lncRNA_6928	ptg000007l	5105013	5105800	+	788	7.50	0	2	12.50	23
lncRNA_6929	ptg000007l	5105042	5106715	+	1674	25.50	6	3	20.50	32
lncRNA_6930	ptg000007l	5304574	5305222	+	649	43	15	30	21	12
lncRNA_6931	ptg000007l	5434691	5437108	+	2418	1296.83	1279.50	818.50	2690.50	1275.50
lncRNA_6932	ptg000007l	5473583	5542858	+	69276	493.11	620.14	409.19	480.98	624.32
lncRNA_6933	ptg000007l	5474839	5542858	+	68020	483.59	608.24	409.02	455.69	619.32
lncRNA_6934	ptg000007l	5523127	5542858	+	19732	107.19	271.20	120.89	142.47	291.88
lncRNA_6935	ptg000007l	5605509	5607007	+	1499	232.50	7	30	24	202.50
lncRNA_6936	ptg000007l	5742483	5744075	+	1593	4.23	244.55	26.02	36.84	159.97
lncRNA_6937	ptg000007l	5742530	5744075	+	1546	4.23	244.55	26.02	36.84	159.97
lncRNA_6938	ptg000007l	5835536	5835933	+	398	3.33	0.58	1.08	2.62	29.98
lncRNA_6939	ptg000007l	6187897	6188369	+	473	0	8	9	15	58
lncRNA_6940	ptg000007l	6233372	6237055	+	3684	0	0.70	33.08	4.50	206.48
lncRNA_6941	ptg000007l	6525193	6527875	+	2683	60.17	29.33	12.75	63.40	80.20
lncRNA_6942	ptg000007l	7601263	7603086	+	1824	90.74	161.46	309.11	94.71	183.19
lncRNA_6943	ptg000007l	8274593	8276016	+	1424	900	3775	683	4912	5376
lncRNA_6944	ptg000007l	8598831	8619086	+	20256	1047.65	822.04	648.37	613.53	826.94
lncRNA_6945	ptg000007l	8598835	8619086	+	20252	1047.65	822.04	648.37	613.53	826.94
lncRNA_6946	ptg000007l	8778618	8784791	+	6174	68.58	125.53	65.32	122.97	243.23
lncRNA_6947	ptg000007l	8899420	8900476	+	1057	40.60	5.00	15.03	4.37	49.66
lncRNA_6948	ptg000007l	9027204	9036988	+	9785	108.69	8.70	166.94	308.80	801.50
lncRNA_6949	ptg000007l	9033764	9036988	+	3225	34.03	0.70	61.20	247.29	299.41
lncRNA_6950	ptg000007l	9034290	9036988	+	2699	31.78	0.70	59.45	246.04	261.66
lncRNA_6951	ptg000007l	9068951	9069289	+	339	26	0	0	0	0
lncRNA_6952	ptg000007l	9089375	9090043	+	669	8	39	39	17	14
lncRNA_6953	ptg000007l	9288236	9290239	+	2004	103	8	131	42.17	588.25
lncRNA_6954	ptg000007l	9626165	9629814	+	3650	189.50	208.50	179.50	64.50	122.50
lncRNA_6955	ptg000007l	9626454	9629814	+	3361	158.50	170.50	147.50	64.50	102.50
lncRNA_6956	ptg000007l	9750092	9750614	+	523	17	0	31.08	23	120.58
lncRNA_6957	ptg000007l	9863701	9867832	+	4132	60.00	7.33	130.33	17.83	410.72
lncRNA_6958	ptg000007l	9866042	9870352	+	4311	36.50	5.83	67.50	8.58	254.13
lncRNA_6959	ptg000007l	9866291	9870352	+	4062	34.50	5.83	67.16	8.58	251.46
lncRNA_6960	ptg000007l	9992820	9997841	+	5022	116.97	9.33	175.57	25.00	619.91
lncRNA_6961	ptg000007l	10013211	10015212	+	2002	82.00	0	68.00	2	407.50
lncRNA_6962	ptg000007l	10709644	10710582	+	939	50.08	51.91	45.92	32.28	54.38
lncRNA_6963	ptg000007l	11592851	11595932	+	3082	551.33	391.17	3	386.50	345.50
lncRNA_6964	ptg000007l	11592855	11595932	+	3078	551.33	391.17	3	386.50	345.50
lncRNA_6965	ptg000007l	214556	216519	+	1964	1893.45	2012.20	598.20	891	802.25
lncRNA_6966	ptg000007l	354062	362672	+	8611	159.64	234.66	119.00	194.66	206.62
lncRNA_6967	ptg000007l	354340	367933	+	13594	215.84	293.23	139.25	257.16	213.43
lncRNA_6968	ptg000007l	354423	367933	+	13511	215.84	291.23	139.25	257.16	213.43
lncRNA_6969	ptg000007l	440373	441816	+	1444	200	81	490	44.33	179
lncRNA_6970	ptg000007l	444612	454070	+	9459	212	179.50	351	204	385
lncRNA_6971	ptg000007l	798224	802827	+	4604	9.50	0	345.50	22.50	8
lncRNA_6972	ptg000007l	1042666	1046553	+	3888	149	337	167	192	395
lncRNA_6973	ptg000007l	1476415	1477356	+	942	598	404	300	449	712.50
lncRNA_6974	ptg000007l	1654394	1666505	+	12112	126.73	184.67	157.17	103.79	142.27
lncRNA_6975	ptg000007l	1718672	1730035	+	11364	421.00	403.00	332.83	98.50	446.00
lncRNA_6976	ptg000007l	1732736	1734260	+	1525	2	65.17	3	26.50	0
lncRNA_6977	ptg000007l	1747438	1747719	+	282	5	0	72	3	3
lncRNA_6978	ptg000007l	2052771	2057491	+	4721	88.55	39	39.50	101.21	63.20
lncRNA_6979	ptg000007l	2052851	2055043	+	2193	47.55	17	20.50	40.21	40.20
lncRNA_6980	ptg000007l	2252983	2255126	+	2144	2293.73	1619.50	980.20	2163.52	2244.79
lncRNA_6981	ptg000007l	2321081	2322268	+	1188	2660	1947	1116	2972.50	4376.00
lncRNA_6982	ptg000007l	2489081	2503979	+	14899	1497.50	1393.38	239.88	832.27	380.08
lncRNA_6983	ptg000007l	2489099	2503979	+	14881	1497.50	1393.38	239.88	832.27	380.08
lncRNA_6984	ptg000007l	2489104	2503979	+	14876	1497.50	1393.38	239.88	832.27	380.08
lncRNA_6985	ptg000007l	2495400	2501645	+	6246	298.35	312.51	66.05	160.61	95.42
lncRNA_6986	ptg000007l	2601506	2613888	+	12383	2224.59	709.79	739.03	1841.89	1378.73
lncRNA_6987	ptg000007l	2627089	2632842	+	5754	111.50	379.50	202.50	101.14	226.20
lncRNA_6988	ptg000007l	2671387	2674164	+	2778	460.50	396.33	312.50	512	287.17
lncRNA_6989	ptg000007l	2672186	2676249	+	4064	182.50	334.83	145.50	220	157.17
lncRNA_6990	ptg000007l	2674847	2676249	+	1403	0	136.83	0	1	6.67
lncRNA_6991	ptg000007l	2691092	2693554	+	2463	116.76	77.34	49.40	69.29	77.90
lncRNA_6992	ptg000007l	2809023	2876405	+	67383	2952.26	3443.12	2451.15	3317.58	20548.67
lncRNA_6993	ptg000007l	2835264	2837553	+	2290	11	79.50	14	27	8
lncRNA_6994	ptg000007l	2840131	2841944	+	1814	16.50	0	137	23	0
lncRNA_6995	ptg000007l	2945675	2947968	+	2294	173.33	188.75	267.08	250.50	514.15
lncRNA_6996	ptg000007l	2999517	3000069	+	553	25	2	8	7	42
lncRNA_6997	ptg000007l	3051543	3051974	+	432	0	0	29	4	0
lncRNA_6998	ptg000007l	3092248	3093910	+	1663	477	202.50	199.50	400	420.50
lncRNA_6999	ptg000007l	3092607	3093910	+	1304	216	71.50	108.50	114	276.50
lncRNA_7000	ptg000007l	3174485	3176363	+	1879	142.50	14.00	5.33	91.77	48.67
lncRNA_7001	ptg000007l	3206119	3213315	+	7197	144.17	39.40	436.33	29.00	1453.83
